Genes,Transcript_Count,Norm_Symbol
ERCC3,21.0,ERCC3
KLK3,16.0,KLK3
SLC25A16,7.0,SLC25A16
IKZF1,22.0,IKZF1
OR5L2,1.0,OR5L2
CSTB,4.0,CSTB
PIGU,6.0,PIGU
MEIS1,17.0,MEIS1
PCDHGA5,2.0,PCDHGA5
IMPG2,1.0,IMPG2
EHBP1,20.0,EHBP1
CD5,2.0,CD5
ULK3,24.0,ULK3
BRINP3,5.0,BRINP3
SUPT3H,6.0,SUPT3H
U2AF1L4,21.0,U2AF1L4
AZI2,14.0,AZI2
SEPT14,2.0,SEPT14
SCYL3,5.0,SCYL3
DNAAF1,10.0,DNAAF1
SETMAR,8.0,SETMAR
ALOX12B,6.0,ALOX12B
OR14A2,2.0,OR14A2
CTF1,2.0,CTF1
KYAT1,10.0,KYAT1
FAM187B,1.0,FAM187B
HEBP2,4.0,HEBP2
SNAI1,1.0,SNAI1
PCDHGA11,3.0,PCDHGA11
GHSR,2.0,GHSR
ACSM1,6.0,ACSM1
HSPE1-MOB4,1.0,HSPE1-MOB4
DEPTOR,3.0,DEPTOR
USP54,17.0,USP54
PPEF2,8.0,PPEF2
PRR20D,1.0,PRR20D
RABGGTA,21.0,RABGGTA
PLCE1,4.0,PLCE1
ANTXRL,6.0,ANTXRL
CCDC148,8.0,CCDC148
BAMBI,2.0,BAMBI
KDM5A,11.0,KDM5A
DDX19A,15.0,DDX19A
KRT6A,5.0,KRT6A
APLP2,26.0,APLP2
APP,17.0,APP
MYO6,16.0,MYO6
SEC14L2,17.0,SEC14L2
FBXO40,1.0,FBXO40
CPLX2,10.0,CPLX2
SORCS3,3.0,SORCS3
LY75,4.0,LY75
SETD7,7.0,SETD7
LINGO2,4.0,LINGO2
LRRC10,1.0,LRRC10
CALCA,6.0,CALCA
CNTN4,17.0,CNTN4
VRK2,10.0,VRK2
RGS19,4.0,RGS19
ARL14,1.0,ARL14
EHMT2,11.714285714285715,EHMT2
OOSP3,1.0,OOSP3
METTL16,10.0,METTL16
CDNF,5.0,CDNF
UGT2B15,1.0,UGT2B15
MAP3K3,11.0,MAP3K3
TMEM126A,6.0,TMEM126A
HSPA4,5.0,HSPA4
GGCX,10.0,GGCX
SLCO3A1,13.0,SLCO3A1
GPR33,1.0,GPR33
PDIA2,7.0,PDIA2
FGD1,1.0,FGD1
SNPH,4.0,SNPH
KRI1,16.0,KRI1
OTUD7A,4.0,OTUD7A
ESRP2,12.0,ESRP2
F13B,3.0,F13B
XKRX,2.0,XKRX
CDX4,1.0,CDX4
GIMAP6,3.0,GIMAP6
TXNL4A,12.0,TXNL4A
NCR3,6.875,NCR3
AC211486.7,1.0,AC211486.7
FLRT1,1.0,FLRT1
FOXL2,1.0,FOXL2
AGTPBP1,8.0,AGTPBP1
TMEM173,23.0,TMEM173
TAF11L2,1.0,TAF11L2
HNRNPK,11.0,HNRNPK
PHF23,13.0,PHF23
RIOX1,1.0,RIOX1
FBXO43,3.0,FBXO43
KCNQ2,34.44827586206897,KCNQ2
HEXIM1,1.0,HEXIM1
RASA2,7.0,RASA2
VMP1,17.0,VMP1
HDAC9,29.0,HDAC9
TNNC2,2.0,TNNC2
HOXD3,4.0,HOXD3
AC073611.1,4.0,AC073611.1
DCD,3.0,DCD
NRBF2,2.0,NRBF2
DPEP2NB,1.0,DPEP2NB
TRANK1,7.0,TRANK1
GDF6,3.0,GDF6
FAM71D,11.0,FAM71D
OTUD5,8.0,OTUD5
TMEM178A,6.0,TMEM178A
TRIM51,2.0,TRIM51
STXBP6,7.0,STXBP6
LMBRD1,37.0,LMBRD1
FABP7,2.0,FABP7
NKD2,5.0,NKD2
ENDOG,1.0,ENDOG
IL18RAP,4.0,IL18RAP
ALG10B,4.0,ALG10B
ADORA1,9.0,ADORA1
ACER3,14.0,ACER3
SNX21,13.0,SNX21
ECI1,7.0,ECI1
TTLL3,33.0,TTLL3
USF3,4.0,USF3
XAGE5,4.0,XAGE5
ANKRD54,12.0,ANKRD54
CRIP2,11.0,CRIP2
CCDC181,7.0,CCDC181
TSHR,12.0,TSHR
TNFAIP8L2,1.0,TNFAIP8L2
VSTM5,3.0,VSTM5
RP2,1.0,RP2
NPAP1,1.0,NPAP1
LRRC45,6.0,LRRC45
ALG8,21.0,ALG8
MGAT5B,9.0,MGAT5B
SOX5,22.0,SOX5
TACO1,2.0,TACO1
ZFR,7.0,ZFR
CMTM2,4.0,CMTM2
MRPL49,9.0,MRPL49
SEMA4G,12.0,SEMA4G
ASCL2,1.0,ASCL2
MED16,12.0,MED16
IRF8,11.0,IRF8
SCAMP1,7.0,SCAMP1
SHISAL2A,4.0,SHISAL2A
FAM91A1,8.0,FAM91A1
CRAMP1,8.0,CRAMP1
LAMB3,5.0,LAMB3
NTM,22.0,NTM
DCN,20.0,DCN
DDX23,18.0,DDX23
TCEAL1,4.0,TCEAL1
ANKRA2,8.0,ANKRA2
RET,7.0,RET
IQCH,14.0,IQCH
RABIF,1.0,RABIF
SMIM1,4.0,SMIM1
EPPIN-WFDC6,2.0,EPPIN-WFDC6
CFD,2.0,CFD
DIXDC1,9.0,DIXDC1
SDCBP2,6.0,SDCBP2
MEGF8,7.0,MEGF8
GALNS,13.0,GALNS
PRM3,1.0,PRM3
RER1,9.0,RER1
TRAPPC12,18.2,TRAPPC12
PRKCB,12.0,PRKCB
EMC2,7.0,EMC2
CNTN2,33.0,CNTN2
RNASEH2C,13.0,RNASEH2C
MYBPC2,2.0,MYBPC2
KLK13,9.0,KLK13
ELK3,6.0,ELK3
NDUFA9,9.0,NDUFA9
CHST9,3.0,CHST9
WDR81,14.0,WDR81
TLL2,3.0,TLL2
SRA1,6.0,SRA1
PRMT7,27.0,PRMT7
PRSS23,9.0,PRSS23
HSPA1A,2.0,HSPA1A
DAZAP1,11.0,DAZAP1
GGNBP2,9.0,GGNBP2
IL20RA,8.0,IL20RA
FAM78A,4.0,FAM78A
RASSF7,8.0,RASSF7
ITGB1,19.0,ITGB1
CRYGB,1.0,CRYGB
PBX2,5.0,PBX2
GHITM,1.0,GHITM
FAP,14.0,FAP
BRIX1,5.0,BRIX1
TBC1D3C,1.0,TBC1D3C
BCL2L2,6.0,BCL2L2
DPH6,9.0,DPH6
HMGXB3,6.0,HMGXB3
RGPD5,13.0,RGPD5
TMEM88,2.0,TMEM88
CYP20A1,10.0,CYP20A1
SMYD4,7.0,SMYD4
KRT7,14.0,KRT7
UGT3A2,5.0,UGT3A2
KMT2D,8.0,KMT2D
LRP6,7.0,LRP6
RGR,18.0,RGR
NLRP8,2.0,NLRP8
TBX22,5.0,TBX22
KRTAP13-1,1.0,KRTAP13-1
EPHA7,2.0,EPHA7
ASH1L,7.0,ASH1L
TMEM145,5.0,TMEM145
RETREG2,10.0,RETREG2
PRSS42P,3.0,PRSS42P
ATP13A5,5.0,ATP13A5
BMP8B,1.0,BMP8B
WDR5,3.0,WDR5
AC134684.11,1.0,AC134684.11
RTN2,14.0,RTN2
GABRG2,29.0,GABRG2
VGLL3,4.0,VGLL3
NHLRC1,1.0,NHLRC1
GNA15,3.0,GNA15
DERL2,13.0,DERL2
GNPDA1,13.0,GNPDA1
IGLV10-54,2.0,IGLV10-54
MAN2A2,30.0,MAN2A2
GABRD,19.0,GABRD
UBE2A,11.0,UBE2A
PIF1,9.0,PIF1
DDIT3,6.0,DDIT3
MAP3K20,8.0,MAP3K20
CMPK1,5.0,CMPK1
NEB,20.0,NEB
LIPT1,8.0,LIPT1
ZKSCAN4,1.0,ZKSCAN4
SPA17,4.0,SPA17
DRP2,5.0,DRP2
CACUL1,7.0,CACUL1
GRID2,9.0,GRID2
HAO2,5.0,HAO2
GPD1L,7.0,GPD1L
U2AF1,12.0,U2AF1
NUTM2B,3.0,NUTM2B
SNAP25,5.0,SNAP25
KIR2DL5A,1.0,KIR2DL5A
GEN1,8.0,GEN1
ANK3,32.0,ANK3
C2orf88,9.0,C2orf88
PNMA8B,2.0,PNMA8B
ZSCAN22,1.0,ZSCAN22
PDGFA,6.0,PDGFA
SNX33,2.0,SNX33
LRP10,5.0,LRP10
OR6X1,1.0,OR6X1
FAM3C,5.0,FAM3C
AC104534.3,2.0,AC104534.3
CCL2,4.0,CCL2
LYG1,2.0,LYG1
BRAP,3.0,BRAP
AHR,7.0,AHR
RPL28,11.0,RPL28
FOXR1,3.0,FOXR1
SRSF12,5.0,SRSF12
SLC22A10,6.0,SLC22A10
DZIP1L,9.0,DZIP1L
CNTNAP2,15.857142857142858,CNTNAP2
CEP192,15.0,CEP192
SLC46A3,3.0,SLC46A3
MTFR2,7.0,MTFR2
AC142525.4,1.0,AC142525.4
ATP6V0D1,18.0,ATP6V0D1
CDK5R1,3.0,CDK5R1
FGFR1,43.0,FGFR1
CSF2,1.0,CSF2
IGFL1,1.0,IGFL1
CDH19,5.0,CDH19
DUS4L,11.0,DUS4L
TMSB4X,4.0,TMSB4X
ZMIZ1,5.0,ZMIZ1
STIM2,12.0,STIM2
KRTAP4-7,2.0,KRTAP4-7
KCNS3,5.0,KCNS3
PRSS33,4.0,PRSS33
YIF1A,13.0,YIF1A
PRYP3,1.0,PRYP3
TRIM41,9.0,TRIM41
ACAN,9.0,ACAN
ANKRD45,2.0,ANKRD45
ITGAL,19.0,ITGAL
GCH1,7.0,GCH1
ARHGEF7,20.0,ARHGEF7
NPR2,6.0,NPR2
AMACR,9.0,AMACR
STK11,10.0,STK11
SCN9A,15.0,SCN9A
MYRIP,10.0,MYRIP
ADAM9,8.0,ADAM9
CTXN2,4.0,CTXN2
AL358075.4,1.0,AL358075.4
VPS26B,7.0,VPS26B
FOXI2,1.0,FOXI2
DDX53,1.0,DDX53
FOSB,13.0,FOSB
STS,5.0,STS
PRKAR1B,12.0,PRKAR1B
IFRD2,15.0,IFRD2
FKBP3,4.0,FKBP3
LEPROTL1,9.0,LEPROTL1
UBE2V1,24.0,UBE2V1
TYSND1,4.0,TYSND1
C1QA,3.0,C1QA
EHD4,2.0,EHD4
CMTR1,6.0,CMTR1
FXYD6,17.0,FXYD6
GAREM2,3.0,GAREM2
AC209539.2,1.0,AC209539.2
ATXN3L,2.0,ATXN3L
KRTAP29-1,1.0,KRTAP29-1
AMELX,3.0,AMELX
DLG5,10.0,DLG5
CPA3,2.0,CPA3
CST5,1.0,CST5
DEFB114,1.0,DEFB114
HIST1H2BH,1.0,HIST1H2BH
PCDHB14,2.0,PCDHB14
RHOB,1.0,RHOB
CAMK1D,4.0,CAMK1D
MTUS2,7.0,MTUS2
KP420440.2,2.0,KP420440.2
PEF1,8.0,PEF1
OPN5,6.0,OPN5
KIAA1614,5.0,KIAA1614
UBQLNL,1.0,UBQLNL
SUN3,10.0,SUN3
IRAK3,3.0,IRAK3
SRD5A1,4.0,SRD5A1
PAG1,4.0,PAG1
AQP7,19.0,AQP7
EIF4ENIF1,13.0,EIF4ENIF1
PRPF3,7.0,PRPF3
CERCAM,14.0,CERCAM
GRTP1,5.0,GRTP1
OCRL,7.0,OCRL
MED12L,9.0,MED12L
POU3F4,1.0,POU3F4
EBP,6.0,EBP
NDC80,5.0,NDC80
TFEC,9.0,TFEC
ETDC,1.0,ETDC
ALDH7A1,37.0,ALDH7A1
ADH4,12.0,ADH4
KANSL1L,11.0,KANSL1L
MTURN,4.0,MTURN
RWDD2A,1.0,RWDD2A
HELZ2,6.0,HELZ2
KCNK12,2.0,KCNK12
RPS10-NUDT3,4.0,RPS10-NUDT3
NLRP1,16.0,NLRP1
TRIM75P,1.0,TRIM75P
CAMK4,13.0,CAMK4
SRSF1,9.0,SRSF1
OR51A7,2.0,OR51A7
PRKY,4.0,PRKY
RSPH9,2.0,RSPH9
OR52N5,2.0,OR52N5
CYP11B2,1.0,CYP11B2
DTX4,4.0,DTX4
YOD1,2.0,YOD1
SPINK13,3.0,SPINK13
TAOK2,6.0,TAOK2
UBE2Z,8.0,UBE2Z
HSFX2,1.0,HSFX2
HASPIN,1.0,HASPIN
CTAG1A,2.0,CTAG1A
BCCIP,5.0,BCCIP
GOT1,3.0,GOT1
TMEM89,1.0,TMEM89
PLCH2,7.25,PLCH2
IFITM5,1.0,IFITM5
AL049634.2,3.0,AL049634.2
ELF1,5.0,ELF1
LILRA2,7.583333333333332,LILRA2
BRF2,4.0,BRF2
CACNA2D3,12.0,CACNA2D3
DDX39A,21.0,DDX39A
CSF1R,9.0,CSF1R
POLA2,8.0,POLA2
C4orf3,2.0,C4orf3
RGS2,4.0,RGS2
CLIC3,3.0,CLIC3
TENT5B,1.0,TENT5B
FDX2,7.0,FDX2
LGI1,30.0,LGI1
EIF2D,11.0,EIF2D
DOK3,13.0,DOK3
DNALI1,6.0,DNALI1
SPATA8,6.0,SPATA8
RASGRF1,9.0,RASGRF1
RPL34,7.0,RPL34
NR1D2,5.0,NR1D2
MATK,15.0,MATK
MTSS2,4.0,MTSS2
DNAJC7,23.0,DNAJC7
EPS8L1,19.0,EPS8L1
AC015802.6,1.0,AC015802.6
KIF11,1.0,KIF11
KBTBD6,1.0,KBTBD6
ISLR2,12.0,ISLR2
IGSF11,10.0,IGSF11
ADGRA3,13.0,ADGRA3
CRYAA2,4.0,CRYAA2
SNX8,9.0,SNX8
VEPH1,19.0,VEPH1
FXN,7.0,FXN
ATP6V0D2,3.0,ATP6V0D2
SFXN3,7.0,SFXN3
NSMCE1,14.0,NSMCE1
SACM1L,15.0,SACM1L
PROP1,1.0,PROP1
PLD5,8.0,PLD5
PSMB7,6.0,PSMB7
RPS2,17.0,RPS2
ATAD2B,9.0,ATAD2B
MT-CO3,1.0,MT-CO3
SUPT5H,20.0,SUPT5H
MAMDC2,2.0,MAMDC2
STRA6,22.0,STRA6
GEMIN4,7.0,GEMIN4
THEMIS2,11.0,THEMIS2
PSORS1C1,6.538461538461537,PSORS1C1
PSMC4,6.0,PSMC4
MAP2,16.0,MAP2
SORD,7.0,SORD
ADGRL4,17.0,ADGRL4
ZNF3,15.0,ZNF3
PTGES,2.0,PTGES
EYA3,8.0,EYA3
C9orf153,6.0,C9orf153
WDR75,7.0,WDR75
FAM135B,11.0,FAM135B
ATP5MC3,5.0,ATP5MC3
USPL1,3.0,USPL1
VCAN,12.0,VCAN
GMPPB,5.0,GMPPB
SMIM24,4.0,SMIM24
DHX32,3.0,DHX32
DMC1,7.0,DMC1
PERP,1.0,PERP
FAM189A2,9.0,FAM189A2
USP50,5.0,USP50
SHH,5.0,SHH
HACL1,13.0,HACL1
WNT6,2.0,WNT6
CSRNP1,2.0,CSRNP1
OR2A25,2.6,OR2A25
PITPNB,11.0,PITPNB
RNF215,10.0,RNF215
AVL9,9.0,AVL9
ZNF260,5.0,ZNF260
MSH3,7.0,MSH3
STAT5A,12.0,STAT5A
GABARAP,6.0,GABARAP
FADS2,15.0,FADS2
SIAH3,1.0,SIAH3
NRF1,7.0,NRF1
HELQ,6.0,HELQ
SEC23B,11.0,SEC23B
HIST2H2BE,1.0,HIST2H2BE
AC119396.1,1.0,AC119396.1
RD3,2.0,RD3
LUM,3.0,LUM
KLF11,6.0,KLF11
CHRNA1,8.0,CHRNA1
PKN3,3.0,PKN3
CCDC136,15.0,CCDC136
AL034430.2,1.0,AL034430.2
LIN7B,7.0,LIN7B
PAGE2B,2.0,PAGE2B
CT45A5,2.0,CT45A5
ARHGEF26,5.0,ARHGEF26
PISD,17.0,PISD
MNT,9.0,MNT
MLF2,11.0,MLF2
WWC1,16.0,WWC1
FAM173A,8.0,FAM173A
GDF7,1.0,GDF7
METTL7A,5.0,METTL7A
EPYC,3.0,EPYC
WNT2,5.0,WNT2
CLOCK,11.0,CLOCK
ATXN1,13.0,ATXN1
VSIG1,5.0,VSIG1
PATL2,9.0,PATL2
FAM71E2,2.0,FAM71E2
DAZ4,7.0,DAZ4
RANGAP1,7.0,RANGAP1
RAB33B,3.0,RAB33B
SMIM22,11.0,SMIM22
GPX7,2.0,GPX7
SIPA1L2,6.0,SIPA1L2
RASL11A,3.0,RASL11A
LRRC8D,7.0,LRRC8D
TBCK,20.0,TBCK
ZNF732,2.0,ZNF732
GPAT4,11.0,GPAT4
HSF2BP,2.0,HSF2BP
TOMM20,3.0,TOMM20
CCN3,2.0,CCN3
ABCA2,24.0,ABCA2
QRFP,2.0,QRFP
PRDM8,10.0,PRDM8
SRP54,14.0,SRP54
CD207,1.0,CD207
DLD,14.0,DLD
FASTKD1,10.0,FASTKD1
NADK2,11.0,NADK2
NEDD4L,38.0,NEDD4L
AC087721.2,3.0,AC087721.2
ANLN,13.0,ANLN
SLC23A1,7.0,SLC23A1
RAVER1,7.0,RAVER1
BRINP1,3.0,BRINP1
C10orf82,4.0,C10orf82
EVL,24.0,EVL
BARHL1,2.0,BARHL1
SH3RF2,7.0,SH3RF2
IL25,2.0,IL25
PNP,8.0,PNP
USP53,9.0,USP53
DCLRE1A,3.0,DCLRE1A
WDFY3,12.0,WDFY3
NNT,24.0,NNT
PCDHGA3,3.0,PCDHGA3
RBIS,13.0,RBIS
H2AFB1,1.0,H2AFB1
PIANP,6.0,PIANP
KRT24,1.0,KRT24
MIS18BP1,12.0,MIS18BP1
LZTS3,4.0,LZTS3
SLC25A21,5.0,SLC25A21
KRT3,1.0,KRT3
ULBP3,2.0,ULBP3
CACNG1,1.0,CACNG1
MOSPD2,6.0,MOSPD2
CCDC74A,8.0,CCDC74A
OR5H1,2.0,OR5H1
VIPAS39,11.0,VIPAS39
ZNF91,12.0,ZNF91
SOX10,7.0,SOX10
PSD2,2.0,PSD2
XRCC5,10.0,XRCC5
PDS5B,9.0,PDS5B
KIF5A,3.0,KIF5A
S100A12,1.0,S100A12
XKR8,2.0,XKR8
EGR4,2.0,EGR4
AL162231.3,1.0,AL162231.3
CLUAP1,12.0,CLUAP1
KCNA7,1.0,KCNA7
CYTH4,11.0,CYTH4
PTMS,7.0,PTMS
LRRC75B,8.0,LRRC75B
GRXCR2,2.0,GRXCR2
PDHX,8.0,PDHX
NME4,12.0,NME4
C6orf52,6.0,C6orf52
HPR,5.0,HPR
SPACA3,5.0,SPACA3
MCM2,9.0,MCM2
TFDP2,24.0,TFDP2
ITPKC,2.0,ITPKC
SMAD6,5.0,SMAD6
ABL1,3.0,ABL1
EMP3,9.0,EMP3
IL6,9.0,IL6
FAR1,6.0,FAR1
TMED10,7.0,TMED10
TSSC4,10.0,TSSC4
PTH1R,8.0,PTH1R
BTBD6,6.0,BTBD6
ZNF157,1.0,ZNF157
GU182347.2,1.0,GU182347.2
ELP2,28.0,ELP2
VPS13A,13.0,VPS13A
ENTPD3,5.0,ENTPD3
CFI,8.0,CFI
FAM81B,9.0,FAM81B
SH3BP1,10.0,SH3BP1
NEDD8-MDP1,4.0,NEDD8-MDP1
HNRNPA0,1.0,HNRNPA0
APOA2,10.0,APOA2
NKAIN3,4.0,NKAIN3
MS4A7,12.0,MS4A7
DPM1,6.0,DPM1
FAM243A,1.0,FAM243A
GALNT4,1.0,GALNT4
SEPT9,43.75675675675675,SEPT9
OR2C1,1.0,OR2C1
TIPRL,2.0,TIPRL
SMARCD1,12.0,SMARCD1
GTF2A1,4.0,GTF2A1
EXO5,10.0,EXO5
GPNMB,15.0,GPNMB
GYG2,9.0,GYG2
ALDH18A1,5.0,ALDH18A1
PEX10,9.0,PEX10
MRPS18A,3.0,MRPS18A
XRCC3,18.0,XRCC3
RPS3A,14.0,RPS3A
SMAD3,15.0,SMAD3
THAP5,8.0,THAP5
PFAS,12.0,PFAS
INPP5E,2.0,INPP5E
NDUFC1,11.0,NDUFC1
HOXD10,3.0,HOXD10
MMP9,1.0,MMP9
ZHX1,8.0,ZHX1
NELL1,12.0,NELL1
ZNF326,4.0,ZNF326
TSPAN11,4.0,TSPAN11
SRPK2,15.0,SRPK2
AVIL,10.0,AVIL
CMYA5,3.0,CMYA5
UTP23,9.0,UTP23
PQLC2,6.0,PQLC2
RPRD1B,9.0,RPRD1B
NACC1,3.0,NACC1
HIST2H3D,1.0,HIST2H3D
TMEM225,2.0,TMEM225
AL110118.2,3.0,AL110118.2
MAP3K10,8.0,MAP3K10
FCER1G,3.0,FCER1G
ZNF79,4.0,ZNF79
TIPIN,6.0,TIPIN
UFD1,10.0,UFD1
BEAN1,11.0,BEAN1
PDZD7,9.0,PDZD7
CHODL,7.0,CHODL
CBWD3,19.0,CBWD3
SPIRE2,10.0,SPIRE2
KRTAP27-1,1.0,KRTAP27-1
CCSAP,4.0,CCSAP
BMI1,10.0,BMI1
HMHB1,2.0,HMHB1
RABL2A,18.0,RABL2A
ENPP7,2.0,ENPP7
VEGFC,2.0,VEGFC
CTDP1,6.666666666666668,CTDP1
KU645196.3,2.0,KU645196.3
FOXE1,1.0,FOXE1
PHTF2,12.0,PHTF2
NUP210L,3.0,NUP210L
TNPO2,18.0,TNPO2
OR4F16,1.0,OR4F16
IER5,1.0,IER5
MED18,5.0,MED18
RGPD3,2.0,RGPD3
GORASP1,27.0,GORASP1
TNFRSF10C,3.0,TNFRSF10C
OR2M4,2.0,OR2M4
ANKRD13D,18.0,ANKRD13D
C11orf98,3.0,C11orf98
FBXW4,6.0,FBXW4
DSC3,3.0,DSC3
PSMD6,12.0,PSMD6
OR10D3,3.0,OR10D3
SNX11,13.0,SNX11
AL109811.3,5.0,AL109811.3
MIGA2,13.0,MIGA2
SUB1,13.0,SUB1
TMEM61,1.0,TMEM61
PRKCD,11.0,PRKCD
OR4F15,1.0,OR4F15
FBXL5,13.0,FBXL5
CFHR2,10.0,CFHR2
EEF1AKNMT,7.0,EEF1AKNMT
AK3,4.0,AK3
KRTAP19-6,1.0,KRTAP19-6
FAHD1,4.0,FAHD1
FAM234A,21.0,FAM234A
NT5DC4,6.0,NT5DC4
STX7,4.0,STX7
GOLGA5,3.0,GOLGA5
DERA,10.0,DERA
RAD9B,9.0,RAD9B
FBXW11,12.0,FBXW11
SYN1,5.0,SYN1
ANAPC16,5.0,ANAPC16
TIMELESS,5.0,TIMELESS
MORC3,12.0,MORC3
FAM236B,1.0,FAM236B
KLHL38,1.0,KLHL38
RBM46,4.0,RBM46
ATIC,14.0,ATIC
CHRM4,1.0,CHRM4
TGFB1I1,17.0,TGFB1I1
HEATR9,7.6,HEATR9
PHLPP2,7.0,PHLPP2
CCNL1,26.0,CCNL1
OR2T10,2.0,OR2T10
AC241640.4,2.0,AC241640.4
SPTSSB,5.0,SPTSSB
MGST3,14.0,MGST3
SKOR2,3.0,SKOR2
DTD2,3.0,DTD2
CTNNBL1,10.0,CTNNBL1
CAMSAP3,4.0,CAMSAP3
EIF4EBP1,2.0,EIF4EBP1
SH3BP5L,4.0,SH3BP5L
TOP1MT,19.0,TOP1MT
MYH4,1.0,MYH4
GCAT,7.0,GCAT
AIRE,5.0,AIRE
MRGPRX4,1.0,MRGPRX4
TM6SF1,8.0,TM6SF1
OR6V1,1.0,OR6V1
ESX1,1.0,ESX1
FASTK,17.0,FASTK
EXOC6B,9.0,EXOC6B
ZNF410,25.0,ZNF410
GNL1,5.0,GNL1
MMP7,3.0,MMP7
SGK3,22.0,SGK3
FYCO1,5.0,FYCO1
HAS1,5.0,HAS1
SELPLG,3.0,SELPLG
FLYWCH1,14.0,FLYWCH1
TEC,5.0,TEC
TMEM74B,3.0,TMEM74B
SOX15,3.0,SOX15
SRL,3.0,SRL
EEF1E1,6.0,EEF1E1
PLEKHG3,11.0,PLEKHG3
RDH5,11.0,RDH5
GHRH,3.0,GHRH
DIDO1,7.0,DIDO1
PABPC1L2A,1.0,PABPC1L2A
FRK,1.0,FRK
DBX2,1.0,DBX2
CHMP6,4.0,CHMP6
TBC1D2B,12.0,TBC1D2B
RAB3A,4.0,RAB3A
CLASRP,16.0,CLASRP
PGA5,6.0,PGA5
AC011841.1,1.0,AC011841.1
BICRAL,3.0,BICRAL
SLC43A2,12.571428571428573,SLC43A2
ACRV1,4.0,ACRV1
B4GALT1,2.0,B4GALT1
ATP2A2,12.0,ATP2A2
FAM3B,6.0,FAM3B
NXF1,17.0,NXF1
PRKCH,28.0,PRKCH
KCNK15,1.0,KCNK15
RASGRP1,13.0,RASGRP1
TIMMDC1,9.0,TIMMDC1
TNIP2,7.0,TNIP2
ID1,2.0,ID1
CDC40,7.0,CDC40
MYO5C,9.0,MYO5C
UBE2B,8.0,UBE2B
CHST5,2.0,CHST5
RNF113B,1.0,RNF113B
CCR6,5.0,CCR6
PIK3R1,16.0,PIK3R1
TMED6,2.0,TMED6
PPP1R27,3.0,PPP1R27
KPNA3,2.0,KPNA3
SECISBP2,9.0,SECISBP2
COL6A1,7.0,COL6A1
ALDH1B1,2.0,ALDH1B1
DEFB130A,1.0,DEFB130A
VPS11,9.0,VPS11
ZNF816-ZNF321P,1.0,ZNF816-ZNF321P
AC118549.1,11.0,AC118549.1
AC026464.4,1.0,AC026464.4
SIRT7,21.0,SIRT7
PPM1F,10.0,PPM1F
ATF7IP2,18.0,ATF7IP2
AP1S1,6.0,AP1S1
ARFGEF1,8.0,ARFGEF1
EVA1C,13.0,EVA1C
GPR22,3.0,GPR22
NAT1,10.0,NAT1
ALKBH7,3.0,ALKBH7
COX8A,1.0,COX8A
ERVW-1,5.0,ERVW-1
SOD1,4.0,SOD1
FOPNL,9.0,FOPNL
KRTAP5-11,3.0,KRTAP5-11
RDH11,11.0,RDH11
LONP1,15.0,LONP1
ABRAXAS2,1.0,ABRAXAS2
PRRG3,6.0,PRRG3
PGGHG,8.0,PGGHG
IFT88,7.0,IFT88
FP565260.4,1.0,FP565260.4
CA9,4.0,CA9
KIR2DS1,3.1428571428571432,KIR2DS1
LACC1,3.0,LACC1
PSMB5,6.0,PSMB5
KRTAP15-1,1.0,KRTAP15-1
ST8SIA4,4.0,ST8SIA4
UBALD1,9.0,UBALD1
TMEM270,2.0,TMEM270
CPE,5.0,CPE
ATRAID,8.0,ATRAID
EML6,9.0,EML6
GRK5,2.0,GRK5
C8orf74,7.0,C8orf74
ADAMTS17,9.0,ADAMTS17
HECW2,17.0,HECW2
ITFG1,12.0,ITFG1
OR5L1,1.0,OR5L1
DDX5,35.0,DDX5
SHOC1,5.0,SHOC1
USP17L26,2.0,USP17L26
AC093827.5,2.0,AC093827.5
HSF1,14.0,HSF1
UBA7,11.0,UBA7
PTRH2,5.0,PTRH2
MFNG,10.0,MFNG
YEATS4,5.0,YEATS4
WDR33,5.0,WDR33
NBEAL2,17.0,NBEAL2
TEAD2,10.0,TEAD2
TIMM10B,5.0,TIMM10B
ERVV-1,1.0,ERVV-1
PEG10,9.0,PEG10
LMO2,6.0,LMO2
TMC7,5.0,TMC7
TAAR1,1.0,TAAR1
HBQ1,1.0,HBQ1
DCDC2B,2.0,DCDC2B
ARID3B,6.0,ARID3B
OR8B4,1.0,OR8B4
SPRYD4,1.0,SPRYD4
UNC13C,6.0,UNC13C
LRRC23,15.0,LRRC23
SNAPC4,2.0,SNAPC4
TXNDC2,6.0,TXNDC2
PGBD4,1.0,PGBD4
ARMC8,23.0,ARMC8
ANO9,8.0,ANO9
CENPS,5.0,CENPS
BBS9,16.0,BBS9
ATP6V1H,19.0,ATP6V1H
DRC1,8.0,DRC1
EBI3,2.0,EBI3
SDC3,4.0,SDC3
TYR,3.0,TYR
RTTN,23.0,RTTN
KIF3A,8.0,KIF3A
ZBTB18,2.0,ZBTB18
MKX,4.0,MKX
TRAPPC9,17.0,TRAPPC9
MAP2K6,9.0,MAP2K6
TXN,3.0,TXN
IGFBP3,11.0,IGFBP3
UBL4A,7.0,UBL4A
RAP2B,1.0,RAP2B
NFX1,6.0,NFX1
ZNF330,8.0,ZNF330
CRIPT,2.0,CRIPT
C15orf39,7.0,C15orf39
ATP2B1,11.0,ATP2B1
AC132217.2,3.0,AC132217.2
VILL,11.0,VILL
PEAK1,12.0,PEAK1
SLC35E2A,6.0,SLC35E2A
