Genes,Amino_Acid_Length,Norm_Symbol
RBM24,177.2,RBM24
CHD3,848.0,CHD3
TOP1MT,256.8666666666667,TOP1MT
IL11RA,234.8181818181818,IL11RA
JAKMIP1,594.0,JAKMIP1
TEX13D,714.0,TEX13D
AC092442.1,45.0,AC092442.1
RBFOX1,354.38888888888886,RBFOX1
LRRC38,294.0,LRRC38
PRSS21,208.33333333333331,PRSS21
AOC2,742.5,AOC2
GALT,155.14285714285714,GALT
TMEM240,133.66666666666666,TMEM240
TMEM94,350.1875,TMEM94
DCX,320.09090909090907,DCX
BORCS7-ASMT,106.0,BORCS7-ASMT
TTC21A,794.6,TTC21A
DCC,544.2,DCC
SDHD,111.3,SDHD
OTOA,943.1666666666665,OTOA
ARHGEF10L,1045.5,ARHGEF10L
LARP1B,542.5,LARP1B
KAT2B,832.0,KAT2B
STEAP1B,264.25,STEAP1B
ATR,604.8333333333334,ATR
GDNF,161.5,GDNF
AL035460.1,254.0,AL035460.1
CNPY4,134.0,CNPY4
SCRT2,307.0,SCRT2
POLH,399.33333333333326,POLH
HNRNPCL4,293.0,HNRNPCL4
GTPBP2,295.7142857142857,GTPBP2
TDP2,333.0,TDP2
PCSK7,329.5,PCSK7
HSPD1,228.77777777777774,HSPD1
HSPE1-MOB4,261.0,HSPE1-MOB4
CDH4,713.0,CDH4
TEX19,164.0,TEX19
CTLA4,151.4,CTLA4
SPATA2,520.0,SPATA2
AFTPH,623.0,AFTPH
NCK2,196.66666666666663,NCK2
PMAIP1,95.0,PMAIP1
SCRN1,298.6666666666667,SCRN1
ST3GAL2,350.0,ST3GAL2
OR51B2,312.0,OR51B2
OR51I2,312.0,OR51I2
KRTAP2-3,128.0,KRTAP2-3
ZCCHC7,430.33333333333326,ZCCHC7
OR51B6,312.0,OR51B6
TICAM1,629.0,TICAM1
AC037482.3,210.0,AC037482.3
SLC22A13,304.0,SLC22A13
B3GAT1,334.0,B3GAT1
RBBP4,211.42857142857144,RBBP4
MFAP4,271.3333333333333,MFAP4
TMEM125,151.0,TMEM125
TBC1D8B,587.5,TBC1D8B
G6PC,232.0,G6PC
HIST1H2BL,126.0,HIST1H2BL
MAP3K13,332.2142857142857,MAP3K13
AMN,230.33333333333331,AMN
SUN1,391.33333333333326,SUN1
GLI3,515.0,GLI3
ANKRD36,1118.25,ANKRD36
IL20,167.66666666666666,IL20
CDC42BPB,835.3333333333335,CDC42BPB
MAGOHB,88.5,MAGOHB
SRD5A3,250.0,SRD5A3
WDR3,491.5,WDR3
TBX18,261.75,TBX18
CTRB1,197.4,CTRB1
RACK1,187.2173913043478,RACK1
PM20D1,502.0,PM20D1
ATP2C1,651.7,ATP2C1
PCDHGA11,840.6666666666665,PCDHGA11
DSTYK,664.0,DSTYK
TMEM81,255.0,TMEM81
NRL,162.0,NRL
C9orf135,112.33333333333331,C9orf135
ZNF846,185.0,ZNF846
ATRAID,208.6,ATRAID
KRT38,456.0,KRT38
DDX50,389.25,DDX50
SNAPC1,368.0,SNAPC1
PCDHB7,793.0,PCDHB7
PCDHB16,499.0,PCDHB16
EQTN,228.66666666666663,EQTN
BPIFB3,476.0,BPIFB3
SPRY4,223.66666666666663,SPRY4
CAT,361.66666666666674,CAT
C17orf113,675.0,C17orf113
LRCH3,552.8888888888888,LRCH3
DDX41,257.625,DDX41
ITGAE,659.0,ITGAE
FOXD2,495.0,FOXD2
TMC8,356.75,TMC8
GOLT1A,132.0,GOLT1A
REN,387.0,REN
SFRP1,246.0,SFRP1
GPR62,368.0,GPR62
PTGR1,241.83333333333331,PTGR1
NHSL2,970.4,NHSL2
SOX13,321.6,SOX13
BPIFB6,270.5,BPIFB6
ADRB2,413.0,ADRB2
NDFIP1,221.0,NDFIP1
MTF2,527.75,MTF2
PTN,167.0,PTN
TEKT1,176.5,TEKT1
FAM53B,383.0,FAM53B
HRCT1,115.0,HRCT1
ZC3H11A,618.6666666666666,ZC3H11A
FAM69A,349.0,FAM69A
MAML3,533.3333333333334,MAML3
KPNA1,255.28571428571428,KPNA1
RNF103,685.0,RNF103
BIVM-ERCC5,832.25,BIVM-ERCC5
PCSK1,538.6666666666666,PCSK1
TXNRD2,359.0,TXNRD2
STIL,901.0,STIL
CBL,721.6,CBL
CYBA,147.0,CYBA
DPP4,251.6,DPP4
C17orf97,197.75,C17orf97
SSU72P8,194.0,SSU72P8
TMPRSS9,1016.5,TMPRSS9
SPECC1,379.16666666666674,SPECC1
ATG14,492.0,ATG14
CLDN12,203.33333333333331,CLDN12
IGFBP3,217.875,IGFBP3
RRP9,475.0,RRP9
CRHBP,280.0,CRHBP
PTGER4,488.0,PTGER4
POLR1D,82.53846153846153,POLR1D
HOXB3,324.5,HOXB3
PGAP2,168.0,PGAP2
IFT22,126.57142857142857,IFT22
WDR59,344.75,WDR59
NCAPG2,945.8,NCAPG2
HTR2C,388.0,HTR2C
GRIN2A,797.4285714285713,GRIN2A
SCTR,277.6666666666667,SCTR
DISP2,1401.0,DISP2
OPTN,380.3,OPTN
KIT,974.0,KIT
KCNC1,268.3333333333333,KCNC1
HIST1H4C,103.0,HIST1H4C
GYG2,368.66666666666674,GYG2
HOXC6,127.5,HOXC6
DELE1,392.0,DELE1
INSIG1,196.2,INSIG1
SERGEF,179.33333333333337,SERGEF
ATM,630.2142857142858,ATM
ENPP4,453.0,ENPP4
ABCB5,528.0,ABCB5
ITGBL1,383.66666666666674,ITGBL1
TRAF3IP2,477.2,TRAF3IP2
MRPL35,157.5,MRPL35
EBLN1,366.0,EBLN1
C16orf72,212.5,C16orf72
DOK6,243.5,DOK6
SECISBP2,551.2,SECISBP2
KCNK17,301.5,KCNK17
TPD52L1,147.0909090909091,TPD52L1
REV3L,1630.375,REV3L
ALKBH5,223.5,ALKBH5
ADGRL2,1317.357142857143,ADGRL2
TMEM9,163.11111111111111,TMEM9
VSX2,361.0,VSX2
ASCL5,206.0,ASCL5
SYNPR,160.44444444444446,SYNPR
SPANXA2,97.0,SPANXA2
PKD2L1,244.25,PKD2L1
PDCD6IP,348.42857142857144,PDCD6IP
CTSW,317.0,CTSW
SLC25A25,388.1428571428572,SLC25A25
EIF3L,306.8888888888889,EIF3L
SFMBT2,533.5,SFMBT2
PSMG4,103.44444444444444,PSMG4
PHF20L1,470.33333333333326,PHF20L1
PKMYT1,332.23076923076917,PKMYT1
PIP4P2,140.33333333333334,PIP4P2
ABCG4,522.5,ABCG4
GPR137,213.58823529411762,GPR137
INHA,366.0,INHA
ATP6V1G3,104.75,ATP6V1G3
GATA6,595.0,GATA6
SLC17A8,564.0,SLC17A8
GDF1,372.0,GDF1
FOXI3,420.0,FOXI3
MALSU1,234.0,MALSU1
PCARE,1288.0,PCARE
SLC14A2,691.6666666666665,SLC14A2
SCYL2,465.5,SCYL2
HELZ2,2364.5,HELZ2
TRDN,279.0,TRDN
ESR1,320.54545454545456,ESR1
SPIN1,262.0,SPIN1
METTL23,126.71428571428572,METTL23
CWF19L1,224.75,CWF19L1
GPX7,187.0,GPX7
TRIM16,283.9166666666667,TRIM16
LTF,592.4,LTF
CDRT1,346.71428571428567,CDRT1
OXTR,174.66666666666663,OXTR
RPP38,240.83333333333331,RPP38
FAM19A4,91.33333333333331,FAM19A4
TUBB2A,445.0,TUBB2A
CFHR5,569.0,CFHR5
TREML4,157.0,TREML4
ESX1,406.0,ESX1
ACOX1,248.22222222222226,ACOX1
FRMPD4,1023.6666666666665,FRMPD4
AC005670.2,232.0,AC005670.2
PANK3,246.0,PANK3
GID8,228.0,GID8
RAD51,210.4,RAD51
YIPF5,199.0,YIPF5
TAS2R9,312.0,TAS2R9
OR2AP1,309.0,OR2AP1
YARS,458.0,YARS
RAB11FIP4,260.1666666666667,RAB11FIP4
IRX2,471.0,IRX2
OR6C3,311.0,OR6C3
WAS,359.0,WAS
TUBA1A,272.2857142857143,TUBA1A
ANKRD36B,714.1666666666665,ANKRD36B
ZBTB47,520.0,ZBTB47
F3,266.5,F3
ZNF529,213.14285714285717,ZNF529
ZNF585A,467.0,ZNF585A
CALCOCO2,240.2142857142857,CALCOCO2
HTR1F,366.0,HTR1F
PRR19,288.25,PRR19
XYLT1,959.0,XYLT1
EBNA1BP2,333.5,EBNA1BP2
CLOCK,680.0,CLOCK
C4BPB,237.6,C4BPB
TSFM,208.88888888888889,TSFM
SAR1A,154.0,SAR1A
MCOLN2,451.0,MCOLN2
CUBN,1864.0,CUBN
POU1F1,248.25,POU1F1
HIST1H4L,103.0,HIST1H4L
HIST1H1B,226.0,HIST1H1B
PDE1B,357.6,PDE1B
DEFB124,71.0,DEFB124
EFHD1,136.85714285714286,EFHD1
TAF7L,380.0,TAF7L
PIGR,764.0,PIGR
CFAP54,1518.0,CFAP54
RBAK-RBAKDN,178.0,RBAK-RBAKDN
RNF122,155.0,RNF122
TMEM117,270.0,TMEM117
NR0B1,287.5,NR0B1
NETO1,265.2,NETO1
GCLM,263.0,GCLM
TENT5C,391.0,TENT5C
SRPK2,353.33333333333326,SRPK2
BSCL2,206.84210526315792,BSCL2
HIST1H2BG,126.0,HIST1H2BG
HIST1H4E,103.0,HIST1H4E
USP43,949.75,USP43
CT83,113.0,CT83
PCDHGA5,872.0,PCDHGA5
OR4F16,312.0,OR4F16
PTGFRN,879.0,PTGFRN
SYT16,363.0,SYT16
PLIN1,372.33333333333326,PLIN1
NCAPG,505.33333333333326,NCAPG
SENP6,595.1428571428571,SENP6
MAB21L3,362.0,MAB21L3
GCLC,420.11111111111114,GCLC
DCAF16,216.0,DCAF16
DDTL,134.0,DDTL
AL096711.2,445.0,AL096711.2
CD2AP,639.0,CD2AP
RIPPLY2,99.0,RIPPLY2
CFAP74,907.3333333333335,CFAP74
FCN1,343.0,FCN1
MCM10,668.25,MCM10
CYP26B1,324.8,CYP26B1
ASNSD1,222.55555555555557,ASNSD1
ACCSL,371.5,ACCSL
AMN1,148.55555555555554,AMN1
RNASEK,84.5,RNASEK
MTSS1,509.11111111111114,MTSS1
OR4C12,309.0,OR4C12
PCBP2,263.05,PCBP2
COCH,389.5,COCH
MLPH,313.90909090909093,MLPH
DARS,226.66666666666663,DARS
CRYBB1,252.0,CRYBB1
SEC14L1,361.1176470588235,SEC14L1
EIF3K,171.0,EIF3K
KRT37,449.0,KRT37
FMOD,331.5,FMOD
KRT31,416.0,KRT31
ZNF335,1342.0,ZNF335
ISCA2,107.33333333333331,ISCA2
NPIPB2,247.25,NPIPB2
PAAF1,267.38461538461536,PAAF1
LMNB2,620.0,LMNB2
KRT33B,404.0,KRT33B
FRZB,325.0,FRZB
AQP4,241.6,AQP4
EYS,1357.8333333333333,EYS
TRAK1,608.7777777777778,TRAK1
C8B,553.0,C8B
TRIM33,1041.6666666666667,TRIM33
SETD7,178.66666666666663,SETD7
PRICKLE2,682.75,PRICKLE2
LINC02203,316.0,LINC02203
WDR41,179.17647058823533,WDR41
OLFML3,379.0,OLFML3
CXCR3,391.5,CXCR3
PLS3,330.4444444444445,PLS3
DNAJC10,374.57142857142856,DNAJC10
KCNMB1,160.5,KCNMB1
LMTK3,1023.8,LMTK3
SNAPC5,84.625,SNAPC5
HINT2,163.0,HINT2
NRDE2,336.2,NRDE2
STX1B,282.5,STX1B
PPCS,179.5,PPCS
FAM217A,307.25,FAM217A
OR52L1,329.0,OR52L1
LMOD2,353.0,LMOD2
CLDN16,212.0,CLDN16
LRRC19,370.0,LRRC19
ANXA1,252.75,ANXA1
AXIN1,596.6666666666666,AXIN1
ABCG8,600.3333333333334,ABCG8
AC104304.1,17.0,AC104304.1
FAM237B,139.0,FAM237B
RAB27A,168.55555555555554,RAB27A
DNAAF4,302.3333333333333,DNAAF4
PSMA8,201.0,PSMA8
CCDC126,132.5,CCDC126
C12orf10,255.0,C12orf10
REEP1,224.66666666666663,REEP1
C10orf99,81.0,C10orf99
HIST1H4B,103.0,HIST1H4B
ABCD4,134.41176470588235,ABCD4
AC012531.2,126.0,AC012531.2
SYF2,222.0,SYF2
DERL3,214.25,DERL3
PRR30,359.0,PRR30
GTF2A1,257.3333333333333,GTF2A1
ZNF426,357.8,ZNF426
UFSP2,249.14285714285717,UFSP2
RNASEH2B,205.82352941176467,RNASEH2B
LUM,338.0,LUM
MDFI,186.125,MDFI
ATP10A,508.4,ATP10A
BTN2A1,281.57142857142856,BTN2A1
KIF7,745.0,KIF7
SLC17A2,451.0,SLC17A2
SLC4A4,778.625,SLC4A4
SLA,144.66666666666666,SLA
KLHL10,294.0,KLHL10
KBTBD11,623.0,KBTBD11
EPC1,804.0,EPC1
NT5C3B,160.5,NT5C3B
DRC3,222.16666666666663,DRC3
PABPN1,208.8,PABPN1
GTF3A,231.2,GTF3A
EN1,392.0,EN1
DRD5,477.0,DRD5
C17orf107,144.0,C17orf107
BTN3A1,279.57142857142856,BTN3A1
GID4,216.5,GID4
ARHGAP9,365.76923076923083,ARHGAP9
BFAR,192.44444444444446,BFAR
SLC35F6,159.0,SLC35F6
TPBG,420.0,TPBG
CCDC175,810.5,CCDC175
CCDC59,211.0,CCDC59
EHBP1L1,731.25,EHBP1L1
MTPAP,317.0,MTPAP
AL049557.1,282.0,AL049557.1
FABP7,149.0,FABP7
GTF2H1,311.14285714285717,GTF2H1
ASPHD2,369.0,ASPHD2
ADGRG6,688.25,ADGRG6
HDDC3,158.6,HDDC3
COMMD4,148.3,COMMD4
COMP,728.3333333333335,COMP
SCYL1,592.3333333333334,SCYL1
BTF3L4,107.0,BTF3L4
PPP1CB,194.875,PPP1CB
HIF3A,319.0,HIF3A
MFSD14B,331.5,MFSD14B
TRIM49,413.5,TRIM49
TCTEX1D1,127.5,TCTEX1D1
ZNF442,491.5,ZNF442
ATP5MPL,74.85714285714286,ATP5MPL
GYS2,703.0,GYS2
MYOZ3,170.4,MYOZ3
CYGB,166.5,CYGB
ZNF557,426.5,ZNF557
FRYL,1621.75,FRYL
LINC02218,198.0,LINC02218
STOML1,267.22222222222223,STOML1
ANTXR2,403.8,ANTXR2
ALS2CR12,292.85714285714283,ALS2CR12
IGFL3,125.0,IGFL3
AC100868.1,689.0,AC100868.1
CEP85L,596.3333333333334,CEP85L
KRTAP10-7,370.0,KRTAP10-7
KRTAP10-5,271.0,KRTAP10-5
AL359922.1,143.0,AL359922.1
DRC1,384.66666666666674,DRC1
RASA1,843.4,RASA1
TP53RK,187.0,TP53RK
FOXA3,225.5,FOXA3
MORF4L2,225.6,MORF4L2
AL121594.1,583.0,AL121594.1
TBC1D3E,549.0,TBC1D3E
TMEM72,216.0,TMEM72
DEPP1,148.0,DEPP1
RCC1,339.6363636363636,RCC1
ZNF844,277.6666666666667,ZNF844
CRLF1,297.5,CRLF1
AKR1C2,239.75,AKR1C2
COPS7B,144.5263157894737,COPS7B
COX5A,119.5,COX5A
C15orf53,179.0,C15orf53
TBC1D9,1266.0,TBC1D9
SLC25A28,294.5,SLC25A28
ANKRD20A3,459.0,ANKRD20A3
AQP3,196.5,AQP3
COX8C,72.0,COX8C
SNAP29,209.0,SNAP29
C3orf18,140.33333333333334,C3orf18
TTLL1,233.75,TTLL1
TLE3,609.7142857142858,TLE3
AP002990.1,525.0,AP002990.1
TMEM127,210.0,TMEM127
OPALIN,121.33333333333331,OPALIN
TCEAL5,206.0,TCEAL5
SSU72,173.5,SSU72
PECAM1,321.25,PECAM1
UBTF,574.9090909090909,UBTF
HIRA,626.6666666666666,HIRA
BID,143.63636363636363,BID
PRAMEF8,474.0,PRAMEF8
C20orf141,165.0,C20orf141
PDILT,380.5,PDILT
STX3,204.85714285714286,STX3
POTEC,435.66666666666674,POTEC
GALK1,235.8,GALK1
LPIN2,419.0,LPIN2
GZMA,262.0,GZMA
HHLA2,294.1818181818182,HHLA2
CIDEC,206.57142857142856,CIDEC
ZNF35,180.33333333333331,ZNF35
FAM84A,292.0,FAM84A
ZNF197,473.83333333333326,ZNF197
CD38,191.0,CD38
TTI2,420.4,TTI2
FAM243B,251.0,FAM243B
MIPEP,713.0,MIPEP
GRXCR1,290.0,GRXCR1
SMCHD1,594.2857142857142,SMCHD1
CD47,201.2,CD47
NEIL3,334.0,NEIL3
POLA2,260.5,POLA2
HNF4A,367.0,HNF4A
CSNK1A1L,337.0,CSNK1A1L
FAM76A,268.14285714285717,FAM76A
DBF4B,401.0,DBF4B
CASTOR1,128.85714285714286,CASTOR1
ZBED4,1171.0,ZBED4
ARHGEF26,744.75,ARHGEF26
DENND4C,1029.1666666666667,DENND4C
ANKS3,258.6666666666667,ANKS3
AL121753.1,110.0,AL121753.1
VAPB,137.66666666666666,VAPB
ADAM2,674.8,ADAM2
TRIM5,272.14285714285717,TRIM5
AC010724.2,293.0,AC010724.2
OR51B4,310.0,OR51B4
AC010463.1,108.0,AC010463.1
GTF2H2,180.5,GTF2H2
KATNBL1,141.0,KATNBL1
RUSC2,1516.0,RUSC2
ABHD17A,233.75,ABHD17A
SCML1,238.8,SCML1
CCDC74B,218.77777777777774,CCDC74B
HECTD2,442.4,HECTD2
RBFOX2,315.125,RBFOX2
TGFB1I1,249.0,TGFB1I1
EEF2,471.5,EEF2
NDUFS4,108.8,NDUFS4
C11orf16,333.0,C11orf16
FGF9,208.0,FGF9
MPDZ,1025.3333333333333,MPDZ
MPDU1,111.84210526315788,MPDU1
LRRN3,599.25,LRRN3
RCE1,236.25,RCE1
LY6K,113.75,LY6K
MCTP1,464.46153846153845,MCTP1
GDPD1,225.66666666666663,GDPD1
SLF1,374.0,SLF1
AC124312.1,54.0,AC124312.1
LRRC14,306.4,LRRC14
CHRDL1,439.8,CHRDL1
WWP1,532.75,WWP1
SNURF,71.0,SNURF
FBXO16,226.28571428571428,FBXO16
SH2D7,383.0,SH2D7
IL2RB,215.6,IL2RB
IFT52,437.0,IFT52
CDKN2AIPNL,100.5,CDKN2AIPNL
RIN1,326.6,RIN1
ZXDC,662.0,ZXDC
MMEL1,519.5,MMEL1
ZMYND10,246.2,ZMYND10
AMBP,261.0,AMBP
LY96,145.0,LY96
CYP2R1,152.0,CYP2R1
DEFB110,64.5,DEFB110
KAZN,424.875,KAZN
SLC25A17,112.26666666666668,SLC25A17
SIAE,499.66666666666674,SIAE
XRCC3,182.66666666666663,XRCC3
Z84488.2,282.0,Z84488.2
GJA8,433.0,GJA8
ACP6,210.0,ACP6
ERCC6L2,319.5,ERCC6L2
CLEC12B,201.25,CLEC12B
CLCA4,919.0,CLCA4
SKI,728.0,SKI
DWORF,35.0,DWORF
SERPINE2,286.2857142857143,SERPINE2
PTK2B,523.7777777777778,PTK2B
TAAR2,328.5,TAAR2
UBE2F,121.55,UBE2F
PRDM1,563.0,PRDM1
PRB2,218.5,PRB2
NFRKB,569.2,NFRKB
TTLL5,658.1428571428571,TTLL5
DRAM1,115.8,DRAM1
C22orf46,243.0,C22orf46
SPTY2D1OS,55.0,SPTY2D1OS
PRELID2,169.5,PRELID2
CARD8,214.23809523809524,CARD8
RERGL,157.0,RERGL
FNDC5,194.5,FNDC5
LIG1,530.2727272727273,LIG1
FARSB,589.0,FARSB
MROH7-TTC4,871.0,MROH7-TTC4
MRPS22,233.66666666666663,MRPS22
MEIS1,341.1666666666667,MEIS1
ZNF568,355.0,ZNF568
KIF2C,425.2,KIF2C
NELL2,461.26666666666665,NELL2
RBM5,199.375,RBM5
ZNF565,370.4,ZNF565
FZD8,694.0,FZD8
TLX3,291.0,TLX3
NRP1,513.8571428571429,NRP1
DNM1,612.9285714285714,DNM1
COX7A1,54.0,COX7A1
GLB1L2,636.0,GLB1L2
HIST1H2BM,126.0,HIST1H2BM
FGF21,209.0,FGF21
HIST1H3H,136.0,HIST1H3H
STYK1,130.0,STYK1
OR6X1,312.0,OR6X1
PYCR3,175.66666666666663,PYCR3
MAGEB1,347.0,MAGEB1
GDAP2,496.5,GDAP2
SERINC2,459.25,SERINC2
PZP,813.0,PZP
BTBD18,504.33333333333326,BTBD18
PHYH,256.6,PHYH
PARP15,495.0,PARP15
ST7,350.80952380952385,ST7
PCDHGA1,877.0,PCDHGA1
MED19,226.0,MED19
AC018755.2,551.0,AC018755.2
ARHGAP26,353.3571428571428,ARHGAP26
SIGLEC5,551.0,SIGLEC5
UCMA,127.0,UCMA
PCDHGC4,505.0,PCDHGC4
IGSF3,906.75,IGSF3
LHFPL3,220.0,LHFPL3
DCP1B,319.75,DCP1B
POFUT2,308.5,POFUT2
BYSL,271.3333333333333,BYSL
AKAP4,541.5,AKAP4
ZNF541,1064.0,ZNF541
MN1,712.5,MN1
CYB5R4,315.0,CYB5R4
NPHP4,729.6,NPHP4
BICD1,393.0,BICD1
IL22,179.0,IL22
HNRNPM,355.41666666666674,HNRNPM
RALGAPA2,865.4,RALGAPA2
LGALS7B,136.0,LGALS7B
LEMD1,121.71428571428572,LEMD1
ICAM1,340.6666666666667,ICAM1
SOGA3,633.6666666666666,SOGA3
GADD45G,150.0,GADD45G
POM121L12,296.0,POM121L12
PHF8,466.21428571428567,PHF8
ICAM4,260.0,ICAM4
SNRNP40,242.0,SNRNP40
GTSF1,170.0,GTSF1
MAGEB6B,407.0,MAGEB6B
SEPT11,289.0,SEPT11
EIF3F,212.4,EIF3F
CASQ2,399.0,CASQ2
DPP7,224.0,DPP7
SMPD1,367.0,SMPD1
OS9,399.6,OS9
AQP12B,145.0,AQP12B
CPNE6,188.85714285714286,CPNE6
LRRC74B,392.0,LRRC74B
KCTD15,170.6,KCTD15
OPTC,253.0,OPTC
CLBA1,182.0,CLBA1
MYOG,224.0,MYOG
LMOD3,560.0,LMOD3
RPS7,190.0,RPS7
TAL1,331.0,TAL1
RPL37,84.33333333333333,RPL37
GPS2,245.16666666666663,GPS2
TIMM13,87.5,TIMM13
C5AR1,183.5,C5AR1
SPACA4,124.0,SPACA4
BICC1,740.0,BICC1
FZD6,396.71428571428567,FZD6
ZNF23,392.4444444444445,ZNF23
SYTL2,580.7272727272727,SYTL2
MGAT5B,595.2,MGAT5B
MAP2K1,305.0,MAP2K1
TRAPPC2,128.2,TRAPPC2
OR56A1,315.0,OR56A1
LRRC17,286.0,LRRC17
TAF4B,782.3333333333335,TAF4B
ANKRD17,1986.166666666667,ANKRD17
CARMIL2,746.5,CARMIL2
OR56A5,279.5,OR56A5
ZMAT4,124.33333333333331,ZMAT4
CELSR3,3312.0,CELSR3
FBXL13,612.125,FBXL13
NFE4,179.0,NFE4
PYROXD2,581.0,PYROXD2
KRTAP4-5,181.0,KRTAP4-5
PDE1A,525.8,PDE1A
NT5C1B,366.6,NT5C1B
GLRX,106.0,GLRX
PIGB,274.0,PIGB
NT5C1B-RDH14,567.5,NT5C1B-RDH14
CHAC1,183.8,CHAC1
BCL2L15,102.33333333333331,BCL2L15
CXorf51A,108.0,CXorf51A
MAGOH,127.5,MAGOH
KRTAP1-5,174.0,KRTAP1-5
FBXL19,431.88888888888886,FBXL19
C15orf65,121.0,C15orf65
SCAMP2,205.85714285714286,SCAMP2
NDUFB8,146.0,NDUFB8
EPB41L1,463.66666666666674,EPB41L1
SGMS2,216.33333333333331,SGMS2
KRTAP3-3,98.0,KRTAP3-3
MEF2C,324.6060606060606,MEF2C
HIF1AN,191.66666666666663,HIF1AN
PRICKLE3,325.0,PRICKLE3
OXSR1,369.33333333333326,OXSR1
PHACTR2,439.625,PHACTR2
IQCF5,148.0,IQCF5
SEC31B,355.16666666666674,SEC31B
AL133352.1,116.0,AL133352.1
ETF1,281.0,ETF1
PFDN5,85.1,PFDN5
HNRNPLL,394.8,HNRNPLL
RNASEH1,124.0,RNASEH1
HIST1H3B,136.0,HIST1H3B
SDC3,413.0,SDC3
ZNF513,378.66666666666674,ZNF513
KIF19,805.5,KIF19
DES,470.0,DES
SLC1A7,402.83333333333326,SLC1A7
HOXC12,282.0,HOXC12
CCDC179,68.0,CCDC179
NEMP2,139.8,NEMP2
RRN3,566.6,RRN3
EXOC7,477.1428571428572,EXOC7
DNAI2,526.6,DNAI2
PRRX2,253.0,PRRX2
LEMD3,911.0,LEMD3
SLC20A1,238.8,SLC20A1
EFCAB11,122.14285714285714,EFCAB11
TBC1D25,339.3333333333333,TBC1D25
RNF222,220.0,RNF222
SPIC,248.0,SPIC
FIBP,249.66666666666663,FIBP
PPP1R3E,70.33333333333333,PPP1R3E
FBN3,1757.2,FBN3
TES,229.6,TES
PRR14L,733.2,PRR14L
CAMSAP2,923.6,CAMSAP2
PPP2R3B,372.0,PPP2R3B
TUBB2B,445.0,TUBB2B
PLA2G10,147.5,PLA2G10
KRT26,468.0,KRT26
MEF2B,331.5,MEF2B
METTL7A,231.2,METTL7A
SNX11,189.6,SNX11
AVPI1,147.0,AVPI1
TEX47,253.0,TEX47
MRPL53,91.0,MRPL53
DLX1,185.5,DLX1
DNMT3A,697.1666666666665,DNMT3A
ZNF804B,1307.5,ZNF804B
C3orf58,264.0,C3orf58
KCNK7,194.66666666666663,KCNK7
DLX2,272.5,DLX2
HSPA8,341.70588235294116,HSPA8
KLK8,129.75,KLK8
SLC1A5,307.5,SLC1A5
GAS2L3,518.6666666666666,GAS2L3
P2RX5-TAX1BP3,432.0,P2RX5-TAX1BP3
CNTN1,466.3,CNTN1
GRIK4,956.0,GRIK4
LPAR1,324.0,LPAR1
EMC6,110.0,EMC6
ATP8A2,941.6666666666665,ATP8A2
KLF10,474.5,KLF10
CACNA1F,1492.75,CACNA1F
TAX1BP3,111.0,TAX1BP3
ITPRID2,607.375,ITPRID2
ZNF599,255.0,ZNF599
EIF2B4,369.0,EIF2B4
P2RX5,343.25,P2RX5
ANKRD12,663.7142857142858,ANKRD12
BLOC1S2,110.4,BLOC1S2
CARHSP1,130.875,CARHSP1
GPR25,361.0,GPR25
PDZK1,427.5,PDZK1
STEAP1,220.0,STEAP1
P3H3,736.0,P3H3
MFSD4B,518.0,MFSD4B
INAVA,351.0,INAVA
NSMCE1,129.0,NSMCE1
WDR72,879.6666666666665,WDR72
STEAP2,385.4444444444445,STEAP2
HIGD1C,97.0,HIGD1C
IL12A,235.66666666666663,IL12A
CLEC1A,170.2,CLEC1A
KLK5,271.0,KLK5
MTMR1,295.9166666666667,MTMR1
BRCA2,1771.5,BRCA2
NDUFV2,140.25,NDUFV2
SLC24A3,644.0,SLC24A3
MYO1G,559.25,MYO1G
FKRP,122.2105263157895,FKRP
ANO4,486.375,ANO4
CNOT6,476.25,CNOT6
MTRNR2L5,24.0,MTRNR2L5
RAD54L2,1381.5,RAD54L2
S1PR3,285.25,S1PR3
RBM12,560.6666666666666,RBM12
TTYH2,307.0,TTYH2
UTY,1233.6153846153845,UTY
TFEC,291.6,TFEC
KIF21B,1623.5,KIF21B
KLK6,145.42857142857142,KLK6
PRPS2,231.8,PRPS2
OR4B1,309.0,OR4B1
PMM2,116.25,PMM2
TIMMDC1,128.125,TIMMDC1
AL109827.1,119.66666666666669,AL109827.1
OR4X2,303.0,OR4X2
C2orf76,117.8,C2orf76
GLP1R,463.0,GLP1R
OR4X1,305.0,OR4X1
NFS1,265.6666666666667,NFS1
MOV10,989.0,MOV10
TEX264,245.16666666666663,TEX264
NPIPA3,345.33333333333326,NPIPA3
Z83844.1,206.0,Z83844.1
CYP4B1,303.3333333333333,CYP4B1
OR2K2,330.5,OR2K2
GPR162,351.0,GPR162
PTPRU,1438.75,PTPRU
COL3A1,906.3333333333335,COL3A1
ACAT1,184.0,ACAT1
LRRC9,730.0,LRRC9
TRIOBP,669.5454545454545,TRIOBP
CD80,277.3333333333333,CD80
SDF2,121.66666666666669,SDF2
KRBOX4,126.16666666666669,KRBOX4
KRT27,459.0,KRT27
CASP3,202.83333333333331,CASP3
SHC3,349.5,SHC3
MARVELD1,173.0,MARVELD1
KLK7,164.4,KLK7
KRT28,464.0,KRT28
MTOR,1154.6666666666667,MTOR
PSD4,575.5,PSD4
SUPT6H,888.75,SUPT6H
RAB6A,128.375,RAB6A
