Genes,Isoform_No,Norm_Symbol
PMM1,2,PMM1
PLEKHG7,6,PLEKHG7
CDHR1,6,CDHR1
RBM33,9,RBM33
SLC2A4,5,SLC2A4
CAV1,8,CAV1
VPS18,3,VPS18
HIST1H2BC,2,HIST1H2BC
EGR1,1,EGR1
PODN,4,PODN
FOLH1,8,FOLH1
BTN1A1,2,BTN1A1
PAPSS1,1,PAPSS1
RSL1D1,10,RSL1D1
LSS,11,LSS
DMRTA1,1,DMRTA1
SELENOV,4,SELENOV
PRIMPOL,8,PRIMPOL
RP2,1,RP2
ADPRH,5,ADPRH
CLEC7A,11,CLEC7A
GANC,8,GANC
C15orf38-AP3S2,3,C15orf38-AP3S2
UPK3A,2,UPK3A
ANGPTL7,1,ANGPTL7
HRH1,4,HRH1
CD160,5,CD160
AIG1,9,AIG1
DIO2,10,DIO2
TTC31,6,TTC31
BORCS8,5,BORCS8
RASL11A,1,RASL11A
CCDC142,3,CCDC142
ILDR1,5,ILDR1
ATL2,12,ATL2
PLOD3,7,PLOD3
KCNS1,2,KCNS1
BUB3,4,BUB3
LRRIQ1,5,LRRIQ1
RTN1,4,RTN1
RBBP8,14,RBBP8
PTPRC,21,PTPRC
SLC17A6,1,SLC17A6
STK4,5,STK4
NR1H4,11,NR1H4
RPS16,6,RPS16
ZNF333,5,ZNF333
H2AFV,8,H2AFV
GAB1,8,GAB1
TTL,1,TTL
ASPM,3,ASPM
ZNF559,14,ZNF559
MCC,5,MCC
AC135178.2,1,AC135178.2
MLKL,6,MLKL
CAND2,6,CAND2
RPL32,7,RPL32
VGF,3,VGF
DBH,2,DBH
ZBED1,4,ZBED1
RALGAPA1,7,RALGAPA1
GART,14,GART
C14orf180,6,C14orf180
DFFB,11,DFFB
PIP5K1B,6,PIP5K1B
MRGPRG,1,MRGPRG
TSPAN11,4,TSPAN11
ARHGEF12,3,ARHGEF12
LONP1,10,LONP1
IQUB,4,IQUB
CORIN,6,CORIN
PLCB3,3,PLCB3
SYNE3,4,SYNE3
NIPAL1,3,NIPAL1
CHCHD10,8,CHCHD10
ANKRD2,4,ANKRD2
OLAH,6,OLAH
ULK2,5,ULK2
LRFN3,2,LRFN3
PTMS,4,PTMS
ZFP42,3,ZFP42
AP2A1,3,AP2A1
COMMD7,4,COMMD7
USP17L18,2,USP17L18
THTPA,7,THTPA
OR7G1,1,OR7G1
USP17L10,2,USP17L10
RGS13,2,RGS13
ACADSB,2,ACADSB
PPP1R14B,3,PPP1R14B
ACSS3,4,ACSS3
SLC9A9,3,SLC9A9
RIPK1,2,RIPK1
SMIM3,2,SMIM3
TVP23C-CDRT4,4,TVP23C-CDRT4
HFM1,5,HFM1
POLR3D,4,POLR3D
TRAPPC11,4,TRAPPC11
ETDC,1,ETDC
ETDA,2,ETDA
UCN2,1,UCN2
ZNF75D,2,ZNF75D
AC015802.6,1,AC015802.6
DMTN,20,DMTN
TLN1,1,TLN1
MUC16,4,MUC16
PVR,6,PVR
PLA2G4F,6,PLA2G4F
TMEM136,3,TMEM136
TSKS,2,TSKS
PIK3AP1,3,PIK3AP1
FAM214A,13,FAM214A
AP1G2,8,AP1G2
CD180,1,CD180
ALDH1B1,2,ALDH1B1
LTBP3,13,LTBP3
PPIAL4A,1,PPIAL4A
COL6A3,9,COL6A3
CREB3,1,CREB3
COL6A1,2,COL6A1
RMND1,8,RMND1
PCDH15,34,PCDH15
CEACAM16,2,CEACAM16
PRDM8,4,PRDM8
PLPPR1,7,PLPPR1
LITAF,21,LITAF
ZNF80,3,ZNF80
CEACAM19,7,CEACAM19
NFYC,18,NFYC
EXOC6,6,EXOC6
FCGR1B,6,FCGR1B
MIER1,9,MIER1
AHSA1,7,AHSA1
GPRC6A,3,GPRC6A
ARHGEF2,12,ARHGEF2
TMED6,1,TMED6
AC026464.4,1,AC026464.4
MUTYH,26,MUTYH
KRT84,1,KRT84
TGIF2LY,2,TGIF2LY
AP002373.1,1,AP002373.1
ATP6V0E2,11,ATP6V0E2
LRRC45,3,LRRC45
HABP4,2,HABP4
SWI5,6,SWI5
FAM177B,5,FAM177B
LAS1L,5,LAS1L
SYT11,1,SYT11
IL13,2,IL13
SLC38A4,5,SLC38A4
SEPT3,6,SEPT3
RNF207,1,RNF207
CLASP1,9,CLASP1
NLRP5,3,NLRP5
TAF1A,4,TAF1A
ZNF879,4,ZNF879
KARS,9,KARS
NEXMIF,4,NEXMIF
DPF3,7,DPF3
FBXO46,3,FBXO46
ZSCAN12,2,ZSCAN12
TLDC2,3,TLDC2
TMEM19,6,TMEM19
LILRB4,30,LILRB4
PIEZO1,6,PIEZO1
EPRS,3,EPRS
PDGFRB,4,PDGFRB
C1QL1,1,C1QL1
TRIM9,3,TRIM9
SBK3,2,SBK3
SBK2,2,SBK2
SLC28A1,4,SLC28A1
FBXO17,10,FBXO17
FBXO41,3,FBXO41
GU182355.2,1,GU182355.2
MCUB,1,MCUB
RRP36,2,RRP36
ZNF189,4,ZNF189
AFAP1L2,3,AFAP1L2
CCDC159,10,CCDC159
ILVBL,7,ILVBL
PTPN14,2,PTPN14
CLCF1,2,CLCF1
SMYD2,2,SMYD2
IQANK1,2,IQANK1
CHMP4C,1,CHMP4C
DGAT1,4,DGAT1
MED21,3,MED21
SEC22A,9,SEC22A
MED8,3,MED8
C12orf73,10,C12orf73
COPS5,6,COPS5
LIN7B,4,LIN7B
RNF170,8,RNF170
EMC1,7,EMC1
SPDEF,2,SPDEF
ZNF821,17,ZNF821
AGXT2,3,AGXT2
HTR3B,3,HTR3B
PCED1B,6,PCED1B
TCTE1,2,TCTE1
HECTD3,2,HECTD3
OSR2,7,OSR2
SUMO4,1,SUMO4
YEATS2,2,YEATS2
TIA1,9,TIA1
FAXDC2,10,FAXDC2
PMCH,1,PMCH
FAM19A2,8,FAM19A2
DEFA1,4,DEFA1
PROS1,9,PROS1
CHST5,2,CHST5
SYT14,9,SYT14
AC087632.1,5,AC087632.1
PARD3B,9,PARD3B
RHAG,6,RHAG
IRF6,4,IRF6
LIPE,7,LIPE
SMAD6,4,SMAD6
MOGAT1,1,MOGAT1
MPL,3,MPL
ZNF248,8,ZNF248
ANK3,26,ANK3
FAM83B,1,FAM83B
CCDC88B,3,CCDC88B
TMCO3,8,TMCO3
STXBP6,7,STXBP6
OR6C75,2,OR6C75
SSTR1,1,SSTR1
IREB2,7,IREB2
KCNK4,5,KCNK4
HSPBAP1,1,HSPBAP1
PTPA,26,PTPA
DOLPP1,4,DOLPP1
WARS2,2,WARS2
RIPPLY1,2,RIPPLY1
MORN2,7,MORN2
LAMP3,4,LAMP3
ARHGEF33,4,ARHGEF33
FCAMR,4,FCAMR
LMBR1L,15,LMBR1L
GPHB5,2,GPHB5
TOLLIP,7,TOLLIP
ZNF649,5,ZNF649
AC006978.2,1,AC006978.2
TMX2,8,TMX2
PCGF2,14,PCGF2
DNASE1L2,6,DNASE1L2
PIP4K2A,4,PIP4K2A
BCAR3,5,BCAR3
B4GALT7,5,B4GALT7
TTLL8,2,TTLL8
OGFOD1,7,OGFOD1
ZNF175,4,ZNF175
ECH1,16,ECH1
SNX1,11,SNX1
TMED9,1,TMED9
EHD2,3,EHD2
SGO2,3,SGO2
CCDC38,5,CCDC38
CEP162,4,CEP162
LCORL,6,LCORL
KIAA1755,4,KIAA1755
THOC7,4,THOC7
DAB2,8,DAB2
PLCB2,6,PLCB2
POC1B,8,POC1B
MATN1,1,MATN1
DPRX,1,DPRX
CDH7,3,CDH7
WIF1,3,WIF1
RTL4,1,RTL4
SAYSD1,2,SAYSD1
NDUFAF5,3,NDUFAF5
PPP1R14D,2,PPP1R14D
GXYLT1,2,GXYLT1
OR4A47,1,OR4A47
HIVEP2,3,HIVEP2
NTS,2,NTS
SS18,19,SS18
NKAIN2,5,NKAIN2
NEK7,6,NEK7
MARS,17,MARS
KLB,1,KLB
KRT24,1,KRT24
ZBTB41,1,ZBTB41
ELF2,8,ELF2
PAXX,1,PAXX
SCP2D1,1,SCP2D1
ZNF177,6,ZNF177
CHPF,3,CHPF
FERD3L,1,FERD3L
EPOP,2,EPOP
ARPC1A,2,ARPC1A
RESP18,2,RESP18
C2orf70,3,C2orf70
JMJD6,6,JMJD6
FAM72C,2,FAM72C
HIST2H3PS2,1,HIST2H3PS2
DTD1,3,DTD1
GCHFR,6,GCHFR
SCGN,3,SCGN
PIFO,2,PIFO
UNC45A,3,UNC45A
TMEM110-MUSTN1,2,TMEM110-MUSTN1
NHLRC1,1,NHLRC1
NFXL1,4,NFXL1
SOAT2,3,SOAT2
CDC7,3,CDC7
KIF5B,1,KIF5B
SLIRP,10,SLIRP
ARMT1,3,ARMT1
GSTA4,4,GSTA4
OR4K17,3,OR4K17
FAM163B,2,FAM163B
C19orf70,4,C19orf70
FABP1,2,FABP1
BSX,1,BSX
SEC14L4,4,SEC14L4
TYROBP,7,TYROBP
TMEM252,1,TMEM252
SARAF,11,SARAF
CLEC11A,3,CLEC11A
GJA1,5,GJA1
IL1R2,4,IL1R2
SERPINF2,10,SERPINF2
SAT1,4,SAT1
PLAT,9,PLAT
SNRPD1,3,SNRPD1
FAAH,2,FAAH
MIS18BP1,6,MIS18BP1
ZC3H6,2,ZC3H6
SLC2A13,2,SLC2A13
MLST8,18,MLST8
BAG2,1,BAG2
MUC12,3,MUC12
ABHD17B,2,ABHD17B
NUCB2,16,NUCB2
GCNT1,3,GCNT1
DOK5,2,DOK5
NUDT3,1,NUDT3
SAFB,6,SAFB
ASMTL,3,ASMTL
CBFB,6,CBFB
ZNF845,2,ZNF845
GBP6,1,GBP6
PLP1,9,PLP1
ITGA4,3,ITGA4
AC114490.3,1,AC114490.3
SERPINA3,7,SERPINA3
ENY2,7,ENY2
TPM2,8,TPM2
TEX11,4,TEX11
MBD3L5,1,MBD3L5
RNF32,9,RNF32
KRTAP12-2,1,KRTAP12-2
KRTAP10-6,1,KRTAP10-6
KRT4,3,KRT4
PHF2,3,PHF2
PHYHD1,12,PHYHD1
NDUFA4,1,NDUFA4
ALKBH8,6,ALKBH8
SPRY1,7,SPRY1
AP1B1,8,AP1B1
MSS51,3,MSS51
PCDH17,4,PCDH17
AL034430.1,1,AL034430.1
OR3A2,5,OR3A2
ZNF385B,9,ZNF385B
SIRT6,8,SIRT6
IFNA1,1,IFNA1
CDHR4,5,CDHR4
IFNA8,1,IFNA8
IFNA13,2,IFNA13
CARD16,4,CARD16
SCT,2,SCT
FAM234B,3,FAM234B
PTCD2,10,PTCD2
GHSR,2,GHSR
PCDHA11,3,PCDHA11
ZIC5,1,ZIC5
DYM,12,DYM
C7orf33,1,C7orf33
FASTKD1,5,FASTKD1
PPARGC1A,7,PPARGC1A
PARVA,3,PARVA
UQCC1,15,UQCC1
PLD1,7,PLD1
KATNA1,5,KATNA1
ALDH4A1,5,ALDH4A1
SERPINB10,4,SERPINB10
KLHDC10,3,KLHDC10
DOP1B,2,DOP1B
NUP153,3,NUP153
TCEAL8,3,TCEAL8
MYO18B,6,MYO18B
MAT1A,2,MAT1A
CD8B,6,CD8B
NPTX1,1,NPTX1
TRPM3,14,TRPM3
PNKD,4,PNKD
PLGLB1,4,PLGLB1
HSPG2,6,HSPG2
PRAMEF14,1,PRAMEF14
PLEKHG4,14,PLEKHG4
LY75,1,LY75
ZER1,3,ZER1
KLHL41,1,KLHL41
NAA50,10,NAA50
RAP1GAP2,5,RAP1GAP2
TLR10,7,TLR10
PFKL,3,PFKL
SCML2,3,SCML2
OR10V1,1,OR10V1
UBP1,5,UBP1
TMEM217,2,TMEM217
LMCD1,6,LMCD1
RHOD,2,RHOD
OGA,5,OGA
CDO1,1,CDO1
ZSCAN5C,2,ZSCAN5C
PFDN1,3,PFDN1
PREX1,3,PREX1
MMP7,1,MMP7
COL4A3,4,COL4A3
PPIC,1,PPIC
PDE3A,1,PDE3A
FAM162B,1,FAM162B
KIF4B,1,KIF4B
ENTR1,6,ENTR1
VPS33A,7,VPS33A
RSPH4A,3,RSPH4A
CTNND2,9,CTNND2
MRPL22,5,MRPL22
MTRNR2L12,1,MTRNR2L12
BEST2,4,BEST2
NUBP2,10,NUBP2
RPAP1,6,RPAP1
AC011530.1,4,AC011530.1
EPN1,4,EPN1
IARS2,1,IARS2
BHMG1,1,BHMG1
PRDM11,5,PRDM11
RPS15A,11,RPS15A
ATP6V0E1,4,ATP6V0E1
SCYGR4,1,SCYGR4
AC097637.1,2,AC097637.1
THAP2,4,THAP2
KCNJ13,5,KCNJ13
LHX3,3,LHX3
SUPV3L1,2,SUPV3L1
TMEM250,5,TMEM250
CD44,27,CD44
TMEM173,2,TMEM173
CRISP1,4,CRISP1
TMEM178B,2,TMEM178B
ELN,23,ELN
CRYBG1,3,CRYBG1
AC020922.1,1,AC020922.1
ZNF33A,6,ZNF33A
LHB,2,LHB
PTPN5,5,PTPN5
SPATS1,4,SPATS1
AKAP6,8,AKAP6
CRISP3,4,CRISP3
BSN,1,BSN
STMN1,6,STMN1
SNCAIP,20,SNCAIP
SLC7A1,2,SLC7A1
CHRNA5,4,CHRNA5
HDAC3,3,HDAC3
ZNF850,3,ZNF850
ATP5MD,5,ATP5MD
RNF175,5,RNF175
MAN1C1,4,MAN1C1
PEF1,1,PEF1
HAND1,1,HAND1
HECW1,3,HECW1
BARX2,1,BARX2
SEC22C,13,SEC22C
SLC44A3,9,SLC44A3
C4BPA,3,C4BPA
BSPH1,1,BSPH1
TRAM1L1,1,TRAM1L1
LBHD2,1,LBHD2
CIC,7,CIC
TYSND1,2,TYSND1
SLCO3A1,5,SLCO3A1
RPRD1A,9,RPRD1A
SPAG17,2,SPAG17
TBX21,1,TBX21
VSTM2A,4,VSTM2A
AP001931.1,1,AP001931.1
RNF26,1,RNF26
SLC8A3,9,SLC8A3
ZNF691,8,ZNF691
DEFB116,1,DEFB116
NFATC3,11,NFATC3
KIAA1551,3,KIAA1551
SDC1,5,SDC1
TAF7,2,TAF7
SLC25A2,1,SLC25A2
BPIFA3,2,BPIFA3
ITGB1,16,ITGB1
PPIE,10,PPIE
PUS7L,8,PUS7L
DPEP3,1,DPEP3
SLC5A6,11,SLC5A6
PCDHB4,1,PCDHB4
GSTT1,10,GSTT1
HASPIN,1,HASPIN
SHROOM3,3,SHROOM3
PRDM13,2,PRDM13
TTC25,4,TTC25
GABRG3,6,GABRG3
TATDN1,15,TATDN1
SART1,2,SART1
OR2V2,3,OR2V2
PREPL,14,PREPL
FAM13C,14,FAM13C
RELA,19,RELA
RFLNB,2,RFLNB
ZNF396,5,ZNF396
SMIM20,3,SMIM20
CCDC69,4,CCDC69
AGGF1,3,AGGF1
TMEM177,5,TMEM177
PQLC1,9,PQLC1
ELL2,4,ELL2
ITGA8,1,ITGA8
SLC26A10,4,SLC26A10
DENND2C,3,DENND2C
C5AR2,2,C5AR2
BTNL8,9,BTNL8
ZFP62,5,ZFP62
CCDC158,2,CCDC158
AC010323.1,1,AC010323.1
SULT2B1,2,SULT2B1
NCDN,5,NCDN
LDHD,3,LDHD
BX276092.9,2,BX276092.9
MAF1,6,MAF1
GPRC5C,8,GPRC5C
TMEM8B,6,TMEM8B
KTN1,18,KTN1
ZNF561,10,ZNF561
GTPBP10,9,GTPBP10
RHCE,8,RHCE
CRNKL1,5,CRNKL1
BPIFB2,1,BPIFB2
UTP15,6,UTP15
TRMT11,10,TRMT11
HNRNPA1,10,HNRNPA1
S1PR2,2,S1PR2
HSD3B7,4,HSD3B7
NCKIPSD,8,NCKIPSD
GALC,10,GALC
AC010422.8,1,AC010422.8
METTL6,7,METTL6
KRTAP2-1,4,KRTAP2-1
ZCRB1,3,ZCRB1
EEA1,4,EEA1
SPDYE4,3,SPDYE4
KLHL11,1,KLHL11
SIVA1,6,SIVA1
CCDC114,1,CCDC114
SRRD,1,SRRD
ITGB2,17,ITGB2
LRTM2,10,LRTM2
HOXC8,1,HOXC8
TMSB4X,4,TMSB4X
ABCA2,10,ABCA2
MATN4,5,MATN4
SPIN2B,5,SPIN2B
PTGES2,4,PTGES2
PIANP,6,PIANP
C9orf78,1,C9orf78
SELENOM,3,SELENOM
ENPP5,2,ENPP5
PRAC2,2,PRAC2
ALLC,1,ALLC
SOCS6,3,SOCS6
P3H1,5,P3H1
PRR13,11,PRR13
RIOK3,5,RIOK3
CCK,3,CCK
ZNF780B,12,ZNF780B
FYN,19,FYN
TRABD2B,1,TRABD2B
WDR62,5,WDR62
SMIM14,4,SMIM14
DENND5B,5,DENND5B
ARVCF,4,ARVCF
ADGRF5,2,ADGRF5
OR7A10,2,OR7A10
FAM189A2,4,FAM189A2
LHPP,3,LHPP
AC068896.1,1,AC068896.1
FBXO2,3,FBXO2
OR13J1,1,OR13J1
CSDE1,13,CSDE1
ARMC10,17,ARMC10
PDS5B,3,PDS5B
CHMP3,3,CHMP3
KDELC1,1,KDELC1
XAF1,12,XAF1
COA4,4,COA4
FXYD6-FXYD2,2,FXYD6-FXYD2
PRL,3,PRL
SYNDIG1L,3,SYNDIG1L
VSIG10L,2,VSIG10L
BLOC1S3,3,BLOC1S3
AC005779.2,1,AC005779.2
MAP3K15,2,MAP3K15
PARP2,5,PARP2
PCIF1,2,PCIF1
TFAP2C,2,TFAP2C
REEP4,4,REEP4
POLR2F,12,POLR2F
PPP4R1,11,PPP4R1
PSMC1,3,PSMC1
EPCAM,4,EPCAM
ZMYND12,3,ZMYND12
CBX5,4,CBX5
NFE2,5,NFE2
PDZD3,5,PDZD3
ZNF518B,2,ZNF518B
FOXJ3,9,FOXJ3
SYS1-DBNDD2,3,SYS1-DBNDD2
DNMT1,12,DNMT1
PIK3R6,4,PIK3R6
KRTAP4-3,1,KRTAP4-3
HHIP,2,HHIP
SYT2,2,SYT2
ATP6V1C1,4,ATP6V1C1
ZNF286A,14,ZNF286A
NEU2,1,NEU2
CYTH2,8,CYTH2
NANP,1,NANP
KRTAP1-1,2,KRTAP1-1
KRTAP3-1,2,KRTAP3-1
RTF2,4,RTF2
MSMB,2,MSMB
PAX8,9,PAX8
EN2,1,EN2
PRICKLE1,15,PRICKLE1
HEY2,2,HEY2
NTAN1,15,NTAN1
COPS2,6,COPS2
NME5,1,NME5
KIF6,6,KIF6
TIMM23,1,TIMM23
CALB2,8,CALB2
SLC16A1,10,SLC16A1
TOR1B,2,TOR1B
ZFX,7,ZFX
ATXN7,7,ATXN7
DUSP6,4,DUSP6
SKAP1,7,SKAP1
PRSS35,1,PRSS35
TRA2A,5,TRA2A
CYP1B1,4,CYP1B1
HJV,7,HJV
ASAP3,18,ASAP3
C9orf50,2,C9orf50
IPO11,9,IPO11
PIAS3,4,PIAS3
MTIF3,3,MTIF3
UTP20,1,UTP20
KRT25,1,KRT25
CEP290,8,CEP290
APOC4,2,APOC4
CAPNS2,1,CAPNS2
EFCAB14,2,EFCAB14
GPR89A,7,GPR89A
BAD,6,BAD
DIP2B,2,DIP2B
RNF217,7,RNF217
YME1L1,8,YME1L1
PAXIP1,4,PAXIP1
ZC3H7A,11,ZC3H7A
MANF,2,MANF
P2RY11,1,P2RY11
GAP43,2,GAP43
ACAA2,6,ACAA2
CCDC102B,6,CCDC102B
KIRREL3,3,KIRREL3
MYH1,1,MYH1
SLC35E2B,3,SLC35E2B
DAPK2,8,DAPK2
DNAJB6,12,DNAJB6
TEX13A,2,TEX13A
SLC17A5,1,SLC17A5
KCND3,3,KCND3
P3H2,4,P3H2
TREML2,1,TREML2
TTC5,3,TTC5
PCBP1,1,PCBP1
GPR135,2,GPR135
CXorf36,2,CXorf36
L3HYPDH,3,L3HYPDH
NUP50,11,NUP50
ZNF559-ZNF177,12,ZNF559-ZNF177
ANO5,1,ANO5
PIP5KL1,2,PIP5KL1
AL121900.2,1,AL121900.2
ZFYVE19,12,ZFYVE19
KLK3,12,KLK3
ITIH4,4,ITIH4
KLK15,5,KLK15
RCCD1,4,RCCD1
FAM122A,1,FAM122A
EIPR1,8,EIPR1
NIPAL3,5,NIPAL3
SDHAF1,1,SDHAF1
ADAMTSL2,3,ADAMTSL2
ZCCHC18,2,ZCCHC18
MUC22,1,MUC22
TWIST1,3,TWIST1
CDC73,7,CDC73
CCR5,2,CCR5
SLC25A42,1,SLC25A42
TRIM56,3,TRIM56
XCR1,2,XCR1
MUC17,2,MUC17
SLC2A6,8,SLC2A6
HSD11B1L,19,HSD11B1L
USP17L21,2,USP17L21
PTPRA,8,PTPRA
MX2,5,MX2
TROVE2,10,TROVE2
AMER2,2,AMER2
ZNF300,5,ZNF300
ERGIC3,9,ERGIC3
DCUN1D3,2,DCUN1D3
PI4K2B,1,PI4K2B
ESCO1,3,ESCO1
PPP5C,3,PPP5C
TALDO1,4,TALDO1
HSFX4,1,HSFX4
RIMS3,2,RIMS3
AKAP12,4,AKAP12
RAB23,2,RAB23
MARCH1,6,MARCH1
FAT4,2,FAT4
CPLX3,1,CPLX3
PDIA3,4,PDIA3
TRIM64B,1,TRIM64B
PHF14,5,PHF14
RGS11,4,RGS11
CD53,2,CD53
IQCC,2,IQCC
RNF227,3,RNF227
LDHB,5,LDHB
SLC25A26,10,SLC25A26
FGF13,8,FGF13
CYB561A3,14,CYB561A3
HSD3B1,3,HSD3B1
C20orf173,4,C20orf173
SPRYD3,4,SPRYD3
AGBL5,8,AGBL5
STRADA,41,STRADA
ITIH1,6,ITIH1
SAFB2,4,SAFB2
GOLGA6L1,3,GOLGA6L1
RICTOR,4,RICTOR
ZNF765,5,ZNF765
AC105052.3,1,AC105052.3
FBF1,8,FBF1
PLBD1,3,PLBD1
SPDYE2,3,SPDYE2
TRAK2,3,TRAK2
SSX4,2,SSX4
LRIF1,3,LRIF1
AC093668.2,1,AC093668.2
PJVK,13,PJVK
IRF7,23,IRF7
ZNF697,1,ZNF697
TMPPE,2,TMPPE
POLR2J3,12,POLR2J3
EIF4B,9,EIF4B
GLB1,9,GLB1
GUCY2C,1,GUCY2C
SPTBN1,4,SPTBN1
SMIM29,7,SMIM29
ANKDD1B,1,ANKDD1B
SSX4B,2,SSX4B
ZNF525,5,ZNF525
RBM22,4,RBM22
RASA4B,3,RASA4B
CDC42EP4,6,CDC42EP4
IYD,8,IYD
LRIG1,4,LRIG1
COL5A3,1,COL5A3
RANGAP1,7,RANGAP1
PRKRA,6,PRKRA
STRADB,5,STRADB
TTF1,2,TTF1
CACNA1H,10,CACNA1H
OST4,3,OST4
ERCC8,7,ERCC8
TMEM114,3,TMEM114
TMEM41B,6,TMEM41B
FKBP3,3,FKBP3
SPDYE2B,3,SPDYE2B
BMF,9,BMF
MRPL38,1,MRPL38
OARD1,14,OARD1
TRPC7,6,TRPC7
TMPO,6,TMPO
FKBP2,4,FKBP2
PRPF39,7,PRPF39
SDHA,7,SDHA
TMEM14A,1,TMEM14A
DDB1,7,DDB1
MVB12A,8,MVB12A
SNRNP48,2,SNRNP48
CFAP77,3,CFAP77
KCNQ3,7,KCNQ3
SLC6A11,2,SLC6A11
ZNF22,1,ZNF22
SPINK14,2,SPINK14
AC087289.3,2,AC087289.3
CMTM3,14,CMTM3
SPINK6,3,SPINK6
TAS2R16,1,TAS2R16
CLK3,15,CLK3
ANKRD26,3,ANKRD26
NOL4L,9,NOL4L
FOXD4L3,1,FOXD4L3
SDK2,2,SDK2
TMEM87B,5,TMEM87B
BARHL1,2,BARHL1
ARHGAP12,6,ARHGAP12
C22orf42,1,C22orf42
TTC37,6,TTC37
UPK3BL1,1,UPK3BL1
FAM83A,4,FAM83A
BTBD3,11,BTBD3
TMEM185A,9,TMEM185A
HHEX,3,HHEX
AC093668.1,1,AC093668.1
TNS2,8,TNS2
AC093668.3,1,AC093668.3
POLR2J2,2,POLR2J2
LRRC8C,2,LRRC8C
RNF41,9,RNF41
AC105052.1,1,AC105052.1
MARCOL,2,MARCOL
RFK,2,RFK
PRMT3,5,PRMT3
SLX4,1,SLX4
DDX6,4,DDX6
ZC3H7B,1,ZC3H7B
RASA4,10,RASA4
BEND6,3,BEND6
AC093423.3,1,AC093423.3
LRRC8D,7,LRRC8D
DCDC2B,1,DCDC2B
PEPD,7,PEPD
KCNAB3,3,KCNAB3
C16orf92,4,C16orf92
EIF3I,2,EIF3I
PCNT,2,PCNT
LRRC8B,6,LRRC8B
ZMYM1,5,ZMYM1
WDR11,4,WDR11
JUP,10,JUP
MAGEH1,1,MAGEH1
POMC,5,POMC
FAM57B,6,FAM57B
USP51,2,USP51
WBP1,4,WBP1
OSMR,5,OSMR
HAT1,3,HAT1
KIF13A,9,KIF13A
PHGDH,21,PHGDH
CNTROB,10,CNTROB
SLC7A3,2,SLC7A3
PLEKHG1,5,PLEKHG1
RRP1B,1,RRP1B
BTBD10,7,BTBD10
TMEM234,8,TMEM234
CEP152,6,CEP152
METAP1D,1,METAP1D
UNC5CL,2,UNC5CL
ZNF761,5,ZNF761
NYAP1,2,NYAP1
PLA2G4E,1,PLA2G4E
NFYA,2,NFYA
PABPC4L,1,PABPC4L
INO80B,5,INO80B
CRTAM,2,CRTAM
CEPT1,3,CEPT1
ADNP,9,ADNP
SLC25A12,4,SLC25A12
CYP1A2,1,CYP1A2
XPOT,4,XPOT
ZNF563,4,ZNF563
EEF1E1-BLOC1S5,1,EEF1E1-BLOC1S5
SGIP1,5,SGIP1
EDC3,16,EDC3
TXNDC5,2,TXNDC5
MZT2B,5,MZT2B
RFPL2,5,RFPL2
STRBP,8,STRBP
UBASH3B,1,UBASH3B
INSR,3,INSR
NUTM2F,2,NUTM2F
KIAA1586,2,KIAA1586
AC113554.1,1,AC113554.1
APOBEC2,1,APOBEC2
TPSG1,1,TPSG1
MRPL47,3,MRPL47
FGF17,2,FGF17
KIF13B,5,KIF13B
INO80B-WBP1,2,INO80B-WBP1
SPINK7,2,SPINK7
TSPO2,3,TSPO2
ACE,13,ACE
FOXK1,2,FOXK1
TPSB2,3,TPSB2
SMPD4,14,SMPD4
SLC38A5,11,SLC38A5
ZBTB22,11,ZBTB22
SPINK13,3,SPINK13
BLOC1S5,4,BLOC1S5
SLC13A1,4,SLC13A1
HMGCL,4,HMGCL
DCTN4,9,DCTN4
SPINK9,2,SPINK9
RWDD4,7,RWDD4
DPM1,4,DPM1
AC104581.2,1,AC104581.2
TRAPPC1,6,TRAPPC1
CSK,6,CSK
GGT7,4,GGT7
ZNF813,3,ZNF813
BLOC1S5-TXNDC5,1,BLOC1S5-TXNDC5
RIT2,4,RIT2
DRAM2,3,DRAM2
HIST4H4,2,HIST4H4
BMP6,1,BMP6
ACTL6A,5,ACTL6A
PRUNE2,8,PRUNE2
HMX1,2,HMX1
CAMK2D,12,CAMK2D
EEF1E1,6,EEF1E1
CEP104,6,CEP104
TKFC,5,TKFC
PTPRN,10,PTPRN
PLAU,3,PLAU
ATP10D,3,ATP10D
ZNF326,4,ZNF326
METTL22,10,METTL22
TNRC6A,7,TNRC6A
GTF3C4,2,GTF3C4
OSBPL5,12,OSBPL5
ACSS2,11,ACSS2
DDX31,5,DDX31
ELOVL2,1,ELOVL2
TKTL2,1,TKTL2
OR5AU1,4,OR5AU1
MAGEA11,3,MAGEA11
RBM20,1,RBM20
PKHD1L1,2,PKHD1L1
ZNF385D,5,ZNF385D
ZNF786,2,ZNF786
BACE1,9,BACE1
C10orf55,1,C10orf55
PCDHB2,5,PCDHB2
TBK1,4,TBK1
PHYHIP,3,PHYHIP
NABP2,5,NABP2
CBLN4,1,CBLN4
ZNF425,2,ZNF425
GTF2H2C,9,GTF2H2C
MC3R,1,MC3R
PCDHB1,1,PCDHB1
ACSM2B,12,ACSM2B
SPINK8,1,SPINK8
ZNF398,4,ZNF398
SLC5A4,1,SLC5A4
SYT4,4,SYT4
FTCDNL1,4,FTCDNL1
KCNJ8,2,KCNJ8
ARID3B,3,ARID3B
MAST4,17,MAST4
SOCS1,2,SOCS1
SRMS,1,SRMS
CTDNEP1,10,CTDNEP1
