Genes,Domain Number,Norm_Symbol
DYNC2LI1,1,DYNC2LI1
PNPLA8,1,PNPLA8
CD164L2,1,CD164L2
ARHGAP30,1,ARHGAP30
LZTR1,5,LZTR1
ACOT1,2,ACOT1
NDST2,2,NDST2
PMM1,1,PMM1
PPP1R35,1,PPP1R35
ATAD2,3,ATAD2
SPANXN4,1,SPANXN4
ENG,1,ENG
SENP1,1,SENP1
DRC1,2,DRC1
PET117,1,PET117
ZFYVE21,2,ZFYVE21
ACOT2,2,ACOT2
C8orf86,1,C8orf86
MYO5B,3,MYO5B
SPANXN3,1,SPANXN3
NECTIN4,3,NECTIN4
OR5C1,1,OR5C1
TMEM104,1,TMEM104
PMEL,1,PMEL
ATP5MC2,1,ATP5MC2
OR1K1,1,OR1K1
SERPINB1,1,SERPINB1
THAP5,1,THAP5
FOXD4L1,1,FOXD4L1
FARP2,6,FARP2
HDAC9,2,HDAC9
PDCL,1,PDCL
HEATR4,2,HEATR4
KAT14,1,KAT14
SSTR1,1,SSTR1
KLHDC9,1,KLHDC9
NDUFAB1,1,NDUFAB1
HHEX,1,HHEX
ARL15,1,ARL15
C8orf89,1,C8orf89
TMEM198,1,TMEM198
GALNT16,2,GALNT16
ACOT6,2,ACOT6
TLE5,1,TLE5
SV2B,3,SV2B
KLHL3,3,KLHL3
HAUS4,1,HAUS4
FAR1,2,FAR1
CHPF,1,CHPF
CEACAM4,1,CEACAM4
TRIP6,1,TRIP6
NDC1,1,NDC1
ACAA2,2,ACAA2
IL17RD,2,IL17RD
PIP4K2A,1,PIP4K2A
RTKN2,2,RTKN2
KIF1A,6,KIF1A
HTRA3,4,HTRA3
ATP9B,5,ATP9B
ASTN2,4,ASTN2
CEACAM21,3,CEACAM21
PAQR3,1,PAQR3
AMOT,1,AMOT
NTNG1,2,NTNG1
TSC22D4,1,TSC22D4
FGF7,1,FGF7
RHAG,1,RHAG
MXI1,1,MXI1
NIT1,1,NIT1
C7orf61,1,C7orf61
B4GAT1,1,B4GAT1
AKR1C1,1,AKR1C1
PKN2,3,PKN2
CMBL,1,CMBL
SLITRK4,1,SLITRK4
AK2,2,AK2
HDAC4,2,HDAC4
BMP2K,2,BMP2K
IFIT5,4,IFIT5
SPANXN2,1,SPANXN2
PFDN2,1,PFDN2
THEMIS2,1,THEMIS2
LEUTX,1,LEUTX
SMIM5,1,SMIM5
RIBC1,1,RIBC1
FAM227B,1,FAM227B
GAP43,3,GAP43
GPR3,1,GPR3
CDV3,1,CDV3
SNX2,3,SNX2
FBXO44,2,FBXO44
TRIM32,3,TRIM32
ZFP69B,3,ZFP69B
ATP10A,3,ATP10A
MAL,1,MAL
DEDD,1,DEDD
SETD4,2,SETD4
SLC29A2,1,SLC29A2
CENPK,1,CENPK
RTKN,2,RTKN
DDX11,2,DDX11
GRIN2C,4,GRIN2C
ACE,1,ACE
SPANXN1,1,SPANXN1
SIM1,4,SIM1
GOLGA6B,1,GOLGA6B
ZNF738,1,ZNF738
PSG9,2,PSG9
LPAR1,1,LPAR1
ZNF184,2,ZNF184
SLITRK2,1,SLITRK2
FBXO2,2,FBXO2
SMC1A,2,SMC1A
CBR1,1,CBR1
LSM12,1,LSM12
TMPRSS2,2,TMPRSS2
OR2K2,1,OR2K2
CLDND1,1,CLDND1
TBC1D13,1,TBC1D13
SCRIB,2,SCRIB
ZNF714,1,ZNF714
DCTD,1,DCTD
FOSL2,1,FOSL2
CAPZA2,1,CAPZA2
FAM47B,1,FAM47B
TOM1,2,TOM1
PHLPP2,2,PHLPP2
TMEM170B,1,TMEM170B
MRPL17,1,MRPL17
ADAMTS20,6,ADAMTS20
RECQL5,4,RECQL5
RNF4,1,RNF4
NEUROD6,2,NEUROD6
DNASE2,1,DNASE2
EMC7,1,EMC7
NALCN,1,NALCN
ANXA6,1,ANXA6
TPRX1,1,TPRX1
ZNF708,2,ZNF708
ZNF536,3,ZNF536
HSPB3,1,HSPB3
GHSR,1,GHSR
SOAT2,1,SOAT2
SERPINB9,1,SERPINB9
EMP3,1,EMP3
CYTH4,2,CYTH4
ZNF85,3,ZNF85
GCLC,1,GCLC
CHCHD5,2,CHCHD5
AC093899.2,2,AC093899.2
KLHDC7B,1,KLHDC7B
GSG1L,2,GSG1L
CMPK2,1,CMPK2
RHOXF2,1,RHOXF2
SYCE3,1,SYCE3
KLHL41,3,KLHL41
EXD2,1,EXD2
TNFSF10,1,TNFSF10
YIPF1,1,YIPF1
NUTM2A,1,NUTM2A
POLRMT,2,POLRMT
RHOXF1,1,RHOXF1
BIRC3,3,BIRC3
PPP5C,3,PPP5C
BBS4,3,BBS4
ZFP69,2,ZFP69
IL12A,1,IL12A
ZNF431,2,ZNF431
GPR15,1,GPR15
RSAD2,2,RSAD2
PFKM,1,PFKM
RHOXF2B,1,RHOXF2B
LYSMD2,1,LYSMD2
OR5K2,1,OR5K2
BBS5,1,BBS5
PGBD4,2,PGBD4
HIGD2B,1,HIGD2B
ARHGAP39,2,ARHGAP39
ZNF493,3,ZNF493
NCEH1,1,NCEH1
FCF1,1,FCF1
GALK2,3,GALK2
ELAVL4,1,ELAVL4
TONSL,4,TONSL
FBXO41,1,FBXO41
RPS14,1,RPS14
SP110,2,SP110
SLC27A4,2,SLC27A4
TMOD2,1,TMOD2
PNPLA7,2,PNPLA7
MYO15B,4,MYO15B
G6PC3,1,G6PC3
ZNF429,2,ZNF429
CRX,2,CRX
WDYHV1,1,WDYHV1
ATR,4,ATR
OR4F29,1,OR4F29
TNFSF13,1,TNFSF13
IFT57,1,IFT57
PALB2,1,PALB2
IRX3,1,IRX3
HTR2C,1,HTR2C
IDH3B,1,IDH3B
ZBED2,1,ZBED2
DDX3Y,2,DDX3Y
SPON1,3,SPON1
MRPL41,1,MRPL41
CYP20A1,1,CYP20A1
SLC17A6,1,SLC17A6
EGR4,1,EGR4
ZFHX2,1,ZFHX2
SLC16A12,1,SLC16A12
MS4A7,1,MS4A7
NUTM2D,1,NUTM2D
CSTB,1,CSTB
RHEBL1,1,RHEBL1
CTXN3,1,CTXN3
ZNF716,2,ZNF716
SLC2A3,1,SLC2A3
HLF,1,HLF
THTPA,1,THTPA
MS4A6E,1,MS4A6E
TAFA5,1,TAFA5
DHH,2,DHH
CDH3,2,CDH3
SMG1,4,SMG1
KIAA0232,1,KIAA0232
VAV3,6,VAV3
PRR23A,1,PRR23A
RPA2,1,RPA2
IMPG2,1,IMPG2
EXO5,1,EXO5
PSAP,3,PSAP
MS4A14,1,MS4A14
TNFSF12,1,TNFSF12
TGM2,3,TGM2
CRISP2,2,CRISP2
FAM160A1,1,FAM160A1
SULT2A1,1,SULT2A1
CHST3,1,CHST3
BSPH1,1,BSPH1
TNFSF12-TNFSF13,1,TNFSF12-TNFSF13
AASS,3,AASS
FNBP1L,2,FNBP1L
KLF1,3,KLF1
COPB2,2,COPB2
AP1G2,2,AP1G2
COPS2,1,COPS2
DHRS1,1,DHRS1
FAM193A,1,FAM193A
CNOT8,1,CNOT8
SPOCK2,3,SPOCK2
RPRD1B,2,RPRD1B
PCYOX1,2,PCYOX1
SDF2,1,SDF2
GPR33,1,GPR33
PRR23C,1,PRR23C
NSG1,1,NSG1
PRR23B,1,PRR23B
KRT12,1,KRT12
ELSPBP1,1,ELSPBP1
IFT80,1,IFT80
PUS7L,1,PUS7L
SP140,3,SP140
EZH2,4,EZH2
IGLL5,1,IGLL5
ATP2A1,5,ATP2A1
TCEAL4,1,TCEAL4
DNAL1,1,DNAL1
PTPRM,4,PTPRM
POU3F3,2,POU3F3
MRPS22,1,MRPS22
ODAM,1,ODAM
TSHZ3,1,TSHZ3
STAM,3,STAM
C3orf80,1,C3orf80
SNED1,4,SNED1
KRT20,1,KRT20
NPTXR,1,NPTXR
GABRB1,2,GABRB1
FGF22,1,FGF22
C19orf18,1,C19orf18
RNF26,1,RNF26
STX18,1,STX18
TRIM59,2,TRIM59
GABRA4,2,GABRA4
RABEP2,2,RABEP2
IL13RA2,1,IL13RA2
ABCG8,2,ABCG8
DMRTA2,2,DMRTA2
RABGGTA,3,RABGGTA
COPS7A,2,COPS7A
FASTKD1,3,FASTKD1
COL20A1,3,COL20A1
PPIC,1,PPIC
BIRC2,3,BIRC2
ATG5,1,ATG5
KCNQ3,3,KCNQ3
XPO6,2,XPO6
ABCG5,2,ABCG5
ATP6V1B2,2,ATP6V1B2
RBFOX1,2,RBFOX1
STMN2,1,STMN2
KLHL31,4,KLHL31
SMC4,2,SMC4
TOPBP1,2,TOPBP1
ZNF606,2,ZNF606
RPS24,1,RPS24
KRT23,1,KRT23
MRPS5,2,MRPS5
SNX24,1,SNX24
CBX6,2,CBX6
BCAR3,2,BCAR3
SLC22A13,1,SLC22A13
HHLA2,2,HHLA2
SRPRB,1,SRPRB
MTERF4,1,MTERF4
PRPH2,1,PRPH2
MFRP,3,MFRP
KEAP1,3,KEAP1
JPH4,1,JPH4
PNMA1,1,PNMA1
MRPS15,1,MRPS15
NDUFS3,1,NDUFS3
FANCF,1,FANCF
KRT39,1,KRT39
ZNF514,3,ZNF514
LRRC1,1,LRRC1
CA4,1,CA4
ENDOG,1,ENDOG
C1QTNF5,2,C1QTNF5
TEP1,5,TEP1
CLEC6A,1,CLEC6A
LRRC8A,2,LRRC8A
SNX18,3,SNX18
SHISA6,1,SHISA6
MRPS9,1,MRPS9
S1PR5,1,S1PR5
RAB6B,1,RAB6B
AL441992.2,1,AL441992.2
ZSCAN1,1,ZSCAN1
PTPMT1,1,PTPMT1
CSMD3,2,CSMD3
KBTBD4,3,KBTBD4
BCL2L1,2,BCL2L1
HEXIM1,1,HEXIM1
RNF126,2,RNF126
FAF1,2,FAF1
CLIP1,2,CLIP1
KIFC3,1,KIFC3
CAVIN4,1,CAVIN4
TMEM123,1,TMEM123
AKT2,3,AKT2
NAF1,1,NAF1
CABP5,1,CABP5
HEXIM2,1,HEXIM2
GAS2,2,GAS2
CISD2,2,CISD2
GCDH,3,GCDH
FSTL3,2,FSTL3
TF,1,TF
PRDM1,3,PRDM1
CSNK1A1,1,CSNK1A1
ZNF684,2,ZNF684
ZSCAN18,1,ZSCAN18
ALMS1,2,ALMS1
AL662899.2,1,AL662899.2
NPY1R,1,NPY1R
SCAMP4,1,SCAMP4
CTNNAL1,1,CTNNAL1
FBXL18,1,FBXL18
NPY5R,1,NPY5R
FDCSP,1,FDCSP
NAA11,1,NAA11
ZNF2,2,ZNF2
ZNF135,2,ZNF135
BRINP3,1,BRINP3
CTDSPL2,1,CTDSPL2
MCTP2,2,MCTP2
KYAT1,1,KYAT1
CSN3,1,CSN3
ABITRAM,1,ABITRAM
SLC22A14,1,SLC22A14
DIO1,1,DIO1
CABS1,1,CABS1
CELF1,1,CELF1
HSD17B10,1,HSD17B10
SMR3A,1,SMR3A
LRCH2,2,LRCH2
GTF2B,2,GTF2B
RBMXL3,1,RBMXL3
ADAT3,1,ADAT3
ADTRP,1,ADTRP
SLC9B1,1,SLC9B1
CENPU,1,CENPU
ELFN2,1,ELFN2
GSTZ1,4,GSTZ1
C17orf64,1,C17orf64
GTF2H1,2,GTF2H1
FOXJ2,1,FOXJ2
MLPH,2,MLPH
SBK1,1,SBK1
SPOUT1,1,SPOUT1
NPSR1,1,NPSR1
TBCC,2,TBCC
RGS2,1,RGS2
ELMSAN1,1,ELMSAN1
KCNH6,3,KCNH6
CRISP3,2,CRISP3
RSPH14,1,RSPH14
PGK2,1,PGK2
AL136454.1,2,AL136454.1
NCAM2,3,NCAM2
SRCIN1,1,SRCIN1
MMD,1,MMD
GNAZ,1,GNAZ
AC091959.3,2,AC091959.3
PRIMPOL,2,PRIMPOL
EEF2,5,EEF2
RIMS3,1,RIMS3
ZNF740,1,ZNF740
GU182357.2,1,GU182357.2
RGS13,1,RGS13
PRDM6,2,PRDM6
LSAMP,2,LSAMP
TRPV4,2,TRPV4
DCAF7,1,DCAF7
RBM27,2,RBM27
NUBPL,1,NUBPL
RGS18,1,RGS18
USP32,4,USP32
POU4F3,2,POU4F3
SUCLG1,2,SUCLG1
CLEC4D,1,CLEC4D
RGS21,1,RGS21
WBP1,1,WBP1
RAB20,1,RAB20
WASF2,1,WASF2
GPR45,1,GPR45
ZNF329,1,ZNF329
LZTS1,1,LZTS1
CDC123,1,CDC123
CDH1,3,CDH1
AKR1C2,1,AKR1C2
RGS1,1,RGS1
PLA2G4C,1,PLA2G4C
NAXD,1,NAXD
ZFP36L1,2,ZFP36L1
TGFBRAP1,4,TGFBRAP1
UFC1,1,UFC1
URM1,1,URM1
CFTR,3,CFTR
INO80B,2,INO80B
MS4A5,1,MS4A5
OSBPL3,2,OSBPL3
DPH7,1,DPH7
CSAD,1,CSAD
ZNF500,3,ZNF500
LMBR1L,1,LMBR1L
C3AR1,1,C3AR1
ARHGAP5,4,ARHGAP5
USP21,1,USP21
ZBTB33,1,ZBTB33
NPIPB6,1,NPIPB6
ZMYM2,2,ZMYM2
OR4F16,1,OR4F16
RIPK4,3,RIPK4
ZCCHC8,2,ZCCHC8
IL3,1,IL3
TMEM100,1,TMEM100
ZNF274,3,ZNF274
PLS3,2,PLS3
MTO1,2,MTO1
CDC27,3,CDC27
IRX5,1,IRX5
MYH15,3,MYH15
FAXDC2,1,FAXDC2
SUPT6H,7,SUPT6H
DACH1,1,DACH1
NAT8,1,NAT8
ESM1,1,ESM1
GZMK,1,GZMK
EXOC6,1,EXOC6
RNF144A,1,RNF144A
DYRK1B,1,DYRK1B
GRB7,4,GRB7
IRX6,1,IRX6
TCEAL3,1,TCEAL3
ZFP42,1,ZFP42
FBXO6,2,FBXO6
TCEAL1,1,TCEAL1
LITAFD,1,LITAFD
GLTP,1,GLTP
PRSS57,1,PRSS57
ZBBX,1,ZBBX
RSRC2,1,RSRC2
HESX1,1,HESX1
MMP7,2,MMP7
SEPTIN9,1,SEPTIN9
TACO1,1,TACO1
APPBP2,2,APPBP2
AC092835.1,1,AC092835.1
ZNF331,3,ZNF331
AKR1C3,1,AKR1C3
HSPB11,1,HSPB11
KATNBL1,1,KATNBL1
SEC61A2,2,SEC61A2
RPLP1,1,RPLP1
KLRC3,1,KLRC3
DNTTIP2,1,DNTTIP2
CCDC102A,1,CCDC102A
AC068775.1,1,AC068775.1
CTPS1,2,CTPS1
RAB36,1,RAB36
VBP1,1,VBP1
BICRAL,1,BICRAL
CCDC22,1,CCDC22
MAPK6,1,MAPK6
MTX2,3,MTX2
ITGB7,5,ITGB7
E2F6,2,E2F6
SNRPG,1,SNRPG
GK2,2,GK2
KLRC2,1,KLRC2
PPP1R3F,1,PPP1R3F
CD151,1,CD151
OSBPL2,1,OSBPL2
TKTL2,3,TKTL2
PCTP,1,PCTP
HIVEP1,1,HIVEP1
MMP20,3,MMP20
RBP1,1,RBP1
LEO1,1,LEO1
OBSL1,2,OBSL1
TMOD3,1,TMOD3
KLRC1,1,KLRC1
CTTNBP2,2,CTTNBP2
ZMYND19,2,ZMYND19
SHBG,1,SHBG
MORF4L2,1,MORF4L2
IPO5,5,IPO5
POLR2L,1,POLR2L
TWIST1,1,TWIST1
INHA,1,INHA
RAB12,1,RAB12
ANKS3,4,ANKS3
FURIN,3,FURIN
FERD3L,1,FERD3L
CFAP53,1,CFAP53
PLS1,3,PLS1
EDN1,1,EDN1
PPM1N,2,PPM1N
TRIML2,3,TRIML2
TWISTNB,2,TWISTNB
ANKRD9,1,ANKRD9
MPI,1,MPI
FAM136A,1,FAM136A
NMNAT3,2,NMNAT3
C16orf71,1,C16orf71
HEY1,2,HEY1
AK4,2,AK4
NUDT5,1,NUDT5
MRPL50,1,MRPL50
MTCL1,2,MTCL1
LRPPRC,3,LRPPRC
SLC25A24,3,SLC25A24
CALCOCO1,3,CALCOCO1
SGK1,3,SGK1
DDX3X,2,DDX3X
ZNF189,2,ZNF189
TECPR2,1,TECPR2
FOXP3,2,FOXP3
RBP2,1,RBP2
GJA3,1,GJA3
RAB39B,1,RAB39B
NDST1,2,NDST1
RTN2,1,RTN2
CD68,1,CD68
RAB5B,1,RAB5B
PPM1D,1,PPM1D
IRAK4,1,IRAK4
RRP1,1,RRP1
PHLDB2,1,PHLDB2
THY1,1,THY1
ALDOB,1,ALDOB
FN1,3,FN1
TMEM255A,1,TMEM255A
MSRB2,1,MSRB2
MARCH6,1,MARCH6
GCLM,1,GCLM
MRC1,3,MRC1
FAM219B,1,FAM219B
COMMD8,1,COMMD8
NBPF4,1,NBPF4
ADGRG5,2,ADGRG5
HMOX1,1,HMOX1
CNGB1,1,CNGB1
PROX2,1,PROX2
FEZF1,2,FEZF1
EPOP,1,EPOP
LARP1B,1,LARP1B
TANGO6,2,TANGO6
TLR4,3,TLR4
CLEC4E,1,CLEC4E
MLLT6,2,MLLT6
DIS3,5,DIS3
USP2,1,USP2
PPWD1,2,PPWD1
NFYC,1,NFYC
NPAS4,2,NPAS4
CSF3R,2,CSF3R
FANCI,7,FANCI
MPDU1,1,MPDU1
ERVK3-1,1,ERVK3-1
PROCA1,1,PROCA1
ANKFN1,2,ANKFN1
ARMC3,3,ARMC3
CHRNA4,2,CHRNA4
ZNF8,2,ZNF8
CYP26A1,1,CYP26A1
YLPM1,1,YLPM1
TRPC1,2,TRPC1
CYP26C1,1,CYP26C1
KIFC2,1,KIFC2
AHDC1,1,AHDC1
APOBEC3B,1,APOBEC3B
CAMSAP1,3,CAMSAP1
GJB2,1,GJB2
BORA,1,BORA
PPIL6,1,PPIL6
UCHL5,2,UCHL5
SERPINI2,1,SERPINI2
PHF20,2,PHF20
CRYBG2,1,CRYBG2
SAMD15,1,SAMD15
ACTB,1,ACTB
TMED8,1,TMED8
ATG4D,1,ATG4D
GIT2,5,GIT2
FOXH1,1,FOXH1
ZNF544,2,ZNF544
FGF14,1,FGF14
WDR49,1,WDR49
MS4A1,1,MS4A1
CLDN22,1,CLDN22
LRRC6,1,LRRC6
UBAC1,1,UBAC1
GM2A,1,GM2A
GU182359.2,1,GU182359.2
RASGRP1,4,RASGRP1
BCR,4,BCR
SOX15,1,SOX15
FMNL1,3,FMNL1
KRI1,2,KRI1
SCAF8,2,SCAF8
MZT1,1,MZT1
CSF2,1,CSF2
ZSCAN22,2,ZSCAN22
EMC4,1,EMC4
CDKN2C,2,CDKN2C
SMPD2,1,SMPD2
BARX2,1,BARX2
PHF21B,1,PHF21B
PTPRF,3,PTPRF
GLRA4,2,GLRA4
PIAS4,2,PIAS4
C1orf185,1,C1orf185
SLC39A12,2,SLC39A12
MS4A12,1,MS4A12
ITGBL1,1,ITGBL1
FAM189A2,1,FAM189A2
SPATA32,1,SPATA32
TCHP,1,TCHP
TRIML1,3,TRIML1
GU182359.3,1,GU182359.3
TRPC3,3,TRPC3
WWC2,1,WWC2
SH2D5,1,SH2D5
POLG,2,POLG
SLC29A1,1,SLC29A1
FDXR,2,FDXR
TMEM45B,1,TMEM45B
RNF11,1,RNF11
RO60,1,RO60
PLB1,1,PLB1
EIF4A1,2,EIF4A1
ADM2,1,ADM2
LRG1,1,LRG1
MAP3K14,1,MAP3K14
GU182359.5,1,GU182359.5
SHCBP1,1,SHCBP1
GU182359.6,1,GU182359.6
SLMAP,1,SLMAP
ARRDC1,2,ARRDC1
EIF3CL,2,EIF3CL
B4GALT3,2,B4GALT3
SLC3A1,1,SLC3A1
NACC2,2,NACC2
PLIN5,1,PLIN5
MRPS12,1,MRPS12
GLRX2,1,GLRX2
DPRX,1,DPRX
SLC22A5,1,SLC22A5
VPS4A,4,VPS4A
AC011455.2,2,AC011455.2
TMEM143,1,TMEM143
RHO,2,RHO
ECT2,3,ECT2
FBL,1,FBL
C2orf49,1,C2orf49
CHTF8,1,CHTF8
RBMXL1,2,RBMXL1
RBSN,3,RBSN
SLC22A4,1,SLC22A4
ADPGK,1,ADPGK
MACF1,8,MACF1
CRISP1,2,CRISP1
RABL2A,2,RABL2A
TMEM250,1,TMEM250
TAF9B,1,TAF9B
EPB41L4A,4,EPB41L4A
GU182359.1,1,GU182359.1
H1FOO,1,H1FOO
ZNF34,2,ZNF34
CST6,1,CST6
CYSLTR1,1,CYSLTR1
PPOX,1,PPOX
NIP7,2,NIP7
ITGB3,6,ITGB3
RRAS2,1,RRAS2
PDLIM4,3,PDLIM4
NBPF6,1,NBPF6
PDIA4,2,PDIA4
TMED6,1,TMED6
TMEM245,1,TMEM245
AC026464.6,1,AC026464.6
ATP1B4,1,ATP1B4
SARS2,1,SARS2
KIRREL2,3,KIRREL2
KYAT3,1,KYAT3
DZIP3,2,DZIP3
DEFB133,1,DEFB133
SYNGR4,1,SYNGR4
RRP36,1,RRP36
TPRKB,1,TPRKB
DEFB114,1,DEFB114
DEFB113,1,DEFB113
KRT222,1,KRT222
SAT2,1,SAT2
FADS6,1,FADS6
AC026464.4,4,AC026464.4
RNF8,2,RNF8
TMA16,1,TMA16
TIAM2,4,TIAM2
USH1G,2,USH1G
COL6A2,2,COL6A2
CCDC8,1,CCDC8
KNTC1,1,KNTC1
FBXO27,2,FBXO27
HAS3,1,HAS3
PNMA8C,1,PNMA8C
AC026464.3,1,AC026464.3
RTL3,2,RTL3
CSF2RB,2,CSF2RB
COG8,1,COG8
FBXO17,2,FBXO17
GU182359.4,1,GU182359.4
KCTD7,1,KCTD7
KLHL33,3,KLHL33
NUP155,2,NUP155
CLDN24,1,CLDN24
GP1BA,2,GP1BA
SENP3,1,SENP3
GBP3,2,GBP3
PREPL,2,PREPL
HCAR3,1,HCAR3
CHRNE,2,CHRNE
TFB1M,1,TFB1M
HCAR2,1,HCAR2
TERF2,3,TERF2
OR51L1,1,OR51L1
DCTN5,1,DCTN5
HCAR1,1,HCAR1
MDK,2,MDK
MAGEB16,2,MAGEB16
MAPK8IP2,2,MAPK8IP2
RABGEF1,3,RABGEF1
CNBD2,1,CNBD2
CLDN20,1,CLDN20
IGSF11,2,IGSF11
PNMA8A,1,PNMA8A
PDF,1,PDF
SCAND1,1,SCAND1
CACNA1B,3,CACNA1B
ECPAS,2,ECPAS
DENR,1,DENR
EBF4,3,EBF4
NDUFS2,1,NDUFS2
OTOP2,1,OTOP2
EIF2S3B,3,EIF2S3B
FXR2,6,FXR2
MMP27,3,MMP27
P4HA2,2,P4HA2
RCBTB1,2,RCBTB1
KLHL38,3,KLHL38
OTOP3,1,OTOP3
CHKB,1,CHKB
SMR3B,1,SMR3B
PANK1,1,PANK1
UTP4,2,UTP4
PAX4,2,PAX4
LPAR4,1,LPAR4
SPEGNB,2,SPEGNB
ARL11,1,ARL11
ADAMTS4,5,ADAMTS4
AC053503.7,2,AC053503.7
CHRM4,1,CHRM4
PPM1B,2,PPM1B
NOXRED1,1,NOXRED1
P2RY10,1,P2RY10
MCM5,4,MCM5
FCER1G,2,FCER1G
ZNF133,2,ZNF133
NRN1L,1,NRN1L
GPR174,1,GPR174
ST7,1,ST7
AKAP6,1,AKAP6
GSS,2,GSS
B3GALT2,1,B3GALT2
MRPL11,2,MRPL11
APLP1,4,APLP1
PLP1,1,PLP1
FSCN1,1,FSCN1
SMPDL3B,1,SMPDL3B
SPEG,3,SPEG
EMG1,1,EMG1
APOA2,1,APOA2
SLC12A2,3,SLC12A2
TMEM185B,1,TMEM185B
EBPL,1,EBPL
AP002748.5,1,AP002748.5
CDC73,2,CDC73
RAPH1,2,RAPH1
XKR8,1,XKR8
EDC4,1,EDC4
BBOF1,1,BBOF1
MINK1,2,MINK1
RNF20,1,RNF20
HTR1E,1,HTR1E
PARP4,4,PARP4
FOXP1,2,FOXP1
ITM2A,1,ITM2A
MFNG,1,MFNG
CATSPER1,1,CATSPER1
MAP3K3,2,MAP3K3
FAM161B,1,FAM161B
LRRN3,4,LRRN3
DMTF1,1,DMTF1
ELP3,3,ELP3
ZNF683,1,ZNF683
DGAT2L6,1,DGAT2L6
LPCAT3,1,LPCAT3
HOXC13,2,HOXC13
CMTR1,2,CMTR1
TEX13C,1,TEX13C
AWAT1,1,AWAT1
ERH,1,ERH
DUPD1,1,DUPD1
NPHS1,4,NPHS1
IMMP2L,1,IMMP2L
AP1G1,2,AP1G1
ERICH5,1,ERICH5
GBP1,2,GBP1
PTGR2,2,PTGR2
C17orf107,1,C17orf107
DIRAS2,1,DIRAS2
ASIC4,1,ASIC4
ABCB1,2,ABCB1
PRL,1,PRL
CISD3,1,CISD3
ANXA13,1,ANXA13
CCDC73,1,CCDC73
PPP1CB,2,PPP1CB
HIP1R,3,HIP1R
CPT1B,2,CPT1B
HDGFL1,1,HDGFL1
FANCM,5,FANCM
EHMT1,4,EHMT1
CLIC2,2,CLIC2
DDX42,2,DDX42
LAMA5,6,LAMA5
SLC39A9,1,SLC39A9
EIF3M,2,EIF3M
HID1,2,HID1
DPP3,1,DPP3
CTDP1,2,CTDP1
ALDH6A1,1,ALDH6A1
PCGF2,2,PCGF2
OVOL1,2,OVOL1
VPS54,2,VPS54
DNAH6,11,DNAH6
P2RY4,1,P2RY4
ZMIZ1,2,ZMIZ1
C1S,4,C1S
TRMT61B,1,TRMT61B
LRFN4,3,LRFN4
DCAF12L2,1,DCAF12L2
VPS37B,1,VPS37B
TOMM40L,1,TOMM40L
ABCA4,2,ABCA4
FRMPD4,2,FRMPD4
CCDC47,1,CCDC47
PTCD2,1,PTCD2
ADRM1,2,ADRM1
HOXC12,1,HOXC12
ENTPD5,1,ENTPD5
GBP2,2,GBP2
KPNA3,3,KPNA3
ABI2,3,ABI2
SPDYA,1,SPDYA
HOXC11,2,HOXC11
GBP7,2,GBP7
TPX2,3,TPX2
PELI3,1,PELI3
EIF4E3,1,EIF4E3
GZMA,1,GZMA
SLFNL1,1,SLFNL1
LIMD2,1,LIMD2
TRPS1,1,TRPS1
CCDC96,1,CCDC96
CSNK1G2,2,CSNK1G2
NPIPA5,1,NPIPA5
SUOX,3,SUOX
AC097634.4,2,AC097634.4
GPR27,1,GPR27
LIN28A,2,LIN28A
RASD2,1,RASD2
HOXC9,2,HOXC9
PSMB10,2,PSMB10
GMPPA,2,GMPPA
OR52J3,1,OR52J3
NUP50,2,NUP50
SPATC1,2,SPATC1
DESI1,1,DESI1
OR52E2,1,OR52E2
USP7,4,USP7
PPP3R2,1,PPP3R2
PSKH1,1,PSKH1
HOXC6,1,HOXC6
CGA,1,CGA
LRRC42,1,LRRC42
HOXC4,1,HOXC4
GRIN3A,2,GRIN3A
AC012531.3,1,AC012531.3
HOXC5,1,HOXC5
TTC31,1,TTC31
NOG,1,NOG
HOXC8,1,HOXC8
CTRL,1,CTRL
HOXC10,1,HOXC10
TACC1,1,TACC1
CD177,1,CD177
FAM102B,1,FAM102B
CCDC142,1,CCDC142
MRPS27,1,MRPS27
GREB1,1,GREB1
ZNF410,1,ZNF410
SCMH1,4,SCMH1
C17orf67,1,C17orf67
PRR32,1,PRR32
MRPL53,1,MRPL53
MARCH1,1,MARCH1
PPIF,1,PPIF
ASB14,2,ASB14
MOGS,2,MOGS
DGKE,3,DGKE
RPS26,1,RPS26
SMARCE1,1,SMARCE1
FAM91A1,2,FAM91A1
EIF3J,1,EIF3J
SLC12A6,2,SLC12A6
GSAP,1,GSAP
ZNF292,1,ZNF292
DEFB110,1,DEFB110
DEFB112,1,DEFB112
IKZF4,1,IKZF4
TRIM25,3,TRIM25
PARP10,1,PARP10
RUNDC3B,1,RUNDC3B
GRIK3,3,GRIK3
ZCCHC24,2,ZCCHC24
PGRMC2,1,PGRMC2
TBC1D14,1,TBC1D14
PRLH,1,PRLH
PPIAL4G,1,PPIAL4G
RC3H2,4,RC3H2
CYP11A1,1,CYP11A1
APPL1,3,APPL1
BBS1,1,BBS1
SPTBN1,3,SPTBN1
NCOA3,7,NCOA3
FGL2,1,FGL2
PICALM,1,PICALM
GRINA,1,GRINA
TADA2B,1,TADA2B
CBR3,1,CBR3
CERCAM,2,CERCAM
HNRNPLL,3,HNRNPLL
