Genes,Chromosome,Norm_Symbol
BAHD1,15,BAHD1
DRAM1,12,DRAM1
PLIN3,19,PLIN3
H2AFX,11,H2AFX
CABS1,4,CABS1
CLEC9A,12,CLEC9A
CPA3,3,CPA3
GOLM1,9,GOLM1
STON1-GTF2A1L,2,STON1-GTF2A1L
CCDC59,12,CCDC59
KRT77,12,KRT77
QRFPR,4,QRFPR
CDC42EP5,19,CDC42EP5
RHOG,11,RHOG
MZT2A,2,MZT2A
HTR6,1,HTR6
KCNMB2,3,KCNMB2
DHX37,12,DHX37
SMOX,20,SMOX
HRAS,11,HRAS
GPT,8,GPT
NAA60,16,NAA60
OR10J1,1,OR10J1
MARK4,19,MARK4
SYCP2L,6,SYCP2L
TBC1D2,9,TBC1D2
RPL7,8,RPL7
PCDHB5,5,PCDHB5
METAP1,4,METAP1
NUP98,11,NUP98
PCBP4,3,PCBP4
MBD6,12,MBD6
HPRT1,X,HPRT1
MIB2,1,MIB2
OR51A4,11,OR51A4
ZNF480,19,ZNF480
HLA-E,6,HLA-E
PRAMEF1,1,PRAMEF1
KIF3A,5,KIF3A
SNAP25,20,SNAP25
KLHL24,3,KLHL24
ARR3,X,ARR3
FRG2B,10,FRG2B
ZNF335,20,ZNF335
UBR3,2,UBR3
FASTKD2,2,FASTKD2
AIP,11,AIP
DEFB103B,8,DEFB103B
APOC1,19,APOC1
OR6C3,12,OR6C3
LACTB,15,LACTB
LSG1,3,LSG1
SNX18,5,SNX18
SOX18,20,SOX18
GPX2,14,GPX2
COA5,2,COA5
PPM1M,3,PPM1M
SNTG1,8,SNTG1
SAXO2,15,SAXO2
RPS27A,2,RPS27A
CLCN6,1,CLCN6
G3BP2,4,G3BP2
GUSB,7,GUSB
KPNA4,3,KPNA4
CD300LF,17,CD300LF
EHF,11,EHF
DOK7,4,DOK7
ABO,9,ABO
COL4A1,13,COL4A1
BRF1,14,BRF1
PPP1R14D,15,PPP1R14D
ARID3B,15,ARID3B
IL22RA2,6,IL22RA2
GGH,8,GGH
EMP2,16,EMP2
GABARAPL2,16,GABARAPL2
PRKCB,NAN,PRKCB
SNCG,10,SNCG
PYROXD1,12,PYROXD1
ANAPC16,10,ANAPC16
ARHGAP31,3,ARHGAP31
CERKL,2,CERKL
GORASP2,2,GORASP2
SLC4A9,5,SLC4A9
ABTB2,11,ABTB2
KIR3DL1,19,KIR3DL1
CRYL1,13,CRYL1
PPP1R15A,19,PPP1R15A
PLEKHF1,19,PLEKHF1
IGHV5-51,14,IGHV5-51
PTGR1,9,PTGR1
TNIK,3,TNIK
FAM214B,9,FAM214B
MARCH11,5,MARCH11
PIWIL2,8,PIWIL2
SLC5A12,11,SLC5A12
FADS3,11,FADS3
GPATCH1,19,GPATCH1
FHL3,1,FHL3
HSD17B11,4,HSD17B11
RFPL4A,19,RFPL4A
ECEL1,2,ECEL1
GPR61,1,GPR61
PRPSAP1,17,PRPSAP1
SLC35G1,10,SLC35G1
DLGAP1,18,DLGAP1
SCNN1A,12,SCNN1A
CARS,11,CARS
RNF170,8,RNF170
EAF2,3,EAF2
NUDT11,X,NUDT11
SUGCT,7,SUGCT
HIST1H2AG,6,HIST1H2AG
LCE2B,1,LCE2B
RNASEH2B,13,RNASEH2B
RNF13,3,RNF13
USP14,18,USP14
VDR,12,VDR
ADCY10,1,ADCY10
CCDC8,19,CCDC8
S100A6,1,S100A6
POU3F1,1,POU3F1
NELL2,12,NELL2
GSTA5,6,GSTA5
RESP18,2,RESP18
C1orf116,1,C1orf116
CEP44,4,CEP44
DDIAS,11,DDIAS
SULT2B1,19,SULT2B1
GPR42,19,GPR42
UQCR11,19,UQCR11
DUSP23,1,DUSP23
ST18,8,ST18
ZNF573,19,ZNF573
HRH3,20,HRH3
IGF1R,15,IGF1R
SLC7A1,13,SLC7A1
CHRAC1,8,CHRAC1
JUND,19,JUND
MRRF,9,MRRF
ZG16,16,ZG16
NETO1,18,NETO1
SPATA5L1,15,SPATA5L1
RPS6KL1,14,RPS6KL1
SLC22A12,11,SLC22A12
HSPA2,14,HSPA2
MAK16,8,MAK16
SIGLEC9,19,SIGLEC9
CLEC12A,12,CLEC12A
PLEKHO1,1,PLEKHO1
MYO7A,11,MYO7A
TRIM46,1,TRIM46
TIPARP,3,TIPARP
CLDN3,7,CLDN3
ANO6,12,ANO6
SAP30,4,SAP30
TRAV9-2,14,TRAV9-2
PPP6R2,22,PPP6R2
GLT8D2,12,GLT8D2
MLH1,3,MLH1
RBM12,20,RBM12
RAE1,20,RAE1
CASP2,7,CASP2
BMP6,6,BMP6
CSNK1G1,15,CSNK1G1
EVC2,4,EVC2
MALT1,18,MALT1
PUS3,11,PUS3
TRMT61A,14,TRMT61A
AKR1C3,10,AKR1C3
SEC22C,3,SEC22C
GCC2,2,GCC2
ASPH,8,ASPH
SPDEF,6,SPDEF
CGB2,19,CGB2
SERTAD1,19,SERTAD1
DUPD1,10,DUPD1
TMEM173,5,TMEM173
COPS2,15,COPS2
DLL1,6,DLL1
CYP27C1,2,CYP27C1
NFIA,1,NFIA
SCO2,22,SCO2
UGT3A2,5,UGT3A2
PDCD6IP,3,PDCD6IP
TECTB,10,TECTB
PLA2G3,22,PLA2G3
XAF1,17,XAF1
OPTN,10,OPTN
TNMD,X,TNMD
ZMAT4,8,ZMAT4
RNF168,3,RNF168
ZNF324,19,ZNF324
ACADL,2,ACADL
LIME1,20,LIME1
MRPS30,5,MRPS30
GRIN2D,19,GRIN2D
HAUS1,18,HAUS1
IGKV1-8,2,IGKV1-8
FANCD2,3,FANCD2
PEMT,17,PEMT
MORC3,21,MORC3
OTP,5,OTP
FOXD4L3,9,FOXD4L3
IQGAP2,5,IQGAP2
ATP8B2,1,ATP8B2
GUCY2C,12,GUCY2C
IGHV3-23,14,IGHV3-23
SLC12A9,7,SLC12A9
HLX,1,HLX
OR1S1,11,OR1S1
SLC25A3,12,SLC25A3
ZFP90,16,ZFP90
FAT1,4,FAT1
MYH1,17,MYH1
ALG1,16,ALG1
VRK1,14,VRK1
DNAJA4,15,DNAJA4
STARD3,17,STARD3
POU6F2,7,POU6F2
DNM2,19,DNM2
ATP6V1H,8,ATP6V1H
TNFSF12,17,TNFSF12
TRPV2,17,TRPV2
HNRNPCL2,1,HNRNPCL2
LITAF,16,LITAF
LILRA1,19,LILRA1
HIST1H3G,6,HIST1H3G
EBP,X,EBP
CELSR2,1,CELSR2
DHX16,6,DHX16
SCN2B,11,SCN2B
CCS,11,CCS
SYT15,10,SYT15
FAM220A,7,FAM220A
SNRPG,2,SNRPG
HSPBP1,19,HSPBP1
EFS,14,EFS
RNF5,6,RNF5
ALOX5,10,ALOX5
RPS4Y1,Y,RPS4Y1
CYLC2,9,CYLC2
DLX6,7,DLX6
STX8,17,STX8
SCAMP2,15,SCAMP2
ZNF649,19,ZNF649
TSACC,1,TSACC
DMTN,8,DMTN
GTF3C2,2,GTF3C2
ZNF580,19,ZNF580
SH3YL1,2,SH3YL1
CUEDC2,10,CUEDC2
CYB5A,18,CYB5A
WDR7,18,WDR7
GHRH,20,GHRH
ADGRG6,6,ADGRG6
HMGXB3,5,HMGXB3
NOL3,16,NOL3
DYNC1I2,2,DYNC1I2
ZFP36,19,ZFP36
IRAK4,12,IRAK4
LRRTM3,10,LRRTM3
FAM81B,5,FAM81B
RXYLT1,12,RXYLT1
ZNF395,8,ZNF395
TAF4B,18,TAF4B
CLEC18C,16,CLEC18C
ACOT1,14,ACOT1
MPV17L2,19,MPV17L2
FBXO32,8,FBXO32
UBE2L6,11,UBE2L6
GALNTL6,4,GALNTL6
RBM45,2,RBM45
SLC2A2,3,SLC2A2
SLX4,16,SLX4
RFX8,2,RFX8
ALDH9A1,1,ALDH9A1
CRACR2A,12,CRACR2A
TRAM1L1,4,TRAM1L1
DPYSL5,2,DPYSL5
EFR3B,2,EFR3B
FZD7,2,FZD7
IP6K3,6,IP6K3
MGAT4A,2,MGAT4A
PRTN3,19,PRTN3
PTN,7,PTN
ALX1,12,ALX1
FOXB1,15,FOXB1
CHODL,21,CHODL
GRIP1,12,GRIP1
STAT5B,17,STAT5B
ZNF675,19,ZNF675
ICAM1,19,ICAM1
LRRC55,11,LRRC55
MIS18BP1,14,MIS18BP1
CSF2,5,CSF2
AP5M1,14,AP5M1
COQ4,9,COQ4
SLMAP,3,SLMAP
CORO1A,16,CORO1A
CFAP44,3,CFAP44
MYMK,9,MYMK
TRAV38-2DV8,14,TRAV38-2DV8
HS3ST1,4,HS3ST1
IFT46,11,IFT46
SETD3,14,SETD3
CASZ1,1,CASZ1
SLC20A1,2,SLC20A1
THOC1,18,THOC1
GSTCD,4,GSTCD
PRRG1,X,PRRG1
SPCS2,11,SPCS2
NR0B2,1,NR0B2
PAX7,1,PAX7
ZPLD1,3,ZPLD1
RUFY2,10,RUFY2
OXSR1,3,OXSR1
BARX2,11,BARX2
TUBG2,17,TUBG2
RNF128,X,RNF128
TRIM5,11,TRIM5
ACOT7,1,ACOT7
CCDC86,11,CCDC86
GOLPH3,5,GOLPH3
FRS3,6,FRS3
SAP130,2,SAP130
ARSD,X,ARSD
SUZ12,17,SUZ12
IL26,12,IL26
UPF3A,13,UPF3A
VPS53,17,VPS53
KRT6C,12,KRT6C
OR13C3,9,OR13C3
DPY19L4,8,DPY19L4
IGKV2D-29,2,IGKV2D-29
ENTPD8,9,ENTPD8
RBMX,X,RBMX
SS18L2,3,SS18L2
ZNF281,1,ZNF281
ANKRA2,5,ANKRA2
URB1,21,URB1
RNF212,4,RNF212
TUBA3E,2,TUBA3E
TIMELESS,12,TIMELESS
HOXC6,12,HOXC6
TANC1,2,TANC1
TXNDC11,16,TXNDC11
STH,17,STH
RNGTT,6,RNGTT
PCDH11X,X,PCDH11X
HTR2C,X,HTR2C
IL1B,2,IL1B
CACNG3,16,CACNG3
HLA-DPB1,6,HLA-DPB1
TACSTD2,1,TACSTD2
IGHV1OR21-1,21,IGHV1OR21-1
LNPEP,5,LNPEP
SUMF2,7,SUMF2
HSD17B1,17,HSD17B1
RAB40AL,X,RAB40AL
KDM5B,1,KDM5B
RGS7BP,5,RGS7BP
FOXG1,14,FOXG1
MYL6B,12,MYL6B
CCT6A,7,CCT6A
PDC,1,PDC
CDKN1B,12,CDKN1B
NTN4,12,NTN4
TRPM3,9,TRPM3
PI4K2A,10,PI4K2A
WT1,11,WT1
MAP3K13,3,MAP3K13
TAF10,11,TAF10
ZNF136,19,ZNF136
MATN3,2,MATN3
USP17L19,4,USP17L19
AXL,19,AXL
HPS4,22,HPS4
NT5C3A,7,NT5C3A
PPTC7,12,PPTC7
ANGPTL3,1,ANGPTL3
PGAP1,2,PGAP1
PCSK5,9,PCSK5
LYAR,4,LYAR
SLC16A2,X,SLC16A2
AGGF1,5,AGGF1
AP1S2,X,AP1S2
H2AFV,7,H2AFV
TOMM20L,14,TOMM20L
CCSER2,10,CCSER2
KRTAP9-6,17,KRTAP9-6
SETD1A,16,SETD1A
HDAC6,X,HDAC6
NGDN,14,NGDN
MYLK,3,MYLK
RBFOX2,22,RBFOX2
TPX2,20,TPX2
ZC3H7A,16,ZC3H7A
ZAN,7,ZAN
IGKV2D-28,2,IGKV2D-28
RPL5,1,RPL5
DENND6A,3,DENND6A
DOK6,18,DOK6
SNRNP35,12,SNRNP35
TET2,4,TET2
MAP2,2,MAP2
ADA2,22,ADA2
AP2B1,17,AP2B1
C4B_2,6,C4B_2
PKN1,19,PKN1
LAMC2,1,LAMC2
RAB39A,11,RAB39A
IL20RA,6,IL20RA
CNTN6,3,CNTN6
NUP160,11,NUP160
NUPR1,16,NUPR1
BCCIP,10,BCCIP
MS4A2,11,MS4A2
RAB1B,11,RAB1B
TVP23B,17,TVP23B
USP2,11,USP2
ZNF69,19,ZNF69
KRT8,12,KRT8
ADK,10,ADK
SNRPA1,15,SNRPA1
NUFIP2,17,NUFIP2
SLC40A1,2,SLC40A1
SLC9A3R2,16,SLC9A3R2
MAF1,8,MAF1
CTU1,19,CTU1
SEMA4C,2,SEMA4C
SLC25A32,8,SLC25A32
UBR1,15,UBR1
AIMP1,4,AIMP1
YTHDF3,8,YTHDF3
CHRM4,11,CHRM4
DUXA,19,DUXA
KCNMA1,10,KCNMA1
LYPD6B,2,LYPD6B
SEPT7,7,SEPT7
CEP85L,6,CEP85L
FKBP5,6,FKBP5
SMAGP,12,SMAGP
DUSP15,20,DUSP15
SIX2,2,SIX2
CNTRL,9,CNTRL
ARHGEF40,14,ARHGEF40
GTPBP3,19,GTPBP3
WDR46,6,WDR46
HSPB11,1,HSPB11
PTCH2,1,PTCH2
WASL,7,WASL
HSD3B1,1,HSD3B1
MRPL12,17,MRPL12
OGG1,3,OGG1
CYP2J2,1,CYP2J2
EMC10,19,EMC10
BOD1,5,BOD1
KRT26,17,KRT26
CDK14,7,CDK14
SPG21,15,SPG21
STX2,12,STX2
KRT79,12,KRT79
RAB17,2,RAB17
GALNS,16,GALNS
GDI1,X,GDI1
ADRB2,5,ADRB2
MPC1L,X,MPC1L
PTPRH,19,PTPRH
TRIM25,17,TRIM25
BTN2A2,6,BTN2A2
HPS5,11,HPS5
SOX6,11,SOX6
GRM4,6,GRM4
MTA3,2,MTA3
TCEAL3,X,TCEAL3
HYDIN,16,HYDIN
UCKL1,20,UCKL1
SMARCA4,19,SMARCA4
PCSK4,19,PCSK4
SH3GLB2,9,SH3GLB2
KMO,1,KMO
EXT2,11,EXT2
HOXA4,7,HOXA4
EFNB2,13,EFNB2
CD151,11,CD151
NLRP5,19,NLRP5
GAL3ST2,2,GAL3ST2
RAPH1,2,RAPH1
MAB21L1,13,MAB21L1
ACAD8,11,ACAD8
ADRA2B,2,ADRA2B
SLC37A4,11,SLC37A4
AK1,9,AK1
GNMT,6,GNMT
PHTF1,1,PHTF1
CENPP,9,CENPP
DND1,5,DND1
MRPS22,3,MRPS22
RGPD1,2,RGPD1
MGAT1,5,MGAT1
VPS8,3,VPS8
OR51E1,11,OR51E1
GPR85,7,GPR85
PCDHGA3,5,PCDHGA3
RBM34,1,RBM34
SERPINC1,1,SERPINC1
NOXO1,16,NOXO1
C12orf65,12,C12orf65
OR2T27,1,OR2T27
RFX3,9,RFX3
TMED7-TICAM2,5,TMED7-TICAM2
FLG2,1,FLG2
TRPV1,17,TRPV1
FBXO4,5,FBXO4
ALOX15B,17,ALOX15B
KRTAP19-4,21,KRTAP19-4
UBXN6,19,UBXN6
TAF6L,11,TAF6L
SEMA4G,10,SEMA4G
PTBP3,9,PTBP3
RAPGEF2,4,RAPGEF2
GLYCTK,3,GLYCTK
B3GALT6,1,B3GALT6
PUM1,1,PUM1
TGM5,15,TGM5
NT5C1B-RDH14,2,NT5C1B-RDH14
UBAP1L,15,UBAP1L
WNT5A,3,WNT5A
OR4D6,11,OR4D6
ANKHD1,5,ANKHD1
CUL4B,X,CUL4B
ARIH2,3,ARIH2
HIST1H2AC,6,HIST1H2AC
ABLIM2,4,ABLIM2
KCNQ5,6,KCNQ5
VIPAS39,14,VIPAS39
ZFHX2,14,ZFHX2
PAFAH1B1,17,PAFAH1B1
PPP2R5E,14,PPP2R5E
NF2,22,NF2
DAP3,1,DAP3
GPR25,1,GPR25
OR4C3,11,OR4C3
CSRNP2,12,CSRNP2
PTEN,10,PTEN
RPS21,20,RPS21
LIPA,10,LIPA
SRP14,15,SRP14
HIST2H3A,1,HIST2H3A
PLP2,X,PLP2
SYT9,11,SYT9
NFE2L2,2,NFE2L2
DIP2A,21,DIP2A
MAPK9,5,MAPK9
FBXO39,17,FBXO39
TOR1B,9,TOR1B
SLC19A1,21,SLC19A1
B3GNT7,2,B3GNT7
LGALS4,19,LGALS4
EEF2K,16,EEF2K
IGFLR1,19,IGFLR1
AGR2,7,AGR2
HYAL1,3,HYAL1
TMEM208,16,TMEM208
PROS1,3,PROS1
RBM8A,1,RBM8A
PECAM1,17,PECAM1
VSIG10L,19,VSIG10L
RAB3B,1,RAB3B
LRRC8B,1,LRRC8B
OAZ1,19,OAZ1
TRIM74,7,TRIM74
LRRC1,6,LRRC1
SGTB,5,SGTB
COG3,13,COG3
KIF4A,X,KIF4A
NCF1,7,NCF1
CNTN2,1,CNTN2
CNNM4,2,CNNM4
ISLR2,15,ISLR2
SLC39A12,10,SLC39A12
PID1,2,PID1
LPIN2,18,LPIN2
EHBP1,2,EHBP1
ZDHHC20,13,ZDHHC20
PHPT1,9,PHPT1
PRMT7,16,PRMT7
LHB,19,LHB
RNASEL,1,RNASEL
E2F6,2,E2F6
KLK15,19,KLK15
SMIM9,X,SMIM9
PLLP,16,PLLP
TRAV1-2,14,TRAV1-2
ZNF316,7,ZNF316
OR52E8,11,OR52E8
HOXB3,17,HOXB3
HSPB1,7,HSPB1
GINS4,8,GINS4
LRRN4,20,LRRN4
SMARCD2,17,SMARCD2
SNRPD2,19,SNRPD2
ZNF334,20,ZNF334
RNF4,4,RNF4
CHD2,15,CHD2
DNAJC1,10,DNAJC1
HIST4H4,12,HIST4H4
MCL1,1,MCL1
OR2AE1,7,OR2AE1
S100G,X,S100G
BRDT,1,BRDT
CELF2,10,CELF2
CHTF18,16,CHTF18
TVP23C,17,TVP23C
OR11H12,14,OR11H12
TRPS1,8,TRPS1
OR10Z1,1,OR10Z1
GCC1,7,GCC1
HHATL,3,HHATL
MSRA,8,MSRA
RAB34,17,RAB34
SDF4,1,SDF4
GSK3A,19,GSK3A
SLC25A38,3,SLC25A38
HARS2,5,HARS2
KCNJ15,21,KCNJ15
USP17L2,8,USP17L2
ESX1,X,ESX1
RNF19A,8,RNF19A
DPRX,19,DPRX
ID3,1,ID3
RRBP1,20,RRBP1
GPR82,X,GPR82
SOX5,12,SOX5
SNN,16,SNN
OR11G2,14,OR11G2
RAC3,17,RAC3
KRT12,17,KRT12
USP19,3,USP19
MRPL40,22,MRPL40
TCF3,19,TCF3
KIFC2,8,KIFC2
PHF1,6,PHF1
FAM72C,1,FAM72C
CAPZA3,12,CAPZA3
SRPK3,X,SRPK3
BANF1,11,BANF1
FH,1,FH
NAT8L,4,NAT8L
SMURF2,17,SMURF2
TBX19,1,TBX19
ZNF43,19,ZNF43
ZRANB3,2,ZRANB3
KRTAP10-3,21,KRTAP10-3
MGAT5B,17,MGAT5B
KPNA3,13,KPNA3
EPB41,1,EPB41
GALK1,17,GALK1
SCN5A,3,SCN5A
RAB44,6,RAB44
SCRT1,8,SCRT1
CHCHD4,3,CHCHD4
COMMD10,5,COMMD10
PDE5A,4,PDE5A
F2RL3,19,F2RL3
SYDE2,1,SYDE2
GUCY2F,X,GUCY2F
PCARE,2,PCARE
ST8SIA6,10,ST8SIA6
CXXC5,5,CXXC5
ELMO2,20,ELMO2
IGKV1D-33,2,IGKV1D-33
CAMK2B,NAN,CAMK2B
CCL28,5,CCL28
GNB3,12,GNB3
LRP12,8,LRP12
PKN2,1,PKN2
RBBP4,1,RBBP4
AIDA,1,AIDA
LAGE3,X,LAGE3
NDUFC2-KCTD14,11,NDUFC2-KCTD14
TMX4,20,TMX4
GNA13,17,GNA13
SCNN1G,16,SCNN1G
SLC39A6,18,SLC39A6
TMCO2,1,TMCO2
MED1,17,MED1
NDRG1,8,NDRG1
MAB21L2,4,MAB21L2
NFE2L3,7,NFE2L3
RIPPLY3,21,RIPPLY3
PES1,22,PES1
CCDC169-SOHLH2,13,CCDC169-SOHLH2
CNOT4,7,CNOT4
GNB5,15,GNB5
UCK2,1,UCK2
MEIS1,2,MEIS1
IGLV6-57,22,IGLV6-57
PLA2G15,16,PLA2G15
SPATA18,4,SPATA18
KRT6A,12,KRT6A
SUMO1,2,SUMO1
ACOT4,14,ACOT4
HAGH,16,HAGH
CEP55,10,CEP55
POLE,12,POLE
ASS1,9,ASS1
CINP,14,CINP
ABCC4,13,ABCC4
NMD3,3,NMD3
CBL,11,CBL
MIA3,1,MIA3
SCUBE1,22,SCUBE1
THSD7B,2,THSD7B
RAB32,6,RAB32
TBC1D16,17,TBC1D16
U2AF1L4,19,U2AF1L4
RPL41,12,RPL41
SH3BP5L,1,SH3BP5L
ZNF583,19,ZNF583
IMPDH2,3,IMPDH2
ATP2A1,16,ATP2A1
MIEN1,17,MIEN1
TBRG4,7,TBRG4
KCNJ5,11,KCNJ5
ZNF438,10,ZNF438
SHC1,1,SHC1
KRAS,12,KRAS
DPPA4,3,DPPA4
PLA1A,3,PLA1A
FBLIM1,1,FBLIM1
TUBA3C,13,TUBA3C
IGLV3-16,22,IGLV3-16
SALL2,14,SALL2
URAD,13,URAD
CNKSR3,6,CNKSR3
FBXO15,18,FBXO15
RCAN2,6,RCAN2
HECTD3,1,HECTD3
KRTCAP2,1,KRTCAP2
MYO1C,17,MYO1C
SEC31B,10,SEC31B
GPR50,X,GPR50
SSBP1,7,SSBP1
B9D2,19,B9D2
FCER1A,1,FCER1A
UBA7,3,UBA7
OTUD7A,15,OTUD7A
NKX6-1,4,NKX6-1
DDIT3,12,DDIT3
PSMG2,18,PSMG2
ADGRE2,19,ADGRE2
DPP7,9,DPP7
ZNF829,19,ZNF829
ANKS4B,16,ANKS4B
COX8C,14,COX8C
ZNF8,19,ZNF8
CACNA1H,16,CACNA1H
RPP40,6,RPP40
PRAMEF11,1,PRAMEF11
TMEM117,12,TMEM117
LRPPRC,2,LRPPRC
CREM,10,CREM
FNBP1,9,FNBP1
MAGI2,7,MAGI2
ILKAP,2,ILKAP
PQBP1,X,PQBP1
HIBCH,2,HIBCH
ACSM6,10,ACSM6
KRT36,17,KRT36
ORMDL2,12,ORMDL2
SLC35F6,2,SLC35F6
ZNF689,16,ZNF689
DSCAM,21,DSCAM
TBC1D4,13,TBC1D4
LBX1,10,LBX1
CCDC28B,1,CCDC28B
DCP2,5,DCP2
PRR12,19,PRR12
SLC22A17,14,SLC22A17
POLR1B,2,POLR1B
SNRPN,15,SNRPN
FOSL1,11,FOSL1
CD163,12,CD163
NCOA5,20,NCOA5
RIMS1,6,RIMS1
AUH,9,AUH
TAS2R41,7,TAS2R41
ZBTB33,X,ZBTB33
TSPAN13,7,TSPAN13
RBM5,3,RBM5
BMP10,2,BMP10
TNNI3K,1,TNNI3K
RHOJ,14,RHOJ
EXOC6B,2,EXOC6B
TBC1D14,4,TBC1D14
TIMM23,10,TIMM23
CUBN,10,CUBN
LPIN3,20,LPIN3
CACNG5,17,CACNG5
OR4D2,17,OR4D2
HIST1H3F,6,HIST1H3F
ZNF543,19,ZNF543
FAM110B,8,FAM110B
PDE10A,6,PDE10A
HORMAD1,1,HORMAD1
KISS1R,19,KISS1R
HBB,11,HBB
STBD1,4,STBD1
DDX52,17,DDX52
PROKR2,20,PROKR2
HAO2,1,HAO2
STRC,15,STRC
CCR5,3,CCR5
EPB41L3,18,EPB41L3
SCML4,6,SCML4
HRC,19,HRC
RALB,2,RALB
ATP8B4,15,ATP8B4
RBM24,6,RBM24
C4BPB,1,C4BPB
HIST3H2BB,1,HIST3H2BB
IGKV1-27,2,IGKV1-27
ID2,2,ID2
SERPINB9,6,SERPINB9
DDAH2,6,DDAH2
KRTAP25-1,21,KRTAP25-1
MAL,2,MAL
MIB1,18,MIB1
PCNP,3,PCNP
SAGE1,X,SAGE1
TRAPPC10,21,TRAPPC10
WNT3A,1,WNT3A
LACC1,13,LACC1
PCDHB9,5,PCDHB9
ACSL4,X,ACSL4
MTRNR2L4,16,MTRNR2L4
AFF1,4,AFF1
OR8I2,11,OR8I2
FPR3,19,FPR3
SLC23A2,20,SLC23A2
DGKH,13,DGKH
PARG,10,PARG
TM9SF2,13,TM9SF2
TRIM72,16,TRIM72
SRCIN1,17,SRCIN1
UTP6,17,UTP6
MIPOL1,14,MIPOL1
TPTE2,13,TPTE2
AKR7A2,1,AKR7A2
BLMH,17,BLMH
LTV1,6,LTV1
EPHB3,3,EPHB3
KSR1,17,KSR1
ST6GALNAC6,9,ST6GALNAC6
SRC,20,SRC
ZNF778,16,ZNF778
ZNF783,7,ZNF783
LUC7L3,17,LUC7L3
ATL3,11,ATL3
MLNR,13,MLNR
WASHC5,8,WASHC5
ZBTB8A,1,ZBTB8A
RRS1,8,RRS1
BTG4,11,BTG4
PGBD3,10,PGBD3
TRIM41,5,TRIM41
NUP85,17,NUP85
IGLV2-11,22,IGLV2-11
CDKN2D,19,CDKN2D
DCK,4,DCK
TRPV6,7,TRPV6
CPS1,2,CPS1
C2CD4A,15,C2CD4A
GPR153,1,GPR153
DUSP7,3,DUSP7
KCND1,X,KCND1
PRICKLE2,3,PRICKLE2
FATE1,X,FATE1
FYCO1,3,FYCO1
TBXA2R,19,TBXA2R
USP17L27,4,USP17L27
CYP39A1,6,CYP39A1
LY6E,8,LY6E
MAGEA10,X,MAGEA10
TRBV29-1,7,TRBV29-1
ZNF227,19,ZNF227
TCEANC2,1,TCEANC2
TFAP2E,1,TFAP2E
PHLPP1,18,PHLPP1
COX18,4,COX18
FUBP1,1,FUBP1
SMAP1,6,SMAP1
LGSN,6,LGSN
AREG,4,AREG
RTP3,3,RTP3
HSPA1A,6,HSPA1A
GPR183,13,GPR183
TMEM74,8,TMEM74
KDM6A,X,KDM6A
WDR35,2,WDR35
CTAGE15,7,CTAGE15
DGKK,X,DGKK
PLAT,8,PLAT
TRPV4,12,TRPV4
SMN2,5,SMN2
KCNE2,21,KCNE2
MTHFD1L,6,MTHFD1L
ZDHHC2,8,ZDHHC2
PLEKHA1,10,PLEKHA1
TOR1AIP2,1,TOR1AIP2
SPIN1,9,SPIN1
SLC44A3,1,SLC44A3
DNAL1,14,DNAL1
PNRC2,1,PNRC2
PTMA,2,PTMA
TMEM247,2,TMEM247
CCNO,5,CCNO
FRZB,2,FRZB
KRTAP22-1,21,KRTAP22-1
HOXC9,12,HOXC9
MANEA,6,MANEA
NLRP8,19,NLRP8
NME5,5,NME5
NUGGC,8,NUGGC
PRPS1,X,PRPS1
CXCL11,4,CXCL11
TMED4,7,TMED4
ZPR1,11,ZPR1
DSCC1,8,DSCC1
ICAM5,19,ICAM5
PMP22,17,PMP22
SPRR2B,1,SPRR2B
FPGT,1,FPGT
SRSF6,20,SRSF6
SLC52A2,8,SLC52A2
IL17RC,3,IL17RC
BCL2L10,15,BCL2L10
HIP1,7,HIP1
HIST1H2BI,6,HIST1H2BI
RGS12,4,RGS12
PRAMEF15,1,PRAMEF15
MED14,X,MED14
METTL14,4,METTL14
HKDC1,10,HKDC1
LCT,2,LCT
ING3,7,ING3
PIGV,1,PIGV
ZNF570,19,ZNF570
OR10X1,1,OR10X1
TIMM13,19,TIMM13
OSTM1,6,OSTM1
TAF3,10,TAF3
VKORC1L1,7,VKORC1L1
TAS2R7,12,TAS2R7
KANSL1L,2,KANSL1L
TUBB8,10,TUBB8
CLDN15,7,CLDN15
GLI1,12,GLI1
ACTR1B,2,ACTR1B
IPO7,11,IPO7
NUB1,7,NUB1
GSPT2,X,GSPT2
PPP2R2B,5,PPP2R2B
PTPRK,6,PTPRK
SHARPIN,8,SHARPIN
PSD,10,PSD
DISP1,1,DISP1
PIGC,1,PIGC
IL1RL2,2,IL1RL2
SFR1,10,SFR1
ARSK,5,ARSK
SPTLC2,14,SPTLC2
SIX6,14,SIX6
SSU72P4,11,SSU72P4
ZNF18,17,ZNF18
MRPS9,2,MRPS9
JAM2,21,JAM2
TSNARE1,8,TSNARE1
ZXDA,X,ZXDA
APBA2,15,APBA2
F3,1,F3
SDR16C5,8,SDR16C5
AKIP1,11,AKIP1
CYP3A7,7,CYP3A7
RPS25,11,RPS25
SH3BGR,21,SH3BGR
ZNF300,5,ZNF300
BCL9,1,BCL9
CLEC17A,19,CLEC17A
PKHD1,6,PKHD1
KCNS3,2,KCNS3
PSAPL1,4,PSAPL1
HCN3,1,HCN3
TMTC3,12,TMTC3
CHST6,16,CHST6
FOXF1,16,FOXF1
DHRS7C,17,DHRS7C
