Genes,Average Gene Length,Norm_Symbol
ZBTB38,125579.0,ZBTB38
UNG,13418.0,UNG
EXOSC7,60825.0,EXOSC7
SRSF12,22112.0,SRSF12
CTH,28633.0,CTH
TICRR,55574.0,TICRR
SRXN1,6755.0,SRXN1
ZBED3,15213.0,ZBED3
SCRT2,14206.0,SCRT2
AL121758.1,29174.0,AL121758.1
MUC2,35474.69849246232,MUC2
PPP1R1B,9886.0,PPP1R1B
KCNA5,2799.0,KCNA5
SLC4A1,19751.0,SLC4A1
SLC12A9,40190.0,SLC12A9
MKNK1,59435.0,MKNK1
SIVA1,15347.0,SIVA1
SZT2,64365.0,SZT2
PPP2R2A,81172.0,PPP2R2A
CLEC3B,34523.0,CLEC3B
SYNJ1,99289.0,SYNJ1
ARHGEF17,61099.0,ARHGEF17
AC098850.3,114192.0,AC098850.3
PPP1R15B,8436.0,PPP1R15B
PDCD1,9018.5,PDCD1
PXYLP1,139027.0,PXYLP1
PTK7,85412.0,PTK7
ANKRD63,1142.0,ANKRD63
CMTR2,7752.952380952382,CMTR2
HMGCS1,26042.0,HMGCS1
HINFP,14457.0,HINFP
PRKCE,536645.0,PRKCE
VEPH1,273877.0,VEPH1
SLC16A1,45166.0,SLC16A1
ZNF684,16594.0,ZNF684
ZNFX1,40480.0,ZNFX1
AC019257.8,194739.0,AC019257.8
RNF182,55864.0,RNF182
GNAL,196421.0,GNAL
CLN8,41607.0,CLN8
EPHB4,24958.0,EPHB4
RTP5,4223.0,RTP5
REEP1,124090.0,REEP1
MROH6,6682.0,MROH6
LRATD1,18114.0,LRATD1
AL928654.3,5068.0,AL928654.3
PM20D2,19510.0,PM20D2
SLCO1A2,154994.0,SLCO1A2
AKAP9,169806.0,AKAP9
PPP1CA,23000.0,PPP1CA
CST7,10659.0,CST7
L2HGDH,74666.0,L2HGDH
FAIM2,37321.0,FAIM2
SLC52A3,15935.0,SLC52A3
IL36G,12455.0,IL36G
KRT19,4691.0,KRT19
AC008581.2,121253.0,AC008581.2
CCL28,35746.0,CCL28
KCNB1,190903.0,KCNB1
WDR41,194641.0,WDR41
CRIP1,2630.0,CRIP1
CCN4,40651.0,CCN4
BAZ1B,81887.0,BAZ1B
HLCS,239348.0,HLCS
ARRB2,10903.0,ARRB2
APMAP,29826.0,APMAP
LSMEM1,10209.0,LSMEM1
STAT5A,24396.0,STAT5A
PDE3B,228240.0,PDE3B
AKT1,26402.0,AKT1
HSPA9,21660.0,HSPA9
IFRD1,58049.0,IFRD1
TMEM275,11803.0,TMEM275
ERC1,508888.0,ERC1
KNCN,5883.0,KNCN
CXCL5,3035.0,CXCL5
SLC25A3,12788.0,SLC25A3
ZNF101,14713.0,ZNF101
ZP4,13058.0,ZP4
CXCL3,2218.0,CXCL3
CLCF1,10009.0,CLCF1
YBEY,11409.0,YBEY
SEMA6B,17091.0,SEMA6B
MOB3C,9176.0,MOB3C
PTX3,6783.0,PTX3
DIS3L2,383105.0,DIS3L2
KLHL26,34696.0,KLHL26
SLC22A23,188060.0,SLC22A23
IL36A,2583.0,IL36A
CARNS1,10639.0,CARNS1
DUSP2,2271.0,DUSP2
IAPP,25019.0,IAPP
PALB2,38150.0,PALB2
ARFGEF3,182724.0,ARFGEF3
MAMLD1,152756.0,MAMLD1
CHMP1B,3053.0,CHMP1B
ST14,50580.0,ST14
MTRNR2L11,1551.0,MTRNR2L11
RBM39,40965.0,RBM39
DELE1,18192.0,DELE1
INAVA,24694.0,INAVA
RIMS3,45002.0,RIMS3
TBC1D10C,6174.0,TBC1D10C
RUNDC3A,10257.0,RUNDC3A
AC022826.2,190163.0,AC022826.2
ZNF14,22640.0,ZNF14
SPACA5,5393.0,SPACA5
STAU2,327339.0,STAU2
ZNF630,88302.0,ZNF630
PBOV1,2505.0,PBOV1
CDC6,16778.0,CDC6
SERPINF1,14087.586206896553,SERPINF1
ACACB,151631.0,ACACB
C1orf189,7248.0,C1orf189
SLC15A1,68871.0,SLC15A1
POLD4,6200.0,POLD4
MED13,122673.0,MED13
RIPPLY3,13512.0,RIPPLY3
BLMH,43853.0,BLMH
ESR2,253880.0,ESR2
DDX19A,26522.0,DDX19A
NDUFV3,33660.0,NDUFV3
IL36B,30776.0,IL36B
FHL1,64657.0,FHL1
MTRNR2L7,1534.0,MTRNR2L7
ZNF182,29127.0,ZNF182
RAD9A,80539.0,RAD9A
TMEM267,39641.0,TMEM267
ACTR1B,8144.0,ACTR1B
ACTA2,56265.0,ACTA2
ZNF81,165659.0,ZNF81
PSMG4,71970.0,PSMG4
ZNF506,35912.0,ZNF506
PCP2,2108.0,PCP2
CXCL2,2156.0,CXCL2
INAFM2,3051.0,INAFM2
PABPC1,36993.0,PABPC1
RPS2,2783.0,RPS2
CD3EAP,4557.0,CD3EAP
RASA2,128295.0,RASA2
KLF6,9285.0,KLF6
ZNF248,81580.0,ZNF248
SMIM28,5170.0,SMIM28
STXBP2,10992.0,STXBP2
MTLN,33891.0,MTLN
CTBP1,38505.0,CTBP1
TUBB2B,7453.0,TUBB2B
PPP1R13L,26711.0,PPP1R13L
C5orf34,28439.0,C5orf34
TMEM131L,170365.0,TMEM131L
PURB,9188.0,PURB
GMPR2,6820.0,GMPR2
AP003419.1,22012.0,AP003419.1
NAALAD2,61379.0,NAALAD2
HGFAC,7608.0,HGFAC
C8orf34,488068.0,C8orf34
ZNF536,485248.0,ZNF536
NUP188,59397.0,NUP188
TGFA,106909.0,TGFA
FAS,26528.0,FAS
ITM2C,14609.0,ITM2C
FAM9B,271450.0,FAM9B
MTM1,104703.0,MTM1
LAMP1,26433.0,LAMP1
DDX19B,45620.0,DDX19B
TANGO6,241651.0,TANGO6
IKBIP,31708.0,IKBIP
KRT9,6223.0,KRT9
OXSM,11617.0,OXSM
SPATA31E1,6073.0,SPATA31E1
LMAN1,31442.0,LMAN1
TCAF1,50823.0,TCAF1
CA8,95988.0,CA8
FAM110A,23748.0,FAM110A
NGLY1,71095.0,NGLY1
FOSB,7184.0,FOSB
STARD7,23966.0,STARD7
GRK7,40342.0,GRK7
RNF14,31964.0,RNF14
RNF7,9311.0,RNF7
RCN2,22655.0,RCN2
AL353572.3,669.0,AL353572.3
PMS2,38181.0,PMS2
DAZ4,73197.0,DAZ4
PIK3CD,77382.0,PIK3CD
GRTP1,39984.0,GRTP1
FAM240C,8566.0,FAM240C
SYNE2,373450.0,SYNE2
AC112504.2,69445.0,AC112504.2
DOLK,2089.0,DOLK
SPINK6,12343.0,SPINK6
CHST6,23393.0,CHST6
UBE2J2,19976.0,UBE2J2
MAFB,3388.0,MAFB
AL672142.1,15543.0,AL672142.1
THUMPD3,23820.0,THUMPD3
DTNA,398554.0,DTNA
PHYHD1,21075.0,PHYHD1
OR2F2,1113.0,OR2F2
MARCOL,21930.0,MARCOL
SDHAF4,22652.0,SDHAF4
CDC42BPG,21601.0,CDC42BPG
ATP1B3,50425.0,ATP1B3
IVNS1ABP,20885.0,IVNS1ABP
SPINK9,18649.0,SPINK9
OR2F1,42468.0,OR2F1
ZNF423,370395.0,ZNF423
CALB2,31733.0,CALB2
ERCC1,71495.0,ERCC1
SPINK14,5665.0,SPINK14
PQLC2L,134503.0,PQLC2L
DPPA5,1213.0,DPPA5
SPINK7,3503.0,SPINK7
TGFBI,34830.0,TGFBI
TMEM140,18143.0,TMEM140
PHOX2B,4888.0,PHOX2B
KRT14,4616.0,KRT14
TP53BP2,66061.0,TP53BP2
SH2B1,27612.0,SH2B1
MYT1L,542551.0,MYT1L
CALD1,226477.0,CALD1
HEBP2,18666.0,HEBP2
SPINK5,111606.0,SPINK5
LYPD6B,177155.0,LYPD6B
PCDH12,26156.0,PCDH12
ADAT1,26319.0,ADAT1
KHDC3L,1513.0,KHDC3L
TEK,121033.0,TEK
FOXN4,31306.0,FOXN4
NHSL1,270528.0,NHSL1
SETD5,81625.0,SETD5
DOK7,38167.0,DOK7
UROS,38278.0,UROS
RAD52,77976.0,RAD52
AC008763.2,13252.0,AC008763.2
OOEP,26578.0,OOEP
LYZL1,29267.0,LYZL1
FSTL5,780107.0,FSTL5
CEACAM3,14967.0,CEACAM3
PET100,2219.0,PET100
TMEM231,19527.0,TMEM231
PYROXD1,33635.0,PYROXD1
CGAS,38782.0,CGAS
TAS2R7,1095.0,TAS2R7
STOX2,225834.0,STOX2
TAS2R8,1242.0,TAS2R8
DDX43,22738.0,DDX43
IL33,42197.0,IL33
S1PR1,6848.0,S1PR1
SHISA6,322800.0,SHISA6
CD83,19662.0,CD83
OR6B1,8473.0,OR6B1
CHST5,6712.0,CHST5
SHOX2,10549.0,SHOX2
RECQL,32759.0,RECQL
ZMAT1,49791.0,ZMAT1
AC009163.2,16896.0,AC009163.2
GABARAPL2,11506.0,GABARAPL2
NTF3,89428.0,NTF3
TMEM106A,8206.0,TMEM106A
SH3GLB2,21267.0,SH3GLB2
PTH2R,494789.0,PTH2R
LHX2,31631.0,LHX2
NKX2-5,3202.0,NKX2-5
RABIF,10178.0,RABIF
CYP2R1,14812.0,CYP2R1
ENPP6,132524.0,ENPP6
ATP10A,187899.0,ATP10A
LTBP2,114195.0,LTBP2
TLK1,240491.0,TLK1
TSHZ3,199568.0,TSHZ3
TMEM127,17478.0,TMEM127
FAM160B2,15761.0,FAM160B2
RSRC1,439875.0,RSRC1
CDC25A,31256.0,CDC25A
UFC1,6080.0,UFC1
ASCC3,373178.0,ASCC3
RNF146,21957.0,RNF146
CCDC47,31096.0,CCDC47
OR2A5,9897.0,OR2A5
CLSTN1,95500.0,CLSTN1
SH3KBP1,353623.0,SH3KBP1
COMTD1,2061.0,COMTD1
CCDC200,88456.0,CCDC200
KRT16,6121.0,KRT16
KYAT3,57180.0,KYAT3
CDK20,8312.0,CDK20
RARA,48463.0,RARA
UBE2W,98813.0,UBE2W
STAMBPL1,95419.0,STAMBPL1
TFAP2A,26473.0,TFAP2A
AC012184.2,73388.0,AC012184.2
ETV3L,7765.0,ETV3L
CAMK2D,310895.0,CAMK2D
SPINK13,18075.0,SPINK13
AC112229.3,70141.0,AC112229.3
FBXO28,47936.0,FBXO28
GPR55,53748.0,GPR55
GABRR1,53777.0,GABRR1
ANO2,414363.0,ANO2
LYPD4,7623.0,LYPD4
TMED6,8536.0,TMED6
RBMXL1,13504.0,RBMXL1
EPHA4,156175.0,EPHA4
APOF,2289.0,APOF
LIMS4,26435.0,LIMS4
SLC25A12,216454.0,SLC25A12
AC026464.3,21215.0,AC026464.3
OR2B11,8987.0,OR2B11
LNPEP,102119.0,LNPEP
SNTB2,100516.0588235294,SNTB2
EPS8,262195.0,EPS8
CYREN,78432.0,CYREN
TMEM187,10440.0,TMEM187
RBMS1,221656.0,RBMS1
TARDBP,14076.0,TARDBP
COG8,19527.0,COG8
IL36RN,6744.0,IL36RN
CDCP1,64145.0,CDCP1
ZNF503,3934.0,ZNF503
LRPAP1,28834.0,LRPAP1
PKNOX1,59421.0,PKNOX1
EQTN,12496.0,EQTN
TSN,30750.0,TSN
KLHL12,37520.0,KLHL12
RIPK4,27720.0,RIPK4
MYO1H,107620.0,MYO1H
AC026464.1,16454.0,AC026464.1
HAT1,61238.0,HAT1
AGBL3,161455.0,AGBL3
HAS3,13066.0,HAS3
KRT17,5400.0,KRT17
PROSER3,12885.0,PROSER3
ZBTB7C,384080.0,ZBTB7C
RAB2A,106708.0,RAB2A
SINHCAF,46474.0,SINHCAF
CHRM3,528887.0,CHRM3
TMEM53,39243.0,TMEM53
KCTD10,28704.0,KCTD10
AADACL2,26502.5,AADACL2
PDF,3675.0,PDF
ETV3,17283.0,ETV3
METAP1D,82487.0,METAP1D
VPS4A,15589.0,VPS4A
TFDP2,205116.0,TFDP2
FBXO8,47606.0,FBXO8
ERAP2,43777.0,ERAP2
TPD52L3,3525.0,TPD52L3
RNF220,246530.0,RNF220
NUDT18,2545.0,NUDT18
FSD2,50708.0,FSD2
KCNK4,8729.0,KCNK4
PLCD4,29329.0,PLCD4
AC026464.4,23018.0,AC026464.4
CHTF8,14568.0,CHTF8
TLE7,11798.0,TLE7
AQP2,8140.0,AQP2
SCP2,124422.0,SCP2
TLR2,21632.0,TLR2
ZNF25,27074.0,ZNF25
REP15,1077.0,REP15
MRPS35,45473.0,MRPS35
AQP5,3810.0,AQP5
DMAC2L,23232.0,DMAC2L
POLR1D,123495.0,POLR1D
CATSPERZ,4412.0,CATSPERZ
CEP44,49650.0,CEP44
TMEM158,1812.0,TMEM158
AC026464.6,6227.0,AC026464.6
SRGAP3,382462.0,SRGAP3
FAM32A,6666.0,FAM32A
NIP7,5110.0,NIP7
CCDC88A,132053.0,CCDC88A
CNEP1R1,12678.0,CNEP1R1
MDM4,41741.0,MDM4
MDFIC2,115832.0,MDFIC2
DEGS1,17685.0,DEGS1
PTGER3,195455.0,PTGER3
GRHL1,50584.0,GRHL1
MMP2,116991.0,MMP2
NFYC,79955.0,NFYC
CRB2,24154.0,CRB2
VAMP7,62424.0,VAMP7
BPHL,35204.0,BPHL
NEUROD2,6241.0,NEUROD2
TMPRSS2,66811.0,TMPRSS2
AGGF1,35983.0,AGGF1
AC022414.1,340392.0,AC022414.1
TUFM,3937.0,TUFM
CTAGE6,2607.0,CTAGE6
ANKRD16,28290.0,ANKRD16
KIF5C,122938.34146341465,KIF5C
TEX36,106622.0,TEX36
SMYD5,12999.0,SMYD5
XAB2,10020.0,XAB2
KRT15,8784.0,KRT15
FAAH,19531.0,FAAH
CYP11A1,29887.0,CYP11A1
GPX3,8554.0,GPX3
PDE8A,158705.0,PDE8A
ABHD14B,14899.0,ABHD14B
DKK1,3761.0,DKK1
AKIRIN2,27373.0,AKIRIN2
IMMT,51838.0,IMMT
RNF222,7122.0,RNF222
ZNF527,22005.0,ZNF527
AP000350.4,33035.0,AP000350.4
FAM129A,183784.0,FAM129A
SLC2A11,29606.0,SLC2A11
RENBP,9418.0,RENBP
TPO,168580.03971119135,TPO
ARL6IP6,43360.0,ARL6IP6
GDF15,14445.0,GDF15
NDUFA9,45222.0,NDUFA9
ZYX,9816.0,ZYX
CLIC2,58446.0,CLIC2
PLCH1,369487.0,PLCH1
CAAP1,52118.0,CAAP1
HTR1F,3139.0,HTR1F
USP47,117900.0,USP47
SPATA5L1,19079.0,SPATA5L1
RLN3,2894.0,RLN3
LASP1,51911.0,LASP1
EGR1,3824.0,EGR1
PRPF40A,66404.0,PRPF40A
C3orf38,18770.0,C3orf38
KCNB2,401124.0,KCNB2
SNX22,5766.0,SNX22
CFAP54,385984.0,CFAP54
KIRREL3,580102.0,KIRREL3
TVP23B,25603.0,TVP23B
HS3ST6,6977.0,HS3ST6
CGGBP1,97941.0,CGGBP1
GATM,41203.0,GATM
MCHR2,74337.0,MCHR2
AGR2,41622.0,AGR2
C19orf12,16903.0,C19orf12
TERF1,39259.0,TERF1
KLRC2,15446.0,KLRC2
ZFP1,23742.0,ZFP1
OR2AG2,6350.0,OR2AG2
CCNY,325644.0,CCNY
STRADB,92988.0,STRADB
PPIB,7393.0,PPIB
OR2AG1,8538.0,OR2AG1
CDC42EP3,96586.0,CDC42EP3
ZNF654,85409.0,ZNF654
ADGRG5,49038.0,ADGRG5
RGS22,170332.0,RGS22
RUBCNL,96190.0,RUBCNL
RPL26L1,11042.0,RPL26L1
CST3,11767.0,CST3
LRRC25,6485.0,LRRC25
HEXD,24327.0,HEXD
TAS2R60,956.0,TAS2R60
KRT38,4475.0,KRT38
LINC00672,4216.0,LINC00672
TAS2R41,923.0,TAS2R41
SMIM3,18788.0,SMIM3
FBXO47,30970.0,FBXO47
EPHA1,18567.0,EPHA1
KLRC1,12421.0,KLRC1
ZNF695,62546.0,ZNF695
PRPSAP2,91202.0,PRPSAP2
KIF6,395418.0,KIF6
OR6A2,7953.0,OR6A2
SBSPON,59545.0,SBSPON
CHST15,85930.0,CHST15
RTN4RL2,17006.0,RTN4RL2
DHX30,47286.0,DHX30
KRT32,7618.0,KRT32
SRBD1,223485.0,SRBD1
RELA,9493.0,RELA
MYO6,170345.0,MYO6
MSRB1,5116.0,MSRB1
VCX3A,1500.0,VCX3A
ZNF569,58120.0,ZNF569
KRT35,4451.0,KRT35
ZNF670,44174.0,ZNF670
HLA-DQB1,9097.807228915664,HLA-DQB1
ZNF214,23261.0,ZNF214
ZNF670-ZNF695,133264.0,ZNF670-ZNF695
ZFYVE1,57680.0,ZFYVE1
MOSPD1,27625.0,MOSPD1
TRAK2,74293.0,TRAK2
AC068775.1,23689.0,AC068775.1
SP100,129664.0,SP100
WWC2,221520.0,WWC2
KLRC3,8283.0,KLRC3
IRX4,9823.0,IRX4
ZNF570,21067.0,ZNF570
PSMB4,2377.0,PSMB4
OR10A4,994.0,OR10A4
ATAD1,89831.0,ATAD1
PLCB3,17627.0,PLCB3
FAM118A,32987.0,FAM118A
OR2D2,1109.0,OR2D2
C3orf33,43661.0,C3orf33
TRMT11,217338.0,TRMT11
OR2D3,1069.0,OR2D3
OAT,21673.0,OAT
LDHC,39745.0,LDHC
OR10A5,1053.0,OR10A5
SERPINH1,10727.0,SERPINH1
ZNF215,74600.0,ZNF215
RNF2,57077.0,RNF2
FNDC11,8804.0,FNDC11
ACSS2,55816.0,ACSS2
SLC33A1,33432.0,SLC33A1
IL27RA,21456.0,IL27RA
KLLN,1781.666666666667,KLLN
RNPS1,15281.0,RNPS1
MAGEA11,29040.0,MAGEA11
CLIP2,116468.0,CLIP2
NKX1-2,4792.0,NKX1-2
CSNKA2IP,129149.0,CSNKA2IP
OGFOD3,29427.0,OGFOD3
IL23A,6236.0,IL23A
OR10A2,11660.0,OR10A2
DAPK1,211406.0,DAPK1
ARMCX2,4569.0,ARMCX2
AC104472.3,91399.0,AC104472.3
YWHAQ,47030.0,YWHAQ
ARF6,3972.0,ARF6
AGR3,22575.0,AGR3
AKR1B10,13845.0,AKR1B10
NCKAP1,129743.0,NCKAP1
POLM,10468.0,POLM
ZNF669,4410.0,ZNF669
INF2,32929.0,INF2
GMPS,73370.0,GMPS
PLXDC1,91081.0,PLXDC1
CAD,26574.0,CAD
FAM53B,125086.0,FAM53B
PUDP,480325.0,PUDP
CLDN22,2580.0,CLDN22
ITGB1,105474.0,ITGB1
EEF1AKMT2,43738.0,EEF1AKMT2
ZNF300,10591.0,ZNF300
RHPN1,15345.0,RHPN1
PCID2,31176.0,PCID2
AP1S2,29125.0,AP1S2
ATMIN,11508.0,ATMIN
TMEM176B,10075.0,TMEM176B
ZNF169,42143.0,ZNF169
STS,657121.0,STS
IRGM,54213.0,IRGM
GCSH,14487.0,GCSH
BAG1,16900.0,BAG1
LHPP,156065.0,LHPP
TNFAIP3,16098.0,TNFAIP3
ADGRG6,144412.0,ADGRG6
RAB8A,22345.0,RAB8A
RPL3L,13632.0,RPL3L
BPY2B,31647.0,BPY2B
ZNF283,24696.0,ZNF283
CTRB2,3984.731707317073,CTRB2
PTEN,105745.2105263158,PTEN
SORCS2,550298.0,SORCS2
CYBC1,8243.0,CYBC1
CBFA2T2,159961.0,CBFA2T2
ZBTB26,15946.0,ZBTB26
AC068896.1,174647.0,AC068896.1
PALM3,8713.0,PALM3
ISCU,6802.0,ISCU
PSAPL1,4645.0,PSAPL1
TMEM176A,4715.0,TMEM176A
SRSF11,47370.0,SRSF11
MOXD1,105420.0,MOXD1
WNK1,158873.0,WNK1
HSH2D,24547.0,HSH2D
NEDD1,46554.0,NEDD1
PICK1,19390.0,PICK1
BDP1,112190.0795755968,BDP1
AC092718.3,42709.0,AC092718.3
HLA-DOB,4994.892307692307,HLA-DOB
CENPN,26616.0,CENPN
FAF1,523239.0,FAF1
SRSF4,34157.0,SRSF4
GPR21,1169.0,GPR21
MAFA,11224.0,MAFA
RABGAP1,164033.0,RABGAP1
SPINK4,30202.0,SPINK4
CDH3,86427.0,CDH3
ZNF124,50041.0,ZNF124
BCAR1,39875.0,BCAR1
ZNF404,29022.0,ZNF404
SMIM10,1482.0,SMIM10
MAGEB17,3983.0,MAGEB17
TAFA3,6816.0,TAFA3
SCAPER,557540.0,SCAPER
ZNF45,22658.0,ZNF45
GRPR,29465.0,GRPR
MISP3,2526.0,MISP3
SERTM2,10737.0,SERTM2
SMC1B,69556.0,SMC1B
CRIP2,7208.0,CRIP2
ZC3H3,86389.41176470589,ZC3H3
UQCRH,13078.0,UQCRH
CST4,3400.0,CST4
C19orf67,4256.0,C19orf67
STX7,67331.0,STX7
TMEM119,8469.0,TMEM119
C20orf194,158320.0,C20orf194
EPHA3,374513.0,EPHA3
CST1,3715.0,CST1
H2AFB2,347.0,H2AFB2
SLC43A1,31246.0,SLC43A1
ATP6V0E1,51674.0,ATP6V0E1
GGT7,28136.0,GGT7
DTX2,34762.55172413793,DTX2
SELPLG,11682.0,SELPLG
PCYOX1,23799.0,PCYOX1
ISYNA1,3913.0,ISYNA1
HSFX1,2799.0,HSFX1
MAGEA9,5807.0,MAGEA9
TLR5,33844.0,TLR5
TCN2,20440.0,TCN2
D2HGDH,34214.0,D2HGDH
IL1A,10675.0,IL1A
AC009070.1,178158.0,AC009070.1
ARAP3,28829.0,ARAP3
TLCD2,7604.5,TLCD2
MAP6,82202.0,MAP6
HDGFL2,29911.0,HDGFL2
LINC02210-CRHR1,215482.0,LINC02210-CRHR1
DUPD1,20678.0,DUPD1
RIBC2,18805.0,RIBC2
GDI2,76909.0,GDI2
NDUFB10,2437.0,NDUFB10
OCM,6535.0,OCM
NSUN5,6350.0,NSUN5
DERL3,4625.0,DERL3
FBXO43,12466.0,FBXO43
CTRB1,5118.222222222223,CTRB1
RNLS,310666.0,RNLS
ZNF221,16486.0,ZNF221
POLR2K,3380.0,POLR2K
NPR1,15304.0,NPR1
PES1,30458.0,PES1
MYH3,28783.0,MYH3
TAAR9,1046.0,TAAR9
FZD1,6962.0,FZD1
TAAR8,1028.0,TAAR8
CUL4A,58915.0,CUL4A
TAAR6,1037.0,TAAR6
IFT74,115891.0,IFT74
TAAR5,1013.0,TAAR5
KCNAB1,501437.0,KCNAB1
SMARCB1,50095.632911392415,SMARCB1
SUSD4,143359.0,SUSD4
SMCO2,35375.0,SMCO2
HLA-DQA2,23312.701754385966,HLA-DQA2
DPH5,36465.0,DPH5
AKR1B15,30765.0,AKR1B15
LIPJ,20223.0,LIPJ
POMGNT2,26847.0,POMGNT2
SSBP4,15698.0,SSBP4
HLA-DQB2,7437.5,HLA-DQB2
NUTM2F,10448.0,NUTM2F
PLIN4,16285.0,PLIN4
MYH10,156556.0,MYH10
ZNF155,30464.0,ZNF155
EIF2S3B,17533.0,EIF2S3B
RSPH10B,45133.0,RSPH10B
SPACA1,18997.0,SPACA1
CEBPD,2177.0,CEBPD
TIMM10,2339.0,TIMM10
AC092718.8,73968.0,AC092718.8
CST2,2960.0,CST2
SPDYE16,10143.0,SPDYE16
CRK,42473.0,CRK
TAX1BP3,5784.0,TAX1BP3
CMC2,53822.0,CMC2
BPGM,33005.0,BPGM
CST5,3814.0,CST5
PRRT1B,13106.0,PRRT1B
REX1BD,3651.0,REX1BD
AP2A2,79715.70528967255,AP2A2
CTNS,25074.0,CTNS
UPK3B,5670.5,UPK3B
MAGEA8,4694.0,MAGEA8
PPIA,27884.0,PPIA
LIPF,14373.0,LIPF
VCPKMT,7968.0,VCPKMT
ZNF230,10967.0,ZNF230
MAPK8,132721.0,MAPK8
AFAP1,181212.0,AFAP1
CLSTN2,642212.0,CLSTN2
TRMT1L,38971.0,TRMT1L
UBA52,5820.0,UBA52
F8A2,1115.0,F8A2
RAPGEFL1,18646.0,RAPGEFL1
GOLGA6L6,9944.0,GOLGA6L6
F8A3,1758.0,F8A3
AC019117.3,167939.0,AC019117.3
H2AFB3,590.0,H2AFB3
PLAA,43870.0,PLAA
IRX2,5832.0,IRX2
ABRAXAS2,34848.0,ABRAXAS2
ARHGAP30,23024.0,ARHGAP30
TMLHE,180933.0,TMLHE
KRT36,6410.0,KRT36
RNF19A,79158.0,RNF19A
CCZ1,27825.0,CCZ1
SEZ6L2,28388.0,SEZ6L2
PIRT,15617.0,PIRT
TMEM238L,9186.0,TMEM238L
PRKY,107576.0,PRKY
P2RX5,24041.0,P2RX5
ANGPTL6,10458.0,ANGPTL6
NSUN4,24975.0,NSUN4
EARS2,35717.0,EARS2
ABHD5,44263.0,ABHD5
ANKRD36B,97302.0,ANKRD36B
CNR1,26495.0,CNR1
RTL8B,2025.0,RTL8B
SCO1,25901.0,SCO1
NEU4,8588.0,NEU4
LRRC19,12557.0,LRRC19
AHR,429793.0,AHR
PARP4,91847.0,PARP4
C16orf46,23770.0,C16orf46
POLDIP3,31241.0,POLDIP3
RBM25,65367.0,RBM25
C19orf66,7130.0,C19orf66
CTBP2,176853.0,CTBP2
SPAG1,101372.0,SPAG1
ZNF496,34434.0,ZNF496
HBEGF,13760.0,HBEGF
SPRY3,14647.0,SPRY3
REN,35505.0,REN
MYL12B,16952.0,MYL12B
TMEM220,31301.0,TMEM220
DDX59,46011.0,DDX59
SAMD1,3196.0,SAMD1
TRIM50,15543.0,TRIM50
UBFD1,16668.0,UBFD1
SMTNL1,7633.0,SMTNL1
IL9,3581.0,IL9
TAAR2,7253.0,TAAR2
RNF212,57314.0,RNF212
EBF2,203688.0,EBF2
LIPK,28212.0,LIPK
MOGAT2,15120.0,MOGAT2
UBE2L6,16628.0,UBE2L6
RGS12,146885.0,RGS12
NDEL1,77280.0,NDEL1
SSR3,15044.0,SSR3
ADPRM,13639.0,ADPRM
MYL12A,8755.0,MYL12A
CTSV,9966.0,CTSV
TMEM130,24283.0,TMEM130
ETF1,37141.0,ETF1
AC003112.1,13609.0,AC003112.1
TAAR1,1019.0,TAAR1
GSDMD,9855.0,GSDMD
SNRK,138252.0,SNRK
IL1B,7152.0,IL1B
CEACAM21,37326.0,CEACAM21
GAL3ST2,14040.2,GAL3ST2
CXorf40B,9173.0,CXorf40B
IRX6,7000.0,IRX6
TAP2,16898.072131147543,TAP2
SAMD8,82537.0,SAMD8
CLDN24,662.0,CLDN24
MAGOHB,9416.0,MAGOHB
CDKN2AIP,4429.0,CDKN2AIP
WDR81,22081.5,WDR81
NBPF9,49534.0,NBPF9
DGAT2,42023.0,DGAT2
ANO10,336735.0,ANO10
CRLF1,35521.0,CRLF1
DUSP13,14789.0,DUSP13
DAAM2,112579.0,DAAM2
PPM1F,33423.0,PPM1F
SLCO1B3,106209.0,SLCO1B3
CORO1C,86487.0,CORO1C
C5orf38,3266.0,C5orf38
RAPGEF2,257161.0,RAPGEF2
NLRP14,50862.0,NLRP14
RAX,7051.0,RAX
TOP3B,25791.0,TOP3B
SWT1,134701.0,SWT1
TRIP10,13605.0,TRIP10
CDKN2C,13889.0,CDKN2C
CRHBP,28113.0,CRHBP
AC011604.2,274571.0,AC011604.2
NIM1K,88779.0,NIM1K
MFSD14B,86491.0,MFSD14B
POMZP3,17275.0,POMZP3
SEPT7,106173.0,SEPT7
ING2,7371.0,ING2
ZRANB1,46066.0,ZRANB1
HSFX4,1642.0,HSFX4
CCNE1,12321.0,CCNE1
GGTLC1,3729.0,GGTLC1
PFKFB4,44331.0,PFKFB4
CLDN20,12535.0,CLDN20
NECTIN4,18560.0,NECTIN4
TFB1M,58359.0,TFB1M
LIN37,6158.0,LIN37
NOTO,10255.0,NOTO
CPLX4,43493.0,CPLX4
EMC6,856.0,EMC6
SLCO1B7,129977.0,SLCO1B7
CHRNA5,29749.0,CHRNA5
P2RX5-TAX1BP3,33131.0,P2RX5-TAX1BP3
CIB3,12157.0,CIB3
VCX,1881.0,VCX
MOCS1,34973.0,MOCS1
TRIM42,23086.0,TRIM42
DACT1,14354.0,DACT1
LECT2,32704.0,LECT2
FBP2,35104.0,FBP2
PSENEN,1919.0,PSENEN
BBS7,46057.0,BBS7
ITGB6,100646.0,ITGB6
ASAH1,29006.0,ASAH1
