Genes,Average_GC,Norm_Symbol
MAPK1,43.79999999999999,MAPK1
OSR2,51.03000000000001,OSR2
PNMA6E,59.75,PNMA6E
TCOF1,52.46000000000001,TCOF1
FYTTD1,42.18,FYTTD1
CCDC187,59.71,CCDC187
SIRT1,40.88,SIRT1
FKBP14,38.7,FKBP14
PFKP,51.45,PFKP
FAM83E,56.4,FAM83E
CCNE1,47.23,CCNE1
TIMM23B,40.64,TIMM23B
MAGI3,37.14,MAGI3
DTHD1,37.18,DTHD1
GLT8D2,41.92,GLT8D2
LONP2,39.56,LONP2
CEP76,40.84,CEP76
PCDHGA6,45.24,PCDHGA6
ARID4A,37.48,ARID4A
AREL1,42.31,AREL1
CHTF18,66.52,CHTF18
CSTL1,48.91,CSTL1
ZNF45,41.37,ZNF45
ZNF728,37.96,ZNF728
SCRG1,37.62,SCRG1
HRH3,66.1,HRH3
STRIP2,43.81,STRIP2
CT476828.21,73.35,CT476828.21
C7orf26,53.1,C7orf26
TREML1,50.72,TREML1
PPARGC1B,49.0,PPARGC1B
CASQ1,50.52,CASQ1
RNF25,49.28,RNF25
MMP24OS,47.16,MMP24OS
THADA,40.47,THADA
AC011455.2,51.61,AC011455.2
PAX6,49.68,PAX6
ABCB1,37.04,ABCB1
LUZP2,35.15,LUZP2
AC134684.9,58.74,AC134684.9
C19orf54,54.97000000000001,C19orf54
FBRSL1,62.75,FBRSL1
CACNA1B,49.94,CACNA1B
SH3BGRL2,38.81,SH3BGRL2
NEK2,39.5,NEK2
OPRM1,38.81,OPRM1
SPDYE6,52.2,SPDYE6
TTK,34.98,TTK
SRSF4,42.93,SRSF4
ILKAP,44.83,ILKAP
MKI67,43.55,MKI67
MYOF,44.36,MYOF
RPL17,42.909999999999975,RPL17
AL161418.1,38.97,AL161418.1
ZNF180,44.11000000000001,ZNF180
AL603832.3,54.38,AL603832.3
S100A4,56.3,S100A4
TM9SF3,37.03,TM9SF3
MED28,44.87,MED28
RAMAC,41.09,RAMAC
EEF1D,61.42448275862071,EEF1D
PIK3R6,46.61,PIK3R6
IL10RB,46.78,IL10RB
CALCRL,33.03,CALCRL
AC091959.3,39.81,AC091959.3
MMP28,49.38,MMP28
NPIPA7,46.1,NPIPA7
TUSC3,36.98,TUSC3
FUCA1,45.7,FUCA1
RPL23,44.18,RPL23
KIF18B,49.25,KIF18B
SNTN,40.88,SNTN
EIF6,52.05,EIF6
ECHDC3,47.51,ECHDC3
ICE1,38.91,ICE1
ZNF700,44.6,ZNF700
BHMT,41.65,BHMT
LOXL1,55.02,LOXL1
SHMT1,49.9,SHMT1
KRTAP19-1,42.72,KRTAP19-1
ARF5,56.14,ARF5
RNF13,36.38999999999999,RNF13
METAP1,39.07,METAP1
TMCO1,39.88,TMCO1
KLC3,55.18,KLC3
VTI1A,39.1,VTI1A
ATP5MC2,44.44,ATP5MC2
HIST1H2BG,48.76,HIST1H2BG
ACTR8,41.99,ACTR8
WWOX,42.64,WWOX
ZNF618,45.61,ZNF618
USP17L23,54.99,USP17L23
TMEM179,53.95000000000001,TMEM179
OR5K2,38.68,OR5K2
CT476828.3,73.35,CT476828.3
CDKL2,39.15,CDKL2
SLC1A5,54.4,SLC1A5
DYSF,49.63999999999999,DYSF
POLR1A,46.69,POLR1A
TSR3,62.41,TSR3
RIPK3,55.85,RIPK3
EPS8,37.25,EPS8
SLC7A11,35.52,SLC7A11
RIN1,62.23,RIN1
SCARA3,50.25,SCARA3
MALSU1,41.44,MALSU1
KNG1,41.77,KNG1
ZDHHC16,49.78,ZDHHC16
DAB2,38.96,DAB2
C1orf56,48.39,C1orf56
IL15RA,48.47,IL15RA
UBAC2,41.75,UBAC2
MEX3A,53.97,MEX3A
THSD7B,37.67,THSD7B
PIN4,44.57,PIN4
IGLL1,55.0,IGLL1
FP565260.2,57.86,FP565260.2
SEC23IP,40.1,SEC23IP
CXCL10,36.85,CXCL10
PDX1,58.09,PDX1
EEF1AKMT1,41.53,EEF1AKMT1
LINC02210-CRHR1,49.67,LINC02210-CRHR1
PDGFRB,54.34,PDGFRB
WFDC6,44.68,WFDC6
OR51L1,37.7,OR51L1
CDH7,35.27,CDH7
OR56B4,49.05,OR56B4
OR2A1,47.66,OR2A1
AVPR1A,37.71,AVPR1A
CLIC1,50.991428571428564,CLIC1
NFATC4,56.84000000000002,NFATC4
PGD,47.54,PGD
HMCES,44.53,HMCES
ADRA2C,69.62,ADRA2C
TPSB2,62.96,TPSB2
RPL39,46.07,RPL39
ADRA1A,41.26,ADRA1A
IFNA13,36.97,IFNA13
OSBP,42.65,OSBP
KATNAL2,43.99,KATNAL2
FGL1,37.77,FGL1
HMGCS2,41.86,HMGCS2
AOAH,41.56,AOAH
HIC2,56.17,HIC2
CCNT2,37.48,CCNT2
CEP162,37.0,CEP162
COL17A1,48.32,COL17A1
PPP1R10,46.338571428571434,PPP1R10
LSM5,39.74,LSM5
TMEM272,46.38,TMEM272
TIMM22,48.67333333333333,TIMM22
OR6C3,32.55,OR6C3
RPA4,46.03,RPA4
ANXA5,38.94,ANXA5
NPFFR1,46.67,NPFFR1
CKS1B,44.4,CKS1B
ACP7,49.67,ACP7
FAM133A,34.03,FAM133A
AC025287.4,43.56,AC025287.4
EPHX3,56.07,EPHX3
ALDOA,59.26,ALDOA
FAM111B,38.92,FAM111B
TMEM54,57.33,TMEM54
DNAJC22,46.84,DNAJC22
KLRG2,49.51,KLRG2
NCKAP5,39.3,NCKAP5
EGFL7,67.31,EGFL7
CCDC107,52.82,CCDC107
PRKCI,39.8,PRKCI
VSX2,53.79,VSX2
SLC16A14,42.85,SLC16A14
IRGM,37.49,IRGM
ST8SIA1,38.38,ST8SIA1
MORN3,50.66,MORN3
SEMA6C,57.48,SEMA6C
RAB5IF,49.02,RAB5IF
HNRNPD,38.75,HNRNPD
HIF1AN,45.24,HIF1AN
PDZRN4,36.37,PDZRN4
COLCA2,45.23,COLCA2
KRTAP20-1,45.09,KRTAP20-1
TRIM50,53.44,TRIM50
CRABP2,55.42,CRABP2
ABHD13,35.41,ABHD13
OVOL3,56.38,OVOL3
DCTN2,48.08,DCTN2
FCGR3B,44.5,FCGR3B
GPRC5D,42.94,GPRC5D
COL22A1,46.51,COL22A1
CPLX1,55.24,CPLX1
PCDH11Y,35.66,PCDH11Y
PRICKLE3,55.64,PRICKLE3
DHTKD1,46.22,DHTKD1
NAGS,63.61,NAGS
SLC8A2,52.91,SLC8A2
ARNTL,45.42999999999999,ARNTL
C6orf163,40.23,C6orf163
ENPP2,39.28,ENPP2
IL36B,41.29,IL36B
ZFR2,54.36,ZFR2
FGFR3,65.83,FGFR3
CDH5,49.55,CDH5
PARN,41.90999999999999,PARN
NEFH,52.82,NEFH
HOXD4,61.36,HOXD4
NAA30,37.29,NAA30
FAAP20,60.96,FAAP20
OVCH2,41.43,OVCH2
AC091304.7,50.0,AC091304.7
YWHAZ,40.87,YWHAZ
RAD23B,38.0,RAD23B
ATP2A3,56.9,ATP2A3
C1orf174,49.32,C1orf174
CRISP1,35.79,CRISP1
SDC2,41.32,SDC2
ANKRD18B,36.39,ANKRD18B
ARL11,47.31,ARL11
RWDD3,40.63,RWDD3
AC083977.1,53.44,AC083977.1
IDH3G,58.77,IDH3G
ABCB10,43.63,ABCB10
FBXO48,40.06,FBXO48
CLHC1,39.62,CLHC1
B3GAT3,53.96,B3GAT3
SPR,54.62,SPR
MLANA,41.47,MLANA
NEU3,43.57,NEU3
OR52A1,37.63,OR52A1
SLPI,51.29,SLPI
ATG13,44.43,ATG13
PIWIL4,40.25,PIWIL4
KRTAP13-2,49.6,KRTAP13-2
THOC6,57.25,THOC6
NBPF3,43.05,NBPF3
CSK,56.63999999999999,CSK
PCSK5,40.14,PCSK5
MSGN1,61.72,MSGN1
CLDN11,43.14,CLDN11
AC010522.1,47.11,AC010522.1
IFIT1B,43.27,IFIT1B
MYOZ2,36.64,MYOZ2
KRBA2,46.72,KRBA2
IL2RG,49.71,IL2RG
UBA5,36.76,UBA5
TSHZ2,42.02,TSHZ2
KCNH8,36.02,KCNH8
B4GALT6,39.13,B4GALT6
LIG4,40.58,LIG4
ANO5,36.47,ANO5
CRLS1,39.36,CRLS1
NUTM2F,58.09,NUTM2F
SAFB,47.35,SAFB
AP2B1,39.93,AP2B1
BAG2,38.77,BAG2
NSUN5,53.93,NSUN5
GDPD5,53.42,GDPD5
ARSK,36.73,ARSK
GGT5,52.07000000000001,GGT5
ELP6,48.69,ELP6
RPS11,53.08,RPS11
GINS3,41.93,GINS3
NRDC,39.35,NRDC
KRTAP4-11,52.84,KRTAP4-11
CCPG1,40.36,CCPG1
FBXO32,44.08,FBXO32
NINJ2,48.05,NINJ2
EXOC1,34.98,EXOC1
CRYBA2,58.07,CRYBA2
PELI1,36.89,PELI1
ZRANB1,39.68,ZRANB1
MDC1,48.83375000000001,MDC1
RO60,35.99,RO60
NDRG3,44.5,NDRG3
BEX1,56.28,BEX1
SCYGR5,66.28,SCYGR5
VSTM2A,39.92,VSTM2A
CGB7,63.63,CGB7
SERPINB8,41.11,SERPINB8
CLDN15,59.59000000000001,CLDN15
SPTSSA,41.75,SPTSSA
TCF7L2,44.60000000000001,TCF7L2
GPR107,46.73,GPR107
LDLRAD2,54.29,LDLRAD2
MOB4,40.5,MOB4
ARF4,41.71,ARF4
DCUN1D4,40.07,DCUN1D4
TSPYL2,52.46,TSPYL2
RASD2,55.59,RASD2
HSPBAP1,39.98,HSPBAP1
PRND,46.35,PRND
GSTM4,49.95,GSTM4
GRPEL2,41.28,GRPEL2
AL391987.2,55.96,AL391987.2
TOMM70,38.61,TOMM70
PQLC2L,39.55,PQLC2L
CCDC90B,37.59,CCDC90B
EPOR,57.06,EPOR
IRF6,44.95000000000001,IRF6
USP18,48.15,USP18
PDCD7,45.71,PDCD7
C2CD4A,52.12,C2CD4A
C1orf127,52.15,C1orf127
SCGB2A1,44.24,SCGB2A1
PLA2G10,47.91,PLA2G10
FTHL17,58.71,FTHL17
CCAR2,50.83,CCAR2
RALB,46.37,RALB
ASIC5,34.92,ASIC5
SSX2B,44.96,SSX2B
SEC24C,47.03,SEC24C
CDC42EP4,52.88,CDC42EP4
SDSL,50.84,SDSL
GABRB3,41.34,GABRB3
SLC38A9,38.77,SLC38A9
ZNF26,43.05,ZNF26
OR4X1,49.67,OR4X1
WNT1,64.33,WNT1
HSD11B1L,58.24,HSD11B1L
SPEGNB,63.34,SPEGNB
PAPLN,55.23,PAPLN
C17orf80,44.12,C17orf80
HAT1,39.93,HAT1
GPR137C,37.43,GPR137C
LYZL1,42.69,LYZL1
WDR41,37.31,WDR41
TFDP1,53.33000000000001,TFDP1
TCP11X1,41.08,TCP11X1
ACVRL1,54.84000000000001,ACVRL1
PDE3B,36.95,PDE3B
ZSCAN12,41.13,ZSCAN12
TENT4B,41.51,TENT4B
SEPHS1,45.78,SEPHS1
PEX5L,38.13999999999999,PEX5L
RNF175,41.13,RNF175
ZNF449,37.9,ZNF449
PRY2,41.48,PRY2
HTR3D,47.47,HTR3D
NOL8,38.87,NOL8
TNFRSF21,41.38,TNFRSF21
NAP1L3,42.29,NAP1L3
SLC38A4,36.56,SLC38A4
NUDT18,63.12,NUDT18
AK5,39.61,AK5
DISP1,37.44,DISP1
CYP4F2,46.11,CYP4F2
ATG2A,60.32,ATG2A
ERVMER34-1,41.3,ERVMER34-1
MRPS17,49.74,MRPS17
MROH1,53.17,MROH1
USP17L7,49.65000000000001,USP17L7
BAX,53.57,BAX
SULF1,40.34000000000001,SULF1
KCTD2,49.14,KCTD2
ZNF541,49.86,ZNF541
BMP5,34.1,BMP5
ZNF41,43.28,ZNF41
GTF2I,43.08,GTF2I
EMC10,57.11,EMC10
CXorf51B,49.36,CXorf51B
ZNF665,45.26,ZNF665
ACTL7A,57.1,ACTL7A
IQCF6,56.02,IQCF6
GOLGA8A,47.08,GOLGA8A
PUS1,51.99,PUS1
SYN2,40.98,SYN2
IDO2,41.79,IDO2
ADRM1,64.09,ADRM1
NARF,51.72000000000001,NARF
BCL2L13,42.8,BCL2L13
ATL3,42.43,ATL3
GSTO2,43.48,GSTO2
SCRN1,43.91,SCRN1
FZD5,51.48,FZD5
AL358113.1,44.06,AL358113.1
PLAC1,42.07,PLAC1
MYO1C,60.08000000000001,MYO1C
FAM110A,51.88,FAM110A
ATP6V1B2,39.5,ATP6V1B2
AC118754.1,57.38,AC118754.1
OR4C11,34.58,OR4C11
HS3ST3A1,40.84,HS3ST3A1
FUT7,65.42,FUT7
U2SURP,38.45,U2SURP
OR10G4,39.17,OR10G4
BAALC,42.75,BAALC
COPS8,38.3,COPS8
IGKV2-40,53.12,IGKV2-40
CHEK2,43.89,CHEK2
WDR63,39.43,WDR63
C6orf62,39.06,C6orf62
GAR1,39.37,GAR1
ITM2B,37.65,ITM2B
KRTAP10-12,67.12,KRTAP10-12
MSLNL,61.62,MSLNL
NPR3,40.82999999999999,NPR3
ZNF268,41.98,ZNF268
PRH2,43.07999999999999,PRH2
MARCH1,35.61,MARCH1
RUSC2,44.22,RUSC2
PSMD5,40.53,PSMD5
SULT2B1,51.75,SULT2B1
LST1,55.506455696202536,LST1
USP17L24,51.74,USP17L24
AC073896.1,46.81,AC073896.1
TREX2,55.73,TREX2
SPTBN1,42.78,SPTBN1
CNNM3,52.84,CNNM3
PCDHGA10,45.53,PCDHGA10
FRMD6,39.42,FRMD6
CREG2,44.91,CREG2
ERLIN2,44.34,ERLIN2
PLVAP,51.71,PLVAP
CPD,38.51,CPD
IFI16,38.34000000000001,IFI16
OR2B6,43.95,OR2B6
CFAP97D1,43.62,CFAP97D1
OR7A17,40.69,OR7A17
ISG20,52.19,ISG20
EIF2A,37.63,EIF2A
AP001273.2,41.72,AP001273.2
ACE2,38.39,ACE2
CYP4F22,49.25,CYP4F22
SLC35A5,38.43,SLC35A5
RPN2,44.36000000000001,RPN2
ODAM,32.95,ODAM
CDKN2D,58.55,CDKN2D
CACNA1I,56.05,CACNA1I
PLAC8,41.72,PLAC8
FOXD4L1,58.29,FOXD4L1
ZMYM5,42.62,ZMYM5
UGT2B17,35.68,UGT2B17
SH2B1,51.11000000000001,SH2B1
KCTD4,38.23,KCTD4
GPR160,42.34,GPR160
TNRC6A,42.59,TNRC6A
ECHDC1,36.0,ECHDC1
CHDH,49.35,CHDH
RSRC1,35.48000000000001,RSRC1
LEPROT,40.78,LEPROT
PRSS55,47.58000000000001,PRSS55
HIST1H2BE,41.16,HIST1H2BE
SCN2B,53.38,SCN2B
STK25,59.29999999999999,STK25
FDPS,50.48,FDPS
GMIP,56.13,GMIP
EIF4G2,41.38999999999999,EIF4G2
PAQR6,60.94000000000001,PAQR6
GATAD2A,50.87,GATAD2A
EIF2B3,42.55,EIF2B3
COMMD3,37.41,COMMD3
RPL7L1,46.45000000000001,RPL7L1
VN1R4,48.0,VN1R4
SPATA12,45.2,SPATA12
NKX1-1,69.0,NKX1-1
SHISA9,43.22,SHISA9
PEX12,42.42,PEX12
DLAT,41.27,DLAT
LRRC37A3,42.46,LRRC37A3
MFSD12,57.07,MFSD12
TIMD4,42.63,TIMD4
DGKZ,56.98,DGKZ
VCY1B,61.99,VCY1B
KIAA1210,42.74,KIAA1210
MYO9B,52.36,MYO9B
TLE5,60.37,TLE5
RUNDC3A,59.03,RUNDC3A
RBBP9,41.62,RBBP9
ANKIB1,36.83,ANKIB1
AC073111.4,56.43,AC073111.4
OR8J1,36.62333333333333,OR8J1
CUZD1,37.92,CUZD1
SLC23A3,50.45,SLC23A3
RBMXL1,41.18,RBMXL1
FAM83F,51.49,FAM83F
KIF1BP,43.19,KIF1BP
FUCA2,39.69,FUCA2
C11orf1,42.92,C11orf1
CCDC61,52.56,CCDC61
YKT6,48.11,YKT6
HLA-DRA,42.96857142857142,HLA-DRA
TEX35,48.37,TEX35
DCST1,53.42,DCST1
C1orf54,46.5,C1orf54
POTEH,37.08,POTEH
C15orf61,38.9,C15orf61
ADAL,39.86000000000001,ADAL
NOP58,41.15,NOP58
SH3GL3,40.8,SH3GL3
MINK1,51.94,MINK1
NXNL2,47.83000000000001,NXNL2
SNCB,56.95,SNCB
LPIN1,46.76,LPIN1
GCNT3,43.27,GCNT3
RIMKLB,41.05,RIMKLB
CBWD5,36.05,CBWD5
XRCC4,35.2,XRCC4
PEX7,38.37,PEX7
PCDH18,36.59,PCDH18
SFRP5,57.92,SFRP5
TP53TG3,50.83,TP53TG3
UPF1,55.16,UPF1
HSBP1L1,50.46,HSBP1L1
C11orf96,53.15,C11orf96
TRIM4,43.25,TRIM4
DGKH,38.24,DGKH
CDKN2A,41.19,CDKN2A
AC027237.1,39.36,AC027237.1
SLC6A5,45.34,SLC6A5
KRTAP9-7,51.4,KRTAP9-7
CCAR1,41.75,CCAR1
PDE4B,37.45,PDE4B
TSPAN1,50.7,TSPAN1
HAAO,48.95,HAAO
TRAPPC2,42.18,TRAPPC2
SDK2,52.32,SDK2
KLK14,56.94,KLK14
WBP1,55.98,WBP1
LPAR1,38.26,LPAR1
CHID1,59.37,CHID1
RESP18,50.48,RESP18
DEF8,57.08,DEF8
VWC2L,37.47,VWC2L
PHETA1,57.94,PHETA1
TPBGL,67.49,TPBGL
GU182359.6,48.77,GU182359.6
ATP6AP1L,40.74,ATP6AP1L
HIGD1C,42.91,HIGD1C
SUN5,49.42,SUN5
RRAS2,39.24,RRAS2
RPS15A,46.41,RPS15A
OR5AR1,45.91,OR5AR1
DMBX1,55.86,DMBX1
ZNF324,57.75,ZNF324
EFNA1,53.76,EFNA1
CSNK1A1L,44.64,CSNK1A1L
NR2F2,48.74,NR2F2
METTL17,45.05,METTL17
SLITRK1,47.31,SLITRK1
SLC25A33,45.52,SLC25A33
NUDT14,64.58,NUDT14
NPHS1,53.1,NPHS1
SEMA4C,62.17,SEMA4C
TRIM49D1,37.43,TRIM49D1
ACE,58.35000000000001,ACE
SYCP2,33.52,SYCP2
ADAD2,58.6,ADAD2
CDYL2,41.9,CDYL2
PLN,33.9,PLN
TSPY2,53.20000000000001,TSPY2
SEMA4F,44.97,SEMA4F
IL9R,55.82,IL9R
S100PBP,41.44,S100PBP
PTBP2,35.67,PTBP2
WFDC10A,48.08,WFDC10A
SPAM1,36.42000000000001,SPAM1
APTX,42.67999999999999,APTX
PTK2,40.07,PTK2
SLC16A1,40.76,SLC16A1
KRTAP2-1,62.63,KRTAP2-1
TPRX1,51.10999999999999,TPRX1
PTGIR,59.02,PTGIR
WTIP,54.97,WTIP
IPPK,47.89,IPPK
RTL9,42.87,RTL9
RFX1,56.3,RFX1
GSTZ1,54.28,GSTZ1
CDH26,42.52,CDH26
EDEM1,43.38,EDEM1
DSPP,41.07,DSPP
STX17,36.39,STX17
ZNF597,42.43,ZNF597
RASL12,52.14000000000001,RASL12
PYROXD2,50.39,PYROXD2
COL4A6,40.16,COL4A6
TPSAB1,67.03,TPSAB1
DKK3,49.18,DKK3
OLIG1,64.8,OLIG1
KEL,47.07714285714286,KEL
CCNT1,40.95,CCNT1
CCDC152,35.71,CCDC152
RAC3,68.5,RAC3
NAMPT,37.12,NAMPT
BCL9,42.08,BCL9
AP2A1,54.57,AP2A1
PEX13,39.79,PEX13
RPL36AL,45.59,RPL36AL
CR2,39.17,CR2
PEX16,58.01000000000001,PEX16
FOXI3,50.19,FOXI3
STARD6,37.92,STARD6
USP17L20,51.79,USP17L20
EFCAB5,39.38999999999999,EFCAB5
PCDHGB6,45.54,PCDHGB6
SLC4A10,35.91,SLC4A10
C1QTNF9,47.14,C1QTNF9
FAM178B,52.1,FAM178B
MAMDC4,66.28,MAMDC4
C5AR1,49.69,C5AR1
CRB1,36.53,CRB1
AL035461.3,39.39,AL035461.3
PFKM,44.84000000000001,PFKM
ANXA13,44.25,ANXA13
NPIPB7,46.35,NPIPB7
OR4E2,38.27,OR4E2
ANAPC1,42.42,ANAPC1
KIAA0586,37.040000000000006,KIAA0586
EBLN1,42.05,EBLN1
CASTOR1,61.29,CASTOR1
CEPT1,36.54,CEPT1
VPS52,46.39333333333334,VPS52
FBP2,45.28,FBP2
OR4C6,40.63,OR4C6
MFRP,61.17,MFRP
H6PD,52.29,H6PD
SMIM35,47.18,SMIM35
SFT2D2,43.38,SFT2D2
ZNF706,40.040000000000006,ZNF706
DNAJA3,49.02,DNAJA3
GOLGA8R,53.37,GOLGA8R
NLRP14,37.32,NLRP14
NINJ1,59.63,NINJ1
CCDC62,44.81,CCDC62
THAP1,41.03,THAP1
ADGRL2,36.77999999999999,ADGRL2
PTGER4,41.96,PTGER4
C8G,65.27,C8G
DHX34,54.22,DHX34
GPR55,48.83,GPR55
NMI,39.82,NMI
SNX30,44.28,SNX30
GRIA3,39.27,GRIA3
OXLD1,62.12,OXLD1
SMIM27,42.17,SMIM27
PPP1R14C,43.92,PPP1R14C
GIMD1,36.15,GIMD1
UGT2A3,34.06,UGT2A3
TNF,52.7825,TNF
GRM2,55.81,GRM2
TMEM35A,44.15,TMEM35A
CEBPZ,37.99,CEBPZ
IGHMBP2,50.65,IGHMBP2
MFSD8,39.23,MFSD8
AVPR2,62.86,AVPR2
SCD5,43.56,SCD5
AEBP1,62.7,AEBP1
GRAPL,54.65,GRAPL
TMEM158,66.85,TMEM158
RPS27A,45.81,RPS27A
VPS53,45.86000000000001,VPS53
FAT4,34.44,FAT4
ZNF212,45.75,ZNF212
ATP1B1,43.48,ATP1B1
BEST4,58.83,BEST4
CCDC137,57.05,CCDC137
AC255093.3,65.5,AC255093.3
PRG3,49.61,PRG3
DSE,38.2,DSE
BSND,51.71,BSND
ACPP,40.39,ACPP
HIST1H4A,60.58,HIST1H4A
TMEM68,38.909999999999975,TMEM68
NPIPB12,47.14000000000001,NPIPB12
PMPCA,53.83000000000001,PMPCA
TTLL2,43.63,TTLL2
PRPF6,50.53,PRPF6
MN1,52.19,MN1
USP17L5,52.42,USP17L5
ZNF266,44.97,ZNF266
SELENBP1,54.97000000000001,SELENBP1
COQ10B,41.73,COQ10B
FAM57B,52.0,FAM57B
AC129492.1,58.98,AC129492.1
GYPC,50.19,GYPC
ZNF471,40.18,ZNF471
COL4A2,47.83,COL4A2
DNA2,42.26,DNA2
MIPEP,39.76,MIPEP
ELL3,51.37,ELL3
ZNF518A,38.02,ZNF518A
CHP1,44.02,CHP1
ADD1,44.84000000000002,ADD1
EFNA3,63.3,EFNA3
NBPF14,41.33,NBPF14
SLFN14,42.48,SLFN14
TTC37,35.57,TTC37
FOXD1,54.97,FOXD1
CCNQ,56.23,CCNQ
CAND2,50.87,CAND2
PCSK2,41.47,PCSK2
TCP10L2,46.74,TCP10L2
TCERG1,36.35,TCERG1
HOXC8,51.76,HOXC8
MUC12,51.94,MUC12
EHD1,54.84,EHD1
CLEC14A,58.93,CLEC14A
GTF3C3,36.72,GTF3C3
AC005324.3,45.1,AC005324.3
CHCHD2,44.9,CHCHD2
SLC25A11,58.89000000000001,SLC25A11
KRTAP9-4,50.46666666666666,KRTAP9-4
PPP6R3,41.89,PPP6R3
TRIOBP,54.36000000000001,TRIOBP
SPIB,54.35,SPIB
UBE2L6,48.66,UBE2L6
NRBP1,48.61,NRBP1
SNUPN,47.36,SNUPN
RBMXL2,57.79,RBMXL2
VN1R2,43.32,VN1R2
GSDME,45.72,GSDME
ERCC3,46.18,ERCC3
KLK3,55.68,KLK3
SLC25A16,43.38,SLC25A16
IKZF1,43.45,IKZF1
OR5L2,48.5,OR5L2
CSTB,54.21,CSTB
PIGU,44.54,PIGU
MEIS1,39.2,MEIS1
PCDHGA5,45.2,PCDHGA5
IMPG2,37.6,IMPG2
EHBP1,36.7,EHBP1
CD5,52.91,CD5
ULK3,59.88,ULK3
BRINP3,33.26,BRINP3
SUPT3H,36.3,SUPT3H
U2AF1L4,55.84,U2AF1L4
AZI2,34.16,AZI2
SEPT14,40.94,SEPT14
SCYL3,40.14,SCYL3
DNAAF1,47.35,DNAAF1
SETMAR,40.2,SETMAR
ALOX12B,55.45,ALOX12B
OR14A2,40.75,OR14A2
CTF1,53.74,CTF1
KYAT1,49.05,KYAT1
FAM187B,54.91,FAM187B
HEBP2,47.12,HEBP2
SNAI1,55.24,SNAI1
PCDHGA11,45.42,PCDHGA11
GHSR,44.58,GHSR
ACSM1,40.48,ACSM1
HSPE1-MOB4,41.28,HSPE1-MOB4
DEPTOR,43.18,DEPTOR
USP54,42.16,USP54
PPEF2,43.45000000000001,PPEF2
PRR20D,49.77,PRR20D
RABGGTA,57.92,RABGGTA
PLCE1,41.18,PLCE1
ANTXRL,50.99,ANTXRL
CCDC148,37.91,CCDC148
BAMBI,46.04,BAMBI
KDM5A,39.46,KDM5A
DDX19A,47.09,DDX19A
KRT6A,50.07,KRT6A
APLP2,43.97,APLP2
APP,39.73,APP
MYO6,37.65999999999999,MYO6
SEC14L2,50.37,SEC14L2
FBXO40,43.97,FBXO40
CPLX2,50.92,CPLX2
SORCS3,40.93,SORCS3
LY75,37.97,LY75
SETD7,42.84,SETD7
LINGO2,36.21,LINGO2
LRRC10,49.67,LRRC10
CALCA,48.8,CALCA
CNTN4,37.97,CNTN4
VRK2,35.24,VRK2
RGS19,63.53,RGS19
ARL14,38.56,ARL14
EHMT2,54.35142857142856,EHMT2
OOSP3,38.16,OOSP3
METTL16,44.67,METTL16
CDNF,42.99,CDNF
UGT2B15,34.91,UGT2B15
MAP3K3,45.21,MAP3K3
TMEM126A,37.69,TMEM126A
HSPA4,41.3,HSPA4
GGCX,46.2,GGCX
SLCO3A1,45.12,SLCO3A1
GPR33,41.27,GPR33
PDIA2,64.25,PDIA2
FGD1,50.05,FGD1
SNPH,50.5,SNPH
KRI1,55.09000000000001,KRI1
OTUD7A,43.36,OTUD7A
ESRP2,59.21,ESRP2
F13B,34.01,F13B
XKRX,41.72,XKRX
CDX4,39.64,CDX4
GIMAP6,49.01,GIMAP6
TXNL4A,45.6,TXNL4A
NCR3,51.84375,NCR3
AC211486.7,52.3,AC211486.7
FLRT1,55.55,FLRT1
FOXL2,64.65,FOXL2
AGTPBP1,36.66,AGTPBP1
TMEM173,53.56,TMEM173
TAF11L2,54.44,TAF11L2
HNRNPK,39.12,HNRNPK
PHF23,59.52,PHF23
RIOX1,58.62,RIOX1
FBXO43,38.89,FBXO43
KCNQ2,61.95931034482758,KCNQ2
HEXIM1,48.22,HEXIM1
RASA2,36.35,RASA2
VMP1,39.75,VMP1
HDAC9,36.13,HDAC9
TNNC2,51.86,TNNC2
HOXD3,51.10999999999999,HOXD3
AC073611.1,53.31,AC073611.1
DCD,49.09,DCD
NRBF2,42.23,NRBF2
DPEP2NB,50.08,DPEP2NB
TRANK1,43.18,TRANK1
GDF6,51.73,GDF6
FAM71D,41.17,FAM71D
OTUD5,49.93,OTUD5
TMEM178A,40.56,TMEM178A
TRIM51,36.58,TRIM51
STXBP6,39.24,STXBP6
LMBRD1,35.47000000000001,LMBRD1
FABP7,37.03,FABP7
NKD2,61.56,NKD2
ENDOG,61.55,ENDOG
IL18RAP,40.03,IL18RAP
ALG10B,33.73,ALG10B
ADORA1,48.13999999999999,ADORA1
ACER3,38.74,ACER3
SNX21,52.48,SNX21
ECI1,55.22,ECI1
TTLL3,50.19000000000001,TTLL3
USF3,40.61,USF3
XAGE5,38.59,XAGE5
ANKRD54,50.74,ANKRD54
CRIP2,69.57,CRIP2
CCDC181,36.8,CCDC181
TSHR,38.85,TSHR
TNFAIP8L2,51.53,TNFAIP8L2
VSTM5,46.21,VSTM5
RP2,39.26,RP2
NPAP1,47.42,NPAP1
LRRC45,64.95,LRRC45
ALG8,42.13999999999999,ALG8
MGAT5B,54.13,MGAT5B
SOX5,35.87,SOX5
TACO1,49.31,TACO1
ZFR,38.32,ZFR
CMTM2,46.47,CMTM2
MRPL49,50.97,MRPL49
