Genes,CDS_Length,Norm_Symbol
SLC22A1,1169.5384615384614,SLC22A1
DACT3,1278.0,DACT3
MGST1,334.7837837837838,MGST1
C6orf15,978.0,C6orf15
MAP3K21,2359.2,MAP3K21
HTR1F,1101.0,HTR1F
SMIM6,189.0,SMIM6
OR51G1,966.0,OR51G1
NVL,1749.8453038674033,NVL
POLR2L,204.0,POLR2L
IQCF3,437.55,IQCF3
PGGHG,1696.0196078431372,PGGHG
LRRC37A2,4401.875,LRRC37A2
NFAM1,707.0,NFAM1
ALOX12B,1780.4347826086953,ALOX12B
ZNF780B,1337.6774193548388,ZNF780B
ZBTB37,1274.1176470588236,ZBTB37
LINC00634,246.0,LINC00634
SALL4,2049.5454545454545,SALL4
BACE1,1168.4,BACE1
PIK3AP1,1939.5348837209306,PIK3AP1
PMCH,498.0,PMCH
C21orf58,677.0,C21orf58
CEP104,1500.3584905660375,CEP104
DDA1,309.0,DDA1
GABPB1,960.7945205479452,GABPB1
SIGIRR,982.7627118644067,SIGIRR
MCM3AP,5751.101694915255,MCM3AP
CD74,623.0784313725492,CD74
EPSTI1,844.5208333333335,EPSTI1
SRM,545.952380952381,SRM
ZNF165,1458.0,ZNF165
RCSD1,1037.6666666666667,RCSD1
C1QTNF2,925.5,C1QTNF2
GU182359.1,1047.0,GU182359.1
AF196969.1,858.0,AF196969.1
DCP2,1046.8333333333333,DCP2
LCTL,1099.1470588235297,LCTL
HEPACAM,1251.0,HEPACAM
OR10AD1,954.0,OR10AD1
FCRL3,2059.464285714286,FCRL3
RNF38,1354.44578313253,RNF38
KIAA0556,3254.9772727272725,KIAA0556
C12orf45,544.0344827586207,C12orf45
CDR2L,1398.0,CDR2L
MCEMP1,504.46153846153845,MCEMP1
NXPH3,942.6,NXPH3
CAPZA2,415.6415094339623,CAPZA2
SMARCD2,1172.662162162162,SMARCD2
GRIN3B,3132.0,GRIN3B
ACAT1,691.6,ACAT1
RASSF5,972.9310344827586,RASSF5
LINC02203,951.0,LINC02203
AMZ1,1218.6923076923074,AMZ1
ENGASE,1272.5135135135135,ENGASE
ZNF235,1011.5,ZNF235
CDK12,3587.5510204081634,CDK12
MTMR12,1729.3636363636365,MTMR12
OR2A2,957.0,OR2A2
AC139530.1,264.0,AC139530.1
AC017083.3,996.0,AC017083.3
ETFA,554.1382113821138,ETFA
ITGBL1,1194.8360655737704,ITGBL1
IBA57,1071.0,IBA57
ACAP1,1542.3714285714286,ACAP1
LAT,659.5714285714286,LAT
TPRX1,1355.3333333333333,TPRX1
B3GALNT2,1059.923076923077,B3GALNT2
RBMX,654.1333333333333,RBMX
SEPT5,925.7619047619047,SEPT5
BAHCC1,7875.160714285716,BAHCC1
ARHGAP10,1956.1944444444446,ARHGAP10
THBS4,2749.5,THBS4
SETD3,728.4375,SETD3
DNAJC28,1167.0,DNAJC28
RTN3,1538.75,RTN3
SLC22A18,1160.0561797752812,SLC22A18
OXER1,1272.0,OXER1
EP300,5861.358974358975,EP300
GOLT1A,399.0,GOLT1A
UCMA,387.66666666666674,UCMA
NCKAP5,3325.4891304347825,NCKAP5
XPA,807.4615384615386,XPA
TTC30A,1998.0,TTC30A
C3orf38,706.5,C3orf38
P2RX6,692.031746031746,P2RX6
ARCN1,1280.6052631578948,ARCN1
GABRB3,1067.2450980392157,GABRB3
RIMS4,811.5,RIMS4
AARD,468.0,AARD
SYNJ2,3411.943925233645,SYNJ2
NEXMIF,3693.8,NEXMIF
PRAME,1029.5257731958764,PRAME
CABP2,492.92307692307685,CABP2
CCDC126,394.5625,CCDC126
HDGFL2,1235.3076923076926,HDGFL2
NFATC3,2489.7073170731705,NFATC3
CT45A2,570.0,CT45A2
RNF32,837.027397260274,RNF32
C13orf46,639.0,C13orf46
RPS2,569.4545454545455,RPS2
AC067968.1,1797.0,AC067968.1
CCS,698.5714285714287,CCS
ZNF763,734.4375,ZNF763
WDR47,2282.6222222222227,WDR47
RBPMS2,463.5,RBPMS2
TM4SF20,474.33333333333326,TM4SF20
OTUD7A,1412.96,OTUD7A
TMED7-TICAM2,891.0,TMED7-TICAM2
IFIT5,1449.0,IFIT5
TRPM2,4109.8,TRPM2
GJB4,801.0,GJB4
GBE1,2047.5,GBE1
FZD7,1725.0,FZD7
HIST1H2AD,393.0,HIST1H2AD
TENT5C,1176.0,TENT5C
PRPF3,2052.0,PRPF3
ATG4B,683.1445783132531,ATG4B
GTF2H2,706.9377990430623,GTF2H2
C1GALT1C1L,948.0,C1GALT1C1L
AC243547.3,131.0,AC243547.3
AC069444.2,2304.0,AC069444.2
RPL17-C18orf32,602.7272727272727,RPL17-C18orf32
PREP,1916.5882352941173,PREP
ASIC5,1518.0,ASIC5
RHOXF2,867.0,RHOXF2
CRAT,684.76,CRAT
GGA1,1051.2313432835824,GGA1
PRRC2B,3850.659090909091,PRRC2B
ATG4C,1002.0,ATG4C
RBCK1,983.7356321839079,RBCK1
TEX43,405.0,TEX43
RAMP2,374.15789473684214,RAMP2
GJA3,1308.0,GJA3
TASOR2,6089.140350877194,TASOR2
PTBP3,1461.9875,PTBP3
ERO1B,965.0740740740739,ERO1B
PDGFC,506.7037037037037,PDGFC
HSPA4,2019.8135593220334,HSPA4
GTSF1L,397.0,GTSF1L
POMZP3,496.71428571428567,POMZP3
WFDC11,264.0,WFDC11
SP8,1459.5,SP8
TMEM74B,585.6,TMEM74B
NKX6-2,834.0,NKX6-2
MAP4K3,2163.756097560976,MAP4K3
HIST1H2BI,381.0,HIST1H2BI
BLMH,737.7777777777777,BLMH
C11orf45,438.0,C11orf45
MXRA7,339.2068965517241,MXRA7
FOLR1,774.0,FOLR1
TNFRSF1A,728.2222222222223,TNFRSF1A
WDFY3,7995.404255319149,WDFY3
GALNS,604.3269230769231,GALNS
CPOX,1060.6363636363637,CPOX
NR4A3,1804.551724137931,NR4A3
ELP5,711.4666666666667,ELP5
PIRT,414.0,PIRT
LRRC37A3,2625.171052631579,LRRC37A3
AC108488.2,861.0,AC108488.2
DHRS1,788.7692307692308,DHRS1
MT-CO3,784.0,MT-CO3
SAMD14,1181.4545454545455,SAMD14
LRIG3,2538.846153846154,LRIG3
TXNDC17,287.8,TXNDC17
JAK2,2711.4772727272725,JAK2
OOSP4A,555.0,OOSP4A
TAF11L2,597.0,TAF11L2
IL9,435.0,IL9
UBE2M,362.05882352941177,UBE2M
VOPP1,353.59375,VOPP1
AL163195.3,273.0,AL163195.3
WDR13,886.5135135135135,WDR13
VWC2,978.0,VWC2
OR4C3,738.0,OR4C3
STX3,674.296875,STX3
SHISA8,958.0,SHISA8
AC015802.6,852.0,AC015802.6
TMEM45A,781.3684210526317,TMEM45A
CAPNS2,747.0,CAPNS2
HIST1H4L,312.0,HIST1H4L
ZNF839,1599.609375,ZNF839
C5orf58,152.0625,C5orf58
CCNA2,1299.0,CCNA2
STX6,638.1428571428571,STX6
CYP2C8,994.5217391304348,CYP2C8
KIAA0355,1565.2580645161293,KIAA0355
CLEC10A,824.6578947368422,CLEC10A
NBPF11,2318.072727272727,NBPF11
ERBB4,3401.2,ERBB4
AGBL2,1774.784090909091,AGBL2
F2RL3,750.0,F2RL3
AC256309.2,378.0,AC256309.2
FIBP,808.8823529411765,FIBP
ANKRD30BL,765.6923076923077,ANKRD30BL
UBP1,1338.048387096774,UBP1
ELF1,1383.1621621621618,ELF1
ADGRF5,4041.0,ADGRF5
TOPAZ1,5079.0,TOPAZ1
KLB,3135.0,KLB
SERPINB8,737.7450980392157,SERPINB8
MEOX1,553.9090909090909,MEOX1
RALGPS1,1258.3125,RALGPS1
TAS1R3,2559.0,TAS1R3
SLC25A42,957.0,SLC25A42
HIPK3,3500.8059701492543,HIPK3
KIAA1841,1770.0,KIAA1841
BRINP2,2352.0,BRINP2
AC114490.3,168.0,AC114490.3
OR10V1,930.0,OR10V1
CPED1,1955.4719101123599,CPED1
CD2AP,1920.0,CD2AP
G6PC3,477.09677419354836,G6PC3
NT5E,1221.6666666666667,NT5E
LIN7A,487.8571428571428,LIN7A
MAGEB18,1032.0,MAGEB18
ANXA6,1185.037037037037,ANXA6
ZNF585B,701.7297297297298,ZNF585B
AC008878.1,144.0,AC008878.1
WDR61,660.8714285714286,WDR61
ZNF606,925.8235294117646,ZNF606
HRNR,8553.0,HRNR
SNAI2,537.5,SNAI2
DEFA6,303.0,DEFA6
TMEM131L,4423.471153846154,TMEM131L
HEATR3,2043.0,HEATR3
FOXO3B,573.25,FOXO3B
ARSI,1083.6666666666667,ARSI
GPR137C,1083.95,GPR137C
MREG,488.16,MREG
MTHFD1,2340.9954128440368,MTHFD1
WT1,1126.6976744186047,WT1
AC275455.2,375.0,AC275455.2
NDUFC2,294.92307692307685,NDUFC2
SGCD,727.9090909090909,SGCD
FOXP2,1461.6858974358975,FOXP2
DTNB,1464.8241206030152,DTNB
PSMA1,636.578947368421,PSMA1
SLC30A4,1290.0,SLC30A4
CD70,458.0,CD70
SLC24A1,3056.254545454545,SLC24A1
TRPC6,2616.5,TRPC6
SPANXB1,312.0,SPANXB1
TTC39A,1215.6121212121209,TTC39A
CAV2,404.1428571428572,CAV2
KCND2,1273.4545454545455,KCND2
TRPM5,3500.25,TRPM5
CPT1A,1944.3777777777775,CPT1A
CR753842.1,671.0,CR753842.1
PLEKHF1,577.5,PLEKHF1
BICDL2,1424.921052631579,BICDL2
ARHGAP19,1233.6792452830189,ARHGAP19
KDM6A,3454.637681159421,KDM6A
DMRT2,1009.6451612903226,DMRT2
OR52D1,957.0,OR52D1
CYP19A1,958.4509803921567,CYP19A1
ARHGEF3,1098.7358490566037,ARHGEF3
SRRM5,2148.0,SRRM5
FOXD3,1437.0,FOXD3
LPAR3,1062.0,LPAR3
KDM1A,2434.846153846154,KDM1A
RNASEH1,409.71428571428567,RNASEH1
VRK1,854.2962962962962,VRK1
ZDHHC8,2038.4857142857145,ZDHHC8
HIGD2A,321.0,HIGD2A
ZNF780A,1057.676923076923,ZNF780A
SEMA4B,1213.0731707317073,SEMA4B
CLN6,490.6020408163265,CLN6
ZFP1,694.3636363636364,ZFP1
OR5H14,933.0,OR5H14
PRSS1,687.4285714285713,PRSS1
ZNF404,1657.8,ZNF404
AC005943.1,171.0,AC005943.1
CCDC130,923.0263157894735,CCDC130
TSEN2,1189.2777777777776,TSEN2
CCDC22,1884.0,CCDC22
MPV17L2,621.0,MPV17L2
LRRC73,951.0,LRRC73
PSD,2567.892857142857,PSD
CA13,789.0,CA13
SMIM41,282.0,SMIM41
PLD4,1299.857142857143,PLD4
CISD1,327.0,CISD1
CMIP,1933.5140186915887,CMIP
ACTR1A,957.2068965517243,ACTR1A
RWDD4,339.8666666666667,RWDD4
RAB11FIP2,1571.7272727272727,RAB11FIP2
LSM2,288.0,LSM2
OR8A1,942.75,OR8A1
RAB11B,409.375,RAB11B
KCNB1,1351.4,KCNB1
SLC22A12,1382.0425531914893,SLC22A12
KRTAP10-7,1113.0,KRTAP10-7
ARPIN,518.7142857142857,ARPIN
GPD2,1772.719298245614,GPD2
TBXAS1,1310.4563758389259,TBXAS1
SGO2,2089.157894736842,SGO2
FAM243B,756.0,FAM243B
YES1,1637.0,YES1
CYP4X1,1530.0,CYP4X1
CTAGE9,2334.0,CTAGE9
IFNA8,570.0,IFNA8
PDE3B,3262.5,PDE3B
ODF2,1996.9387755102039,ODF2
FUBP3,887.4,FUBP3
OTOGL,5829.0088888888895,OTOGL
NMNAT3,573.1851851851852,NMNAT3
SF3B5,261.0,SF3B5
CEP295NL,981.5,CEP295NL
EIF4EBP2,363.0,EIF4EBP2
MT3,273.75,MT3
CLASP1,4254.221428571429,CLASP1
PLG,1798.7857142857142,PLG
SATB1,1319.9027777777776,SATB1
TNRC6B,4025.70796460177,TNRC6B
HIST1H2BC,381.0,HIST1H2BC
LRATD1,879.0,LRATD1
AL662899.1,192.0,AL662899.1
TIFAB,486.0,TIFAB
PEG10,1495.333333333333,PEG10
NDUFA11,503.7272727272728,NDUFA11
BIRC7,806.0,BIRC7
BTN3A3,998.0384615384617,BTN3A3
MANBAL,240.6,MANBAL
TAFA4,275.3529411764706,TAFA4
PIK3CA,2856.31914893617,PIK3CA
GTF2H1,1186.2173913043478,GTF2H1
ZNF320,577.90625,ZNF320
CASP8,1015.4257425742577,CASP8
CLDN6,459.375,CLDN6
USF1,641.6153846153846,USF1
UBL3,354.0,UBL3
AOC3,951.9615384615383,AOC3
IQCA1,2226.7865168539324,IQCA1
PKP2,2411.9310344827586,PKP2
LYSMD4,648.3636363636364,LYSMD4
DFFA,775.6875,DFFA
TPSAB1,785.4,TPSAB1
SLC17A5,1488.0,SLC17A5
FA2H,729.3333333333335,FA2H
EFHC2,2250.0,EFHC2
TLE7,1326.0,TLE7
FANCL,887.3595505617978,FANCL
FGB,916.421052631579,FGB
LPCAT2,1278.6666666666667,LPCAT2
DOK7,1133.8846153846155,DOK7
MOSPD1,592.3125,MOSPD1
TBC1D3L,1650.0,TBC1D3L
ZNF395,1087.3061224489797,ZNF395
USP43,3068.638297872341,USP43
KIFAP3,2256.225,KIFAP3
AC008575.1,284.0,AC008575.1
TFR2,1690.0895522388062,TFR2
LENEP,186.0,LENEP
AC112128.1,2568.0,AC112128.1
RALBP1,1384.090909090909,RALBP1
INHBA,1281.0,INHBA
FKBP5,1277.1951219512196,FKBP5
TEX22,296.4,TEX22
DUXA,615.0,DUXA
NBPF14,5367.177777777778,NBPF14
KP420441.2,857.3,KP420441.2
ZBTB46,1641.5454545454545,ZBTB46
PRAMEF26,1437.0,PRAMEF26
TACO1,894.0,TACO1
IFT172,2827.1565217391303,IFT172
LTB4R2,883.5,LTB4R2
LBX1,846.0,LBX1
C12orf40,1482.6976744186047,C12orf40
RAMP1,396.23076923076917,RAMP1
HELLS,2054.5238095238096,HELLS
RBMY1J,1491.0,RBMY1J
MT-ND4,1378.0,MT-ND4
NOP58,1037.142857142857,NOP58
PRR23C,789.0,PRR23C
FANCM,4582.640449438202,FANCM
FTCD,1438.86,FTCD
TNKS,3412.7952755905512,TNKS
RBM17,935.265306122449,RBM17
TEX101,780.8571428571429,TEX101
NACA2,648.0,NACA2
CYP3A43,878.4444444444445,CYP3A43
GTF2IRD2B,1906.9642857142856,GTF2IRD2B
CD274,715.1538461538463,CD274
DXO,1136.1439393939395,DXO
TMEM140,558.0,TMEM140
GALNT3,1022.3255813953488,GALNT3
RARS2,1446.888888888889,RARS2
RSKR,749.0645161290323,RSKR
ZNF331,967.9090909090908,ZNF331
AC171558.5,739.6666666666665,AC171558.5
PIAS3,1543.1052631578948,PIAS3
ZCCHC17,647.5,ZCCHC17
TTF2,2943.107142857143,TTF2
AVPR1B,1275.0,AVPR1B
COMMD7,461.8823529411765,COMMD7
PRLH,264.0,PRLH
AC008763.2,160.0,AC008763.2
SFXN4,646.9142857142857,SFXN4
MICU1,1144.938775510204,MICU1
DZANK1,1372.0,DZANK1
ERG28,423.0,ERG28
TAF4B,2339.282608695652,TAF4B
CCDC87,2550.0,CCDC87
MAK,1766.1857142857143,MAK
MXD3,606.5454545454545,MXD3
PWWP2A,812.8636363636364,PWWP2A
RETSAT,1162.945945945946,RETSAT
SELENBP1,775.2110091743118,SELENBP1
GORASP2,477.4411764705882,GORASP2
GOLGA6L1,2007.0,GOLGA6L1
SMC1A,2980.5151515151515,SMC1A
LRP2BP,924.4827586206897,LRP2BP
GRXCR2,515.5714285714286,GRXCR2
HCN2,2670.0,HCN2
TET1,6411.0,TET1
DPEP1,1054.4,DPEP1
RTN4RL2,820.0,RTN4RL2
CSGALNACT1,1112.8,CSGALNACT1
TBC1D30,1477.3902439024394,TBC1D30
PPP2CA,666.4285714285714,PPP2CA
PDK1,951.7301587301587,PDK1
B9D2,373.0,B9D2
KCNIP1,630.5070422535211,KCNIP1
NEURL1B,1278.4615384615386,NEURL1B
PRR36,2433.5,PRR36
TNK2,2807.421052631579,TNK2
SDS,765.3529411764706,SDS
ELFN2,2463.0,ELFN2
HOOK2,1226.6153846153845,HOOK2
F3,810.2727272727273,F3
MTDH,1180.3589743589744,MTDH
HIST1H3C,411.0,HIST1H3C
ZBTB32,1041.1304347826087,ZBTB32
UGT2B28,1357.2,UGT2B28
PAQR5,891.0,PAQR5
CYP2U1,1269.25,CYP2U1
MT1M,194.4,MT1M
COL14A1,3572.8030303030305,COL14A1
CTNNA3,1865.1724137931037,CTNNA3
UBE2W,416.85454545454553,UBE2W
C1orf198,672.1818181818181,C1orf198
ALX1,981.0,ALX1
AC008687.4,1005.0,AC008687.4
S100A1,263.76923076923083,S100A1
GFER,460.0,GFER
SPSB2,612.3333333333334,SPSB2
RNF168,1095.5454545454545,RNF168
WDR31,836.5882352941177,WDR31
FBH1,3125.9076923076923,FBH1
ZC3H7A,1791.4770642201834,ZC3H7A
RNF186,684.0,RNF186
TNP1,168.0,TNP1
FOLR3,500.7826086956522,FOLR3
SPRED2,898.4193548387095,SPRED2
FBP1,863.5384615384614,FBP1
PSMD4,798.5128205128206,PSMD4
LY86,489.0,LY86
PALB2,2240.9189189189187,PALB2
FAM221A,612.7297297297298,FAM221A
NKX2-4,1065.0,NKX2-4
SEMA7A,1818.658536585366,SEMA7A
CLDND2,460.0,CLDND2
EMID1,1031.442857142857,EMID1
MYO1C,2913.777777777778,MYO1C
OR6B2,939.0,OR6B2
TNFRSF18,681.5,TNFRSF18
ACAT2,1194.0,ACAT2
BX248413.1,414.0,BX248413.1
LAMP1,1254.0,LAMP1
ERF,933.8,ERF
ZNF536,2417.8125,ZNF536
OR2G3,930.0,OR2G3
COL4A6,5036.955390334572,COL4A6
SCARF1,1496.5471698113208,SCARF1
LIN28B,711.4,LIN28B
AGAP4,1753.2631578947367,AGAP4
CDK9,958.2,CDK9
GPR83,1218.0,GPR83
CALCOCO1,1298.5576923076926,CALCOCO1
HGS,1174.4666666666667,HGS
LRRC75A,865.2857142857142,LRRC75A
TSC22D1,842.5454545454545,TSC22D1
GUCA1A,611.25,GUCA1A
EXOC5,1519.7922077922076,EXOC5
RIPPLY2,312.42857142857144,RIPPLY2
AC092824.3,372.0,AC092824.3
BCCIP,932.7272727272727,BCCIP
RPS6KA3,1852.8220064724921,RPS6KA3
PKIA,231.0,PKIA
TMEM63C,1284.94,TMEM63C
NAE1,983.0965517241381,NAE1
KNCN,345.42857142857144,KNCN
WFDC8,726.0,WFDC8
SAT2,288.9130434782609,SAT2
USE1,466.4038461538461,USE1
SLC35D2,612.0425531914892,SLC35D2
OVCA2,684.0,OVCA2
SPAG11B,283.3157894736842,SPAG11B
NDUFAF6,455.1074380165289,NDUFAF6
CNOT8,513.1441441441441,CNOT8
PFDN2,465.0,PFDN2
ICK,1899.0,ICK
PAGE3,342.0,PAGE3
AL162417.1,2958.0,AL162417.1
SULF1,2090.536231884058,SULF1
CHRNB4,646.695652173913,CHRNB4
SNCA,375.15625,SNCA
ANKDD1A,1107.1739130434785,ANKDD1A
C1QTNF7,670.0,C1QTNF7
SPPL2A,1204.0625,SPPL2A
TRIM34,1467.0,TRIM34
SUPT6H,4752.109756097561,SUPT6H
PLEKHG4,2351.985401459854,PLEKHG4
SPG7,1319.429712460064,SPG7
PRAMEF8,1425.0,PRAMEF8
CPQ,780.1304347826087,CPQ
C20orf27,526.1428571428571,C20orf27
AL591806.3,158.7,AL591806.3
DUSP6,788.6666666666665,DUSP6
PPP1R14D,529.6666666666666,PPP1R14D
GIMAP6,719.0,GIMAP6
TMEM120A,829.242857142857,TMEM120A
CLHC1,1148.1090909090908,CLHC1
NMRK1,529.1470588235294,NMRK1
MKRN1,646.0588235294118,MKRN1
IFT81,1663.4186046511627,IFT81
ZNF346,714.75,ZNF346
ALMS1,6967.984,ALMS1
PPP4R1,1262.8396226415093,PPP4R1
TMIE,369.0,TMIE
PRRT1B,792.0,PRRT1B
PKN1,1858.6410256410254,PKN1
FBXO8,741.0,FBXO8
AL513165.2,195.0,AL513165.2
TMEM44,925.05,TMEM44
PRMT3,888.6,PRMT3
PIKFYVE,3420.6984126984125,PIKFYVE
FAM153CP,435.0,FAM153CP
KANSL3,1259.9577464788733,KANSL3
CGB3,498.0,CGB3
SYCE1,925.7560975609756,SYCE1
PMEL,1475.9183673469388,PMEL
ME3,1353.2162162162165,ME3
CFAP58,2284.714285714286,CFAP58
FADD,627.0,FADD
TM2D3,496.79487179487177,TM2D3
PRSS38,981.0,PRSS38
CALY,516.4285714285714,CALY
GBP4,1923.0,GBP4
MESD,586.578947368421,MESD
OR4K13,915.0,OR4K13
UBD,498.0,UBD
PATE1,365.0,PATE1
ABCD2,2223.0,ABCD2
CPSF3,1805.4146341463413,CPSF3
GREB1,3942.2,GREB1
HLA-DMB,605.4251497005988,HLA-DMB
ZNF605,1972.5,ZNF605
PSIP1,1262.1818181818182,PSIP1
COQ5,651.2258064516128,COQ5
NRARP,345.0,NRARP
TRIM6,1142.4626865671644,TRIM6
ACADL,1293.0,ACADL
PRSS22,845.525,PRSS22
ARPP21,977.4042553191487,ARPP21
URGCP,1633.15,URGCP
VN1R2,1188.0,VN1R2
ZNF461,766.25,ZNF461
HIST1H2BH,381.0,HIST1H2BH
DAZ2,1551.8307692307694,DAZ2
TNFRSF12A,342.7,TNFRSF12A
AC010616.2,3033.0,AC010616.2
PLEK,1053.0,PLEK
ARRDC4,1257.0,ARRDC4
LIX1L,1014.0,LIX1L
SPRR2B,219.0,SPRR2B
GCLM,794.5384615384614,GCLM
BICDL1,994.5357142857144,BICDL1
C16orf46,911.4545454545456,C16orf46
RNF227,422.4,RNF227
HSFX1,1272.0,HSFX1
MUC16,20932.104166666668,MUC16
OR2A5,936.0,OR2A5
SMYD3,804.8541666666665,SMYD3
ABCB9,1628.7397260273972,ABCB9
ADCK1,1039.0232558139535,ADCK1
ZNF714,635.9534883720929,ZNF714
SCYGR5,258.0,SCYGR5
ST6GALNAC1,812.1219512195122,ST6GALNAC1
ZNF891,1643.0,ZNF891
CMTM6,552.0,CMTM6
KIAA0319L,2013.15,KIAA0319L
CLEC17A,885.9444444444445,CLEC17A
ALKAL1,366.0,ALKAL1
KRTAP9-7,510.0,KRTAP9-7
WIPF3,1452.0,WIPF3
ADCY4,2221.955555555556,ADCY4
DOK2,737.4705882352941,DOK2
SCRN3,700.1428571428571,SCRN3
ATP6V1FNB,531.0,ATP6V1FNB
DLG4,1766.2111111111112,DLG4
MARCH6,2254.0408163265306,MARCH6
HIST2H2BE,381.0,HIST2H2BE
WFDC3,577.2380952380953,WFDC3
WBP11,1166.75,WBP11
MTUS2,2965.085106382979,MTUS2
EFCAB1,405.1875,EFCAB1
KRT75,1656.0,KRT75
MMS22L,2435.1111111111113,MMS22L
TOMM40,913.9230769230768,TOMM40
ZNF330,492.54,ZNF330
SCML4,875.3888888888888,SCML4
PRKCZ,756.3076923076923,PRKCZ
STMN1,436.3103448275862,STMN1
IGF1,479.03571428571433,IGF1
CCR10,587.3333333333334,CCR10
CPEB1,1394.1322957198443,CPEB1
NPAP1,3471.0,NPAP1
PUS3,940.875,PUS3
ALDH3A1,1114.847058823529,ALDH3A1
SMAD1,939.6,SMAD1
ASF1B,391.2352941176471,ASF1B
ZNF354A,836.7857142857142,ZNF354A
PHLPP1,3963.652173913044,PHLPP1
EZHIP,1512.0,EZHIP
FIGLA,660.0,FIGLA
MAEA,873.1348314606741,MAEA
RRP1,875.4545454545455,RRP1
CARM1,1036.4235294117648,CARM1
AL136295.5,3219.0,AL136295.5
UTP23,342.6,UTP23
DNLZ,463.8,DNLZ
IRX1,1443.0,IRX1
TAF11L12,594.0,TAF11L12
USP32,2963.7413793103447,USP32
GIPC2,948.0,GIPC2
NANOGNB,538.5,NANOGNB
TCOF1,3811.986666666666,TCOF1
APOBEC3A,600.0,APOBEC3A
PLBD2,1492.2222222222224,PLBD2
WBP1L,863.25,WBP1L
SOSTDC1,672.4285714285714,SOSTDC1
PDZK1,1336.3548387096773,PDZK1
ITPR3,8016.0,ITPR3
RNF8,776.236842105263,RNF8
GDPD5,1109.8050847457628,GDPD5
KCNK15,993.0,KCNK15
C10orf113,354.0,C10orf113
RNF169,1655.0,RNF169
APOB,9551.021739130434,APOB
SLC6A3,1863.0,SLC6A3
SAMHD1,1071.9118942731277,SAMHD1
LGALS4,628.625,LGALS4
ARPP19,321.6976744186046,ARPP19
OR1A1,930.0,OR1A1
EIF4A3,1216.75,EIF4A3
RACK1,603.231884057971,RACK1
MYOZ1,900.0,MYOZ1
TMEM117,850.9285714285713,TMEM117
PHC2,2058.3571428571427,PHC2
MYOG,675.0,MYOG
TTC26,1248.0550458715595,TTC26
KLHDC7B,2746.5,KLHDC7B
DLG2,2102.90490797546,DLG2
PTPN11,1381.877192982456,PTPN11
FN1,6638.169042769859,FN1
AC092647.5,678.0,AC092647.5
ATG101,507.8571428571428,ATG101
CACNG1,669.0,CACNG1
TAS2R10,924.0,TAS2R10
ARAP1,3327.9958847736625,ARAP1
SLURP2,279.0,SLURP2
PRRX1,669.25,PRRX1
CRK,734.0,CRK
SLC26A8,2288.435897435897,SLC26A8
MT1B,199.5,MT1B
GRAMD1B,1941.622549019608,GRAMD1B
TTLL7,1936.7586206896551,TTLL7
DNALI1,810.0,DNALI1
KRT79,1381.090909090909,KRT79
ZSCAN10,1297.0882352941173,ZSCAN10
SEPT9,1002.402390438247,SEPT9
TTC25,1172.4375,TTC25
USHBP1,1202.7118644067796,USHBP1
AL359736.1,3318.0,AL359736.1
LAMTOR2,380.7272727272728,LAMTOR2
MRGPRX1,752.3333333333335,MRGPRX1
SCUBE3,2982.0,SCUBE3
LIMS2,835.3627450980392,LIMS2
XKR8,1188.0,XKR8
FTO,1070.4308943089432,FTO
USP27X,1317.0,USP27X
TMX2,481.3404255319149,TMX2
MAGT1,993.529411764706,MAGT1
AC245033.1,1203.0,AC245033.1
ZNF486,889.5,ZNF486
LIMS1,880.5679012345679,LIMS1
PRSS33,723.190476190476,PRSS33
C8orf33,707.90625,C8orf33
ECHDC2,477.7272727272728,ECHDC2
VCAN,5398.734939759036,VCAN
CENPH,595.8064516129032,CENPH
FNDC1,5535.136363636364,FNDC1
GALNTL6,1569.7714285714285,GALNTL6
SEMA3C,1531.6909090909091,SEMA3C
AC026464.3,468.0,AC026464.3
FAM76A,853.5818181818182,FAM76A
LLGL1,3182.744680851064,LLGL1
AC253572.1,825.0,AC253572.1
TLCD2,795.0,TLCD2
S100A7A,306.0,S100A7A
PSMC2,1006.5405405405403,PSMC2
BIVM-ERCC5,3660.1746031746034,BIVM-ERCC5
ARMS2,324.0,ARMS2
TEAD2,1128.1954022988505,TEAD2
RUNX1T1,1115.3591549295777,RUNX1T1
MARK4,1207.536231884058,MARK4
OR2A14,930.6,OR2A14
NOCT,900.0,NOCT
SLC25A38,706.0196078431372,SLC25A38
ZFAND6,504.84297520661164,ZFAND6
CTCFL,1646.6511627906975,CTCFL
HYPM,354.0,HYPM
ZMAT3,910.8518518518518,ZMAT3
PYM1,319.29411764705884,PYM1
PHACTR2,1589.24,PHACTR2
UGT1A3,1605.0,UGT1A3
RPL14,457.5,RPL14
NOL10,1833.6857142857143,NOL10
INTU,1546.4333333333334,INTU
RPP25L,492.0,RPP25L
KCNK16,828.1111111111112,KCNK16
ROPN1L,693.0,ROPN1L
HBB,328.53333333333336,HBB
DNASE1L2,859.125,DNASE1L2
ZNF44,1258.7560975609756,ZNF44
IPPK,1202.6666666666667,IPPK
PRXL2C,541.25,PRXL2C
VMA21,400.28571428571433,VMA21
SLC12A5,1731.0148148148148,SLC12A5
HAO2,987.1612903225806,HAO2
TFAP2D,1359.0,TFAP2D
APCS,672.0,APCS
WNT7B,812.6842105263157,WNT7B
DUSP26,596.2,DUSP26
CLEC2B,390.8571428571428,CLEC2B
CLPP,500.82608695652175,CLPP
TRIM11,1005.7391304347825,TRIM11
