Genes,Average No. of Exons per Transcript,Norm_Symbol
CATSPER4,9.666666666666666,CATSPER4
CATSPER3,5.5,CATSPER3
SHPK,7.0,SHPK
GZMK,3.5,GZMK
ZNF829,5.666666666666668,ZNF829
AC027796.3,14.0,AC027796.3
PCBD2,5.0,PCBD2
ALKBH8,9.571428571428571,ALKBH8
HORMAD2,8.75,HORMAD2
TRPV1,14.1,TRPV1
LGALS9C,6.466666666666668,LGALS9C
TEX101,6.666666666666668,TEX101
ZNF345,3.3125,ZNF345
SHF,4.727272727272728,SHF
GPI,7.7142857142857135,GPI
TSHB,2.5,TSHB
SLC22A5,6.5555555555555545,SLC22A5
TUBGCP5,8.68,TUBGCP5
AHCY,6.5,AHCY
KCNG2,2.0,KCNG2
JPH2,4.0,JPH2
HLA-DRB4,6.0,HLA-DRB4
RGS17,4.5,RGS17
AKIP1,4.545454545454546,AKIP1
MTMR3,10.166666666666666,MTMR3
ALOX15B,13.2,ALOX15B
ZNF790,4.875,ZNF790
HDAC3,5.8125,HDAC3
SLC25A31,6.0,SLC25A31
STX5,8.75,STX5
NFIX,7.857142857142858,NFIX
GMEB2,9.0,GMEB2
ASIP,3.5,ASIP
NAMPT,4.6923076923076925,NAMPT
ARRB1,7.416666666666668,ARRB1
ALDH3A2,6.0,ALDH3A2
F7,6.0,F7
DUOX2,17.8,DUOX2
ANXA9,9.5,ANXA9
DMRT2,4.111111111111111,DMRT2
C11orf1,4.0,C11orf1
AC008878.1,2.5,AC008878.1
PAGE2B,5.0,PAGE2B
MBLAC1,2.0,MBLAC1
MINDY1,8.714285714285714,MINDY1
SYT7,10.2,SYT7
ZNF358,2.0,ZNF358
TEX45,3.4285714285714284,TEX45
AL109827.1,7.666666666666668,AL109827.1
MRPS7,4.285714285714286,MRPS7
PAGE2,4.333333333333333,PAGE2
STOML3,7.5,STOML3
FDXACB1,4.333333333333333,FDXACB1
NFS1,7.7142857142857135,NFS1
PRAMEF13,3.0,PRAMEF13
BMF,3.6,BMF
CRX,2.8571428571428568,CRX
RGS11,12.125,RGS11
ARMC5,5.5,ARMC5
DIAPH1,12.666666666666664,DIAPH1
AP001781.2,9.333333333333334,AP001781.2
SLITRK1,1.0,SLITRK1
PEX11G,5.25,PEX11G
ARMT1,4.25,ARMT1
C11orf16,5.0,C11orf16
DHX36,7.3809523809523805,DHX36
LRPPRC,10.888888888888891,LRPPRC
S100A3,3.0,S100A3
TMEM35A,2.0,TMEM35A
ALG9,8.117647058823529,ALG9
GGA3,8.916666666666666,GGA3
TRMT2B,10.666666666666666,TRMT2B
UBA1,11.444444444444445,UBA1
S100A4,3.0,S100A4
MISP,4.0,MISP
TMPRSS6,13.0,TMPRSS6
AFF2,17.4,AFF2
PROSER1,5.0,PROSER1
CTSB,6.151515151515151,CTSB
FNTB,6.0,FNTB
TMEM191C,6.2857142857142865,TMEM191C
LIPG,5.428571428571429,LIPG
NEIL3,7.0,NEIL3
ID1,1.5,ID1
MCUB,4.8,MCUB
XG,7.333333333333332,XG
ETV2,6.0,ETV2
CNPPD1,8.25,CNPPD1
TMEM92,5.0,TMEM92
RAB15,6.9,RAB15
CASP6,4.25,CASP6
TNNI3,4.9,TNNI3
TCOF1,17.368421052631582,TCOF1
LTK,15.833333333333336,LTK
SLC37A2,12.5,SLC37A2
CCDC71L,2.0,CCDC71L
CALM1,4.526315789473684,CALM1
NUMBL,6.0,NUMBL
SULT2A1,6.0,SULT2A1
ZNF385B,6.153846153846153,ZNF385B
AC004687.2,13.0,AC004687.2
PRAMEF15,4.0,PRAMEF15
ATRAID,4.75,ATRAID
RNF43,7.25,RNF43
CCDC170,5.666666666666668,CCDC170
LYPD3,3.5,LYPD3
TINAG,6.5,TINAG
ADAMTS1,4.666666666666667,ADAMTS1
PRAMEF14,3.0,PRAMEF14
ZSCAN10,4.2,ZSCAN10
DCXR,5.333333333333333,DCXR
BTBD6,4.0,BTBD6
MAX,4.25,MAX
HLA-DRB1,5.090909090909091,HLA-DRB1
ELMOD1,6.7142857142857135,ELMOD1
RETREG2,5.5,RETREG2
ZHX1,3.125,ZHX1
CU639417.1,1.0,CU639417.1
RNASE10,1.5,RNASE10
PCDH11Y,4.285714285714286,PCDH11Y
C4B,10.065573770491802,C4B
HLA-DQA1,4.325581395348837,HLA-DQA1
SPDYE5,7.666666666666668,SPDYE5
EMP2,4.0,EMP2
PACS2,11.071428571428573,PACS2
ROMO1,2.8,ROMO1
C8orf76,3.8571428571428568,C8orf76
DUSP8,6.0,DUSP8
RPL10L,1.0,RPL10L
ZNF266,8.75,ZNF266
NKX6-1,3.0,NKX6-1
SUPT4H1,4.428571428571429,SUPT4H1
CT45A1,4.5,CT45A1
BSPH1,6.0,BSPH1
TEX54,1.0,TEX54
RBAK-RBAKDN,7.0,RBAK-RBAKDN
LDLRAD1,4.75,LDLRAD1
KRTAP5-2,1.0,KRTAP5-2
WDR74,6.470588235294117,WDR74
KRTAP5-1,1.0,KRTAP5-1
TCF20,3.9375,TCF20
RAB18,5.666666666666668,RAB18
EEF2K,12.166666666666664,EEF2K
COX6B1,3.2,COX6B1
AKAP11,13.0,AKAP11
RBAK,4.666666666666667,RBAK
OCIAD2,5.2,OCIAD2
ZHX1-C8orf76,5.0,ZHX1-C8orf76
TSPOAP1,10.363636363636363,TSPOAP1
CPNE1,8.892857142857142,CPNE1
XYLT2,5.571428571428571,XYLT2
SLC5A6,6.611111111111112,SLC5A6
CDS1,8.5,CDS1
KIF1B,24.153846153846153,KIF1B
LSM14A,6.375,LSM14A
F10,6.142857142857142,F10
POLR1A,10.3,POLR1A
UCN3,2.0,UCN3
SCML4,5.090909090909091,SCML4
PRAMEF19,3.0,PRAMEF19
DPYSL3,6.222222222222222,DPYSL3
PRAMEF17,3.0,PRAMEF17
AGA,5.166666666666667,AGA
SH3RF3,10.0,SH3RF3
ATP1B2,6.333333333333332,ATP1B2
DRAM2,6.727272727272728,DRAM2
CDC14A,12.428571428571427,CDC14A
CTTNBP2NL,4.0,CTTNBP2NL
TAF12,5.5,TAF12
VPS11,8.11111111111111,VPS11
LRBA,22.75,LRBA
OSER1,5.0,OSER1
GZMA,5.0,GZMA
KCNK7,2.833333333333333,KCNK7
GPR89B,9.5,GPR89B
AGRN,16.5,AGRN
SPZ1,1.5,SPZ1
RAB42,2.0,RAB42
FGF6,2.333333333333333,FGF6
MIF4GD,5.133333333333334,MIF4GD
GPX2,2.6,GPX2
TEKT5,5.0,TEKT5
ACOT7,8.5,ACOT7
SPATS2,6.173913043478262,SPATS2
GABARAPL1,4.105263157894736,GABARAPL1
LAMB4,16.75,LAMB4
DEPDC7,5.75,DEPDC7
TUBAL3,4.0,TUBAL3
CHURC1-FNTB,9.0,CHURC1-FNTB
HUNK,6.0,HUNK
SLC4A11,12.916666666666664,SLC4A11
C7orf57,7.5,C7orf57
UBE2C,5.125,UBE2C
CENPI,12.8,CENPI
SMIM9,3.0,SMIM9
RNASE9,3.5454545454545454,RNASE9
ARHGAP15,5.0,ARHGAP15
CHURC1,3.375,CHURC1
ZNF735,4.0,ZNF735
LY9,5.090909090909091,LY9
ZNF679,4.5,ZNF679
CST6,3.0,CST6
MRAP2,4.0,MRAP2
CCNYL1,6.875,CCNYL1
CEPT1,6.2727272727272725,CEPT1
H2AFY,5.3,H2AFY
SIK1B,8.5,SIK1B
MAN2B2,12.2,MAN2B2
MOV10,9.529411764705884,MOV10
PRR13,3.5384615384615383,PRR13
PPP2R5E,11.0,PPP2R5E
CT45A3,4.5,CT45A3
IREB2,8.0,IREB2
PCSK5,21.4,PCSK5
PIK3R3,8.142857142857142,PIK3R3
GALNT10,7.1,GALNT10
PREX1,16.25,PREX1
FAM104B,3.2857142857142856,FAM104B
CT45A5,4.5,CT45A5
PHLDB3,6.222222222222222,PHLDB3
FBXO4,4.285714285714286,FBXO4
NPIPA5,7.75,NPIPA5
TLE1,8.333333333333334,TLE1
TNFSF11,6.0,TNFSF11
MDGA2,9.3,MDGA2
STMN3,4.2,STMN3
CNTN6,13.5,CNTN6
PTX4,3.0,PTX4
ZNF729,2.5,ZNF729
KDSR,6.230769230769232,KDSR
POC5,6.2857142857142865,POC5
NDC80,6.0,NDC80
ZNF592,7.5,ZNF592
AL358075.4,10.0,AL358075.4
ELL,7.333333333333332,ELL
MFAP3,3.25,MFAP3
MAP3K12,7.0,MAP3K12
P3R3URF,2.0,P3R3URF
FAM216B,4.0,FAM216B
SMOX,5.416666666666668,SMOX
TSPAN1,5.5555555555555545,TSPAN1
BPTF,11.947368421052632,BPTF
HSPA4L,14.8,HSPA4L
KCNS2,2.0,KCNS2
CD74,5.583333333333332,CD74
TRIM74,5.0,TRIM74
PDE4B,6.666666666666668,PDE4B
CXXC5,2.375,CXXC5
AC140504.1,3.0,AC140504.1
MKX,5.25,MKX
ZNF676,4.2,ZNF676
FAM114A2,6.235294117647059,FAM114A2
RPGRIP1,11.538461538461537,RPGRIP1
BMERB1,4.809523809523808,BMERB1
ARHGAP20,13.833333333333336,ARHGAP20
CEP85,8.125,CEP85
DNAJC3,11.5,DNAJC3
PPIL3,5.6,PPIL3
STK3,5.05,STK3
PXDNL,9.25,PXDNL
ERRFI1,3.2,ERRFI1
CATSPER1,9.0,CATSPER1
PRAMEF20,3.5,PRAMEF20
CT45A6,4.5,CT45A6
LRRC38,2.0,LRRC38
PCBP2,9.192307692307693,PCBP2
C12orf4,7.0,C12orf4
GDAP1L1,4.875,GDAP1L1
CT45A2,4.5,CT45A2
PDLIM7,7.3125,PDLIM7
MARF1,10.966666666666667,MARF1
ARPC5,3.2,ARPC5
ZNF736,3.375,ZNF736
DHX58,6.375,DHX58
CT45A7,4.5,CT45A7
NFAM1,4.5,NFAM1
COX4I2,4.5,COX4I2
GMEB1,9.75,GMEB1
ALOX12B,6.833333333333332,ALOX12B
KLF14,1.0,KLF14
CT45A8,4.5,CT45A8
S100A2,2.8571428571428568,S100A2
ATP5MPL,3.583333333333333,ATP5MPL
FOSL2,3.75,FOSL2
CT45A9,4.5,CT45A9
MTRNR2L10,1.0,MTRNR2L10
PAGE5,5.0,PAGE5
ARL5C,3.6,ARL5C
JAKMIP2,15.5,JAKMIP2
PQLC1,4.928571428571429,PQLC1
PITX1,3.0,PITX1
MAPRE1,7.0,MAPRE1
MYB,14.595238095238097,MYB
FASTK,5.882352941176472,FASTK
CT45A10,4.5,CT45A10
PHF21B,7.083333333333332,PHF21B
KLF17,4.0,KLF17
GYG2,7.777777777777778,GYG2
LHX6,5.75,LHX6
NEFM,3.5,NEFM
EPB41L5,12.9,EPB41L5
NOP14,15.0,NOP14
RFK,3.6666666666666665,RFK
LONRF2,12.0,LONRF2
SAGE1,17.0,SAGE1
MAU2,6.375,MAU2
HIVEP1,5.666666666666668,HIVEP1
USP26,4.333333333333333,USP26
AMPD3,7.9444444444444455,AMPD3
MRPL27,3.571428571428572,MRPL27
BCL2L1,2.333333333333333,BCL2L1
AC010330.1,5.0,AC010330.1
PAGE3,5.0,PAGE3
CLK1,7.0,CLK1
KLF18,2.0,KLF18
SEC22C,5.375,SEC22C
KLRD1,5.2727272727272725,KLRD1
TCP11L1,6.727272727272728,TCP11L1
HYKK,4.5,HYKK
STOML1,5.0,STOML1
ANK2,16.85185185185185,ANK2
MPV17L,4.0,MPV17L
SLC3A1,7.2,SLC3A1
MAGEH1,1.0,MAGEH1
NCL,5.7,NCL
NHLRC3,4.8,NHLRC3
USP3,8.952380952380953,USP3
CABP5,4.0,CABP5
CDH10,7.75,CDH10
NXPE1,6.333333333333332,NXPE1
FES,8.529411764705884,FES
CACNB1,7.75,CACNB1
MKLN1,9.083333333333334,MKLN1
GPX8,3.125,GPX8
GIGYF1,11.0,GIGYF1
PPCDC,3.727272727272727,PPCDC
BNIP2,6.307692307692308,BNIP2
CDC20B,10.6,CDC20B
DOK3,4.307692307692308,DOK3
CSTF3,8.125,CSTF3
TSPAN2,6.5,TSPAN2
LRRC61,3.0,LRRC61
GOLGA8G,13.761904761904766,GOLGA8G
ARMC4,7.166666666666668,ARMC4
SLN,2.333333333333333,SLN
SEPT10,6.642857142857142,SEPT10
RARRES2,5.0,RARRES2
LHFPL6,7.0,LHFPL6
SGCG,8.0,SGCG
UPK1A,8.0,UPK1A
FITM2,2.0,FITM2
NXPE4,6.0,NXPE4
FAM243B,1.0,FAM243B
ACTR3C,4.666666666666667,ACTR3C
SMIM11B,3.8571428571428568,SMIM11B
CBR1,2.8,CBR1
CLPTM1L,7.483870967741934,CLPTM1L
ANAPC10,4.9444444444444455,ANAPC10
PIK3CG,8.4,PIK3CG
ST7L,8.142857142857142,ST7L
ASCL3,1.0,ASCL3
IFT140,11.272727272727273,IFT140
NGF,3.0,NGF
ZBED6CL,3.0,ZBED6CL
GAL3ST3,2.333333333333333,GAL3ST3
GCNT3,3.6,GCNT3
CPSF4L,6.5,CPSF4L
SETD4,7.0588235294117645,SETD4
AL163195.3,3.0,AL163195.3
COG1,6.6,COG1
NOX4,12.8,NOX4
AGK,10.827586206896553,AGK
PPM1B,4.909090909090909,PPM1B
MRFAP1,2.4,MRFAP1
TFDP3,1.0,TFDP3
RNASE11,2.9090909090909087,RNASE11
USP48,9.533333333333333,USP48
GALR3,2.0,GALR3
TNXB,15.82,TNXB
NXPE2,6.0,NXPE2
DUSP10,3.25,DUSP10
NET1,5.833333333333332,NET1
USP51,2.0,USP51
GTF2A2,3.9,GTF2A2
GCNT1,5.0,GCNT1
CPA1,5.777777777777778,CPA1
KIAA1147,9.0,KIAA1147
PLXNA4,15.0,PLXNA4
NKTR,6.7368421052631575,NKTR
AC005747.1,8.421052631578947,AC005747.1
AVL9,7.666666666666668,AVL9
CD33,5.571428571428571,CD33
SLC45A1,6.25,SLC45A1
ALPK2,4.0,ALPK2
ELAVL4,6.157894736842105,ELAVL4
RNASE12,1.0,RNASE12
TSKS,6.333333333333332,TSKS
S100A16,3.0,S100A16
FAM83B,5.0,FAM83B
SSTR2,2.5,SSTR2
SLITRK6,2.333333333333333,SLITRK6
PRUNE2,8.666666666666666,PRUNE2
ATAD2,17.375,ATAD2
FAM104A,3.2857142857142856,FAM104A
MAP3K14,10.0,MAP3K14
FOXR2,1.0,FOXR2
S100A14,4.0,S100A14
TUBB6,3.8571428571428568,TUBB6
ETHE1,5.0,ETHE1
KLHDC1,10.0,KLHDC1
RBM18,5.666666666666668,RBM18
ATF6B,8.65625,ATF6B
TELO2,7.5,TELO2
C17orf80,4.5555555555555545,C17orf80
MAP3K11,4.538461538461538,MAP3K11
WDR89,2.5,WDR89
MRRF,6.25,MRRF
IRF7,6.666666666666668,IRF7
SH3BP1,11.2,SH3BP1
SPATA32,5.666666666666668,SPATA32
ZNF575,3.6,ZNF575
GCM1,6.0,GCM1
SV2C,9.333333333333334,SV2C
PREPL,11.0,PREPL
VANGL1,6.166666666666668,VANGL1
BPIFA2,9.0,BPIFA2
CD52,2.333333333333333,CD52
MAB21L2,1.0,MAB21L2
MPV17L2,3.5,MPV17L2
SLC9A6,13.3125,SLC9A6
NPHP4,14.090909090909092,NPHP4
CWH43,10.2,CWH43
TENM3,9.166666666666666,TENM3
UBXN11,11.1875,UBXN11
FMNL1,9.333333333333334,FMNL1
TNFSF9,3.0,TNFSF9
FBXL22,2.25,FBXL22
RAB3A,3.5,RAB3A
S100A1,3.0,S100A1
CFAP69,11.384615384615385,CFAP69
ARHGEF26,11.0,ARHGEF26
SMIM34B,2.0,SMIM34B
HHIP,5.125,HHIP
ZBTB47,6.5,ZBTB47
KCNE1B,2.75,KCNE1B
SIGLECL1,4.25,SIGLECL1
DRP2,21.6,DRP2
CD244,7.8,CD244
GPC4,9.0,GPC4
TMEM204,3.5,TMEM204
CYP21A2,6.707692307692307,CYP21A2
APOBEC4,2.0,APOBEC4
SPAST,14.047619047619047,SPAST
CEP162,17.857142857142858,CEP162
CHTOP,4.285714285714286,CHTOP
RGL1,18.5,RGL1
SS18L2,3.0,SS18L2
GRID1,11.0,GRID1
MALT1,10.909090909090908,MALT1
IGLON5,8.0,IGLON5
PDXP,2.0,PDXP
ARSD,5.0,ARSD
ITPRID2,10.066666666666666,ITPRID2
Z83844.3,17.0,Z83844.3
CASQ2,7.0,CASQ2
ABCE1,7.7,ABCE1
AFG3L2,6.5,AFG3L2
GLIS3,4.684210526315789,GLIS3
RPAP1,8.916666666666666,RPAP1
YTHDF2,4.111111111111111,YTHDF2
DBF4,7.875,DBF4
PRDM10,15.555555555555555,PRDM10
S100A13,3.6666666666666665,S100A13
FRG2C,4.0,FRG2C
GDPD2,14.6,GDPD2
OR6S1,1.0,OR6S1
EFCAB8,9.0,EFCAB8
AC231656.1,2.0,AC231656.1
MFSD6,4.2,MFSD6
AL163636.2,3.0,AL163636.2
RNASE4,2.0,RNASE4
RPS15,3.8461538461538463,RPS15
KCNIP3,5.857142857142858,KCNIP3
ALOXE3,12.25,ALOXE3
ARHGAP12,12.2,ARHGAP12
SGPP1,3.0,SGPP1
EIF3L,8.266666666666667,EIF3L
SH3BGRL3,2.5,SH3BGRL3
ANG,2.0,ANG
ERICH1,2.8571428571428568,ERICH1
ZNF717,5.428571428571429,ZNF717
LIMK1,10.125,LIMK1
KCNH3,8.2,KCNH3
KCNAB2,9.8125,KCNAB2
FLNB,19.357142857142858,FLNB
SLC25A40,5.5,SLC25A40
R3HDML,5.0,R3HDML
TNNC2,6.5,TNNC2
NEMP2,5.666666666666668,NEMP2
CHCHD5,3.4,CHCHD5
CFLAR,5.56,CFLAR
NR1H3,5.457142857142856,NR1H3
WDR72,12.875,WDR72
ADGRB1,23.66666666666667,ADGRB1
NETO2,5.8,NETO2
LY6E,4.133333333333334,LY6E
TMEM9B,4.4,TMEM9B
WEE2,9.0,WEE2
MCRS1,8.8125,MCRS1
EML6,9.0,EML6
ALPK3,9.0,ALPK3
VSIG10L,8.5,VSIG10L
GPBP1,8.11111111111111,GPBP1
IRGQ,2.0,IRGQ
MMGT1,4.0,MMGT1
EDN1,5.0,EDN1
C1orf210,3.0,C1orf210
XRCC1,8.444444444444445,XRCC1
OTUD4,11.4,OTUD4
HCRTR2,7.5,HCRTR2
ZNF726,4.5,ZNF726
AC013717.1,15.0,AC013717.1
C15orf39,2.571428571428572,C15orf39
CAPZA1,6.0,CAPZA1
AC093323.1,2.0,AC093323.1
SSBP1,5.448275862068965,SSBP1
BTBD10,6.090909090909091,BTBD10
AC008397.1,3.333333333333333,AC008397.1
KLRC4-KLRK1,10.846153846153848,KLRC4-KLRK1
AC008397.2,19.0,AC008397.2
PRY2,5.5,PRY2
CHKA,6.875,CHKA
ARSE,7.5,ARSE
ROCK2,14.444444444444445,ROCK2
AC005759.1,9.642857142857142,AC005759.1
COQ10A,3.5,COQ10A
WNT2B,4.5,WNT2B
SPDYE8P,8.0,SPDYE8P
HSD17B12,6.0,HSD17B12
RRAGB,6.0,RRAGB
GATAD2A,6.0,GATAD2A
GTDC1,7.95,GTDC1
RBMY1F,11.333333333333336,RBMY1F
ANKRD54,6.083333333333332,ANKRD54
FKBP8,5.642857142857142,FKBP8
L34079.1,3.0,L34079.1
PINLYP,4.142857142857143,PINLYP
CWC22,20.0,CWC22
TCIRG1,7.5,TCIRG1
FBXW11,7.166666666666668,FBXW11
TSPY2,5.2,TSPY2
SOD2,4.266666666666667,SOD2
LAMC3,11.75,LAMC3
TCP1,5.277777777777779,TCP1
TRPM7,12.8,TRPM7
VPS4B,6.857142857142858,VPS4B
EDDM3A,2.0,EDDM3A
MCIDAS,6.666666666666668,MCIDAS
C11orf86,2.0,C11orf86
GYPA,5.45,GYPA
WDR13,4.75,WDR13
PHKB,9.647058823529411,PHKB
ZNF560,6.5,ZNF560
SSR2,4.833333333333333,SSR2
PPP1R2C,1.0,PPP1R2C
ZBTB32,4.666666666666667,ZBTB32
HES2,3.1666666666666665,HES2
REPIN1,2.631578947368421,REPIN1
ARSH,9.0,ARSH
ORC1,17.0,ORC1
RARS2,8.25,RARS2
ADRA1D,2.0,ADRA1D
CHCHD3,7.0,CHCHD3
CCNO,3.0,CCNO
PROC,4.9,PROC
UBB,2.1111111111111107,UBB
PPEF2,8.25,PPEF2
PPP4R3B,9.5,PPP4R3B
AC073111.4,2.2857142857142856,AC073111.4
TMUB1,2.75,TMUB1
ARSF,11.0,ARSF
EFCAB2,5.6875,EFCAB2
OSR2,3.1,OSR2
ZNF775,3.0,ZNF775
EIF4H,5.2,EIF4H
ZNF426,6.6,ZNF426
GFRAL,9.0,GFRAL
TMEM155,5.111111111111111,TMEM155
RPS27,3.6,RPS27
PLB1,22.0,PLB1
WDFY3,10.5,WDFY3
AP1S1,4.666666666666667,AP1S1
ELOVL5,6.571428571428571,ELOVL5
RPE65,14.0,RPE65
WTAP,6.0,WTAP
PLK2,4.866666666666666,PLK2
PRNP,2.0,PRNP
RBMY1J,11.5,RBMY1J
KLRC4,4.0,KLRC4
EDDM3B,2.0,EDDM3B
MTRNR2L8,1.0,MTRNR2L8
SMCHD1,11.733333333333333,SMCHD1
RNASE6,2.0,RNASE6
HEMK1,8.142857142857142,HEMK1
ZNF254,3.75,ZNF254
FAM237B,2.0,FAM237B
KLRK1,6.8,KLRK1
OR4F21,1.0,OR4F21
ARHGEF2,8.4,ARHGEF2
PCMTD1,4.25,PCMTD1
SEC63,5.9,SEC63
CDH9,6.0,CDH9
HMBS,10.21875,HMBS
TRPV2,4.5555555555555545,TRPV2
RNASE1,2.4,RNASE1
EME1,5.8,EME1
RBM12,2.833333333333333,RBM12
AMY1C,10.0,AMY1C
KBTBD2,2.75,KBTBD2
MYO5B,11.428571428571427,MYO5B
PPP4C,6.571428571428571,PPP4C
POP7,2.0,POP7
LOXHD1,19.615384615384613,LOXHD1
RNF223,2.0,RNF223
EPO,5.0,EPO
NUP50,4.631578947368421,NUP50
PRND,2.0,PRND
ACTL9,1.0,ACTL9
SYT12,5.7142857142857135,SYT12
OR2Z1,2.0,OR2Z1
C3orf18,4.2727272727272725,C3orf18
LRRC59,3.6666666666666665,LRRC59
HEY2,5.0,HEY2
COL6A2,16.625,COL6A2
STIP1,6.583333333333332,STIP1
VGF,2.6666666666666665,VGF
SPATA31D4,4.0,SPATA31D4
WAPL,12.333333333333336,WAPL
ZNF121,4.0,ZNF121
ITFG1,8.75,ITFG1
SPATA31D3,4.0,SPATA31D3
EPSTI1,8.4,EPSTI1
VRK3,7.961538461538463,VRK3
TMEM107,3.4444444444444446,TMEM107
HTR6,3.0,HTR6
KCNIP1,7.3,KCNIP1
PDPN,5.666666666666668,PDPN
ZNF205,6.0,ZNF205
ZNF558,5.857142857142858,ZNF558
AC098588.1,9.0,AC098588.1
ADGRL2,15.363636363636365,ADGRL2
WWP2,9.0,WWP2
ZFYVE16,8.615384615384615,ZFYVE16
FREM3,5.5,FREM3
HIP1,15.285714285714285,HIP1
AC090227.1,7.0,AC090227.1
PRMT7,6.962962962962963,PRMT7
GYPE,4.0,GYPE
ACAA2,6.428571428571429,ACAA2
GPR12,1.5,GPR12
FADS2,6.133333333333334,FADS2
GYPB,4.529411764705882,GYPB
PRPF38A,7.0,PRPF38A
CA11,4.25,CA11
ACAT2,6.0,ACAT2
OPRD1,3.5,OPRD1
ARC,2.5,ARC
HSFX3,2.0,HSFX3
CDK16,7.6521739130434785,CDK16
DHX29,18.4,DHX29
CXorf40A,4.5,CXorf40A
TUT4,9.142857142857142,TUT4
LIF,2.5,LIF
ZNF596,5.307692307692308,ZNF596
HES7,4.333333333333333,HES7
ERBB4,15.0,ERBB4
CSNK2A1,9.416666666666666,CSNK2A1
KCNMB1,3.5,KCNMB1
ZNF680,3.2,ZNF680
ATP1A2,11.75,ATP1A2
GOLGA6L1,9.0,GOLGA6L1
JRK,2.5454545454545454,JRK
NTN5,6.0,NTN5
WIPI2,7.857142857142858,WIPI2
RNF141,4.4,RNF141
VSX2,5.0,VSX2
PHACTR1,5.8,PHACTR1
PTH,3.0,PTH
INSL4,2.0,INSL4
SERF1A,3.111111111111111,SERF1A
ZNF213,4.777777777777779,ZNF213
CLDND2,4.0,CLDND2
UGGT2,9.384615384615383,UGGT2
SUN5,8.5,SUN5
PSCA,2.5,PSCA
AC008750.8,4.0,AC008750.8
NAT16,3.5,NAT16
ETFB,4.2,ETFB
COX6C,3.8181818181818175,COX6C
OPN4,10.666666666666666,OPN4
ATF7IP,5.875,ATF7IP
OR6J1,2.0,OR6J1
NHLH2,2.0,NHLH2
FAM151B,6.0,FAM151B
TBC1D7,5.666666666666668,TBC1D7
H2AFB1,1.0,H2AFB1
BACE2,6.5,BACE2
FUNDC2,4.0,FUNDC2
GTF2H1,6.75,GTF2H1
TMEM59,6.111111111111112,TMEM59
AC244197.3,7.75,AC244197.3
OXA1L,6.666666666666668,OXA1L
AIF1L,5.3,AIF1L
GIMAP8,5.0,GIMAP8
SNRPA,4.181818181818182,SNRPA
IDS,6.625,IDS
TMEM258,3.75,TMEM258
CADM1,6.5,CADM1
GIMAP7,2.0,GIMAP7
F8,9.142857142857142,F8
SIAH1,2.75,SIAH1
FEN1,2.0,FEN1
VPS13B,17.416666666666668,VPS13B
TAFA5,3.6,TAFA5
LHX9,4.25,LHX9
DAGLA,20.0,DAGLA
TMEM185B,1.0,TMEM185B
ITPKC,5.5,ITPKC
LONP2,8.444444444444445,LONP2
SMPD3,4.416666666666667,SMPD3
PRY,5.5,PRY
FGL1,6.727272727272728,FGL1
CDIPT,5.3,CDIPT
LY6K,2.6,LY6K
ATG16L2,8.285714285714286,ATG16L2
TAF7L,12.333333333333336,TAF7L
CATSPERD,12.0,CATSPERD
COQ8B,7.0,COQ8B
CASP2,8.142857142857142,CASP2
LYVE1,5.0,LYVE1
RHOD,4.0,RHOD
SPC24,4.714285714285714,SPC24
THEM6,2.333333333333333,THEM6
MRVI1,13.352941176470587,MRVI1
LRR1,4.0,LRR1
PLK4,9.545454545454543,PLK4
TMED4,4.0,TMED4
PNPLA6,10.88,PNPLA6
F8A1,1.0,F8A1
FADS1,5.476190476190476,FADS1
LDLR,10.285714285714286,LDLR
ZNF568,5.5625,ZNF568
SLC6A13,5.583333333333332,SLC6A13
SOWAHC,1.0,SOWAHC
CUL2,17.3,CUL2
TPX2,18.5,TPX2
CCDC130,6.0,CCDC130
LDB3,9.777777777777779,LDB3
RPS29,2.625,RPS29
NPIPB9,7.5,NPIPB9
BCAS3,8.970588235294116,BCAS3
ATP2B3,15.714285714285715,ATP2B3
GOLGA6C,18.0,GOLGA6C
ABCC11,17.22222222222222,ABCC11
SPATA31D1,3.0,SPATA31D1
ZNF107,4.666666666666667,ZNF107
DYNC1I2,9.8,DYNC1I2
ZNF561,4.714285714285714,ZNF561
MDP1,3.9,MDP1
FZD5,2.0,FZD5
TDRD9,14.25,TDRD9
UBE2G1,5.333333333333333,UBE2G1
FAHD2A,5.0,FAHD2A
MIS18A,3.5,MIS18A
HS6ST3,1.5,HS6ST3
CD70,3.6666666666666665,CD70
GALNTL6,6.7142857142857135,GALNTL6
SLIT2,18.5,SLIT2
ZNF138,3.7142857142857135,ZNF138
GUCY2C,17.5,GUCY2C
SLC22A15,7.0,SLC22A15
PROZ,7.333333333333332,PROZ
NEDD8-MDP1,7.5,NEDD8-MDP1
CBSL,12.0,CBSL
RALB,4.5,RALB
C19orf54,5.7,C19orf54
KIAA0930,5.6875,KIAA0930
AL136295.1,10.0,AL136295.1
NKG7,3.4,NKG7
ZNF473,4.5555555555555545,ZNF473
AL136295.4,31.0,AL136295.4
PLBD1,6.25,PLBD1
DNAH8,55.0,DNAH8
PCNX3,11.8,PCNX3
CHMP4A,4.545454545454546,CHMP4A
TIE1,5.5,TIE1
RD3L,2.5,RD3L
SLURP1,3.0,SLURP1
ELOA3B,1.0,ELOA3B
GPKOW,11.0,GPKOW
ELOA3,1.0,ELOA3
