Genes,Phosphosite_hu_no,Norm_Symbol
MGAT4A,9,MGAT4A
MGAT4B,10,MGAT4B
MGAT4C,6,MGAT4C
MGAT5,12,MGAT5
MGAT5B,4,MGAT5B
C7ORF50,7,C7ORF50
C11ORF52,13,C11ORF52
CCDC137,6,CCDC137
C16ORF62,21,C16ORF62
CTBP1-AS2,2,CTBP1-AS2
PPP1R35,7,PPP1R35
RBM46,5,RBM46
MGC27345,1,MGC27345
C11ORF95,5,C11ORF95
NOA1,4,NOA1
LYSMD2,19,LYSMD2
NOL12,8,NOL12
DHRS11,4,DHRS11
C16ORF89,10,C16ORF89
C11ORF49,11,C11ORF49
LINC00504,4,LINC00504
C2ORF49,17,C2ORF49
SMIM2,1,SMIM2
C8ORF82,1,C8ORF82
TMEM198,5,TMEM198
RACGAP1,53,RACGAP1
MGLL,6,MGLL
GRM1,9,GRM1
GRM2,8,GRM2
GRM3,4,GRM3
GRM4,6,GRM4
GRM5,20,GRM5
GRM6,8,GRM6
GRM7,11,GRM7
GRM8,5,GRM8
MGME1,9,MGME1
MGMT,6,MGMT
MGP,5,MGP
MGRN1,25,MGRN1
MGST1,5,MGST1
MGST2,1,MGST2
MGST3,7,MGST3
MIA,1,MIA
MIA3,52,MIA3
MIB1,14,MIB1
MIB2,10,MIB2
MICA,4,MICA
MICAL1,38,MICAL1
MICAL2,21,MICAL2
MICAL3,112,MICAL3
MICALCL,12,MICALCL
MICALL2,38,MICALL2
MICB,8,MICB
MICU1,4,MICU1
MICU2,4,MICU2
MICU3,7,MICU3
MID1,17,MID1
MID1IP1,9,MID1IP1
MID2,9,MID2
MDN1,78,MDN1
MIDN,10,MIDN
MIEN1,4,MIEN1
MIER1,29,MIER1
MIER2,9,MIER2
MIER3,16,MIER3
MIF,8,MIF
MIF4GD,2,MIF4GD
ERRFI1,38,ERRFI1
MIIP,17,MIIP
MINA,3,MINA
MINK1,74,MINK1
MINOS1,2,MINOS1
MINPP1,3,MINPP1
MIOS,22,MIOS
MIOX,1,MIOX
MIPEP,10,MIPEP
MIPOL1,2,MIPOL1
MICALL1,45,MICALL1
MIS12,1,MIS12
MIS18A,10,MIS18A
MISP,59,MISP
AMHR2,2,AMHR2
MAPK1IP1L,5,MAPK1IP1L
CLNK,11,CLNK
BHLHA15,5,BHLHA15
MITD1,2,MITD1
MITF,26,MITF
MIXL1,2,MIXL1
HINFP,4,HINFP
MAP2K3,14,MAP2K3
MAP2K4,13,MAP2K4
MAP2K6,12,MAP2K6
MAP2K7,20,MAP2K7
MKKS,5,MKKS
MKL1,39,MKL1
MKL2,36,MKL2
MKLN1,2,MKLN1
MKRN1,7,MKRN1
MKRN2,10,MKRN2
MKS1,7,MKS1
MKX,5,MKX
MLANA,4,MLANA
MLC1,5,MLC1
MLEC,7,MLEC
MLF1,8,MLF1
MLF2,16,MLF2
MLH1,19,MLH1
MLH3,19,MLH3
MLIP,18,MLIP
MAP3K9,23,MAP3K9
MAP3K10,12,MAP3K10
MAP3K11,36,MAP3K11
MAP3K21,34,MAP3K21
KIAA1804,1,KIAA1804
MLKL,18,MLKL
KMT2A,205,KMT2A
KMT2B,69,KMT2B
KMT2C,103,KMT2C
KMT2D,146,KMT2D
KMT2E,38,KMT2E
MLLT1,41,MLLT1
MLLT10,27,MLLT10
MLLT11,7,MLLT11
MLLT3,43,MLLT3
MLLT6,31,MLLT6
MLNR,9,MLNR
MARCKSL1,28,MARCKSL1
MLPH,43,MLPH
FAR2,7,FAR2
FAR1,7,FAR1
MLX,26,MLX
MLXIP,8,MLXIP
MLYCD,5,MLYCD
MMAA,8,MMAA
MMAB,6,MMAB
MMACHC,9,MMACHC
MMADHC,1,MMADHC
MMD,2,MMD
MMP1,10,MMP1
MMP10,2,MMP10
MMP11,3,MMP11
MMP12,5,MMP12
MMP13,2,MMP13
MMP14,8,MMP14
MMP15,4,MMP15
MMP16,11,MMP16
MMP17,3,MMP17
MMP19,2,MMP19
MMP2,12,MMP2
MMP20,13,MMP20
MMP21,10,MMP21
MMP23B,3,MMP23B
MMP24,7,MMP24
MMP25,3,MMP25
MMP26,3,MMP26
MMP27,4,MMP27
MMP28,4,MMP28
MMP3,3,MMP3
MMP7,2,MMP7
MMP8,6,MMP8
MMP9,3,MMP9
MMRN1,16,MMRN1
MMRN2,1,MMRN2
APIP,7,APIP
MMS19,9,MMS19
MMS22L,11,MMS22L
C1ORF35,16,C1ORF35
MN1,22,MN1
RC3H2,24,RC3H2
MNAT1,9,MNAT1
MND1,4,MND1
MNDA,5,MNDA
MKNK1,18,MKNK1
MKNK2,9,MKNK2
MNS1,2,MNS1
MNT,4,MNT
MNX1,4,MNX1
MOAP1,2,MOAP1
MOB1A,11,MOB1A
MOB1B,11,MOB1B
MOB3A,6,MOB3A
MOB3B,3,MOB3B
MOB3C,3,MOB3C
MOBP,5,MOBP
MOCOS,6,MOCOS
MOCS1,5,MOCS1
MOCS2,6,MOCS2
MOCS3,6,MOCS3
MSN,38,MSN
MOG,4,MOG
MOGAT1,5,MOGAT1
MOGAT2,4,MOGAT2
MOK,7,MOK
MON1A,15,MON1A
MON1B,6,MON1B
MON2,16,MON2
OPRM1,10,OPRM1
MORC1,7,MORC1
MORC2,41,MORC2
MORC3,30,MORC3
MORC4,11,MORC4
MORF4L1,7,MORF4L1
MORF4L2,11,MORF4L2
MORN1,2,MORN1
MORN2,1,MORN2
MORN3,1,MORN3
MORN5,4,MORN5
MOS,3,MOS
MARC1,6,MARC1
MARC2,6,MARC2
MOSPD1,2,MOSPD1
MOSPD2,8,MOSPD2
MOSPD3,2,MOSPD3
MOV10,26,MOV10
MOV10L1,13,MOV10L1
MOXD1,3,MOXD1
LIM2,3,LIM2
C14ORF2,2,C14ORF2
MPC1,3,MPC1
MPC1L,1,MPC1L
MPC2,2,MPC2
MPDU1,2,MPDU1
MPDZ,45,MPDZ
MPEG1,6,MPEG1
MSLNL,3,MSLNL
MPG,10,MPG
MPHOSPH10,25,MPHOSPH10
MPHOSPH6,6,MPHOSPH6
MPHOSPH8,40,MPHOSPH8
MPHOSPH9,24,MPHOSPH9
MPI,5,MPI
MPL,5,MPL
PRSS38,1,PRSS38
MPND,11,MPND
MPO,9,MPO
MPP2,20,MPP2
MPP3,6,MPP3
MPP5,21,MPP5
MPP7,17,MPP7
MPPE1,2,MPPE1
MPRIP,69,MPRIP
STK16,4,STK16
MPST,14,MPST
MPV17,1,MPV17
MPV17L,3,MPV17L
MPZL2,4,MPZL2
MPZL3,3,MPZL3
MR1,1,MR1
MRAP,1,MRAP
MRAP2,3,MRAP2
MRAS,1,MRAS
MRC1,15,MRC1
MRC2,12,MRC2
CDC42BPA,57,CDC42BPA
CDC42BPB,44,CDC42BPB
MRE11,35,MRE11
MREG,7,MREG
MYRF,16,MYRF
ARID5B,32,ARID5B
MRFAP1,1,MRFAP1
MRFAP1L1,1,MRFAP1L1
MRGBP,10,MRGBP
MRGPRD,2,MRGPRD
MRGPRF,2,MRGPRF
MRGPRX1,1,MRGPRX1
C7ORF49,4,C7ORF49
MRI1,1,MRI1
MYL9,14,MYL9
MYL12B,11,MYL12B
MYL2,7,MYL2
MYL12A,10,MYL12A
MRM1,2,MRM1
MRNIP,8,MRNIP
MROH5,4,MROH5
MROH6,6,MROH6
MROH7,11,MROH7
MROH8,3,MROH8
MROH9,4,MROH9
MRPL57,1,MRPL57
MRPL1,8,MRPL1
MRPL10,4,MRPL10
MRPL11,7,MRPL11
MRPL12,1,MRPL12
MRPL13,3,MRPL13
MRPL14,4,MRPL14
MRPL15,7,MRPL15
MRPL16,4,MRPL16
MRPL17,7,MRPL17
MRPL18,3,MRPL18
MRPL19,6,MRPL19
MRPL2,9,MRPL2
MRPL20,4,MRPL20
MRPL21,3,MRPL21
MRPL22,3,MRPL22
MRPL23,2,MRPL23
MRPL24,9,MRPL24
MRPL27,5,MRPL27
MRPL28,6,MRPL28
MRPL3,3,MRPL3
MRPL30,2,MRPL30
MRPL32,3,MRPL32
MRPL34,4,MRPL34
MRPL35,5,MRPL35
MRPL37,1,MRPL37
MRPL38,3,MRPL38
MRPL39,6,MRPL39
MRPL4,7,MRPL4
MRPL40,3,MRPL40
MRPL42,1,MRPL42
MRPL43,1,MRPL43
MRPL44,7,MRPL44
MRPL45,4,MRPL45
MRPL46,4,MRPL46
MRPL47,3,MRPL47
MRPL48,3,MRPL48
MRPL49,5,MRPL49
MRPL50,5,MRPL50
MRPL52,4,MRPL52
MRPL53,2,MRPL53
MRPL55,2,MRPL55
MRPL9,3,MRPL9
MRPS10,8,MRPS10
MRPS11,3,MRPS11
MRPS12,3,MRPS12
MRPS14,2,MRPS14
MRPS15,4,MRPS15
MRPS16,4,MRPS16
MRPS17,5,MRPS17
MRPS18B,9,MRPS18B
MRPS18C,3,MRPS18C
MRPS2,8,MRPS2
MRPS21,2,MRPS21
MRPS22,7,MRPS22
MRPS23,1,MRPS23
MRPS24,1,MRPS24
MRPS25,2,MRPS25
MRPS27,15,MRPS27
MRPS28,7,MRPS28
MRPS30,3,MRPS30
MRPS31,11,MRPS31
MRPS33,6,MRPS33
MRPS34,3,MRPS34
MRPS35,10,MRPS35
MRPS36,6,MRPS36
MRPS5,12,MRPS5
MRPS6,3,MRPS6
MRPS7,8,MRPS7
MRPS9,8,MRPS9
MRRF,6,MRRF
MRS2,2,MRS2
MRTO4,13,MRTO4
MRVI1,15,MRVI1
MS4A1,14,MS4A1
MS4A10,2,MS4A10
MS4A12,3,MS4A12
MS4A14,4,MS4A14
MS4A15,3,MS4A15
MS4A18,3,MS4A18
MS4A3,1,MS4A3
MS4A6A,4,MS4A6A
MS4A7,2,MS4A7
MS4A8,1,MS4A8
MSANTD1,4,MSANTD1
MSANTD2,12,MSANTD2
MSANTD3,4,MSANTD3
MSANTD4,11,MSANTD4
MSC,3,MSC
MSH2,18,MSH2
MSH3,19,MSH3
MSH4,12,MSH4
MSH5,8,MSH5
MSH6,51,MSH6
RPS6KA5,31,RPS6KA5
RPS6KA4,29,RPS6KA4
MSL1,24,MSL1
MSL2,23,MSL2
MSL3,21,MSL3
MSL3P1,7,MSL3P1
MSLN,4,MSLN
MSMB,1,MSMB
MST1,3,MST1
MSR1,6,MSR1
MSRB2,4,MSRB2
MSRB3,3,MSRB3
STK4,34,STK4
STK3,21,STK3
STK24,23,STK24
STK26,23,STK26
MSTN,1,MSTN
MSTO1,9,MSTO1
DCAF6,15,DCAF6
MSTP109,1,MSTP109
MSX1,5,MSX1
MSX2,7,MSX2
MT-ATP8,4,MT-ATP8
MT-CYB,3,MT-CYB
MT-ND2,2,MT-ND2
MT-ND3,2,MT-ND3
MT-ND4,4,MT-ND4
MT-ND5,3,MT-ND5
MT1B,3,MT1B
MT1E,2,MT1E
MT1F,2,MT1F
MT1G,3,MT1G
MT1H,3,MT1H
MT1M,5,MT1M
MT1X,6,MT1X
MT2A,7,MT2A
MTA1,25,MTA1
MTA2,33,MTA2
MTA3,22,MTA3
TC2N,30,TC2N
MTAP,7,MTAP
MTBP,18,MTBP
MTCH1,8,MTCH1
MTCH2,12,MTCH2
CMC4,2,CMC4
MTERF1,6,MTERF1
MTERF3,1,MTERF3
MTF1,11,MTF1
MTF2,12,MTF2
MTFMT,3,MTFMT
MTFR1,13,MTFR1
MTG1,3,MTG1
MTG2,2,MTG2
MTHFD1,28,MTHFD1
MTHFD1L,9,MTHFD1L
MTHFD2,5,MTHFD2
MTHFD2L,3,MTHFD2L
MTHFR,5,MTHFR
MTHFS,5,MTHFS
MTHFSD,4,MTHFSD
MTIF2,4,MTIF2
MTIF3,1,MTIF3
TESMIN,4,TESMIN
MTM1,21,MTM1
MTMR1,17,MTMR1
MTMR10,18,MTMR10
MTMR11,6,MTMR11
MTMR12,17,MTMR12
SBF2,22,SBF2
MTMR14,23,MTMR14
MTMR2,14,MTMR2
MTMR3,34,MTMR3
MTMR4,12,MTMR4
SBF1,56,SBF1
MTMR6,20,MTMR6
MTMR7,7,MTMR7
MTMR8,3,MTMR8
MTMR9,2,MTMR9
MTO1,14,MTO1
MTOR,57,MTOR
MTFP1,5,MTFP1
MTPN,3,MTPN
MTR,24,MTR
MTRF1,8,MTRF1
MTRF1L,2,MTRF1L
MTRNR2L3,1,MTRNR2L3
MTRR,12,MTRR
MTSS1,29,MTSS1
MTSS1L,47,MTSS1L
MTTP,7,MTTP
MTURN,2,MTURN
MTUS1,69,MTUS1
MTUS2,30,MTUS2
MTX1,17,MTX1
MTX2,6,MTX2
MTX3,8,MTX3
MUC1,26,MUC1
MUC12,40,MUC12
MUC13,8,MUC13
MUC15,2,MUC15
MUC16,404,MUC16
MUC17,33,MUC17
MUC19,60,MUC19
MUC2,10,MUC2
MUC20,10,MUC20
MUC21,6,MUC21
MUC3,15,MUC3
MUC3A,18,MUC3A
MUC3B,5,MUC3B
MUC4,18,MUC4
MUC5AC,41,MUC5AC
MUC5B,103,MUC5B
MUC6,26,MUC6
CDHR5,9,CDHR5
LOC100508689,9,LOC100508689
MCOLN1,12,MCOLN1
AP5M1,6,AP5M1
MUL1,4,MUL1
MUM1,16,MUM1
MUM1L1,5,MUM1L1
CAVIN4,5,CAVIN4
TRIM63,3,TRIM63
MUS81,11,MUS81
MSI1,7,MSI1
MSI2,8,MSI2
MUSK,12,MUSK
MUSTN1,1,MUSTN1
MUT,8,MUT
BLOC1S5,8,BLOC1S5
MUTYH,8,MUTYH
MVD,17,MVD
MVK,3,MVK
MVP,21,MVP
MX1,12,MX1
MX2,11,MX2
MXRA5,44,MXRA5
MXRA7,10,MXRA7
MXRA8,7,MXRA8
MYADM,12,MYADM
MYB,15,MYB
MYBBP1A,60,MYBBP1A
MYBPC1,30,MYBPC1
MYBPC2,16,MYBPC2
MYBPC3,35,MYBPC3
MYBPH,4,MYBPH
MYC,35,MYC
MYCBP,1,MYCBP
MYCBP2,130,MYCBP2
MYCBPAP,6,MYCBPAP
MYCT1,11,MYCT1
MYD88,3,MYD88
MYDGF,5,MYDGF
MYEF2,17,MYEF2
MPZ,11,MPZ
MYEOV,2,MYEOV
COPS9,3,COPS9
MYF5,2,MYF5
MYF6,1,MYF6
C12ORF10,6,C12ORF10
MYH1,95,MYH1
MYH10,61,MYH10
MYH11,62,MYH11
MYH13,42,MYH13
MYH14,56,MYH14
MYH15,16,MYH15
MYH16,1,MYH16
MYH2,95,MYH2
MYH3,45,MYH3
MYH4,77,MYH4
MYH6,87,MYH6
MYH7,126,MYH7
MYH7B,19,MYH7B
MYH8,69,MYH8
MYH9,95,MYH9
MYL1,6,MYL1
MYL10,2,MYL10
MYL3,9,MYL3
MYL4,4,MYL4
MYL5,1,MYL5
MYL6,18,MYL6
MYL6B,6,MYL6B
MYL7,1,MYL7
MYLIP,8,MYLIP
MYLPF,8,MYLPF
MYNN,15,MYNN
MYO10,47,MYO10
MYO15A,26,MYO15A
MYO15B,5,MYO15B
MYO16,20,MYO16
MYO18A,117,MYO18A
MYO18B,50,MYO18B
MYO19,10,MYO19
MYO1A,17,MYO1A
MYO1B,21,MYO1B
MYO1C,40,MYO1C
MYO1D,37,MYO1D
MYO1E,40,MYO1E
MYO1F,24,MYO1F
MYO1G,33,MYO1G
MYO1H,17,MYO1H
MYO3A,21,MYO3A
MYO3B,12,MYO3B
MYO5A,39,MYO5A
MYO5B,35,MYO5B
MYO5C,17,MYO5C
MYO6,39,MYO6
MYO7A,14,MYO7A
MYO7B,27,MYO7B
MYO9A,60,MYO9A
MYO9B,83,MYO9B
MYOC,5,MYOC
MYOCD,8,MYOCD
MYOD1,8,MYOD1
MYOF,70,MYOF
MYOG,4,MYOG
MYOM1,42,MYOM1
MYOM2,58,MYOM2
MYOM3,22,MYOM3
MYORG,6,MYORG
MYOT,10,MYOT
MYOZ1,16,MYOZ1
MYOZ2,11,MYOZ2
MYOZ3,4,MYOZ3
MYPN,44,MYPN
MYPOP,9,MYPOP
PPP1R12A,124,PPP1R12A
MYRFL,4,MYRFL
MYRIP,21,MYRIP
MYSM1,16,MYSM1
KAT8,11,KAT8
KAT7,64,KAT7
KAT6A,47,KAT6A
KAT6B,44,KAT6B
PKMYT1,32,PKMYT1
MYT1L,23,MYT1L
MZF1,10,MZF1
MZT1,1,MZT1
MZT2A,9,MZT2A
MZT2B,13,MZT2B
NCOR1,154,NCOR1
MYCN,7,MYCN
GLYR1,22,GLYR1
WASL,19,WASL
N4BP1,34,N4BP1
N4BP2L1,5,N4BP2L1
N4BP2L2,10,N4BP2L2
NAA10,19,NAA10
NAA11,5,NAA11
NAA15,16,NAA15
NAA16,5,NAA16
NAA20,4,NAA20
NAA25,11,NAA25
NAA30,19,NAA30
NAA35,7,NAA35
NAA40,3,NAA40
NAA50,9,NAA50
NAALAD2,3,NAALAD2
NAALADL1,8,NAALADL1
NAALADL2,12,NAALADL2
NAB1,11,NAB1
NAB2,16,NAB2
NACC1,17,NACC1
NACA,33,NACA
NACA2,4,NACA2
NACAD,15,NACAD
NACAP1,5,NACAP1
CHRNA10,2,CHRNA10
CHRNA2,2,CHRNA2
CHRNA3,6,CHRNA3
CHRNA4,10,CHRNA4
CHRNA5,4,CHRNA5
CHRNA6,8,CHRNA6
CHRNA7,8,CHRNA7
CHRNA9,4,CHRNA9
CHRNB1,4,CHRNB1
CHRNB4,2,CHRNB4
CHRND,8,CHRND
CHRNE,7,CHRNE
CHRNG,4,CHRNG
NADK,13,NADK
NADK2,10,NADK2
NADSYN1,14,NADSYN1
NAF1,16,NAF1
NBAS,35,NBAS
NAGA,2,NAGA
NAGK,6,NAGK
NAGLU,7,NAGLU
NAGPA,10,NAGPA
NAGS,3,NAGS
NAIF1,1,NAIF1
NLRP1,4,NLRP1
NALP1,1,NALP1
NLRP10,9,NLRP10
NLRP4,1,NLRP4
NANOG,18,NANOG
NANOGNB,1,NANOGNB
NANOS1,3,NANOS1
NANOS3,3,NANOS3
NANS,13,NANS
NAP1L1,19,NAP1L1
NAP1L2,8,NAP1L2
NAP1L3,15,NAP1L3
NAP1L4,22,NAP1L4
NAP1L5,2,NAP1L5
NCKAP5,49,NCKAP5
NAPB,5,NAPB
NAPEPLD,1,NAPEPLD
NAPRT,7,NAPRT
NAPSA,2,NAPSA
NARF,9,NARF
NARFL,9,NARFL
ICE2,29,ICE2
RAB34,15,RAB34
NARS,8,NARS
NARS2,4,NARS2
NASP,65,NASP
NAT1,10,NAT1
NAT16,3,NAT16
NAT2,2,NAT2
NAT6,8,NAT6
NAT8,1,NAT8
NAT8B,1,NAT8B
NAV1,164,NAV1
NAV2,99,NAV2
NAV3,73,NAV3
BABAM1,17,BABAM1
NBEAL1,36,NBEAL1
NBEAL2,42,NBEAL2
NBL1,1,NBL1
NBPF1,13,NBPF1
NBPF10,14,NBPF10
NBPF11,11,NBPF11
NBPF12,1,NBPF12
NBPF14,8,NBPF14
NBPF15,7,NBPF15
NBPF19,14,NBPF19
NBPF26,2,NBPF26
NBPF3,2,NBPF3
NBPF4,2,NBPF4
NBPF6,5,NBPF6
NBPF7,1,NBPF7
NBPF8,9,NBPF8
NBPF9,14,NBPF9
NBR1,20,NBR1
NBN,43,NBN
NCALD,5,NCALD
L1CAM,29,L1CAM
NCAM1,11,NCAM1
NCAM2,10,NCAM2
NCAPD3,49,NCAPD3
NCAPG,35,NCAPG
NCAPH,44,NCAPH
NCAPH2,37,NCAPH2
NCBP1,19,NCBP1
NCBP2,10,NCBP2
NCBP2L,3,NCBP2L
NCCRP1,7,NCCRP1
SLC12A3,14,SLC12A3
NCDN,5,NCDN
NCK1,18,NCK1
NCK2,21,NCK2
NCKAP1,29,NCKAP1
NCKAP5L,42,NCKAP5L
NCKIPSD,21,NCKIPSD
NCL,63,NCL
NCLN,5,NCLN
CWC22,35,CWC22
NCOA4,18,NCOA4
NCOA5,38,NCOA5
NCOA6,37,NCOA6
NCOA7,49,NCOA7
NCOR1P1,1,NCOR1P1
NCR1,3,NCR1
NCR2,5,NCR2
SLC8A1,14,SLC8A1
NDEL1,20,NDEL1
NDFIP1,15,NDFIP1
NDFIP2,11,NDFIP2
NME7,8,NME7
NDN,3,NDN
NDNF,4,NDNF
NDOR1,3,NDOR1
NDP,1,NDP
STK38,25,STK38
STK38L,14,STK38L
NDRG1,29,NDRG1
NDRG2,26,NDRG2
NDRG3,23,NDRG3
NDRG4,10,NDRG4
NDST1,10,NDST1
NDST2,6,NDST2
NDST3,10,NDST3
NDST4,15,NDST4
NDUFA1,4,NDUFA1
NDUFA10,9,NDUFA10
NDUFA11,5,NDUFA11
NDUFA12,2,NDUFA12
NDUFA2,1,NDUFA2
NDUFA3,3,NDUFA3
NDUFA4,4,NDUFA4
NDUFA4L2,2,NDUFA4L2
NDUFA5,1,NDUFA5
NDUFA6,2,NDUFA6
NDUFA7,7,NDUFA7
NDUFA8,3,NDUFA8
NDUFAB1,3,NDUFAB1
NDUFAF1,6,NDUFAF1
NDUFAF2,8,NDUFAF2
NDUFAF3,2,NDUFAF3
NDUFAF4,4,NDUFAF4
NDUFAF5,6,NDUFAF5
NDUFAF6,4,NDUFAF6
NDUFAF7,5,NDUFAF7
NDUFAF8,4,NDUFAF8
NDUFB1,2,NDUFB1
NDUFB10,9,NDUFB10
NDUFB11,4,NDUFB11
NDUFB2,2,NDUFB2
NDUFB3,1,NDUFB3
NDUFB4,3,NDUFB4
NDUFB5,1,NDUFB5
NDUFB6,8,NDUFB6
NDUFB7,4,NDUFB7
NDUFB8,7,NDUFB8
NDUFB9,9,NDUFB9
NDUFC2,3,NDUFC2
NDUFS1,17,NDUFS1
NDUFS2,2,NDUFS2
NDUFS3,12,NDUFS3
NDUFS4,4,NDUFS4
NDUFS6,4,NDUFS6
NDUFS7,3,NDUFS7
NDUFV1,6,NDUFV1
NDUFV2,8,NDUFV2
NDUFV3,32,NDUFV3
NEB,178,NEB
NEBL,30,NEBL
NECAB1,2,NECAB1
NECAB3,1,NECAB3
NECAP1,4,NECAP1
NECAP2,5,NECAP2
NECTIN1,22,NECTIN1
NECTIN2,36,NECTIN2
NECTIN4,14,NECTIN4
NEDD1,50,NEDD1
NEDD4,18,NEDD4
N4BP2,44,N4BP2
N4BP3,20,N4BP3
NEDD4L,46,NEDD4L
NEDD8,7,NEDD8
NEGR1,3,NEGR1
NEIL1,5,NEIL1
NEIL2,2,NEIL2
NEIL3,10,NEIL3
NEK1,49,NEK1
NEK10,5,NEK10
NEK11,5,NEK11
NEK2,24,NEK2
NEK3,13,NEK3
NEK4,30,NEK4
NEK5,1,NEK5
NEK6,17,NEK6
NEK7,20,NEK7
NEK8,5,NEK8
NEK9,50,NEK9
NELFCD,11,NELFCD
NELL1,3,NELL1
NELL2,3,NELL2
NENF,4,NENF
NEO1,38,NEO1
NEPRO,9,NEPRO
NES,106,NES
NET1,27,NET1
NETO1,7,NETO1
NETO2,9,NETO2
NEU1,4,NEU1
NEU2,2,NEU2
NEU3,15,NEU3
NEU4,12,NEU4
RBFOX3,3,RBFOX3
PPP1R9A,60,PPP1R9A
NEURL1B,9,NEURL1B
NEURL4,9,NEURL4
NBEA,46,NBEA
NEUROD2,4,NEUROD2
NEUROD4,1,NEUROD4
NEUROD6,3,NEUROD6
NFASC,8,NFASC
NEUROG2,1,NEUROG2
NEUROG3,3,NEUROG3
NRGN,1,NRGN
NPTN,3,NPTN
OPN5,3,OPN5
NEXN,26,NEXN
NFE2,7,NFE2
NFE4,2,NFE4
NF1,65,NF1
NFAM1,2,NFAM1
NFATC2,57,NFATC2
NFATC1,43,NFATC1
NFATC4,34,NFATC4
NFATC3,49,NFATC3
NFAT5,36,NFAT5
ILF3,94,ILF3
NFATC2IP,34,NFATC2IP
NFE2L1,12,NFE2L1
NFE2L3,2,NFE2L3
NEFH,56,NEFH
NFIA,38,NFIA
NFIB,43,NFIB
NFIC,44,NFIC
NFIX,33,NFIX
NFKB2,38,NFKB2
NFKB1,35,NFKB1
RELA,26,RELA
NFKBID,2,NFKBID
NFKBIL1,8,NFKBIL1
TONSL,22,TONSL
NEFL,12,NEFL
NEFM,39,NEFM
NFRKB,36,NFRKB
NFS1,10,NFS1
NFU1,2,NFU1
NFX1,56,NFX1
NFXL1,20,NFXL1
NFYA,5,NFYA
NFYB,2,NFYB
NFYC,1,NFYC
CSPG4,13,CSPG4
SAPCD1,1,SAPCD1
NGDN,19,NGDN
NGF,1,NGF
NGFR,11,NGFR
NGLY1,9,NGLY1
NGRN,7,NGRN
SLC9A1,38,SLC9A1
SLC9C1,7,SLC9C1
SLC9C2,4,SLC9C2
SLC9A2,22,SLC9A2
SLC9A3,11,SLC9A3
SLC9A4,8,SLC9A4
SLC9A5,20,SLC9A5
SLC9A6,11,SLC9A6
SLC9A7,9,SLC9A7
SLC9A8,6,SLC9A8
SLC9A9,9,SLC9A9
SLC9B1,1,SLC9B1
SLC9B2,6,SLC9B2
NHEJ1,12,NHEJ1
SLC9A3R1,31,SLC9A3R1
SLC9A3R2,25,SLC9A3R2
NHLH1,4,NHLH1
NHLH2,1,NHLH2
NHLRC1,1,NHLRC1
NHLRC2,8,NHLRC2
NHLRC3,1,NHLRC3
SNU13,4,SNU13
NHS,72,NHS
NHSL1,102,NHSL1
NHSL2,60,NHSL2
TRAPPC9,17,TRAPPC9
NCSTN,10,NCSTN
C1ORF43,13,C1ORF43
UBAP2L,106,UBAP2L
NICN1,1,NICN1
NID1,13,NID1
NID2,15,NID2
NIF3L1,7,NIF3L1
NIFK,23,NIFK
MAP3K14,12,MAP3K14
NIM1K,1,NIM1K
NIN,49,NIN
NINJ1,2,NINJ1
NINJ2,3,NINJ2
FAM192A,8,FAM192A
NIP7,3,NIP7
ZC3HC1,48,ZC3HC1
NIPA1,1,NIPA1
NIPA2,2,NIPA2
NIPAL1,1,NIPAL1
NIPBL,142,NIPBL
PPP1R8,9,PPP1R8
NIPSNAP1,14,NIPSNAP1
NIPSNAP3A,2,NIPSNAP3A
NIPSNAP3B,2,NIPSNAP3B
NISCH,20,NISCH
NIT1,7,NIT1
NIT2,11,NIT2
NKAIN2,2,NKAIN2
NKAP,34,NKAP
NKAPL,14,NKAPL
SLC12A2,36,SLC12A2
SLC12A1,11,SLC12A1
NKD1,17,NKD1
NKD2,17,NKD2
KLRC1,7,KLRC1
NKIRAS1,4,NKIRAS1
NKIRAS2,5,NKIRAS2
NKPD1,6,NKPD1
NKRF,34,NKRF
NKTR,96,NKTR
NKX2-1,4,NKX2-1
NKX2-2,7,NKX2-2
NKX2-4,1,NKX2-4
NKX2-5,5,NKX2-5
NKX2-6,1,NKX2-6
NKX3-1,11,NKX3-1
NKX3-2,4,NKX3-2
NKX6-1,7,NKX6-1
NKX6-3,3,NKX6-3
NLE1,3,NLE1
NLGN1,4,NLGN1
NLGN2,2,NLGN2
NLGN3,5,NLGN3
NLGN4X,4,NLGN4X
NLGN4Y,3,NLGN4Y
NLK,8,NLK
NLN,16,NLN
NINL,12,NINL
NLRC3,6,NLRC3
NLRC4,2,NLRC4
NLRC5,9,NLRC5
NLRP11,4,NLRP11
NLRP12,4,NLRP12
NLRP13,2,NLRP13
NLRP14,8,NLRP14
NLRP2,8,NLRP2
NLRP3,13,NLRP3
NLRP5,6,NLRP5
NLRP6,2,NLRP6
NLRP7,16,NLRP7
NLRP8,2,NLRP8
NLRP9,7,NLRP9
NLRX1,9,NLRX1
NMBR,6,NMBR
NMD3,17,NMD3
GRIN1,11,GRIN1
GRIN2A,35,GRIN2A
GRIN2B,26,GRIN2B
GRIN2C,11,GRIN2C
GRIN2D,5,GRIN2D
GRIN3A,6,GRIN3A
GRIN3B,7,GRIN3B
GRINA,1,GRINA
NME1,10,NME1
NME2,11,NME2
NME1-NME2,13,NME1-NME2
NME3,5,NME3
NME4,7,NME4
NME5,1,NME5
NME6,1,NME6
NMI,10,NMI
