Genes,Domains,Norm_Symbol
KRT79,"['PF00038', 'PF16208']",KRT79
CMKLR1,['PF00001'],CMKLR1
PPID,"['PF13176', 'PF00160']",PPID
SOHLH1,['PF00010'],SOHLH1
ZNF718,"['PF00096', 'PF01352', 'PF13912']",ZNF718
C4orf46,['PF15725'],C4orf46
ST6GALNAC1,['PF00777'],ST6GALNAC1
ONECUT3,"['PF02376', 'PF00046']",ONECUT3
SULT1E1,['PF00685'],SULT1E1
GTF2H2C,"['PF04056', 'PF07975']",GTF2H2C
CD27,['PF00020'],CD27
SFXN5,['PF03820'],SFXN5
DUSP9,"['PF00581', 'PF00782']",DUSP9
MX2,"['PF02212', 'PF01031', 'PF00350']",MX2
TMC2,['PF07810'],TMC2
OR5R1,['PF13853'],OR5R1
KIF19,['PF00225'],KIF19
FOXQ1,['PF00250'],FOXQ1
OR5M9,['PF13853'],OR5M9
AP002512.3,['PF13853'],AP002512.3
OR5M3,['PF13853'],OR5M3
BEST2,['PF01062'],BEST2
NLRC5,"['PF13516', 'PF18461', 'PF17776', 'PF05729']",NLRC5
TRMT112,['PF03966'],TRMT112
WNT3,['PF00110'],WNT3
RAB11FIP5,"['PF00168', 'PF09457']",RAB11FIP5
TSLP,['PF15216'],TSLP
VAMP1,['PF00957'],VAMP1
THRAP3,['PF15440'],THRAP3
PLXNB2,"['PF01437', 'PF01833', 'PF01403', 'PF17960', 'PF08337']",PLXNB2
KRT78,"['PF00038', 'PF16208']",KRT78
PKHD1L1,"['PF07691', 'PF01833', 'PF10162', 'PF13229']",PKHD1L1
NMD3,['PF04981'],NMD3
FEV,['PF00178'],FEV
ABHD2,['PF00561'],ABHD2
VAC14,"['PF11916', 'PF12755']",VAC14
FOXF2,['PF00250'],FOXF2
SYBU,['PF15290'],SYBU
PES1,"['PF06732', 'PF16589']",PES1
DNAJC3,"['PF13432', 'PF00226', 'PF13181', 'PF09976']",DNAJC3
ESRRA,"['PF00104', 'PF00105']",ESRRA
PLK4,"['PF18409', 'PF00069', 'PF18190', 'PF00659']",PLK4
ZAN,"['PF12714', 'PF00094', 'PF01826', 'PF00629', 'PF08742']",ZAN
ATP8A1,"['PF16212', 'PF16209', 'PF00122', 'PF13246']",ATP8A1
GDF3,"['PF00688', 'PF00019']",GDF3
HNRNPUL1,"['PF13671', 'PF00622', 'PF02037']",HNRNPUL1
TAPBPL,"['PF07686', 'PF07654']",TAPBPL
DPPA3,['PF15549'],DPPA3
MAD2L1,['PF02301'],MAD2L1
IL25,['PF06083'],IL25
C6orf223,['PF17704'],C6orf223
NECAB3,"['PF03992', 'PF13202']",NECAB3
SERPINA12,['PF00079'],SERPINA12
UBE2A,['PF00179'],UBE2A
SLC9A2,"['PF00999', 'PF16644']",SLC9A2
TNNT1,['PF00992'],TNNT1
IGKV1-33,['PF07686'],IGKV1-33
YPEL2,['PF03226'],YPEL2
SART3,"['PF00076', 'PF16605', 'PF05391']",SART3
B3GNT8,['PF01762'],B3GNT8
MCOLN3,['PF08016'],MCOLN3
NKRF,"['PF01424', 'PF01585']",NKRF
TSPY1,['PF00956'],TSPY1
CCDC174,['PF13300'],CCDC174
DAD1,['PF02109'],DAD1
TMEM237,['PF15383'],TMEM237
WDTC1,['PF00400'],WDTC1
ARF5,['PF00025'],ARF5
TCN2,"['PF01122', 'PF14478']",TCN2
VRTN,['PF01527'],VRTN
USP29,"['PF00443', 'PF16674']",USP29
ZIM3,"['PF00096', 'PF01352']",ZIM3
GABRE,"['PF02931', 'PF02932']",GABRE
TSPY9P,['PF00956'],TSPY9P
DUXA,['PF00046'],DUXA
IGKV2-40,['PF07686'],IGKV2-40
GOLGA6A,['PF15070'],GOLGA6A
RELA,"['PF00554', 'PF16179']",RELA
TDP1,['PF06087'],TDP1
FICD,['PF02661'],FICD
AMHR2,"['PF07714', 'PF01064', 'PF00069']",AMHR2
AKR1E2,['PF00248'],AKR1E2
ZNF513,"['PF00096', 'PF13465']",ZNF513
PRODH2,['PF01619'],PRODH2
OR10J5,['PF13853'],OR10J5
ZWILCH,['PF09817'],ZWILCH
ZNF462,['PF13909'],ZNF462
EPB41L4B,"['PF08736', 'PF09379', 'PF09380', 'PF00373']",EPB41L4B
TNFRSF21,"['PF00020', 'PF00531']",TNFRSF21
UBALD1,['PF14555'],UBALD1
APCS,['PF00354'],APCS
SYNDIG1L,['PF04505'],SYNDIG1L
GCC1,['PF01465'],GCC1
ALG13,"['PF04101', 'PF02338']",ALG13
MIER2,"['PF01448', 'PF00249']",MIER2
EIF3K,['PF10075'],EIF3K
TGFB1,"['PF00688', 'PF00019']",TGFB1
ATF2,['PF00170'],ATF2
CRP,['PF00354'],CRP
PHAX,['PF10258'],PHAX
WDR17,"['PF12894', 'PF00400']",WDR17
B9D2,['PF07162'],B9D2
ABHD4,['PF00561'],ABHD4
ERICH4,['PF15039'],ERICH4
SLC30A2,['PF01545'],SLC30A2
MPST,['PF00581'],MPST
DHX40,"['PF04408', 'PF00270', 'PF00271', 'PF07717']",DHX40
COL4A5,"['PF01391', 'PF01413']",COL4A5
NAA40,['PF00583'],NAA40
FSCN3,['PF06268'],FSCN3
SNX17,"['PF18116', 'PF00787']",SNX17
TMEM91,['PF04505'],TMEM91
DUSP23,['PF00782'],DUSP23
ALG2,"['PF13439', 'PF00534']",ALG2
G2E3,"['PF00632', 'PF13771']",G2E3
TST,['PF00581'],TST
IGKV2D-40,['PF07686'],IGKV2D-40
ARL6,['PF00025'],ARL6
OR5M8,['PF13853'],OR5M8
ZNF264,"['PF00096', 'PF01352']",ZNF264
STIL,['PF15253'],STIL
TMEM114,['PF13903'],TMEM114
SPDYE3,['PF11357'],SPDYE3
BPIFC,"['PF01273', 'PF02886']",BPIFC
FCRL6,"['PF13895', 'PF13927']",FCRL6
ADGRG2,"['PF01825', 'PF00002']",ADGRG2
KIF17,['PF00225'],KIF17
NAPA,['PF14938'],NAPA
ZNF556,"['PF00096', 'PF01352', 'PF13894']",ZNF556
CDH4,"['PF00028', 'PF08758', 'PF01049']",CDH4
TSPY10,['PF00956'],TSPY10
SH3D19,"['PF07653', 'PF00018', 'PF14604']",SH3D19
TRIM63,"['PF13445', 'PF00643']",TRIM63
SLAIN1,['PF15301'],SLAIN1
RBMY1J,"['PF00076', 'PF08081']",RBMY1J
SEC61B,['PF03911'],SEC61B
ITSN2,"['PF16652', 'PF00018', 'PF07653', 'PF14604', 'PF00168', 'PF12763', 'PF00621']",ITSN2
SH2B2,"['PF00169', 'PF08916', 'PF00017']",SH2B2
PLEC,"['PF18373', 'PF00307', 'PF03501', 'PF00681', 'PF17902']",PLEC
MEX3B,"['PF13920', 'PF00013']",MEX3B
PDIK1L,['PF00069'],PDIK1L
THEG,['PF14912'],THEG
CRYBA2,['PF00030'],CRYBA2
FAM153A,['PF15722'],FAM153A
PPP1R12C,"['PF15898', 'PF12796']",PPP1R12C
PILRB,['PF07686'],PILRB
POLN,"['PF18049', 'PF00476']",POLN
ADGRG1,"['PF18587', 'PF18619', 'PF00002', 'PF01825']",ADGRG1
DNAH12,"['PF08393', 'PF17852', 'PF12777', 'PF03028', 'PF12775', 'PF18199', 'PF12780', 'PF12774', 'PF18198', 'PF12781', 'PF17857']",DNAH12
PHKA2,['PF00723'],PHKA2
SHC4,"['PF00640', 'PF00017']",SHC4
ZNF611,"['PF00096', 'PF01352', 'PF12874']",ZNF611
MPP4,"['PF02828', 'PF00595', 'PF00625']",MPP4
MPP1,"['PF07653', 'PF00018', 'PF00595', 'PF00625']",MPP1
CFAP45,['PF13868'],CFAP45
MAGEA10,"['PF01454', 'PF12440']",MAGEA10
RPS3A,['PF01015'],RPS3A
TNNI3,"['PF00992', 'PF11636']",TNNI3
CTCF,"['PF00096', 'PF13909']",CTCF
ASIC2,['PF00858'],ASIC2
PILRA,['PF07686'],PILRA
MOCS2,"['PF02597', 'PF02391']",MOCS2
CLEC4C,['PF00059'],CLEC4C
HAUS3,['PF14932'],HAUS3
H1FX,['PF00538'],H1FX
SPHKAP,['PF05716'],SPHKAP
VSIG8,"['PF07686', 'PF13927']",VSIG8
HYDIN,"['PF14874', 'PF00635', 'PF15780', 'PF17213']",HYDIN
PSMC4,"['PF17862', 'PF00004', 'PF16450']",PSMC4
PRSS48,['PF00089'],PRSS48
USP54,['PF00443'],USP54
RLF,['PF00096'],RLF
BTBD17,"['PF07707', 'PF00651']",BTBD17
CLTC,"['PF09268', 'PF01394', 'PF00637', 'PF13838']",CLTC
DDIT4L,['PF07809'],DDIT4L
ZNF774,['PF00096'],ZNF774
GPR142,['PF00001'],GPR142
OVCH1,"['PF00089', 'PF00431']",OVCH1
VSX1,['PF00046'],VSX1
ZNF430,"['PF00096', 'PF01352']",ZNF430
C2CD4C,['PF00168'],C2CD4C
ZNF600,"['PF00096', 'PF01352', 'PF12874']",ZNF600
H2AFZ,"['PF16211', 'PF00125']",H2AFZ
SH2D4A,['PF00017'],SH2D4A
DNAAF3,"['PF14740', 'PF14737']",DNAAF3
PTRH2,['PF01981'],PTRH2
IGKV1D-33,['PF07686'],IGKV1D-33
CBY1,['PF14645'],CBY1
PER2,"['PF12114', 'PF08447']",PER2
IGKV2D-29,['PF07686'],IGKV2D-29
BRDT,"['PF17105', 'PF17035', 'PF00439']",BRDT
CHRND,"['PF02931', 'PF02932']",CHRND
IGKV2D-28,['PF07686'],IGKV2D-28
CCNB1IP1,['PF14634'],CCNB1IP1
CNPPD1,['PF08613'],CNPPD1
TNMD,['PF04089'],TNMD
COL14A1,"['PF00041', 'PF01391', 'PF00092']",COL14A1
TADA2A,"['PF04433', 'PF00249']",TADA2A
ADAM11,"['PF01421', 'PF01562', 'PF07974', 'PF00200', 'PF08516']",ADAM11
KRT18,['PF00038'],KRT18
RAP1GAP,"['PF02145', 'PF02188']",RAP1GAP
TNFSF15,['PF00229'],TNFSF15
VMP1,['PF09335'],VMP1
EPHA7,"['PF07699', 'PF00041', 'PF00536', 'PF14575', 'PF07714', 'PF01404']",EPHA7
NANOGNB,['PF00046'],NANOGNB
FOXC1,['PF00250'],FOXC1
OR5M11,['PF13853'],OR5M11
OR5M10,['PF13853'],OR5M10
OR5M1,['PF13853'],OR5M1
TMCO2,['PF15844'],TMCO2
CMPK1,['PF00406'],CMPK1
NKAIN1,['PF05640'],NKAIN1
HES6,"['PF00010', 'PF07527']",HES6
SPATA4,['PF06294'],SPATA4
SYT5,['PF00168'],SYT5
CTNNBIP1,['PF06384'],CTNNBIP1
PPP3CB,['PF00149'],PPP3CB
RBAK,"['PF00096', 'PF01352']",RBAK
HGFAC,"['PF00040', 'PF00008', 'PF00051', 'PF00089', 'PF00039']",HGFAC
NANOG,['PF00046'],NANOG
BLVRA,"['PF09166', 'PF01408']",BLVRA
KRT8,"['PF00038', 'PF16208']",KRT8
NIM1K,['PF00069'],NIM1K
RBAK-RBAKDN,['PF01352'],RBAK-RBAKDN
TEX43,['PF14983'],TEX43
ISCU,['PF01592'],ISCU
PRPF31,"['PF01798', 'PF09785']",PRPF31
SHC2,"['PF00017', 'PF00640']",SHC2
CMTM5,['PF01284'],CMTM5
ERCC1,"['PF03834', 'PF14520', 'PF00633']",ERCC1
SPACA5B,['PF00062'],SPACA5B
INCENP,"['PF03941', 'PF12178']",INCENP
ASB5,"['PF07525', 'PF12796']",ASB5
GRIK1,"['PF10613', 'PF00060', 'PF01094']",GRIK1
AURKC,['PF00069'],AURKC
PTPN3,"['PF00595', 'PF09380', 'PF00102', 'PF00373', 'PF09379']",PTPN3
TM9SF2,['PF02990'],TM9SF2
ZNF888,"['PF00096', 'PF01352']",ZNF888
TAGLN2,"['PF00402', 'PF00307']",TAGLN2
PPM1G,['PF00481'],PPM1G
MRPL35,['PF01632'],MRPL35
EXD1,['PF01612'],EXD1
HNRNPL,"['PF00076', 'PF13893', 'PF11835']",HNRNPL
ZNF805,"['PF00096', 'PF01352']",ZNF805
TMEM119,['PF15724'],TMEM119
DENND6B,"['PF09794', 'PF08616']",DENND6B
FAM207A,['PF15341'],FAM207A
BACH1,"['PF03131', 'PF00651']",BACH1
GJC1,['PF00029'],GJC1
TM2D1,['PF05154'],TM2D1
BTN1A1,"['PF13765', 'PF08205', 'PF07686', 'PF00622']",BTN1A1
NDUFA3,['PF14987'],NDUFA3
CFAP65,['PF15780'],CFAP65
PPP1R13L,"['PF14604', 'PF12796']",PPP1R13L
ZNF816,"['PF00096', 'PF01352']",ZNF816
ZNF101,"['PF00096', 'PF01352']",ZNF101
NOMO2,['PF13620'],NOMO2
GU182353.1,['PF00047'],GU182353.1
SLC25A20,['PF00153'],SLC25A20
HMG20A,['PF00505'],HMG20A
ZNF816-ZNF321P,['PF01352'],ZNF816-ZNF321P
HMGN4,['PF01101'],HMGN4
RGS17,['PF00615'],RGS17
AC008982.1,"['PF00378', 'PF13893']",AC008982.1
ZMPSTE24,"['PF16491', 'PF01435']",ZMPSTE24
ZNF460,"['PF00096', 'PF01352']",ZNF460
ACSM6,['PF00501'],ACSM6
LDB3,"['PF00412', 'PF15936', 'PF00595']",LDB3
MAP3K12,['PF07714'],MAP3K12
GU182353.2,['PF00047'],GU182353.2
SPCS3,['PF04573'],SPCS3
SCGB1D1,['PF01099'],SCGB1D1
PHF14,"['PF00628', 'PF13832']",PHF14
ZNF320,"['PF00096', 'PF01352']",ZNF320
MRPS24,['PF14955'],MRPS24
IGSF9,"['PF00041', 'PF07679', 'PF13927']",IGSF9
SCGB2A1,['PF01099'],SCGB2A1
C21orf91,['PF06937'],C21orf91
SCGB1D2,['PF01099'],SCGB1D2
OPCML,"['PF07679', 'PF13927']",OPCML
ZNF468,"['PF00096', 'PF01352']",ZNF468
GU182353.4,['PF00047'],GU182353.4
FOSB,['PF00170'],FOSB
KCNK13,['PF07885'],KCNK13
ZNF28,"['PF00096', 'PF01352']",ZNF28
ECH1,['PF00378'],ECH1
MCTS2P,"['PF17832', 'PF01472']",MCTS2P
FGR,"['PF07714', 'PF00018', 'PF00017']",FGR
TEF,['PF07716'],TEF
ERVV-1,['PF00429'],ERVV-1
ZNF57,"['PF00096', 'PF01352', 'PF13894']",ZNF57
TOB2,"['PF07742', 'PF07145']",TOB2
CHP1,"['PF00036', 'PF13499']",CHP1
ATG4C,['PF03416'],ATG4C
CD3EAP,['PF08208'],CD3EAP
TNC,"['PF00041', 'PF00147', 'PF18720', 'PF07974']",TNC
GIPC1,['PF00595'],GIPC1
KCNJ10,"['PF01007', 'PF17655']",KCNJ10
KCNQ5,"['PF03520', 'PF00520']",KCNQ5
ADRA1D,['PF00001'],ADRA1D
MRAS,['PF00071'],MRAS
FAM110D,"['PF14160', 'PF14161']",FAM110D
SLC39A4,"['PF18292', 'PF02535']",SLC39A4
PIGM,['PF05007'],PIGM
KCNJ9,"['PF01007', 'PF17655']",KCNJ9
FOXE3,['PF00250'],FOXE3
ANKRD36B,"['PF14915', 'PF12796']",ANKRD36B
FOXD2,['PF00250'],FOXD2
HK1,"['PF03727', 'PF00349']",HK1
TAS2R1,['PF05296'],TAS2R1
PIP5K1B,['PF01504'],PIP5K1B
PSG1,"['PF13895', 'PF07686', 'PF13927']",PSG1
METTL22,['PF10294'],METTL22
CDH10,"['PF00028', 'PF01049']",CDH10
TNFSF8,['PF00229'],TNFSF8
NR4A3,"['PF00104', 'PF00105']",NR4A3
MLF1,['PF10248'],MLF1
GRK7,"['PF00615', 'PF00069']",GRK7
TRABD2B,['PF01963'],TRABD2B
CRYM,['PF02423'],CRYM
HMGCS1,"['PF01154', 'PF08540']",HMGCS1
ATP5F1C,['PF00231'],ATP5F1C
C3orf20,['PF14977'],C3orf20
RNF7,"['PF12861', 'PF12678']",RNF7
FBXO9,['PF12937'],FBXO9
BFAR,"['PF00536', 'PF15227']",BFAR
ANKS6,"['PF00536', 'PF12796']",ANKS6
EPS8L1,"['PF18016', 'PF00018', 'PF08416']",EPS8L1
GRXCR1,['PF00462'],GRXCR1
OR5AP2,['PF13853'],OR5AP2
ANKS4B,"['PF00536', 'PF12796']",ANKS4B
OR5AR1,['PF13853'],OR5AR1
PIWIL1,"['PF05831', 'PF08699', 'PF02170', 'PF02171']",PIWIL1
VEGFC,"['PF03128', 'PF00341']",VEGFC
RUNDC1,['PF02759'],RUNDC1
THSD7A,['PF00090'],THSD7A
TOMM22,['PF04281'],TOMM22
C20orf85,['PF14945'],C20orf85
ZNF322,['PF00096'],ZNF322
TTC25,['PF17874'],TTC25
FBXO7,"['PF12937', 'PF11566']",FBXO7
FPGS,['PF08245'],FPGS
SCGB2A2,['PF01099'],SCGB2A2
PHF5A,['PF03660'],PHF5A
PFKFB4,"['PF01591', 'PF00300']",PFKFB4
DTWD2,['PF03942'],DTWD2
ICK,['PF00069'],ICK
NR3C1,"['PF00105', 'PF00104', 'PF02155']",NR3C1
SLC5A1,['PF00474'],SLC5A1
SNRNP40,['PF00400'],SNRNP40
PEG10,"['PF16297', 'PF08284']",PEG10
CSGALNACT1,['PF05679'],CSGALNACT1
CORO1C,"['PF08953', 'PF16300', 'PF00400']",CORO1C
IRS4,['PF02174'],IRS4
ISLR2,['PF13855'],ISLR2
PIANP,['PF15298'],PIANP
ZNF546,"['PF00096', 'PF01352', 'PF13912']",ZNF546
PID1,['PF14719'],PID1
CHRNG,"['PF02931', 'PF02932']",CHRNG
MRPL16,['PF00252'],MRPL16
ANKRD60,['PF12796'],ANKRD60
ZNF593,['PF12171'],ZNF593
TIGD1,"['PF03221', 'PF04218', 'PF03184']",TIGD1
TTK,['PF00069'],TTK
EFCAB3,['PF13833'],EFCAB3
PNMT,['PF01234'],PNMT
PCBP2,['PF00013'],PCBP2
TMTC1,"['PF14559', 'PF08409', 'PF07719', 'PF13414', 'PF13181', 'PF13424', 'PF13432']",TMTC1
ABLIM3,"['PF02209', 'PF16182', 'PF00412']",ABLIM3
HM13,['PF04258'],HM13
CASD1,['PF07779'],CASD1
GMPR2,['PF00478'],GMPR2
CRISPLD1,"['PF03815', 'PF00188']",CRISPLD1
ZNF732,"['PF00096', 'PF01352', 'PF13912']",ZNF732
COG7,['PF10191'],COG7
OIP5,['PF03226'],OIP5
TGFBI,['PF02469'],TGFBI
AC087721.2,['PF16006'],AC087721.2
IGFL1,['PF14653'],IGFL1
REG3G,['PF00059'],REG3G
SSX1,"['PF09514', 'PF01352']",SSX1
LARP1,['PF05383'],LARP1
CD2AP,"['PF00018', 'PF14604']",CD2AP
GPRC5C,['PF00003'],GPRC5C
PSMD6,"['PF10602', 'PF01399']",PSMD6
UCN2,['PF00473'],UCN2
DDX52,"['PF00270', 'PF00271']",DDX52
GMDS,['PF16363'],GMDS
IGSF8,['PF07686'],IGSF8
SH3RF1,"['PF00018', 'PF14604', 'PF00097']",SH3RF1
SSX5,['PF09514'],SSX5
ZNF14,"['PF00096', 'PF01352', 'PF13912']",ZNF14
ISLR,"['PF13855', 'PF07679']",ISLR
CBLIF,"['PF01122', 'PF14478']",CBLIF
AFAP1L1,['PF00169'],AFAP1L1
DMXL1,"['PF12234', 'PF00400']",DMXL1
PLA2G10,['PF00068'],PLA2G10
KCTD17,['PF02214'],KCTD17
E2F1,"['PF16421', 'PF02319']",E2F1
SERPINA4,['PF00079'],SERPINA4
TAF4,"['PF05236', 'PF07531']",TAF4
ATP11C,"['PF16212', 'PF16209', 'PF00122', 'PF13246']",ATP11C
DCDC2C,['PF03607'],DCDC2C
SYDE2,['PF00620'],SYDE2
KCNV1,"['PF02214', 'PF00520']",KCNV1
JOSD1,['PF02099'],JOSD1
LRRC74A,['PF13516'],LRRC74A
SERPINA3,['PF00079'],SERPINA3
HIGD1B,['PF04588'],HIGD1B
ATP1B3,['PF00287'],ATP1B3
NMNAT1,['PF01467'],NMNAT1
C1orf52,['PF15559'],C1orf52
ALLC,['PF03561'],ALLC
MRPS25,['PF05047'],MRPS25
SSR1,['PF03896'],SSR1
SCGB1D4,['PF01099'],SCGB1D4
SERPINA5,['PF00079'],SERPINA5
NKIRAS2,['PF00071'],NKIRAS2
OCM2,['PF13499'],OCM2
NUSAP1,['PF16006'],NUSAP1
DNER,"['PF00008', 'PF12661']",DNER
TIMP3,['PF00965'],TIMP3
ARHGEF3,['PF00621'],ARHGEF3
DEPDC1B,"['PF00620', 'PF00610']",DEPDC1B
BCL10,['PF00619'],BCL10
LZIC,['PF06384'],LZIC
ISCA2,['PF01521'],ISCA2
SYN3,"['PF02750', 'PF10581', 'PF02078']",SYN3
MFSD9,['PF07690'],MFSD9
METTL2A,['PF13489'],METTL2A
ZNF385C,['PF12874'],ZNF385C
ASRGL1,['PF01112'],ASRGL1
PARP2,"['PF00644', 'PF02877', 'PF05406']",PARP2
ATP1A2,"['PF00690', 'PF00122', 'PF00702', 'PF13246', 'PF00689']",ATP1A2
SLC25A19,['PF00153'],SLC25A19
FOXD3,['PF00250'],FOXD3
CNP,"['PF05881', 'PF13671']",CNP
SYTL2,"['PF00168', 'PF02318']",SYTL2
DDAH1,['PF02274'],DDAH1
PXMP4,['PF02466'],PXMP4
FGD5,"['PF00169', 'PF00621', 'PF01363']",FGD5
PDLIM1,"['PF00412', 'PF15936', 'PF00595']",PDLIM1
ZNF141,"['PF00096', 'PF01352', 'PF13912']",ZNF141
PATJ,"['PF00595', 'PF09045']",PATJ
NPC2,['PF02221'],NPC2
NXF1,"['PF02136', 'PF09162', 'PF03943']",NXF1
PSMC1,"['PF17862', 'PF00004', 'PF16450']",PSMC1
POU4F1,"['PF00157', 'PF00046']",POU4F1
ASAP1,"['PF00169', 'PF00018', 'PF01412', 'PF12796', 'PF16746']",ASAP1
ULK3,"['PF04212', 'PF00069']",ULK3
CAGE1,['PF15066'],CAGE1
NPIPA3,['PF06409'],NPIPA3
OBI1,['PF13923'],OBI1
EMCN,['PF07010'],EMCN
DALRD3,['PF05746'],DALRD3
SSH1,"['PF08766', 'PF00782']",SSH1
NRDE2,['PF08424'],NRDE2
GFAP,"['PF04732', 'PF00038']",GFAP
GPR34,['PF00001'],GPR34
ATP8B3,"['PF16209', 'PF00702', 'PF00122', 'PF13246', 'PF16212']",ATP8B3
CD300A,"['PF07686', 'PF15330']",CD300A
CRYBG3,"['PF00652', 'PF00030']",CRYBG3
RAD23B,"['PF00627', 'PF09280', 'PF00240']",RAD23B
LMNB1,"['PF00038', 'PF00932']",LMNB1
DNAJC7,"['PF07719', 'PF13181', 'PF13414', 'PF00226', 'PF13432']",DNAJC7
CHD9,"['PF07533', 'PF00385', 'PF00176', 'PF00271']",CHD9
PRNP,"['PF11587', 'PF00377']",PRNP
EPHX4,['PF00561'],EPHX4
PRDX5,['PF08534'],PRDX5
SETSIP,['PF00956'],SETSIP
ABHD18,['PF09752'],ABHD18
PRND,"['PF11466', 'PF00377']",PRND
TMEM14B,['PF03647'],TMEM14B
CKMT1B,"['PF02807', 'PF00217']",CKMT1B
CD300LB,['PF07686'],CD300LB
ADGRF2,"['PF01825', 'PF00002']",ADGRF2
CD300C,['PF07686'],CD300C
ATP1A4,"['PF00122', 'PF00689', 'PF00690', 'PF13246']",ATP1A4
ZNF543,"['PF00096', 'PF01352']",ZNF543
ZNF506,"['PF00096', 'PF01352', 'PF13912']",ZNF506
POLD2,"['PF04042', 'PF18018']",POLD2
TBC1D22A,['PF00566'],TBC1D22A
WNT9B,['PF00110'],WNT9B
ZNF304,"['PF00096', 'PF01352']",ZNF304
ZNF721,"['PF00096', 'PF01352', 'PF16622', 'PF13912']",ZNF721
CCL28,['PF00048'],CCL28
NPHP1,['PF00018'],NPHP1
NR2C2,"['PF00104', 'PF00105']",NR2C2
ANXA5,['PF00191'],ANXA5
ADGRF4,"['PF00002', 'PF01825']",ADGRF4
EDNRB,['PF00001'],EDNRB
CCN1,"['PF00007', 'PF00093', 'PF00219']",CCN1
CD300H,['PF07686'],CD300H
NLGN2,['PF00135'],NLGN2
BTBD8,"['PF15363', 'PF00651']",BTBD8
MPDZ,"['PF16667', 'PF00595', 'PF09045']",MPDZ
RASSF2,"['PF16517', 'PF00788']",RASSF2
COX5B,['PF01215'],COX5B
CASQ1,['PF01216'],CASQ1
REEP1,['PF03134'],REEP1
CD300LD,['PF07686'],CD300LD
FAM187A,"['PF15867', 'PF13877', 'PF07686']",FAM187A
C1orf146,['PF15162'],C1orf146
PEA15,['PF01335'],PEA15
CACNB3,"['PF12052', 'PF00625']",CACNB3
ZNHIT6,['PF04438'],ZNHIT6
CD300E,['PF07686'],CD300E
ZNF77,"['PF00096', 'PF01352', 'PF13894']",ZNF77
CATSPER2,['PF00520'],CATSPER2
LINGO1,"['PF13306', 'PF13855', 'PF07679']",LINGO1
CLYBL,['PF03328'],CLYBL
UTP18,['PF00400'],UTP18
GUCY2F,"['PF07714', 'PF00211', 'PF07701', 'PF01094']",GUCY2F
HTR1A,['PF00001'],HTR1A
OR5AK2,['PF13853'],OR5AK2
KDM3B,['PF02373'],KDM3B
RIOX2,['PF08007'],RIOX2
GTPBP1,['PF00009'],GTPBP1
ZNF548,"['PF00096', 'PF01352']",ZNF548
MAK,['PF00069'],MAK
DOK7,['PF02174'],DOK7
MARCH3,['PF12906'],MARCH3
YWHAZ,['PF00244'],YWHAZ
GRB2,"['PF00018', 'PF00017']",GRB2
AQP1,['PF00230'],AQP1
ANAPC2,"['PF00888', 'PF08672']",ANAPC2
PSG11,"['PF13895', 'PF07686', 'PF13927']",PSG11
WAS,"['PF02205', 'PF00786', 'PF00568']",WAS
ZNF547,"['PF00096', 'PF01352']",ZNF547
DNAL4,['PF01221'],DNAL4
AC004076.1,['PF01352'],AC004076.1
DAO,['PF01266'],DAO
CCDC88B,['PF05622'],CCDC88B
ZNF17,"['PF00096', 'PF01352']",ZNF17
MANEA,['PF16317'],MANEA
ODF3L2,['PF07004'],ODF3L2
SYCP2L,"['PF18581', 'PF18584']",SYCP2L
LSM14B,"['PF09532', 'PF12701']",LSM14B
TRAPPC2B,['PF04628'],TRAPPC2B
VN1R1,['PF03402'],VN1R1
DBX1,['PF00046'],DBX1
AC003002.1,['PF01352'],AC003002.1
PSG6,"['PF13895', 'PF07686', 'PF13927']",PSG6
AC003002.3,['PF01352'],AC003002.3
GCM2,['PF03615'],GCM2
ZNF749,"['PF00096', 'PF01352']",ZNF749
GHRH,['PF00123'],GHRH
ACD,['PF10341'],ACD
ZNF707,"['PF00096', 'PF01352']",ZNF707
CHODL,['PF00059'],CHODL
TACR2,['PF00001'],TACR2
ACPP,['PF00328'],ACPP
ZNF772,"['PF00096', 'PF01352']",ZNF772
ZIC5,"['PF00096', 'PF18366']",ZIC5
TNIK,"['PF00780', 'PF00069']",TNIK
RNF180,['PF13920'],RNF180
REG1B,['PF00059'],REG1B
KCTD8,['PF02214'],KCTD8
C18orf25,['PF15303'],C18orf25
BICD2,['PF09730'],BICD2
EFTUD2,"['PF14492', 'PF00009', 'PF00679', 'PF03764', 'PF03144', 'PF16004']",EFTUD2
C5orf63,['PF05768'],C5orf63
LRRC55,['PF13855'],LRRC55
UFL1,['PF09743'],UFL1
IRS2,"['PF00169', 'PF02174']",IRS2
ZIC2,"['PF00096', 'PF18366']",ZIC2
FUT9,"['PF00852', 'PF17039']",FUT9
IRF2BPL,['PF11261'],IRF2BPL
PSG4,"['PF13895', 'PF07686', 'PF13927']",PSG4
SVOP,"['PF00083', 'PF07690']",SVOP
CRHR2,"['PF02793', 'PF00002']",CRHR2
CRYAA,"['PF00011', 'PF00525']",CRYAA
NXT2,['PF02136'],NXT2
YIPF7,['PF04893'],YIPF7
ZNF253,"['PF00096', 'PF01352']",ZNF253
STK11,['PF00069'],STK11
TCN1,"['PF01122', 'PF14478']",TCN1
APLNR,['PF00001'],APLNR
MPC1L,['PF03650'],MPC1L
AC004691.2,"['PF00230', 'PF13898']",AC004691.2
SLC25A21,['PF00153'],SLC25A21
OPN5,['PF00001'],OPN5
