Genes,Protein_Mass (Daltons),Norm_Symbol
RNF157,73579,RNF157
LILRA1,53275,LILRA1
RTP3,27031,RTP3
LAP3,56166,LAP3
HLA-DRB5,30056,HLA-DRB5
HIST1H2BB,13950,HIST1H2BB
PDE6B,98336,PDE6B
C8orf88,13372,C8orf88
KRTAP6-3,10409,KRTAP6-3
DEUP1,70977,DEUP1
ABHD12,45097,ABHD12
KCNF1,55584,KCNF1
DKK1,28672,DKK1
IGFL4,13885,IGFL4
PEX13,44130,PEX13
SAP30BP,33870,SAP30BP
SOAT2,59896,SOAT2
GPALPP1,38142,GPALPP1
TTC27,96632,TTC27
TRIM63,40248,TRIM63
WHAMM,90924,WHAMM
LMAN2L,39711,LMAN2L
LY6G6F,32465,LY6G6F
SAP130,110324,SAP130
LPAR5,41347,LPAR5
BCL3,47584,BCL3
POLD4,12433,POLD4
RPS6KB2,53455,RPS6KB2
PHC3,106162,PHC3
CT55,29052,CT55
MS4A5,22283,MS4A5
SYNC,55299,SYNC
ZNF586,46413,ZNF586
HEXA,60703,HEXA
IGHV3-53,12770,IGHV3-53
DPYSL4,61878,DPYSL4
UST,47673,UST
BIK,18016,BIK
ZNF575,26763,ZNF575
NANOGNB,22750,NANOGNB
MAGEB5,31906,MAGEB5
CNTNAP1,156267,CNTNAP1
EMC1,111759,EMC1
ZNF724,71172,ZNF724
C1orf189,12131,C1orf189
PCSK7,86247,PCSK7
GLT8D2,40026,GLT8D2
ZNF506,51537,ZNF506
PPP2R1B,66214,PPP2R1B
KLHL5,84457,KLHL5
TXNDC5,47629,TXNDC5
SPEM1,34773,SPEM1
POLE2,59537,POLE2
OSBPL1A,108470,OSBPL1A
COX6A2,10815,COX6A2
TPD52,24327,TPD52
SMOC1,48163,SMOC1
HES3,19968,HES3
GFER,23449,GFER
CBX1,21418,CBX1
SYNGR1,25456,SYNGR1
TMEM62,73133,TMEM62
TIAL1,41591,TIAL1
PPP3CC,58129,PPP3CC
NIT2,30608,NIT2
NMT1,56806,NMT1
FUT7,39239,FUT7
RAB34,21118,RAB34
NOP16,21188,NOP16
SFTPA2,26182,SFTPA2
MRGPRX2,37099,MRGPRX2
GLYR1,60547,GLYR1
OR52D1,35122,OR52D1
SESTD1,79348,SESTD1
TMCC2,77449,TMCC2
HNRNPCL2,32072,HNRNPCL2
CHRNA5,53054,CHRNA5
ZNF14,75353,ZNF14
DEDD,36794,DEDD
RECQL,73457,RECQL
EHF,34892,EHF
SNRPG,8496,SNRPG
DSE,109773,DSE
ACSL4,79188,ACSL4
TBCCD1,63530,TBCCD1
PSG4,47113,PSG4
AKIRIN1,21867,AKIRIN1
PGLS,27547,PGLS
POTEF,121445,POTEF
TMEM39B,56274,TMEM39B
GOLGA2,113086,GOLGA2
FAM184B,121044,FAM184B
SRP9,10112,SRP9
NIT1,35896,NIT1
MASTL,97319,MASTL
RAB9B,22719,RAB9B
PIKFYVE,237136,PIKFYVE
DISP3,153048,DISP3
IL13RA2,44176,IL13RA2
SNAPC1,42994,SNAPC1
GMNN,23565,GMNN
RAX2,20086,RAX2
KBTBD4,58144,KBTBD4
ANAPC15,14281,ANAPC15
MIGA2,65531,MIGA2
HOXD11,35197,HOXD11
LRRC10,31642,LRRC10
OR8B4,34404,OR8B4
EPPIN,15284,EPPIN
KRTAP21-3,6456,KRTAP21-3
NAPEPLD,45596,NAPEPLD
BHMT2,40354,BHMT2
GAGE2E,12217,GAGE2E
ALDH4A1,61719,ALDH4A1
ARL4D,22156,ARL4D
H3F3A,15328,H3F3A
ZNF334,79649,ZNF334
TMEM191C,39292,TMEM191C
DUSP3,20478,DUSP3
CLDN4,22077,CLDN4
TMLHE,49518,TMLHE
CCNG1,34074,CCNG1
SEC14L1,81250,SEC14L1
LHX3,43358,LHX3
SSBP4,39388,SSBP4
SERPINB13,44276,SERPINB13
SSH1,115511,SSH1
FOSL2,35193,FOSL2
FAM71E2,99915,FAM71E2
ADTRP,26842,ADTRP
MAPK8IP3,147457,MAPK8IP3
CEACAM19,32638,CEACAM19
DOC2B,45922,DOC2B
NAIP,159582,NAIP
BTLA,32834,BTLA
IL22RA1,63077,IL22RA1
ZSWIM3,79454,ZSWIM3
ACAP1,81536,ACAP1
MYBL1,85887,MYBL1
MCAT,42962,MCAT
ITPKB,102376,ITPKB
TANGO6,120748,TANGO6
EFCAB1,24488,EFCAB1
CDK5RAP1,67689,CDK5RAP1
RGMA,49347,RGMA
MIOX,33010,MIOX
CATSPERD,90468,CATSPERD
TPGS2,33318,TPGS2
KCNMA1,137560,KCNMA1
SOCS1,23551,SOCS1
CLDN10,24488,CLDN10
TRIM55,60466,TRIM55
SFTA3,10526,SFTA3
RFK,17623,RFK
GSN,85698,GSN
CT45A3,21331,CT45A3
KIR3DL3,44928,KIR3DL3
CBX6,43898,CBX6
BRINP1,88760,BRINP1
ATG4B,44294,ATG4B
COA4,10134,COA4
TMEM89,17572,TMEM89
ZNF578,68531,ZNF578
ERBIN,158298,ERBIN
AADAC,45734,AADAC
MEIS1,43016,MEIS1
CLDN3,23319,CLDN3
LHX1,44808,LHX1
GALR1,38953,GALR1
NDFIP2,36390,NDFIP2
C11orf94,10902,C11orf94
RCAN1,28079,RCAN1
THYN1,25697,THYN1
G6PD,59257,G6PD
PCYT1A,41731,PCYT1A
C1orf210,12024,C1orf210
WDR66,129952,WDR66
EFCAB5,173404,EFCAB5
OR52N5,36212,OR52N5
TUBA1B,50152,TUBA1B
RGS19,24636,RGS19
TIRAP,23883,TIRAP
KRTAP5-10,17984,KRTAP5-10
DVL1,75187,DVL1
RNF212B,33570,RNF212B
BMP2,44702,BMP2
KIRREL2,75092,KIRREL2
RNF148,34397,RNF148
HLA-DPA1,29381,HLA-DPA1
ARF1,20697,ARF1
ANXA9,38364,ANXA9
FGF10,23436,FGF10
ASAP2,111651,ASAP2
LTK,91681,LTK
RBM7,30504,RBM7
CEP112,112749,CEP112
FGF4,22048,FGF4
EMC3,29952,EMC3
IL5,15238,IL5
ZFP36,34003,ZFP36
MLXIPL,93073,MLXIPL
MCU,39867,MCU
KIAA1586,89673,KIAA1586
FREM2,351157,FREM2
IGKV1-9,12715,IGKV1-9
FZD7,63620,FZD7
KIAA0040,11435,KIAA0040
ASH2L,68723,ASH2L
LYRM4,10758,LYRM4
FEZ2,39666,FEZ2
TMEM217,26582,TMEM217
BICD2,93533,BICD2
DEFB130A,8736,DEFB130A
STX1A,33023,STX1A
IGFLR1,37895,IGFLR1
TWNK,77154,TWNK
PTPRE,80642,PTPRE
SLC38A9,63776,SLC38A9
NUP62CL,20837,NUP62CL
IL36A,17684,IL36A
CCR4,41403,CCR4
CLEC18C,49585,CLEC18C
IQCH,117349,IQCH
FYB1,85387,FYB1
NRP1,103134,NRP1
NLRP1,165866,NLRP1
PHKA2,138408,PHKA2
MREG,24927,MREG
ZDHHC9,40916,ZDHHC9
TTC12,78756,TTC12
VPS29,20506,VPS29
BPI,53900,BPI
DYNLT1,12452,DYNLT1
IP6K2,49186,IP6K2
CCDC88B,164809,CCDC88B
KRTAP5-4,25249,KRTAP5-4
ZNF177,54782,ZNF177
COG2,83208,COG2
PIAS4,56504,PIAS4
JUNB,35879,JUNB
IGLON5,36795,IGLON5
HTR6,46954,HTR6
EIF2B3,50240,EIF2B3
DDI1,44124,DDI1
CCP110,113424,CCP110
TMEM52,22122,TMEM52
THNSL1,83070,THNSL1
SLC9A3R2,37414,SLC9A3R2
MSRB1,12760,MSRB1
ZNF658,122274,ZNF658
CAMK2B,72678,CAMK2B
TRAPPC6A,17605,TRAPPC6A
FGF6,22905,FGF6
PHYHIPL,42486,PHYHIPL
HMBS,39330,HMBS
TMPRSS2,53859,TMPRSS2
CHAF1B,61493,CHAF1B
ZNF730,59040,ZNF730
CCDC126,15668,CCDC126
CARMIL1,151557,CARMIL1
ABCB10,79148,ABCB10
SPATA31A6,147818,SPATA31A6
SOX21,28580,SOX21
MELTF,80215,MELTF
FAM105A,42196,FAM105A
CENPX,8959,CENPX
SPATA2,58427,SPATA2
FBXW2,51512,FBXW2
MYH3,223905,MYH3
EFNA5,26297,EFNA5
CTSC,51854,CTSC
PRR23D2,31050,PRR23D2
LIPA,45419,LIPA
DMRTC1,20139,DMRTC1
ELAVL3,39547,ELAVL3
SLC6A19,71110,SLC6A19
CHTF18,107383,CHTF18
FAM234B,67039,FAM234B
MYT1,122329,MYT1
TRBV6-5,12402,TRBV6-5
HHIPL2,80779,HHIPL2
CHST13,38920,CHST13
GTPBP10,42933,GTPBP10
ELP5,34841,ELP5
FOXA2,48306,FOXA2
CLEC4E,25073,CLEC4E
MTRNR2L12,2961,MTRNR2L12
MRPL11,20683,MRPL11
TRAF6,59573,TRAF6
DNAI2,68821,DNAI2
HIP1R,119388,HIP1R
GRIN3B,112992,GRIN3B
CPS1,164939,CPS1
ANKRD45,29977,ANKRD45
CEP170,175293,CEP170
ERCC2,86909,ERCC2
KRTAP9-3,16854,KRTAP9-3
ATXN7L2,77181,ATXN7L2
CKAP2L,83587,CKAP2L
OVOL3,23826,OVOL3
NUP43,42151,NUP43
CDKN2B,14722,CDKN2B
POLA1,165913,POLA1
NDUFA5,13459,NDUFA5
AK5,63333,AK5
SMG9,57651,SMG9
RIN3,107854,RIN3
NPIPB9,49181,NPIPB9
POU5F2,36051,POU5F2
CCDC38,65315,CCDC38
BAG5,51200,BAG5
SHC2,61916,SHC2
C3orf52,24295,C3orf52
OR5A1,35152,OR5A1
AK7,82658,AK7
OR7C1,35519,OR7C1
TAOK1,116070,TAOK1
SUPT5H,121000,SUPT5H
MCEMP1,21229,MCEMP1
SPDL1,70172,SPDL1
WBP2NL,31909,WBP2NL
TARDBP,44740,TARDBP
TTLL8,94676,TTLL8
TVP23C,31105,TVP23C
DNAJC25,42404,DNAJC25
TMEM91,18162,TMEM91
POLR2M,15131,POLR2M
NPIPA2,42223,NPIPA2
ALPK3,201272,ALPK3
MTR,140527,MTR
MT1F,6086,MT1F
C2orf40,17183,C2orf40
BTBD10,53779,BTBD10
RNF26,47737,RNF26
OR9Q1,34757,OR9Q1
GSE1,136164,GSE1
SIGLEC7,51143,SIGLEC7
VSIR,33908,VSIR
TMEM158,30404,TMEM158
CLP1,47646,CLP1
CDC42EP3,27678,CDC42EP3
CD248,80859,CD248
CTBP1,47535,CTBP1
TF,77064,TF
C12orf56,71046,C12orf56
CLASP2,141064,CLASP2
AUH,35609,AUH
MFSD14A,53027,MFSD14A
OGFR,73325,OGFR
KRTAP17-1,9504,KRTAP17-1
COL18A1,178188,COL18A1
UBL7,40510,UBL7
FZD9,64466,FZD9
ATG3,35864,ATG3
GOLGA7B,18335,GOLGA7B
GIGYF2,150070,GIGYF2
SEC22A,34948,SEC22A
LTBP1,186796,LTBP1
NAV3,255648,NAV3
KRT13,49588,KRT13
RBL2,128367,RBL2
APOC3,10852,APOC3
PCDHB5,86423,PCDHB5
NBPF14,105853,NBPF14
TBX6,47045,TBX6
OR9K2,37746,OR9K2
PDC,28246,PDC
RCN3,37493,RCN3
NEIL2,36826,NEIL2
GNAL,44308,GNAL
OGN,33922,OGN
OLFM1,55343,OLFM1
HDAC7,102927,HDAC7
ADGRG4,333368,ADGRG4
COL4A1,160611,COL4A1
ROGDI,32254,ROGDI
SOD1,15936,SOD1
DEF8,58710,DEF8
DNASE1L3,35504,DNASE1L3
ZNF180,79111,ZNF180
RARA,50771,RARA
CHST1,46715,CHST1
E2F2,47506,E2F2
BCL9L,157129,BCL9L
PAX7,55119,PAX7
PCED1A,51782,PCED1A
TPMT,28180,TPMT
COLGALT2,72924,COLGALT2
SLITRK5,107486,SLITRK5
SEC16B,116604,SEC16B
CBL,99633,CBL
FAM96B,17663,FAM96B
KLHL33,57810,KLHL33
SLC14A1,42528,SLC14A1
FGD5,159891,FGD5
PCDHA4,102293,PCDHA4
EPB41L1,98503,EPB41L1
VGLL2,33426,VGLL2
ACP1,18042,ACP1
IL18,22326,IL18
ATP6V1D,28263,ATP6V1D
SETD6,53189,SETD6
C22orf31,32655,C22orf31
PRPF40A,108805,PRPF40A
UPF2,147810,UPF2
TMEM182,25879,TMEM182
ELK4,46900,ELK4
PDE9A,68493,PDE9A
ZNF837,58078,ZNF837
IGSF9,126580,IGSF9
PITX2,35370,PITX2
IGKV1D-43,12989,IGKV1D-43
CYP51A1,56806,CYP51A1
SAMD15,77151,SAMD15
MAB21L3,42357,MAB21L3
ZNF266,62116,ZNF266
TSGA10,81421,TSGA10
OR4N5,34696,OR4N5
DNMT1,183165,DNMT1
EXOSC2,32789,EXOSC2
ACTR3B,47608,ACTR3B
KYNU,52352,KYNU
MCFD2,16390,MCFD2
ANGPT2,56919,ANGPT2
FAM241B,13238,FAM241B
PELO,43359,PELO
TNPO2,101388,TNPO2
TLK2,87661,TLK2
FMN2,180106,FMN2
ZSWIM1,55071,ZSWIM1
DNAJC8,29842,DNAJC8
GRN,63544,GRN
KISS1,14705,KISS1
PIH1D3,24069,PIH1D3
LUC7L3,51466,LUC7L3
SEPSECS,55726,SEPSECS
INPP5A,47820,INPP5A
TRIM59,47114,TRIM59
TCEAL8,13616,TCEAL8
KIAA0586,169307,KIAA0586
NCAPH2,68227,NCAPH2
ESYT3,100035,ESYT3
CYP2A6,56517,CYP2A6
KRT6B,60067,KRT6B
SAMM50,51976,SAMM50
PANX2,74447,PANX2
SLC25A13,74176,SLC25A13
CIITA,123514,CIITA
OCM2,12129,OCM2
PSG6,48814,PSG6
SF3B1,145830,SF3B1
LMO7,192696,LMO7
MED23,156474,MED23
RPS24,15423,RPS24
UBE2J1,35199,UBE2J1
FIBP,41878,FIBP
OTOGL,262091,OTOGL
NID1,136377,NID1
VASP,39830,VASP
SRPK2,77527,SRPK2
SIX3,35487,SIX3
ELL,68265,ELL
OR10G7,34517,OR10G7
ZNF431,67217,ZNF431
ACAP3,92495,ACAP3
RFT1,60335,RFT1
USP17L8,59635,USP17L8
COQ10A,27686,COQ10A
KIF14,186492,KIF14
TACR2,44442,TACR2
TLR8,119828,TLR8
SMTNL2,50196,SMTNL2
RECQL4,133067,RECQL4
GRAMD2B,47869,GRAMD2B
ETFDH,68495,ETFDH
RNASET2,29481,RNASET2
ROPN1,23893,ROPN1
MAN1B1,79580,MAN1B1
SCAMP1,37920,SCAMP1
CCDC191,110568,CCDC191
CHODL,30431,CHODL
ZNF132,80623,ZNF132
REEP6,23418,REEP6
WDR70,73201,WDR70
MRC1,166012,MRC1
CALCA,13899,CALCA
ATP8B1,143695,ATP8B1
DESI1,18263,DESI1
SIGLEC10,76592,SIGLEC10
SAA1,13532,SAA1
SCT,13016,SCT
ZNF711,86245,ZNF711
ANPEP,109540,ANPEP
SCTR,50207,SCTR
CDH6,88309,CDH6
IRS4,133768,IRS4
TMCC1,72083,TMCC1
ZNF276,67219,ZNF276
CHD2,211344,CHD2
PHF20,115386,PHF20
RALBP1,76063,RALBP1
RNF40,113678,RNF40
ATP6V0D1,40329,ATP6V0D1
NTNG1,60541,NTNG1
GSX2,32031,GSX2
MKI67,358694,MKI67
PPP1R26,127351,PPP1R26
NFATC1,101243,NFATC1
ILK,51419,ILK
PPP1R17,17866,PPP1R17
PDIA3,56782,PDIA3
LPXN,43332,LPXN
CTDSP2,30664,CTDSP2
DNAJC27,30855,DNAJC27
YPEL4,14301,YPEL4
SPAM1,57848,SPAM1
DEFB108B,8326,DEFB108B
ZXDC,89988,ZXDC
ANKRD54,32505,ANKRD54
PARP15,74576,PARP15
TMEM249,27046,TMEM249
MYL3,21932,MYL3
C19orf44,71343,C19orf44
GPR135,51736,GPR135
PSMD14,34577,PSMD14
KHDRBS3,38800,KHDRBS3
MYH13,223605,MYH13
TNS3,155266,TNS3
SPAG16,70818,SPAG16
WDR89,43215,WDR89
RYK,67815,RYK
DENR,22092,DENR
AGR2,19979,AGR2
GALNT4,66666,GALNT4
TMEM270,29433,TMEM270
MPHOSPH10,78864,MPHOSPH10
KLHL6,70359,KLHL6
CFAP52,68298,CFAP52
CFL2,18737,CFL2
CNIH4,16093,CNIH4
UBASH3B,72696,UBASH3B
OXLD1,15855,OXLD1
SIAH2,34615,SIAH2
LRRTM2,59076,LRRTM2
AVPR1A,46800,AVPR1A
ADHFE1,50308,ADHFE1
MIER2,59944,MIER2
SERPINA2,47891,SERPINA2
SLC25A16,36224,SLC25A16
C8orf33,24993,C8orf33
FAS,37732,FAS
AGBL3,116011,AGBL3
ADCY4,119794,ADCY4
POLN,100307,POLN
TIMM13,10500,TIMM13
IL17F,18045,IL17F
CLINT1,68259,CLINT1
TRPT1,27742,TRPT1
MDH1B,58651,MDH1B
CEACAM5,76795,CEACAM5
GUCY2C,123403,GUCY2C
EMC6,12017,EMC6
OR7D4,34448,OR7D4
EXOSC4,26383,EXOSC4
POLR3A,155641,POLR3A
ANTXR1,62789,ANTXR1
PCYT1B,41940,PCYT1B
SLC20A2,70392,SLC20A2
COL14A1,193515,COL14A1
HNF4G,45877,HNF4G
MFSD14C,16372,MFSD14C
GOPC,50520,GOPC
ZBED9,151666,ZBED9
ASPHD1,41128,ASPHD1
CSN3,20305,CSN3
LRRC43,73022,LRRC43
MSRB2,19536,MSRB2
PPP1CC,36984,PPP1CC
OR5W2,35167,OR5W2
S100G,9016,S100G
HSPBP1,39303,HSPBP1
HNRNPR,70943,HNRNPR
RAB5B,23707,RAB5B
ADCK5,65828,ADCK5
CRYGN,20624,CRYGN
IBA57,38155,IBA57
ANK1,206265,ANK1
FZD10,65336,FZD10
ADAM18,82856,ADAM18
MORF4L1,41474,MORF4L1
DHX37,129545,DHX37
PSMD13,42945,PSMD13
FLNB,278164,FLNB
HIC2,66156,HIC2
OR52H1,35592,OR52H1
PNRC1,35225,PNRC1
DENND1C,87065,DENND1C
RAET1L,27509,RAET1L
SAPCD2,42637,SAPCD2
IRF2,39354,IRF2
SERPINE1,45060,SERPINE1
NFYA,36877,NFYA
DUSP5,42047,DUSP5
BARD1,86648,BARD1
USP43,122809,USP43
ESPNL,108132,ESPNL
PAX8,48218,PAX8
MMP16,69521,MMP16
FGB,55928,FGB
EDEM2,64753,EDEM2
OR4F15,35369,OR4F15
ZNF510,79142,ZNF510
SS18L2,8835,SS18L2
DENND1B,86552,DENND1B
ELF5,31263,ELF5
CDK15,49023,CDK15
TEF,33248,TEF
TXNDC8,14575,TXNDC8
BTG1,19209,BTG1
SPACA3,23431,SPACA3
HSD17B11,32936,HSD17B11
GTSF1L,16872,GTSF1L
RPRML,12312,RPRML
ARSJ,67235,ARSJ
DDIT4L,21740,DDIT4L
CORO2B,54953,CORO2B
CRAT,70858,CRAT
PKIA,7989,PKIA
MAP2K2,44424,MAP2K2
COQ9,35509,COQ9
MTRF1,52306,MTRF1
COX6A1,12155,COX6A1
TTLL5,143577,TTLL5
ZNF765,61633,ZNF765
HSPD1,61055,HSPD1
FBXW8,67394,FBXW8
TSPAN32,34631,TSPAN32
SMUG1,29862,SMUG1
PQLC2,31947,PQLC2
CST6,16511,CST6
MGME1,39421,MGME1
CASP5,49736,CASP5
CCL11,10732,CCL11
MGST1,17599,MGST1
BHMG1,70198,BHMG1
CEP76,74413,CEP76
SIRPB2,36968,SIRPB2
ZNF319,65547,ZNF319
DHX33,78874,DHX33
CCDC171,152810,CCDC171
PDPR,99364,PDPR
KIAA2026,228087,KIAA2026
CRELD2,38192,CRELD2
MAN2A1,131141,MAN2A1
CARMIL2,154689,CARMIL2
KLK13,30570,KLK13
RET,124319,RET
ARPC3,20547,ARPC3
ATP10D,160274,ATP10D
TLDC1,50994,TLDC1
PAPOLB,71681,PAPOLB
UGT1A9,59941,UGT1A9
KRTAP19-5,7624,KRTAP19-5
SYNPR,29166,SYNPR
FOXC2,53719,FOXC2
PRSS23,43001,PRSS23
MT-ND4,51581,MT-ND4
UBR5,309352,UBR5
PGK2,44796,PGK2
CHRNE,54697,CHRNE
CDPF1,13877,CDPF1
NRN1L,17786,NRN1L
OR13C9,35854,OR13C9
THOC3,38772,THOC3
TMEM151B,61506,TMEM151B
CAB39,39869,CAB39
EFCAB10,14721,EFCAB10
C8A,65163,C8A
FCGBP,572017,FCGBP
VEZT,88665,VEZT
ACAN,261329,ACAN
AMER3,90445,AMER3
LCN15,20454,LCN15
HEBP2,22875,HEBP2
FERMT1,77437,FERMT1
OR8G1,34904,OR8G1
ADAM11,83418,ADAM11
UBN1,121520,UBN1
ITGA10,127602,ITGA10
UBTD1,25938,UBTD1
TADA1,37382,TADA1
MTF2,67090,MTF2
GREM1,20697,GREM1
DEPTOR,46294,DEPTOR
ABCB7,82641,ABCB7
FBXW12,53056,FBXW12
TVP23A,24111,TVP23A
SLC7A11,55423,SLC7A11
SDHAF3,14652,SDHAF3
CA12,39451,CA12
ZNF496,66908,ZNF496
TANGO2,30937,TANGO2
SLC26A1,75016,SLC26A1
SCEL,77552,SCEL
C2orf42,64077,C2orf42
PER1,136212,PER1
MUC13,54604,MUC13
GPS1,55537,GPS1
ASB9,31858,ASB9
LPIN3,93614,LPIN3
RASSF6,43384,RASSF6
PRDM1,91771,PRDM1
PGAP1,105383,PGAP1
MYLK4,44508,MYLK4
SLC22A6,61816,SLC22A6
IMPG1,89387,IMPG1
LETM2,55921,LETM2
KRTAP13-2,18727,KRTAP13-2
AQP9,31431,AQP9
RAP1GDS1,66317,RAP1GDS1
ILF3,95338,ILF3
PIF1,69799,PIF1
GPRC5C,48193,GPRC5C
BRD3OS,9747,BRD3OS
YTHDF1,60874,YTHDF1
SNX10,23598,SNX10
CDC42EP5,15207,CDC42EP5
OR10S1,36501,OR10S1
RNASE8,17041,RNASE8
FAM162A,17342,FAM162A
GRIN2B,166367,GRIN2B
RPL36AL,12469,RPL36AL
KIAA1958,79212,KIAA1958
TEX19,18469,TEX19
ATG2B,232763,ATG2B
SSTR2,41333,SSTR2
GBP1,67931,GBP1
MYOCOS,12046,MYOCOS
CCR5,40524,CCR5
IGKV3-20,12557,IGKV3-20
TCEA3,38972,TCEA3
FAM117A,48319,FAM117A
SLC25A34,32224,SLC25A34
TYMP,49955,TYMP
BAP1,80362,BAP1
HCN1,98796,HCN1
GRIN2A,165283,GRIN2A
SLC27A5,75385,SLC27A5
SNX30,49677,SNX30
THAP9,103411,THAP9
DPM2,9312,DPM2
SCAMP2,36649,SCAMP2
TOGARAM2,111153,TOGARAM2
HUNK,79686,HUNK
SLC4A1,101792,SLC4A1
PLCB3,138799,PLCB3
SLC16A7,52200,SLC16A7
ROR1,104283,ROR1
ODAPH,15556,ODAPH
PVRIG,34344,PVRIG
FAM196A,52909,FAM196A
RSRP1,33613,RSRP1
RNF25,51219,RNF25
PPM1N,46170,PPM1N
ZNF182,73646,ZNF182
WDFY1,46324,WDFY1
KIF3C,89426,KIF3C
BLCAP,9876,BLCAP
LYAR,43615,LYAR
SGTB,33429,SGTB
TMEM130,48329,TMEM130
CNOT6L,63001,CNOT6L
MYH7B,225845,MYH7B
PDF,27013,PDF
PLA2G3,57167,PLA2G3
ADAMTS15,103287,ADAMTS15
TFE3,61521,TFE3
LIG4,103971,LIG4
MAN1A1,72969,MAN1A1
PLXDC1,55760,PLXDC1
DIS3,109003,DIS3
ABCC1,171591,ABCC1
ATL3,60542,ATL3
CD276,57235,CD276
SLC25A4,33064,SLC25A4
MDM4,54864,MDM4
PRR11,40085,PRR11
PRR20B,23262,PRR20B
RAB40A,31076,RAB40A
PFN4,14319,PFN4
IARS2,113792,IARS2
PLCE1,258715,PLCE1
ENDOU,46872,ENDOU
HIST1H2BM,13989,HIST1H2BM
MARK3,84429,MARK3
CYP8B1,58068,CYP8B1
COL19A1,115221,COL19A1
LYNX1,12641,LYNX1
PRADC1,21042,PRADC1
DLGAP1,108873,DLGAP1
MT-ND6,18622,MT-ND6
TRAF2,55859,TRAF2
ADRA1D,60463,ADRA1D
RCAN2,21997,RCAN2
FAM129B,84138,FAM129B
PON2,39381,PON2
RERE,172424,RERE
LHX8,39301,LHX8
RPRD2,156020,RPRD2
DUSP9,41868,DUSP9
OSCP1,44586,OSCP1
SKA3,46359,SKA3
EFNA4,22386,EFNA4
ASNSD1,72080,ASNSD1
NOS1,160970,NOS1
CBLL1,54519,CBLL1
TAS2R9,35611,TAS2R9
DCSTAMP,53393,DCSTAMP
GABRA4,61623,GABRA4
HERC4,118563,HERC4
TSC22D3,14810,TSC22D3
BTN2A2,59070,BTN2A2
EFR3A,92924,EFR3A
AP1M2,48108,AP1M2
GK,61245,GK
OR51A4,35256,OR51A4
GRASP,42623,GRASP
CHD1L,101000,CHD1L
IGLV8-61,12814,IGLV8-61
TENM3,300950,TENM3
GLRX5,16628,GLRX5
IMPACT,36476,IMPACT
VCPKMT,25807,VCPKMT
MPV17L,22116,MPV17L
KLF3,38829,KLF3
AP4B1,83260,AP4B1
RFLNB,22882,RFLNB
NIPSNAP2,33743,NIPSNAP2
CCNT1,80685,CCNT1
KRTAP12-1,9737,KRTAP12-1
TRMT10B,36124,TRMT10B
RPL13A,23577,RPL13A
PWP2,102452,PWP2
TRIM11,52774,TRIM11
DYDC2,20586,DYDC2
ACAT2,41351,ACAT2
CHURC1,16111,CHURC1
KIAA1549,210755,KIAA1549
DLGAP3,106040,DLGAP3
OR4S1,34800,OR4S1
PALMD,62758,PALMD
HBE1,16203,HBE1
OMA1,60120,OMA1
LILRA6,52399,LILRA6
DARS2,73563,DARS2
TNFRSF1A,50495,TNFRSF1A
HSD11B1L,34288,HSD11B1L
DCTD,20016,DCTD
EWSR1,68478,EWSR1
CCDC83,48851,CCDC83
LNP1,21321,LNP1
HAVCR1,39250,HAVCR1
UTP11,30447,UTP11
KRT18,48058,KRT18
PIK3R1,83598,PIK3R1
OR51E2,35493,OR51E2
GJB2,26215,GJB2
TRBV7-4,12658,TRBV7-4
ISCA1,14179,ISCA1
RXFP2,86453,RXFP2
TANC2,219650,TANC2
XPNPEP3,57034,XPNPEP3
PTPN1,49967,PTPN1
MAP3K6,142596,MAP3K6
EPHA3,110131,EPHA3
CCDC148,71076,CCDC148
RAB10,22541,RAB10
VPS33A,67611,VPS33A
NRXN1,50424,NRXN1
C9orf43,52222,C9orf43
HIGD1A,10143,HIGD1A
CCT2,57488,CCT2
SMIM19,12439,SMIM19
TMEM269,26874,TMEM269
FBXO46,64631,FBXO46
RAB33B,25718,RAB33B
OCSTAMP,61579,OCSTAMP
MYH11,227339,MYH11
ACAP2,88029,ACAP2
NOP14,97668,NOP14
MBD3L4,23121,MBD3L4
ATXN7L1,91514,ATXN7L1
SPRR1A,9877,SPRR1A
PHYHD1,32411,PHYHD1
SLC22A2,62581,SLC22A2
BNIP3,27832,BNIP3
ZNF716,57006,ZNF716
IFNA21,21741,IFNA21
C1QTNF6,30861,C1QTNF6
GCSAM,21005,GCSAM
MDC1,226666,MDC1
NEUROD6,38705,NEUROD6
C12orf71,30355,C12orf71
NR2C2AP,15876,NR2C2AP
PAFAH1B2,25569,PAFAH1B2
BCL2,26266,BCL2
L3MBTL4,71122,L3MBTL4
NLK,58283,NLK
ATP2C1,100577,ATP2C1
PIGK,45252,PIGK
SLC5A5,68666,SLC5A5
ZC2HC1B,24665,ZC2HC1B
ZFX,90522,ZFX
CD59,14177,CD59
METRNL,34398,METRNL
DENND5A,147096,DENND5A
TMEM262,13758,TMEM262
SERPINB8,42767,SERPINB8
KRTAP19-7,6644,KRTAP19-7
ACO2,85425,ACO2
CEP41,41368,CEP41
MTFMT,43832,MTFMT
C6orf222,71930,C6orf222
KLRK1,25274,KLRK1
OR51B2,35373,OR51B2
PYROXD2,63068,PYROXD2
ATF5,30674,ATF5
DLX5,31540,DLX5
C1orf53,15483,C1orf53
AHNAK,629101,AHNAK
OPHN1,91641,OPHN1
VPS11,107837,VPS11
SIGIRR,45679,SIGIRR
SNF8,28864,SNF8
