Genes,Transcript_Length,Norm_Symbol
VSNL1,1349.4,VSNL1
AC270285.3,228.0,AC270285.3
FCGRT,894.6666666666665,FCGRT
ZIC3,2984.5,ZIC3
MYH3,6032.0,MYH3
TMPRSS2,1941.333333333333,TMPRSS2
PRDM4,1886.333333333333,PRDM4
C4orf46,3362.0,C4orf46
IER2,2111.6666666666665,IER2
PCDH9,11440.0,PCDH9
KAT6A,5764.25,KAT6A
NTNG1,3019.142857142857,NTNG1
IDI2,1356.0,IDI2
PDZK1IP1,804.0,PDZK1IP1
DPF1,1630.5,DPF1
SLU7,1358.0,SLU7
CLIP1,3868.666666666666,CLIP1
SOST,2296.0,SOST
EPS8L3,2142.0,EPS8L3
ZNF787,1327.6666666666667,ZNF787
ZNF446,2061.833333333333,ZNF446
CNIH4,2392.25,CNIH4
MECP2,1854.7,MECP2
PRKCE,2561.333333333333,PRKCE
DAPK1,5545.166666666668,DAPK1
ACSS3,3863.666666666666,ACSS3
FAM193B,1343.4,FAM193B
GINS4,2705.75,GINS4
RBFA,3404.5,RBFA
AC139530.3,1922.0,AC139530.3
ASAP2,4065.333333333334,ASAP2
BCOR,3709.0,BCOR
DUSP2,1685.0,DUSP2
ZMAT5,899.0,ZMAT5
PLXNA3,10885.0,PLXNA3
HECTD2,3333.0,HECTD2
TNXB,6802.16,TNXB
GCKR,1226.3333333333333,GCKR
LTA,1464.5,LTA
VAX2,1161.0,VAX2
MGP,840.6666666666665,MGP
EPB41L5,4156.4,EPB41L5
CDHR4,1321.75,CDHR4
RPE,1291.9333333333334,RPE
ADCY3,1988.111111111111,ADCY3
COL4A3,3202.333333333333,COL4A3
TRPM8,2831.0,TRPM8
M1AP,2018.75,M1AP
ZC3H11B,3881.5,ZC3H11B
SNCG,720.0,SNCG
AC004997.1,1818.0,AC004997.1
KCNJ13,1281.6,KCNJ13
CNIH1,1622.8,CNIH1
CER1,1215.0,CER1
PLA1A,1479.4,PLA1A
MAP3K21,4589.333333333333,MAP3K21
AL353579.1,910.6666666666665,AL353579.1
AC270253.2,288.0,AC270253.2
NAPA,893.5,NAPA
ANGPT1,2436.0,ANGPT1
WDR61,940.0,WDR61
CEP63,1829.666666666667,CEP63
LTA4H,2024.333333333333,LTA4H
RMC1,2040.666666666667,RMC1
GU182347.5,1572.0,GU182347.5
AL445524.2,2324.5,AL445524.2
PFKFB3,2108.0,PFKFB3
GNG3,864.0,GNG3
UROD,1120.3636363636363,UROD
AC012314.22,353.0,AC012314.22
STOM,1712.333333333333,STOM
CELF3,2675.0,CELF3
NFIC,4371.857142857143,NFIC
TRIM22,1227.4285714285713,TRIM22
HDAC7,1506.470588235294,HDAC7
PTX3,1884.0,PTX3
ZNF28,2253.0,ZNF28
UNG,2100.5,UNG
C2orf83,372.0,C2orf83
FKBP15,6796.0,FKBP15
SIGLEC14,2035.0,SIGLEC14
PTGR2,2576.0,PTGR2
DUSP21,885.0,DUSP21
BTBD2,907.0,BTBD2
MFAP5,1106.6666666666667,MFAP5
FZD6,3407.0,FZD6
KMT5B,2308.222222222222,KMT5B
PCYT1A,1837.0,PCYT1A
MAF1,1134.0,MAF1
ZFP64,1945.555555555556,ZFP64
CDCA3,1612.4,CDCA3
KCNE1B,1962.5,KCNE1B
CT476828.9,1272.0,CT476828.9
RALBP1,2451.1666666666665,RALBP1
CIP2A,2732.25,CIP2A
CNPY1,1708.5,CNPY1
AC240274.1,2648.5,AC240274.1
CABLES2,2280.0,CABLES2
STMN1,1128.6666666666667,STMN1
PRAMEF1,2160.0,PRAMEF1
NMNAT2,5444.5,NMNAT2
LRRC52,1369.0,LRRC52
UBE3B,2881.5,UBE3B
CAPZA3,1087.0,CAPZA3
KRTAP20-4,224.0,KRTAP20-4
CAMLG,1533.0,CAMLG
OR11H2,1016.5,OR11H2
RBM3,2437.333333333333,RBM3
SMIM14,2564.6666666666665,SMIM14
SAMD15,1488.0,SAMD15
NEUROD6,1959.0,NEUROD6
MCM6,3753.0,MCM6
PRDX6,1690.0,PRDX6
CCDC194,705.0,CCDC194
RAB35,1479.0,RAB35
TAMM41,1060.2857142857142,TAMM41
AC084121.5,1395.0,AC084121.5
PATJ,3583.8,PATJ
SPANXD,682.0,SPANXD
CD300H,534.0,CD300H
PRAC1,382.0,PRAC1
ATP5MGL,799.0,ATP5MGL
CXorf38,3839.666666666666,CXorf38
MIOX,1321.5,MIOX
KIF2A,1749.7142857142858,KIF2A
CRYBG1,5145.25,CRYBG1
AUP1,1458.0,AUP1
HSPB3,679.0,HSPB3
ZDHHC18,1979.75,ZDHHC18
HSD17B6,1320.0,HSD17B6
STOX2,4123.0,STOX2
CNTFR,1698.75,CNTFR
GCLC,2554.714285714286,GCLC
MCM10,3190.0,MCM10
PCM1,4502.125,PCM1
SLC29A1,1431.947368421053,SLC29A1
SESN2,3462.0,SESN2
CD1E,1146.2857142857142,CD1E
RAPGEF1,3435.666666666666,RAPGEF1
TEX46,500.0,TEX46
CRYBB2,894.0,CRYBB2
SKIL,4080.6,SKIL
CELF5,3082.0,CELF5
COL10A1,2224.8,COL10A1
MAPK4,3453.25,MAPK4
IQGAP1,2583.4,IQGAP1
TPH2,2360.0,TPH2
EML2,1112.857142857143,EML2
PP2D1,2151.0,PP2D1
SOCS4,6783.0,SOCS4
NLRP12,3546.6,NLRP12
C14orf93,1140.0625,C14orf93
DLG4,2005.842105263158,DLG4
TMEM168,2260.6666666666665,TMEM168
ZNF519,2473.5,ZNF519
SNRPF,918.6666666666665,SNRPF
PTAFR,3241.0,PTAFR
KIR2DL4,1326.0679012345681,KIR2DL4
ZC3H12A,1524.5,ZC3H12A
CT476828.18,1272.0,CT476828.18
NXF5,1669.5,NXF5
KRTAP5-5,827.25,KRTAP5-5
WDR5B,3720.0,WDR5B
H2AFJ,644.0,H2AFJ
KIR2DL5B,1067.4,KIR2DL5B
ZNF611,2624.909090909091,ZNF611
CADM3,2332.0,CADM3
OR6S1,996.0,OR6S1
CLASP2,3476.133333333333,CLASP2
YBEY,729.8333333333335,YBEY
C8orf58,1522.5,C8orf58
TUBA4A,1141.2857142857142,TUBA4A
ATAD3C,2192.0,ATAD3C
NEMP2,3302.0,NEMP2
PDE4DIP,3564.8636363636365,PDE4DIP
DUSP1,2013.0,DUSP1
HSD17B14,817.5,HSD17B14
CD40,1624.666666666667,CD40
ACOX3,2020.75,ACOX3
SCAF4,4055.333333333334,SCAF4
ZNF250,1827.0,ZNF250
ARHGEF33,2482.75,ARHGEF33
THOC2,2921.0,THOC2
FAM114A2,1429.4545454545455,FAM114A2
PAGE5,569.6666666666666,PAGE5
NUP107,3188.5,NUP107
CR388407.1,414.0,CR388407.1
GCLM,3945.5,GCLM
CGAS,2559.0,CGAS
MAST2,4104.0,MAST2
OGFOD2,1613.8181818181818,OGFOD2
PADI4,1554.0,PADI4
LYSMD2,1076.5,LYSMD2
C1orf100,531.0,C1orf100
SELENOP,1455.5,SELENOP
MYORG,3463.5,MYORG
AL096870.4,1391.333333333333,AL096870.4
ZBTB26,3251.0,ZBTB26
FXYD5,936.5555555555555,FXYD5
FLG2,9124.0,FLG2
SPIC,1132.0,SPIC
PIGP,2259.0,PIGP
JAKMIP1,2256.0,JAKMIP1
PTCH1,3872.666666666666,PTCH1
FJX1,2450.0,FJX1
NDUFC2,1106.8,NDUFC2
PRKACG,1585.0,PRKACG
GINM1,1253.0,GINM1
CCDC81,1873.5,CCDC81
TEX13C,5095.0,TEX13C
C22orf15,610.8571428571429,C22orf15
ECSCR,1031.0,ECSCR
HBG2,529.0,HBG2
CFAP300,976.75,CFAP300
POLR2M,2668.0,POLR2M
CHIC1,5477.5,CHIC1
CRISP3,1473.0,CRISP3
CALCB,1799.666666666667,CALCB
HERC5,2877.0,HERC5
EIF3J,1371.75,EIF3J
LYNX1-SLURP2,946.5,LYNX1-SLURP2
SAP30,1097.0,SAP30
CD38,3037.5,CD38
DDX3X,3821.173913043479,DDX3X
AC003002.1,456.0,AC003002.1
IFITM1,747.3333333333335,IFITM1
MED17,2135.1666666666665,MED17
CALR,1197.3333333333333,CALR
OR9A4,1555.5,OR9A4
KPTN,1061.6666666666667,KPTN
KDM4E,2339.0,KDM4E
PABPC1L2B,2197.0,PABPC1L2B
EIF3CL,3069.0,EIF3CL
REX1BD,650.3333333333334,REX1BD
ACSBG1,2146.0,ACSBG1
CT47B1,1328.0,CT47B1
MTFR1L,1324.0,MTFR1L
UCK1,2097.5,UCK1
RFXANK,873.3,RFXANK
TPST2,1461.111111111111,TPST2
CT47A4,1298.0,CT47A4
ALKBH4,2092.0,ALKBH4
ALDOC,1056.875,ALDOC
COPS4,1639.8,COPS4
THEG,1416.666666666667,THEG
RIOX2,2399.333333333333,RIOX2
ATP5MG,725.6666666666665,ATP5MG
OR2T33,2592.0,OR2T33
CKAP5,3223.285714285714,CKAP5
BPY2B,695.3333333333335,BPY2B
POLE4,1248.0,POLE4
METTL18,1246.0,METTL18
PLEKHS1,1770.5,PLEKHS1
PIPOX,1216.3333333333333,PIPOX
OR5P2,1069.0,OR5P2
UQCRB,1845.0,UQCRB
C8orf82,1466.25,C8orf82
GTF2A1L,1075.6,GTF2A1L
OR2AE1,1071.0,OR2AE1
AL391650.1,1035.6666666666667,AL391650.1
MIB1,9576.0,MIB1
EFCC1,2691.0,EFCC1
CRYBG2,4304.5,CRYBG2
MYO1G,3137.0,MYO1G
NR5A1,1910.75,NR5A1
HNRNPM,1266.090909090909,HNRNPM
TAC3,810.75,TAC3
TNFRSF13C,3944.0,TNFRSF13C
WDR31,3341.75,WDR31
BHLHE40,3473.0,BHLHE40
PLPP7,1518.5,PLPP7
LZTFL1,2728.6,LZTFL1
RTL8A,1244.0,RTL8A
RNF144B,5036.0,RNF144B
TEX13D,4203.0,TEX13D
RASGEF1C,2253.75,RASGEF1C
SIGLEC8,1923.333333333333,SIGLEC8
RSPH4A,2313.0,RSPH4A
COL7A1,4936.5,COL7A1
CARD14,3510.833333333333,CARD14
SERPINB6,1404.578947368421,SERPINB6
C17orf100,1756.0,C17orf100
MGAT4A,4646.0,MGAT4A
FER1L6,6051.0,FER1L6
GTF2A2,785.0,GTF2A2
WSCD2,3473.75,WSCD2
ARHGEF28,4712.5,ARHGEF28
STX11,1926.0,STX11
APBA1,3110.25,APBA1
TEFM,1707.5,TEFM
STK38L,1298.5,STK38L
FAM124A,3082.666666666666,FAM124A
TSR1,3239.0,TSR1
TNK2,3538.0,TNK2
MOB1A,4896.0,MOB1A
KLHL1,4035.5,KLHL1
MAN2C1,1970.25,MAN2C1
AHNAK2,10885.5,AHNAK2
ZRANB3,5742.25,ZRANB3
ABR,1701.9545454545455,ABR
LRRC42,1343.25,LRRC42
LARP4,1937.1052631578948,LARP4
CMSS1,1409.2,CMSS1
ITSN1,3778.058823529412,ITSN1
ARHGEF11,6338.5,ARHGEF11
GEMIN7,949.25,GEMIN7
OR56B1,2075.0,OR56B1
CCDC89,2348.0,CCDC89
PPHLN1,1509.6875,PPHLN1
CCDC167,572.0,CCDC167
FAM3D,766.0,FAM3D
SLC27A4,2393.0,SLC27A4
TMEM219,919.2857142857144,TMEM219
CCNB2,1685.0,CCNB2
FAXDC2,1110.3333333333333,FAXDC2
LY86,1028.0,LY86
GABARAPL1,946.0,GABARAPL1
OGA,3512.6,OGA
PRDM9,1928.666666666667,PRDM9
KCNMB3,2174.333333333333,KCNMB3
CYP39A1,2350.5,CYP39A1
TMEM132A,1829.166666666667,TMEM132A
MMP14,2141.5,MMP14
RBM44,3052.666666666666,RBM44
NPIPB11,2434.5,NPIPB11
PCDHB1,8210.0,PCDHB1
PHIP,11926.0,PHIP
JAML,1272.857142857143,JAML
IRAK1BP1,2518.333333333333,IRAK1BP1
SERPINI1,1163.2,SERPINI1
SHISAL1,6853.0,SHISAL1
PARD3,4643.0,PARD3
ZSCAN5B,1202.5,ZSCAN5B
ZNF780B,4359.8,ZNF780B
FCGBP,12622.75,FCGBP
IL13RA2,1418.0,IL13RA2
USP37,4536.2,USP37
UBQLN1,1778.25,UBQLN1
ARPIN,3476.666666666666,ARPIN
SLC35F1,4795.0,SLC35F1
CD164,2546.6666666666665,CD164
AC007537.3,789.0,AC007537.3
PPME1,2491.5,PPME1
CCDC12,726.5,CCDC12
USF2,1043.0,USF2
SMIM29,950.4,SMIM29
PPP3R2,1656.333333333333,PPP3R2
EGFL6,2394.0,EGFL6
TNNT3,912.9285714285713,TNNT3
AMY1B,1353.75,AMY1B
CUTC,1029.5,CUTC
KLHL33,4245.666666666667,KLHL33
APC2,4060.142857142857,APC2
NOL7,1164.5,NOL7
RBL1,3224.0,RBL1
CHCHD10,748.6666666666665,CHCHD10
FEV,1879.0,FEV
CFAP36,1376.0,CFAP36
DOCK11,4980.75,DOCK11
DYNC1H1,6101.285714285716,DYNC1H1
GPR19,1489.25,GPR19
BLID,862.0,BLID
AC005255.1,8961.25,AC005255.1
SHKBP1,1172.0,SHKBP1
ATP2C1,3067.6111111111113,ATP2C1
PITRM1,1928.0,PITRM1
TMOD2,4546.666666666667,TMOD2
C10orf62,1208.0,C10orf62
NXF2,2240.0,NXF2
S100A9,573.0,S100A9
NEK5,2488.75,NEK5
MNX1,856.0,MNX1
ZNF32,1180.0,ZNF32
C5orf46,550.5,C5orf46
DNAAF2,2891.0,DNAAF2
RNF180,2364.333333333333,RNF180
DUSP12,1270.0,DUSP12
PSMD10,921.6,PSMD10
TBC1D28,1179.3333333333333,TBC1D28
CYTL1,609.0,CYTL1
OTOG,6336.0,OTOG
ICOSLG,3301.8,ICOSLG
HS6ST3,7438.5,HS6ST3
CDC14A,2137.25,CDC14A
ASMTL,2049.333333333333,ASMTL
CBLIF,1511.0,CBLIF
CIAO1,1533.0,CIAO1
DENND4C,4407.6,DENND4C
CENPP,3630.25,CENPP
OOEP,816.3333333333335,OOEP
C5orf67,369.0,C5orf67
SPINK8,444.0,SPINK8
NPY,608.3333333333334,NPY
PRRC1,4309.666666666667,PRRC1
C19orf71,674.0,C19orf71
MR1,5637.333333333332,MR1
KRTAP4-6,1055.0,KRTAP4-6
TRABD,2100.25,TRABD
MEOX2,2371.0,MEOX2
AMZ2,1257.3846153846155,AMZ2
ALG5,1169.0,ALG5
BIN1,2264.6363636363635,BIN1
TDP1,1443.5454545454545,TDP1
SH2B3,2705.333333333333,SH2B3
RBMY1J,1886.0,RBMY1J
OR10G2,1105.0,OR10G2
ST6GAL2,3334.2,ST6GAL2
UBTFL1,1182.0,UBTFL1
DNAJB5,1687.375,DNAJB5
ANP32B,1483.0,ANP32B
CA5A,1174.6666666666667,CA5A
PLK2,2789.0,PLK2
PRELID3B,1723.0,PRELID3B
ZNF800,2167.428571428572,ZNF800
SARAF,1265.4285714285713,SARAF
RPGRIP1L,3531.3,RPGRIP1L
TTC1,1138.6666666666667,TTC1
ZDHHC4,1407.7142857142858,ZDHHC4
NALCN,4048.5,NALCN
WAPL,5062.0,WAPL
FMC1-LUC7L2,1661.0,FMC1-LUC7L2
ATP5F1E,2061.6666666666665,ATP5F1E
RARRES1,1276.0,RARRES1
SMOX,1943.571428571429,SMOX
KIF12,1451.8,KIF12
PLAUR,942.9090909090908,PLAUR
CASZ1,4344.666666666667,CASZ1
SH3BGRL3,759.5,SH3BGRL3
RC3H2,3893.4285714285716,RC3H2
ST6GALNAC6,2154.25,ST6GALNAC6
AC275401.5,193.5,AC275401.5
RIMBP2,3779.25,RIMBP2
GHR,4555.88888888889,GHR
CYB5R3,1930.166666666667,CYB5R3
ZNF565,1654.6,ZNF565
LMBR1L,1070.375,LMBR1L
STXBP4,4641.8,STXBP4
SATL1,2829.8,SATL1
TMED1,854.8,TMED1
APELA,1491.5,APELA
SPTLC1,1864.5,SPTLC1
DOCK7,4674.272727272727,DOCK7
RYK,2847.666666666666,RYK
NECTIN3,1418.5,NECTIN3
PLEKHA2,2712.8,PLEKHA2
TEAD1,4298.333333333333,TEAD1
C5orf34,1732.0,C5orf34
RIPPLY3,2099.0,RIPPLY3
FAM24A,596.0,FAM24A
CYP11A1,1165.0,CYP11A1
SLC9A3R2,1147.857142857143,SLC9A3R2
CDK8,1482.0,CDK8
SCT,446.0,SCT
TLNRD1,4845.0,TLNRD1
KRTAP5-1,942.0,KRTAP5-1
DPYSL2,3023.25,DPYSL2
SAMD10,1335.5,SAMD10
CPSF7,1447.7692307692307,CPSF7
CASC4,2213.1666666666665,CASC4
MTAP,3223.0,MTAP
HAUS7,1053.25,HAUS7
OR5AP2,1006.0,OR5AP2
LRRN3,3142.0,LRRN3
PSEN2,1492.375,PSEN2
ZHX3,3322.214285714286,ZHX3
ASCC1,1173.4285714285713,ASCC1
LRMDA,2219.25,LRMDA
CCDC102A,2432.0,CCDC102A
DDHD1,7362.6,DDHD1
TTC4,2356.0,TTC4
PITPNM1,2122.428571428572,PITPNM1
SPINK7,426.5,SPINK7
SLC9B2,1819.0,SLC9B2
FOXN3,1723.0,FOXN3
BMP3,6092.0,BMP3
PI15,3676.333333333334,PI15
TSTD3,649.0,TSTD3
LRRK1,5828.0,LRRK1
BRSK2,2629.7,BRSK2
WNK3,6806.2,WNK3
CDC42EP2,1621.0,CDC42EP2
CRIP3,666.5,CRIP3
HMGCS1,3105.333333333333,HMGCS1
ZNF141,5452.666666666667,ZNF141
PPY,477.75,PPY
KIFC3,1475.708333333333,KIFC3
LILRA5,1123.25,LILRA5
CCDC40,1915.4285714285716,CCDC40
PREPL,3078.25,PREPL
CCDC84,1254.0,CCDC84
ATF7-NPFF,1609.0,ATF7-NPFF
RBCK1,1600.111111111111,RBCK1
PIFO,1519.5,PIFO
CCDC115,1508.0,CCDC115
C11orf52,827.5,C11orf52
RAB6C,3075.0,RAB6C
TRIL,4935.0,TRIL
MARCH8,2500.0,MARCH8
FAM217B,3552.333333333333,FAM217B
H3F3B,876.875,H3F3B
ACTR5,2547.0,ACTR5
NR1I2,2793.0,NR1I2
AKR1C3,1049.75,AKR1C3
POM121C,2711.75,POM121C
NR3C1,2930.5,NR3C1
SCLT1,1785.5,SCLT1
SLC10A6,1502.0,SLC10A6
KRCC1,1807.0,KRCC1
AP3B1,3664.666666666666,AP3B1
UGT1A7,2296.0,UGT1A7
KRTAP4-16,708.0,KRTAP4-16
NEK9,3170.666666666666,NEK9
AC011448.1,1100.0,AC011448.1
CCDC134,897.5,CCDC134
RBBP4,1787.888888888889,RBBP4
NPC1L1,4142.25,NPC1L1
CYP11B1,2345.0,CYP11B1
OR7G2,2026.5,OR7G2
GJA8,1302.0,GJA8
APOB,8624.5,APOB
CFAP77,1452.333333333333,CFAP77
OTX2,1231.0,OTX2
SLTM,1307.6666666666667,SLTM
MARVELD1,3213.0,MARVELD1
NPHP1,2042.571428571429,NPHP1
ONECUT3,8318.0,ONECUT3
MKRN1,1268.0,MKRN1
HDHD5,1550.666666666667,HDHD5
SLC25A13,3164.0,SLC25A13
OR52E8,1061.0,OR52E8
PDLIM7,1059.875,PDLIM7
CD96,2290.2,CD96
VSTM1,751.64,VSTM1
SEC14L3,1854.0,SEC14L3
BABAM1,913.6666666666665,BABAM1
LCE1B,1139.0,LCE1B
CATSPERZ,848.5,CATSPERZ
NRXN2,3587.777777777778,NRXN2
PDZRN3,2526.428571428572,PDZRN3
FAM217A,1284.5,FAM217A
PHF3,3518.0,PHF3
NCAM2,6370.0,NCAM2
GGCT,949.4,GGCT
MS4A6E,711.0,MS4A6E
ARPC5,3175.0,ARPC5
ZMIZ2,3578.857142857143,ZMIZ2
SLC10A2,3779.0,SLC10A2
AMD1,2781.75,AMD1
MYO3B,4004.25,MYO3B
WDR7,4719.833333333333,WDR7
CEP164,1552.0,CEP164
MROH9,2026.333333333333,MROH9
PHF6,3803.6,PHF6
C20orf173,865.25,C20orf173
NR2E3,2031.333333333333,NR2E3
TACC2,4198.25,TACC2
CABCOCO1,1076.0,CABCOCO1
FN1,6817.076923076923,FN1
MYDGF,731.3333333333335,MYDGF
ACADL,2515.0,ACADL
AC233755.2,294.0,AC233755.2
EFHD1,1403.333333333333,EFHD1
SCARB2,3111.9,SCARB2
DNAJC30,2485.0,DNAJC30
COBL,3347.555555555556,COBL
TRIM42,2514.0,TRIM42
GPR135,4578.0,GPR135
CAMK2A,1978.0,CAMK2A
ZNF93,1232.4,ZNF93
DHX15,2998.0,DHX15
ANKLE2,2973.75,ANKLE2
ZNF808,1694.5,ZNF808
GALNT13,1760.0,GALNT13
OR52W1,1114.0,OR52W1
NSMCE4A,1307.5,NSMCE4A
SPON1,5052.0,SPON1
AL662884.4,497.0,AL662884.4
CLNK,3091.0,CLNK
RASD1,1576.0,RASD1
PSMB9,674.0,PSMB9
TPK1,1674.4,TPK1
NHP2,592.6,NHP2
CEP126,3835.0,CEP126
RHBDL1,1273.0,RHBDL1
EIF5B,5219.5,EIF5B
CARD6,2566.0,CARD6
NUDT12,2634.5,NUDT12
MNDA,1149.0,MNDA
CGB5,877.0,CGB5
RTN4RL2,1147.6666666666667,RTN4RL2
PTPA,1317.9615384615386,PTPA
NOP16,955.6666666666665,NOP16
IQGAP2,3393.625,IQGAP2
GHDC,1859.857142857143,GHDC
KDM2A,5303.5,KDM2A
TMEM250,1716.75,TMEM250
C19orf66,1347.0,C19orf66
ARPC5L,1916.0,ARPC5L
ZNF253,1953.75,ZNF253
ARFRP1,2126.285714285714,ARFRP1
ST6GALNAC2,1403.5,ST6GALNAC2
TRIP12,2684.4,TRIP12
SCGB1D1,453.0,SCGB1D1
ATPAF1,1567.4444444444446,ATPAF1
SH2D4B,2724.6666666666665,SH2D4B
AC018709.1,700.0,AC018709.1
NADSYN1,2003.0,NADSYN1
SCFD1,1394.5,SCFD1
BCAR1,1875.4117647058827,BCAR1
ATG4B,1560.333333333333,ATG4B
KRTAP10-4,1161.3333333333333,KRTAP10-4
ITPR3,9474.5,ITPR3
RRNAD1,1134.857142857143,RRNAD1
COL5A1,5845.333333333332,COL5A1
TUBA1B,837.0,TUBA1B
ALG1L2,969.0,ALG1L2
OPN4,2145.6666666666665,OPN4
TMEM185B,5922.0,TMEM185B
ING1,2118.4,ING1
GPC5,1504.333333333333,GPC5
ANGPTL4,1007.3333333333335,ANGPTL4
AKT2,1148.0,AKT2
SCNN1A,2483.333333333333,SCNN1A
UBE2I,1796.7272727272727,UBE2I
ERCC2,2095.0,ERCC2
RMND5A,6183.0,RMND5A
MSR1,1784.25,MSR1
SMIM17,1558.0,SMIM17
MCU,2400.75,MCU
SLC35G2,1763.0,SLC35G2
PCBD2,3422.0,PCBD2
ETNK1,2629.5,ETNK1
MCL1,2895.333333333333,MCL1
NUP50,1371.3333333333333,NUP50
RPS4Y1,1000.0,RPS4Y1
HPS5,2926.166666666666,HPS5
RTN4IP1,1248.0,RTN4IP1
OR4M2,942.0,OR4M2
UGT2B4,1421.5,UGT2B4
TOX2,2119.0,TOX2
CORT,1130.0,CORT
ZBTB39,6268.0,ZBTB39
KRTAP12-4,447.0,KRTAP12-4
MTMR10,2179.2,MTMR10
DNAJC25-GNG10,1448.0,DNAJC25-GNG10
CWC15,1522.0,CWC15
SCRIB,3654.7,SCRIB
RFX8,2001.0,RFX8
C16orf78,1068.0,C16orf78
HLA-DMB,954.5263157894735,HLA-DMB
GRIP1,1898.0,GRIP1
RDX,1971.5,RDX
IMPDH1,2005.0,IMPDH1
FBXO39,1685.0,FBXO39
ZP4,2136.5,ZP4
PDCD1LG2,2365.0,PDCD1LG2
TRIM66,6434.2,TRIM66
CACNG7,1445.0,CACNG7
FGA,2331.333333333333,FGA
TMEM192,4322.333333333333,TMEM192
NAT16,1585.0,NAT16
NMRK1,1641.666666666667,NMRK1
TOGARAM2,3640.5,TOGARAM2
NPC1,1959.0,NPC1
RNPEP,1588.0,RNPEP
OR1J2,942.0,OR1J2
TM9SF4,4005.0,TM9SF4
SLC5A12,3122.666666666666,SLC5A12
OR4C13,1029.0,OR4C13
SON,5441.0,SON
DPF3,3094.0,DPF3
BCAP31,1053.2222222222224,BCAP31
NUDT19,2967.0,NUDT19
GCNT4,4286.5,GCNT4
DGKI,5571.0,DGKI
SNN,3264.0,SNN
ZNF720,1137.3333333333333,ZNF720
MANSC1,2437.25,MANSC1
CFAP221,1411.125,CFAP221
KIAA1958,7356.0,KIAA1958
CLSTN1,4565.666666666667,CLSTN1
PKHD1,13935.5,PKHD1
PIK3C2B,3522.2,PIK3C2B
RYR1,5750.666666666668,RYR1
AC093323.1,2045.0,AC093323.1
EIF3C,2116.875,EIF3C
B3GALT1,5094.0,B3GALT1
WHAMM,5101.0,WHAMM
IDH2,1808.333333333333,IDH2
FCMR,1199.8333333333333,FCMR
TMEFF2,3001.666666666666,TMEFF2
BAIAP3,3388.222222222222,BAIAP3
DISP2,12612.0,DISP2
NECTIN2,1442.8,NECTIN2
GOLT1B,1366.0,GOLT1B
ADCY8,2904.0,ADCY8
GALNT7,2030.5,GALNT7
IL7R,1371.6666666666667,IL7R
UTS2R,1357.0,UTS2R
LGALS4,782.6666666666665,LGALS4
TMEM19,1650.166666666667,TMEM19
OR8B8,2473.5,OR8B8
CYP2C19,2774.0,CYP2C19
ARHGEF12,8656.666666666666,ARHGEF12
HPCAL1,1407.0,HPCAL1
GATM,1069.0,GATM
DNAJC1,2100.0,DNAJC1
TCHHL1,3606.0,TCHHL1
ADAMTS10,3634.333333333334,ADAMTS10
ODF3L1,1132.0,ODF3L1
SWSAP1,1684.0,SWSAP1
HIGD2A,654.0,HIGD2A
SLC17A4,3215.333333333333,SLC17A4
MBTPS2,4451.5,MBTPS2
YIPF7,872.3333333333335,YIPF7
TMEM131L,4774.0,TMEM131L
LRCH2,4910.5,LRCH2
SLC32A1,2550.0,SLC32A1
RAET1L,1043.5,RAET1L
CCR8,1165.5,CCR8
ALX4,5727.0,ALX4
ZNF343,1981.0,ZNF343
CD1C,1648.5,CD1C
SERPINA4,1812.0,SERPINA4
RXYLT1,1942.0,RXYLT1
ZFY,3350.6,ZFY
ALKBH3,964.5,ALKBH3
CAPZA1,2358.0,CAPZA1
TOR2A,1889.5,TOR2A
OR8U1,930.0,OR8U1
GCM1,2780.0,GCM1
HRNR,9629.0,HRNR
TM4SF5,714.0,TM4SF5
AL163195.3,578.0,AL163195.3
ZNF256,2082.5,ZNF256
AC241640.1,714.0,AC241640.1
APOE,922.5,APOE
BIK,951.0,BIK
FOXD3,2086.0,FOXD3
PLEKHM3,5126.0,PLEKHM3
CATSPER4,1714.0,CATSPER4
CPO,1209.0,CPO
TTC22,2078.6666666666665,TTC22
POLG2,1117.0,POLG2
AC093899.2,1935.0,AC093899.2
TMEM30B,4471.0,TMEM30B
ZNF638,1718.2666666666669,ZNF638
TCP10,1456.333333333333,TCP10
CREB1,2420.1,CREB1
TRIM67,5140.666666666667,TRIM67
ACOT4,2362.0,ACOT4
IPO7,2321.333333333333,IPO7
HNRNPA3,2532.25,HNRNPA3
VPS29,1095.4285714285713,VPS29
ABHD14B,1687.166666666667,ABHD14B
DKK1,1805.0,DKK1
SLC37A1,1967.0,SLC37A1
STUB1,988.5,STUB1
HDGFL2,1105.625,HDGFL2
UNC13D,1664.428571428571,UNC13D
PRRT4,2018.142857142857,PRRT4
BCO2,1728.7777777777776,BCO2
TRABD2B,7524.0,TRABD2B
C12orf73,921.375,C12orf73
SYCP1,3122.2,SYCP1
PPT2,1323.638888888889,PPT2
RNF112,1857.0,RNF112
CDC34,996.0,CDC34
AC084121.13,1395.0,AC084121.13
PMM1,1242.0,PMM1
TMEM71,1072.375,TMEM71
CPNE4,2412.444444444445,CPNE4
TCHP,2406.6666666666665,TCHP
SLC12A1,3219.777777777778,SLC12A1
FP565260.6,3634.0,FP565260.6
CENPT,1361.75,CENPT
GJC1,3511.1111111111113,GJC1
AGPS,3216.0,AGPS
NCAN,3473.5,NCAN
