Genes,Phosphosite_mouse_no,Norm_Symbol
STIM1,22,STIM1
STIM2,28,STIM2
TMEM173,2,TMEM173
STK11IP,16,STK11IP
STK31,2,STK31
STK33,6,STK33
STK39,11,STK39
STRADB,2,STRADB
STMN1,9,STMN1
STMN2,7,STMN2
STMN3,11,STMN3
STMN4,2,STMN4
STOM,8,STOM
STON1,6,STON1
STON2,6,STON2
STOX1,5,STOX1
STOX2,2,STOX2
STPG3,1,STPG3
STPG4,1,STPG4
STRA6,2,STRA6
STRA6L,3,STRA6L
STRA8,1,STRA8
STRADA,4,STRADA
STRAP,8,STRAP
STRC,1,STRC
STRN4,8,STRN4
FAM40A,7,FAM40A
STRN,17,STRN
STS,1,STS
UBASH3B,5,UBASH3B
UBASH3A,1,UBASH3A
STT3B,7,STT3B
STUM,3,STUM
STX11,3,STX11
STX12,4,STX12
STX16,11,STX16
STX17,6,STX17
STX18,5,STX18
STX1A,7,STX1A
STX1B,7,STX1B
STX2,5,STX2
STX3,1,STX3
STX4,9,STX4
STX5,3,STX5
STX6,5,STX6
STX7,14,STX7
STX8,6,STX8
STXBP1,27,STXBP1
STXBP2,6,STXBP2
STXBP3,10,STXBP3
STXBP4,5,STXBP4
STXBP5,22,STXBP5
STXBP5L,28,STXBP5L
STYK1,4,STYK1
STYX,2,STYX
SUCLG1,3,SUCLG1
SUCLG2,6,SUCLG2
SUCO,9,SUCO
SUFU,9,SUFU
5033411D12RIK,1,5033411D12RIK
SUGT1,5,SUGT1
SULF1,4,SULF1
SULF2,5,SULF2
SULT1C2,3,SULT1C2
SULT1A1,1,SULT1A1
SULT1C1,3,SULT1C1
SULT1D1,2,SULT1D1
SULT1E1,1,SULT1E1
SULT2A1,1,SULT2A1
SULT2A5,2,SULT2A5
SULT2A6,1,SULT2A6
SULT2A7,2,SULT2A7
SULT2A8,3,SULT2A8
SULT2B1,2,SULT2B1
SULT3A1,1,SULT3A1
SULT4A1,2,SULT4A1
SUMO1,4,SUMO1
SUMO2,2,SUMO2
SUMO3,4,SUMO3
SUN1,16,SUN1
SUN2,26,SUN2
SUOX,3,SUOX
SVIL,82,SVIL
SUPT3H,8,SUPT3H
SUPT4H1,1,SUPT4H1
SUPT7L,4,SUPT7L
SUPV3L1,4,SUPV3L1
SURF1,1,SURF1
SURF2,3,SURF2
SURF6,5,SURF6
BIRC5,1,BIRC5
SUSD1,2,SUSD1
SUSD5,4,SUSD5
SUV39H1,1,SUV39H1
SUV39H2,2,SUV39H2
SUV420H1,14,SUV420H1
SUV420H2,1,SUV420H2
SUZ12,9,SUZ12
SV2A,16,SV2A
SV2B,9,SV2B
SV2C,4,SV2C
SVA,3,SVA
SVAL2,2,SVAL2
SVAL3,3,SVAL3
SVEP1,2,SVEP1
SVOP,8,SVOP
SVOPL,1,SVOPL
SVS2,5,SVS2
SVS4,4,SVS4
SVS5,3,SVS5
SVS6,2,SVS6
SWAP70,6,SWAP70
SWI5,2,SWI5
2310047B19RIK,2,2310047B19RIK
1200016B10RIK,1,1200016B10RIK
SYAP1,15,SYAP1
SYBU,7,SYBU
SYCE1,3,SYCE1
SYCE2,1,SYCE2
1700007E06RIK,1,1700007E06RIK
SYCP1,1,SYCP1
SYCP2,53,SYCP2
SYCP2L,4,SYCP2L
SYCP3,7,SYCP3
SYDE1,17,SYDE1
SYDE2,13,SYDE2
SYK,30,SYK
SYMPK,18,SYMPK
SYN1,56,SYN1
SYN2,31,SYN2
SYN3,25,SYN3
SYNB,1,SYNB
SYNC,4,SYNC
SDC1,5,SDC1
SDC2,4,SDC2
SDC3,2,SDC3
SDC4,3,SDC4
SYNE1,43,SYNE1
SYNE2,42,SYNE2
4831426I19RIK,2,4831426I19RIK
SYNRG,23,SYNRG
SYNGAP1,66,SYNGAP1
SYNGR3,3,SYNGR3
SYNGR4,2,SYNGR4
SYNJ1,23,SYNJ1
SYNJ2,4,SYNJ2
SYNJ2BP,1,SYNJ2BP
SYNPO,80,SYNPO
SYNPO2,35,SYNPO2
SYNPO2L,54,SYNPO2L
SYNPR,2,SYNPR
SNPH,15,SNPH
SDCBP,5,SDCBP
SYP,5,SYP
SYPL1,4,SYPL1
SYT1,12,SYT1
SYT10,2,SYT10
SYT11,6,SYT11
SYT12,4,SYT12
SYT13,3,SYT13
SYT14,2,SYT14
SYT16,1,SYT16
SYT17,15,SYT17
SYT2,8,SYT2
SYT3,4,SYT3
SYT4,3,SYT4
SYT5,3,SYT5
SYT6,7,SYT6
SYT7,22,SYT7
SYT9,5,SYT9
SYTL1,7,SYTL1
SYTL2,32,SYTL2
SYTL3,3,SYTL3
SYTL4,19,SYTL4
SYTL5,16,SYTL5
SYVN1,1,SYVN1
D4ERTD22E,8,D4ERTD22E
SZT2,25,SZT2
TAAR2,1,TAAR2
TAAR5,2,TAAR5
TAAR7A,3,TAAR7A
TAAR7D,3,TAAR7D
TAB1,3,TAB1
TAB2,10,TAB2
TAB3,13,TAB3
TACC1,13,TACC1
TACC2,52,TACC2
TACC3,7,TACC3
ADAM17,12,ADAM17
TACR2,1,TACR2
TACR3,1,TACR3
TACSTD2,1,TACSTD2
TADA1,1,TADA1
TADA2A,2,TADA2A
TADA2B,1,TADA2B
TADA3,6,TADA3
TAF1,23,TAF1
TAF10,2,TAF10
TAF11,9,TAF11
TAF12,4,TAF12
TAF13,1,TAF13
TAF3,20,TAF3
TAF15,9,TAF15
BTAF1,5,BTAF1
TAF1A,4,TAF1A
TAF1C,1,TAF1C
TAF1D,3,TAF1D
TAF2,6,TAF2
TAF4A,4,TAF4A
TAF5,1,TAF5
TAF6,17,TAF6
TAF6L,2,TAF6L
TAF7,8,TAF7
TAF7L,6,TAF7L
TAF9B,5,TAF9B
TAZ,2,TAZ
TAF9,10,TAF9
LOC100038946,4,LOC100038946
TAGLN,6,TAGLN
TAGLN2,6,TAGLN2
TAGLN3,6,TAGLN3
CSRNP2,1,CSRNP2
MAP3K7,20,MAP3K7
TAL1,5,TAL1
TAL2,1,TAL2
TALDO1,5,TALDO1
TLN1,66,TLN1
TLN2,28,TLN2
1500001M20RIK,1,1500001M20RIK
TANC1,35,TANC1
TANC2,39,TANC2
TANGO6,3,TANGO6
TANK,4,TANK
TAOK1,14,TAOK1
TAOK2,15,TAOK2
TAOK3,15,TAOK3
USO1,8,USO1
TAP1,2,TAP1
TAP2,1,TAP2
TAPBP,3,TAPBP
TAPBPL,5,TAPBPL
TAPT1,6,TAPT1
TRIOBP,20,TRIOBP
TARA,1,TARA
TARS,5,TARS
TAS2R103,1,TAS2R103
TAS2R114,1,TAS2R114
TAS2R124,2,TAS2R124
TAS2R39,1,TAS2R39
TAS2R41,1,TAS2R41
TAS2R136,3,TAS2R136
TASP1,1,TASP1
TAT,1,TAT
HTATSF1,32,HTATSF1
TATDN2,5,TATDN2
MAPT,55,MAPT
SLC6A6,3,SLC6A6
TAX1BP1,16,TAX1BP1
TAX1BP3,2,TAX1BP3
WWTR1,14,WWTR1
TBC1D1,50,TBC1D1
TBC1D10A,11,TBC1D10A
TBC1D10B,19,TBC1D10B
TBC1D10C,1,TBC1D10C
TBC1D12,3,TBC1D12
TBC1D13,1,TBC1D13
TBC1D14,4,TBC1D14
TBC1D15,19,TBC1D15
TBC1D16,9,TBC1D16
TBC1D17,10,TBC1D17
RABGAP1L,8,RABGAP1L
TBC1D2,5,TBC1D2
TBC1D20,3,TBC1D20
TBC1D21,2,TBC1D21
TBC1D22A,14,TBC1D22A
TBC1D22A ,1,TBC1D22A 
TBC1D22B,8,TBC1D22B
TBC1D23,13,TBC1D23
TBC1D24,7,TBC1D24
TBC1D25,5,TBC1D25
TBC1D2B,13,TBC1D2B
TBC1D30,7,TBC1D30
TBC1D5,17,TBC1D5
TBC1D8,1,TBC1D8
TBC1D8B,5,TBC1D8B
TBC1D9,4,TBC1D9
TBC1D9B,21,TBC1D9B
TBCA,1,TBCA
TBCB,7,TBCB
TBCCD1,1,TBCCD1
TBCD,8,TBCD
TBCK,5,TBCK
TBK1,4,TBK1
TBKBP1,12,TBKBP1
TBL1X,1,TBL1X
TBL1XR1,1,TBL1XR1
TBL2,2,TBL2
TBL3,1,TBL3
TAF8,4,TAF8
TBR1,8,TBR1
TBRG1,5,TBRG1
TBRG4,5,TBRG4
TBX1,2,TBX1
TBX10,1,TBX10
TBX15,3,TBX15
TBX18,4,TBX18
TBX19,1,TBX19
TBX2,14,TBX2
TBX20,1,TBX20
TBX21,12,TBX21
TBX3,10,TBX3
TBX4,2,TBX4
TBX5,7,TBX5
TBX6,1,TBX6
TBXAS1,2,TBXAS1
TCEA3,12,TCEA3
TCEAL3,4,TCEAL3
TCEAL5,5,TCEAL5
TCEAL6,4,TCEAL6
TCEANC,2,TCEANC
2210012G02RIK,1,2210012G02RIK
ELOB,3,ELOB
ELOA,11,ELOA
TCERG1,1,TCERG1
TCERG1L,1,TCERG1L
TCF12,26,TCF12
TCF15,1,TCF15
HNF1B,2,HNF1B
TCF20,50,TCF20
TCF21,3,TCF21
TCF23,1,TCF23
TCF24,1,TCF24
TCF25,2,TCF25
TCF7L1,11,TCF7L1
TCF4,13,TCF4
TCF7L2,2,TCF7L2
ZEB1,20,ZEB1
TCF9,16,TCF9
TCFL5,2,TCFL5
TCHHL1,1,TCHHL1
TCHP,2,TCHP
TCIRG1,6,TCIRG1
TCP10A,1,TCP10A
TCP10B,1,TCP10B
TCP10C,1,TCP10C
TCP11,3,TCP11
TCP11L1,5,TCP11L1
TCP11L2,12,TCP11L2
TCP11X2,1,TCP11X2
TCTA,1,TCTA
TCTE1,1,TCTE1
TCTE3,2,TCTE3
TCTEX1D1,2,TCTEX1D1
TCTEX1D2,4,TCTEX1D2
TCTEX1D4,1,TCTEX1D4
TCTN3,1,TCTN3
RCC2,8,RCC2
TDG,2,TDG
TDH,1,TDH
TDO2,5,TDO2
TARDBP,17,TARDBP
TDP1,9,TDP1
TDPOZ1,2,TDPOZ1
TDPOZ2,2,TDPOZ2
TDPOZ3,1,TDPOZ3
TDRD1,4,TDRD1
TDRD12,1,TDRD12
TDRD3,6,TDRD3
TDRD5,5,TDRD5
TDRD6,15,TDRD6
TDRD7,6,TDRD7
TDRD9,3,TDRD9
TDRKH,1,TDRKH
2610019F03RIK,2,2610019F03RIK
TEAD1,1,TEAD1
TEAD2,1,TEAD2
TEAD3,4,TEAD3
PTGES3,11,PTGES3
TEC,3,TEC
TECPR1,13,TECPR1
TECPR2,4,TECPR2
TECRL,4,TECRL
TEDC2,1,TEDC2
TEKT3,1,TEKT3
TEKT4,1,TEKT4
TEKT5,1,TEKT5
ETV6,27,ETV6
TCAP,7,TCAP
TELO2,5,TELO2
TNS1,130,TNS1
TENC1,58,TENC1
TNS3,52,TNS3
TEP1,3,TEP1
TEPP,3,TEPP
TERB2,1,TERB2
TERF2IP,8,TERF2IP
TERT,1,TERT
TES,4,TES
TESK1,8,TESK1
TESK2,7,TESK2
TET1,19,TET1
TET2,20,TET2
TET3,16,TET3
TEX13C,1,TEX13C
TEX14,10,TEX14
TEX15,5,TEX15
TEX16,10,TEX16
TEX21,4,TEX21
TEX24,3,TEX24
4930588N13RIK,1,4930588N13RIK
TEX264,11,TEX264
TEX28,2,TEX28
TEX30,3,TEX30
TEX38,1,TEX38
1700019N12RIK,4,1700019N12RIK
4930415O20RIK,1,4930415O20RIK
TEX55,3,TEX55
TF,4,TF
TFAM,1,TFAM
TFB1M,2,TFB1M
TFB2M,2,TFB2M
TCFCP2L1,1,TCFCP2L1
TFDP1,2,TFDP1
TFE3,15,TFE3
TCFE3,3,TCFE3
TFEB,27,TFEB
TFG,5,TFG
BRF2,1,BRF2
TCEA1,10,TCEA1
TFIP11,12,TFIP11
BDP1,6,BDP1
TFPI,1,TFPI
TFPT,7,TFPT
TFRC,8,TFRC
TFR2,3,TFR2
TG,6,TG
TGDS,1,TGDS
TGFB1,4,TGFB1
TGFB2,1,TGFB2
TGFB3,7,TGFB3
TGFBR1,8,TGFBR1
TGFBR2,8,TGFBR2
TGFBRAP1,4,TGFBRAP1
TGIF1,3,TGIF1
TGM1,10,TGM1
TGM2,6,TGM2
TGM3,2,TGM3
TGM4,4,TGM4
TGOLN1,20,TGOLN1
TGOLN2,18,TGOLN2
TH,6,TH
THA1,3,THA1
THADA,4,THADA
THAP11,1,THAP11
THAP2,1,THAP2
THAP4,3,THAP4
THBS1,1,THBS1
THEG,9,THEG
THEGL,3,THEGL
THEMIS,2,THEMIS
THEMIS2,5,THEMIS2
THEMIS3,1,THEMIS3
ERI1,4,ERI1
TCHH,5,TCHH
THNSL1,1,THNSL1
THOC1,4,THOC1
THOC2,25,THOC2
THOC4,7,THOC4
THOC6,1,THOC6
THOC7,1,THOC7
THOP1,8,THOP1
MED13L,17,MED13L
THRSP,2,THRSP
THSD1,9,THSD1
THSD7A,3,THSD7A
THSD7B,3,THSD7B
THUMPD1,7,THUMPD1
THUMPD2,3,THUMPD2
THUMPD3,3,THUMPD3
THY1,4,THY1
THYN1,1,THYN1
TIA1,2,TIA1
TIAL1,3,TIAL1
TIAM1,30,TIAM1
TIAM2,23,TIAM2
TICAM2,1,TICAM2
TICRR,26,TICRR
TIE1,10,TIE1
TEK,4,TEK
KLF11,1,KLF11
RRN3,3,RRN3
TRIM28,39,TRIM28
TRIM33,18,TRIM33
TIFA,2,TIFA
TIGAR,1,TIGAR
TIGD4,1,TIGD4
TIGD5,1,TIGD5
TIGIT,4,TIGIT
HAVCR1,1,HAVCR1
TIMD2,1,TIMD2
HAVCR2,2,HAVCR2
TIMD4,3,TIMD4
TIMELESS,4,TIMELESS
TIMM10,2,TIMM10
TIMM13,2,TIMM13
TIMM17B,2,TIMM17B
TIMM44,2,TIMM44
TIMM50,3,TIMM50
TIMM8A1,5,TIMM8A1
4930455C21RIK,6,4930455C21RIK
TINAG,4,TINAG
TINF2,8,TINF2
ZNF787,4,ZNF787
KAT5,10,KAT5
TIPARP,6,TIPARP
TIPIN,1,TIPIN
TIPRL,3,TIPRL
TIRAP,4,TIRAP
TTN,544,TTN
TJAP1,17,TJAP1
TK1,3,TK1
SH3PXD2A,45,SH3PXD2A
TKT,17,TKT
TKTL1,7,TKTL1
TLCD2,5,TLCD2
TLDC1,1,TLDC1
TLDC2,1,TLDC2
TLE1,5,TLE1
TLE2,1,TLE2
TLE3,27,TLE3
TLE4,17,TLE4
TLE6,2,TLE6
TLK1,16,TLK1
TLK2,17,TLK2
TLL1,2,TLL1
TLL2,2,TLL2
TLR1,1,TLR1
TLR12,2,TLR12
TLR13,2,TLR13
TLR3,3,TLR3
TLR5,2,TLR5
TLR6,1,TLR6
TLR7,2,TLR7
TLR8,2,TLR8
TLR9,2,TLR9
TLX2,1,TLX2
TLX3,3,TLX3
TM7SF2,1,TM7SF2
TM9SF1,2,TM9SF1
1810029B16RIK,5,1810029B16RIK
TMBIM1,2,TMBIM1
TMC1,1,TMC1
TMC2,3,TMC2
TMC3,3,TMC3
TMC6,3,TMC6
TMC7,2,TMC7
TMC8,15,TMC8
TMCC1,9,TMCC1
TMCC2,12,TMCC2
TMCC3,12,TMCC3
TMCO1,2,TMCO1
TMCO2,2,TMCO2
TMCO3,2,TMCO3
TMED4,3,TMED4
TMED7,1,TMED7
TMED8,2,TMED8
TMEM100,2,TMEM100
TMEM102,1,TMEM102
TMEM104,6,TMEM104
TMEM106A,1,TMEM106A
TMEM106B,6,TMEM106B
TMEM106C,3,TMEM106C
TMEM108,4,TMEM108
TMEM109,1,TMEM109
TMEM11,1,TMEM11
TMEM110,1,TMEM110
TMEM115,5,TMEM115
TMEM117,4,TMEM117
TMEM119,4,TMEM119
TMEM120A,2,TMEM120A
TMEM121,1,TMEM121
TMEM123,4,TMEM123
TMEM126A,1,TMEM126A
TMEM127,1,TMEM127
TMEM130,1,TMEM130
TMEM131,18,TMEM131
TMEM131L,3,TMEM131L
TMEM132B,4,TMEM132B
TMEM132D,2,TMEM132D
TMEM132E,6,TMEM132E
TMEM134,4,TMEM134
TMEM135,2,TMEM135
TMEM139,2,TMEM139
TMEM140,2,TMEM140
ORAI2,1,ORAI2
ORAI3,3,ORAI3
TMEM143,3,TMEM143
TMEM144,1,TMEM144
TMEM145,1,TMEM145
TMEM14C,3,TMEM14C
TMEM151A,10,TMEM151A
TMEM151B,9,TMEM151B
TMEM154,9,TMEM154
TMEM160,1,TMEM160
TMEM162,1,TMEM162
TMEM163,13,TMEM163
TMEM164,2,TMEM164
FAM176A,4,FAM176A
TMEM168,2,TMEM168
TMEM169,8,TMEM169
TMEM174,1,TMEM174
TMEM175,3,TMEM175
TMEM176A,1,TMEM176A
TMEM176B,2,TMEM176B
TMEM177,3,TMEM177
TMEM179B,4,TMEM179B
TMEM181A,5,TMEM181A
TMEM183,3,TMEM183
TMEM184B,11,TMEM184B
TMEM184C,4,TMEM184C
TMEM185A,1,TMEM185A
TMEM185B,2,TMEM185B
TMEM186,2,TMEM186
CNEP1R1,2,CNEP1R1
TMEM191C,1,TMEM191C
TMEM192,4,TMEM192
TMEM194A,4,TMEM194A
TMEM199,1,TMEM199
TMEM2,5,TMEM2
TMEM200A,3,TMEM200A
TMEM200B,8,TMEM200B
TMEM201,5,TMEM201
TMEM206,6,TMEM206
TMEM209,12,TMEM209
TMEM211,3,TMEM211
TMEM214,8,TMEM214
TMEM215,1,TMEM215
TMEM22,5,TMEM22
E130009J12RIK,1,E130009J12RIK
2210411K11RIK,3,2210411K11RIK
C2CD2L,42,C2CD2L
TMEM240,1,TMEM240
RP23-455B1.3,9,RP23-455B1.3
TMEM247,1,TMEM247
0610007L01RIK,1,0610007L01RIK
TMEM25,5,TMEM25
E030010A14RIK,1,E030010A14RIK
ORF61,2,ORF61
6720456H20RIK,1,6720456H20RIK
3110001D03RIK,1,3110001D03RIK
AI597468,3,AI597468
TMEM266,4,TMEM266
TMEM27,2,TMEM27
TMEM30A,4,TMEM30A
MMGT1,2,MMGT1
TMEM33,3,TMEM33
TMEM35A,3,TMEM35A
TMEM38A,3,TMEM38A
TMEM39B,2,TMEM39B
CNPY2,3,CNPY2
TMEM40,2,TMEM40
TMEM41B,3,TMEM41B
TMEM42,1,TMEM42
TMEM44,3,TMEM44
TMEM45A,1,TMEM45A
TMEM45B,4,TMEM45B
TMEM47,2,TMEM47
TMEM48,17,TMEM48
TMEM5,1,TMEM5
TMEM51,12,TMEM51
TMEM52,2,TMEM52
TMEM53,1,TMEM53
TMEM54,2,TMEM54
TMEM55A,14,TMEM55A
TMEM55B,3,TMEM55B
TMEM57,9,TMEM57
TMEM59,1,TMEM59
TMEM59L,1,TMEM59L
TMEM63A,7,TMEM63A
TMEM63B,10,TMEM63B
TMEM63C,3,TMEM63C
TMEM66,4,TMEM66
TMEM67,1,TMEM67
TMEM71,1,TMEM71
TMEM74,2,TMEM74
5430405G05RIK,6,5430405G05RIK
DRAM2,1,DRAM2
TMEM79,1,TMEM79
TMEM81,3,TMEM81
TMEM82,1,TMEM82
TMEM85,4,TMEM85
TMEM87A,8,TMEM87A
TMEM87B,2,TMEM87B
TMEM8B,5,TMEM8B
TMEM90B,4,TMEM90B
TMEM91,4,TMEM91
TMEM94,12,TMEM94
TMEM98,2,TMEM98
TMEM9B,5,TMEM9B
TMF1,30,TMF1
TMIE,1,TMIE
TMLHE,2,TMLHE
TMOD1,1,TMOD1
TMOD2,3,TMOD2
TMOD3,4,TMOD3
TMPO,60,TMPO
TMPPE,1,TMPPE
TMPRSS11B,1,TMPRSS11B
TMPRSS11C,1,TMPRSS11C
TMPRSS11E,1,TMPRSS11E
TMPRSS2,3,TMPRSS2
TMPRSS4,3,TMPRSS4
TMPRSS9,5,TMPRSS9
TMSB10,5,TMSB10
TMSB15L,1,TMSB15L
TMSB4X,7,TMSB4X
TMTC1,2,TMTC1
TMTC2,2,TMTC2
TMTC3,7,TMTC3
TMUB1,2,TMUB1
TMUB2,1,TMUB2
TNC,7,TNC
TNF,3,TNF
TNFRSF1A,7,TNFRSF1A
TNFAIP1,1,TNFAIP1
TNFAIP3,17,TNFAIP3
TNFAIP6,6,TNFAIP6
TNFAIP8L3,2,TNFAIP8L3
TNFSF9,2,TNFSF9
TNFRSF11A,1,TNFRSF11A
TNFRSF13B,1,TNFRSF13B
TNFRSF14,1,TNFRSF14
TNFRSF8,3,TNFRSF8
TNFSF4,1,TNFSF4
TNIK,30,TNIK
TNIP1,12,TNIP1
TNIP2,4,TNIP2
TNIP3,5,TNIP3
TNK1,2,TNK1
TNKS,2,TNKS
TNKS1BP1,103,TNKS1BP1
TNKS2,1,TNKS2
TNN,6,TNN
TNNC1,2,TNNC1
TNNC2,1,TNNC2
TNNI1,2,TNNI1
TNNI2,4,TNNI2
TNNI3,12,TNNI3
TNNI3K,6,TNNI3K
TNNT1,3,TNNT1
TNNT2,10,TNNT2
TNNT3,8,TNNT3
TNPO2,2,TNPO2
TNR,11,TNR
GIGYF2,24,GIGYF2
TNRC18,49,TNRC18
CNPY3,1,CNPY3
TNRC6A,16,TNRC6A
TNRC6B,31,TNRC6B
TNRC6C,14,TNRC6C
TNS4,2,TNS4
TNXB,1,TNXB
TOB1,1,TOB1
TOB2,1,TOB2
TOE1,10,TOE1
TOM1,21,TOM1
TOM1L2,10,TOM1L2
TOMM20,2,TOMM20
TOMM22,2,TOMM22
TOMM34,6,TOMM34
TOMM40,1,TOMM40
TOMM70A,10,TOMM70A
TOP1,9,TOP1
TOP1MT,2,TOP1MT
TOP2A,43,TOP2A
TOP2B,43,TOP2B
TOP3A,1,TOP3A
TOP3B,1,TOP3B
TOPAZ1,1,TOPAZ1
TOPBP1,9,TOPBP1
TOPORS,31,TOPORS
TOPORSL,1,TOPORSL
TOR1A,4,TOR1A
TOR1AIP1,20,TOR1AIP1
TOR1AIP2,3,TOR1AIP2
TOR1B,1,TOR1B
TOR3A,2,TOR3A
A830007P12RIK,1,A830007P12RIK
CRTC1,12,CRTC1
CRTC2,27,CRTC2
CRTC3,14,CRTC3
TOX,2,TOX
TOX3,2,TOX3
TOX4,8,TOX4
TRP53I11,3,TRP53I11
TP53I13,1,TP53I13
TPBG,2,TPBG
TPCN1,7,TPCN1
TPD52,22,TPD52
TPD52L1,5,TPD52L1
TPD52L2,28,TPD52L2
TRPD52L3,5,TRPD52L3
TPH1,2,TPH1
TPH2,3,TPH2
TPI1,11,TPI1
TPM1,23,TPM1
TPM2,12,TPM2
TPM3,14,TPM3
TPM4,4,TPM4
TPMT,2,TPMT
TPO,3,TPO
TPP2,2,TPP2
TPPP,10,TPPP
TPPP2,2,TPPP2
TPR,46,TPR
TPRN,8,TPRN
TPSB2,1,TPSB2
TPST2,5,TPST2
TPT1,3,TPT1
TPX2,11,TPX2
THRA,3,THRA
TRA2A,36,TRA2A
TRA2B,48,TRA2B
TRABD,2,TRABD
TRADD,2,TRADD
TRAF1,5,TRAF1
TRAF2,4,TRAF2
TRAF3,3,TRAF3
TRAF3IP1,7,TRAF3IP1
TRAF3IP2,7,TRAF3IP2
TRAF3IP3,4,TRAF3IP3
TRAF4,3,TRAF4
TRAF5,1,TRAF5
TRAF6,12,TRAF6
TRAF7,23,TRAF7
TNFSF10,3,TNFSF10
TNFRSF10B,4,TNFRSF10B
TRAIP,2,TRAIP
TRAK1,19,TRAK1
TRAK2,14,TRAK2
TRAM1,6,TRAM1
TRAM1L1,1,TRAM1L1
TRAM2,1,TRAM2
MED24,6,MED24
THRAP3,88,THRAP3
MED14,8,MED14
MED13,14,MED13
TRAPPC1,2,TRAPPC1
D030016E14RIK,2,D030016E14RIK
C5ORF44,1,C5ORF44
TRAPPC2,1,TRAPPC2
TRAPPC2L,1,TRAPPC2L
TRAPPC4,7,TRAPPC4
TRAPPC5,1,TRAPPC5
TRAPPC6A,2,TRAPPC6A
TRAT1,1,TRAT1
TRIB2,2,TRIB2
TRIB3,1,TRIB3
TARBP2,2,TARBP2
TRCG1,3,TRCG1
TRDN,2,TRDN
TCOF1,114,TCOF1
TREH,3,TREH
KCNK2,6,KCNK2
KCNK10,2,KCNK10
TREM1,3,TREM1
TREML1,7,TREML1
TREML4,1,TREML4
TRERF1,14,TRERF1
TREX1,7,TREX1
TREX2,2,TREX2
TERF1,4,TERF1
TERF2,15,TERF2
TRH,1,TRH
TRHR,1,TRHR
TRHR2,6,TRHR2
RNF216,7,RNF216
KIAA0644,1,KIAA0644
TRIM61,1,TRIM61
TRIM10,4,TRIM10
TRIM11,2,TRIM11
TRIM13,1,TRIM13
TRIM14,1,TRIM14
TRIM16,2,TRIM16
TRIM2,13,TRIM2
TRIM23,1,TRIM23
TRIM24,15,TRIM24
TRIM25,8,TRIM25
TRIM26,2,TRIM26
TRIM29,11,TRIM29
TRIM3,9,TRIM3
TRIM30A,1,TRIM30A
TRIM31,1,TRIM31
TRIM32,7,TRIM32
TRIM34A,1,TRIM34A
TRIM35,3,TRIM35
TRIM36,4,TRIM36
TRIM37,10,TRIM37
TRIM38,1,TRIM38
TRIM40,3,TRIM40
TRIM41,4,TRIM41
TRIM42,3,TRIM42
TRIM43B,2,TRIM43B
TRIM44,2,TRIM44
TRIM46,4,TRIM46
TRIM47,5,TRIM47
4933422H20RIK,1,4933422H20RIK
TRIM43A,1,TRIM43A
GM8833,1,GM8833
TRIM50,2,TRIM50
TRIM54,2,TRIM54
TRIM55,3,TRIM55
TRIM56,11,TRIM56
TRIM58,3,TRIM58
TRIM60,1,TRIM60
TRIM62,1,TRIM62
TRIM65,2,TRIM65
TRIM67,4,TRIM67
TRIM68,1,TRIM68
TRIM69,5,TRIM69
TRIM71,1,TRIM71
TRIM72,1,TRIM72
TRIM9,6,TRIM9
TRIML1,1,TRIML1
TRIML2,1,TRIML2
TRIO,45,TRIO
TRIP10,10,TRIP10
TRIP11,18,TRIP11
TRIP12,48,TRIP12
TRIP13,1,TRIP13
TRIP4,5,TRIP4
TRIP6,7,TRIP6
JMJD1C,34,JMJD1C
TRIR,6,TRIR
TRIT1,1,TRIT1
NTRK1,1,NTRK1
NTRK2,9,NTRK2
NTRK3,11,NTRK3
TRM1L,8,TRM1L
TRMO,3,TRMO
TRMT1,5,TRMT1
TRMT12,3,TRMT12
TRMT2B,1,TRMT2B
2310079F23RIK,1,2310079F23RIK
TRMT5,1,TRMT5
TRMT61A,3,TRMT61A
TRNP1,1,TRNP1
TRO,6,TRO
TROAP,8,TROAP
TRPC1,1,TRPC1
TRPC2,3,TRPC2
TRPC3,2,TRPC3
TRPC4,6,TRPC4
TRPC5,3,TRPC5
TRPC5OS,2,TRPC5OS
TRPC6,11,TRPC6
TRPC7,1,TRPC7
TRPM1,4,TRPM1
TRPM2,9,TRPM2
TRPM3,18,TRPM3
TRPM4,5,TRPM4
TRPM5,1,TRPM5
TRPM8,1,TRPM8
TRPS1,22,TRPS1
TRPV1,5,TRPV1
TRPV2,10,TRPV2
TRPV3,3,TRPV3
TRPV4,6,TRPV4
TRPV5,4,TRPV5
TRPV6,1,TRPV6
TRRAP,21,TRRAP
D030074E01RIK,15,D030074E01RIK
TXNRD1,4,TXNRD1
TRY10,1,TRY10
SH2D2A,2,SH2D2A
TSC1,35,TSC1
TSC2,39,TSC2
TSC22D1,1,TSC22D1
TSC22D2,6,TSC22D2
TSC22D4,25,TSC22D4
TSEN34,1,TSEN34
TSEN54,1,TSEN54
TSG101,2,TSG101
TSGA10,2,TSGA10
TSGA10IP,4,TSGA10IP
TSGA14,9,TSGA14
RSPH1,1,RSPH1
TSHR,2,TSHR
TSHZ1,9,TSHZ1
TSHZ3,11,TSHZ3
TSKS,1,TSKS
TSN,2,TSN
TSNAX,9,TSNAX
TSPAN13,1,TSPAN13
TSPAN15,1,TSPAN15
TSPAN2,2,TSPAN2
TSPAN3,1,TSPAN3
TSPO,1,TSPO
TSPYL1,6,TSPYL1
TSPYL2,5,TSPYL2
