,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
6600,PSMC3,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]",4.521393780649662,0,1,0,1,0,1,1,1,3,4,yes,old,90.799366838148
3477,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063],4.520860708466364,0,0,0,1,0,0,0,0,1,1,yes,new,90.7894736842105
2428,EIF3H,eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273],4.520712376349594,0,0,0,1,0,0,1,0,2,2,yes,new,90.77958053027305
1255,CD99L2,CD99 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:18237],4.52043172413312,0,0,0,0,0,0,1,0,1,1,yes,new,90.76968737633558
7168,ROGDI,rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478],4.520308709689554,1,1,0,1,0,1,1,2,3,5,yes,old,90.75979422239809
6846,RANGAP1,Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854],4.520095884395972,0,0,0,1,0,0,1,0,2,2,yes,new,90.74990106846063
9041,TTC28,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179],4.5197562040161054,0,0,0,0,0,0,1,0,1,1,yes,new,90.74000791452316
1294,CDH12,cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751],4.5196752567127945,0,0,1,1,0,0,0,1,1,2,yes,old,90.73011476058569
670,ATG5,autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589],4.519563295220125,0,0,0,0,0,0,1,0,1,1,yes,new,90.7202216066482
17,ABCA2,ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32],4.519322668708717,0,0,0,1,0,0,0,0,1,1,yes,new,90.71032845271073
3588,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],4.519111380772668,0,0,0,1,1,1,1,0,4,4,yes,new,90.70043529877323
4885,MLH1,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],4.518942980912146,0,0,0,1,0,0,0,0,1,1,yes,new,90.69054214483576
6389,PPIA,peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253],4.518906505447047,0,1,1,1,0,1,1,2,3,5,yes,old,90.6806489908983
93,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115],4.518418491895499,0,1,0,1,1,1,1,1,4,5,yes,old,90.67075583696081
6428,PPP1R16B,protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850],4.518270101986782,0,0,0,0,1,0,0,0,1,1,yes,new,90.66086268302335
9088,TUFM,"Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]",4.5181368275452884,1,1,0,1,1,1,1,2,4,6,yes,old,90.65096952908588
8209,STAU2,staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371],4.517979524511869,0,0,0,0,0,1,1,0,2,2,yes,new,90.64107637514842
4103,KDM4C,lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071],4.517551596725951,0,0,0,0,0,0,0,0,0,0,yes,new,90.63118322121092
4455,LMO3,LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643],4.5169887946122005,0,0,0,0,0,0,0,0,0,0,yes,new,90.62129006727345
2671,FAF2,Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666],4.516906834646949,0,0,0,1,0,0,1,0,2,2,yes,new,90.61139691333595
4395,LGALS1,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],4.51630433812831,0,0,0,0,0,0,0,0,0,0,yes,new,90.6015037593985
3648,HRAS,"HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]",4.516175163633163,0,1,1,0,0,0,1,2,1,3,yes,old,90.591610605461
8138,SRSF1,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],4.515572267716991,0,0,0,0,0,1,1,0,2,2,yes,new,90.58171745152357
1775,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384],4.5154369493625115,0,0,0,0,0,0,0,0,0,0,yes,new,90.57182429758608
3022,GAB2,GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458],4.514769427522553,0,0,0,0,0,0,0,0,0,0,yes,new,90.5619311436486
6834,RALY,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921],4.5144626752546975,0,0,0,0,0,1,1,0,2,2,yes,new,90.55203798971114
124,ACTA1,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]",4.514372483827661,0,1,0,0,0,0,0,1,0,1,yes,old,90.54214483577364
9035,TTC1,tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391],4.514293512131894,0,0,0,0,0,0,1,0,1,1,yes,new,90.53225168183614
8207,STAT6,signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368],4.514212432272363,0,0,0,0,0,0,0,0,0,0,yes,new,90.52235852789869
3723,HYDIN,HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368],4.513727185550702,0,0,0,0,0,0,0,0,0,0,yes,new,90.51246537396122
7773,SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329],4.513356652744413,0,0,1,1,0,0,1,1,2,3,yes,old,90.50257222002372
2535,EPHA5,EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389],4.5128551048851415,0,0,0,1,0,1,1,0,3,3,yes,new,90.49267906608627
577,ARL8B,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],4.512778408162936,0,0,1,1,0,0,1,1,2,3,yes,old,90.4827859121488
7703,SLC1A3,solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941],4.5124657472316905,0,1,1,1,1,1,0,2,3,5,yes,old,90.4728927582113
4977,MRPL28,mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484],4.512288200444276,0,0,0,0,0,0,1,0,1,1,yes,new,90.46299960427383
2399,EHD3,EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244],4.512234649628173,0,1,1,1,1,0,1,2,3,5,yes,old,90.45310645033636
4043,KCNA2,potassium voltage-gated channel subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:6220],4.512091324298994,1,1,1,1,0,0,0,3,1,4,yes,old,90.44321329639891
584,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876],4.511970323465891,0,0,0,0,0,0,0,0,0,0,yes,new,90.43332014246141
4680,MAPRE2,microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891],4.511843434549936,0,1,0,1,1,1,1,1,4,5,yes,old,90.42342698852394
9420,WAC,WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327],4.511590167688475,0,0,0,0,0,0,0,0,0,0,yes,new,90.41353383458645
769,BAG4,BAG cochaperone 4 [Source:HGNC Symbol;Acc:HGNC:940],4.511571047657888,0,0,0,1,0,0,0,0,1,1,yes,new,90.40364068064899
77,ACADVL,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92],4.5109885920281085,0,0,0,1,1,0,1,0,3,3,yes,new,90.39374752671152
4583,MADD,MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766],4.510661281417845,1,1,0,1,1,1,1,2,4,6,yes,old,90.38385437277405
6055,PGRMC1,progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090],4.510064927634837,0,0,1,1,0,1,1,1,3,4,yes,old,90.37396121883656
3384,GSTP1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638],4.5098572830861485,0,1,1,0,0,1,1,2,2,4,yes,old,90.36406806489909
9022,TSPYL1,TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382],4.5095262026891145,0,0,0,0,0,0,0,0,0,0,yes,new,90.35417491096163
4375,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535],4.509246795960078,0,1,1,1,1,1,1,2,4,6,yes,old,90.34428175702412
3032,GAK,cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113],4.509151594476468,0,1,0,1,1,1,1,1,4,5,yes,old,90.33438860308668
5200,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219],4.508878326696824,0,0,0,0,0,0,0,0,0,0,yes,new,90.32449544914918
8487,TCF12,transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623],4.5085734032737985,0,0,0,0,0,1,0,0,1,1,yes,new,90.31460229521171
7873,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],4.508537371633904,0,0,0,1,0,0,1,0,2,2,yes,new,90.30470914127424
5335,NEGR1,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302],4.508518493268566,0,1,0,1,1,1,1,1,4,5,yes,old,90.29481598733678
2980,FSD1,fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745],4.50844298098705,0,1,0,1,0,0,1,1,2,3,yes,old,90.28492283339928
2213,DOCK1,dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987],4.508425680491764,0,1,0,0,0,0,0,1,0,1,yes,old,90.27502967946181
6508,PRKCG,protein kinase C gamma [Source:HGNC Symbol;Acc:HGNC:9402],4.50815434224771,1,1,1,1,1,0,0,3,2,5,yes,old,90.26513652552435
135,ACTR1B,actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168],4.507710901782996,0,1,0,1,1,0,1,1,3,4,yes,old,90.25524337158686
6847,RAP1A,"RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]",4.5074783881281935,0,1,0,1,0,1,1,1,3,4,yes,old,90.2453502176494
9148,UBE2D2,ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475],4.507100415866797,0,0,0,0,0,0,1,0,1,1,yes,new,90.2354570637119
6980,RELL2,RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902],4.505891626728941,0,0,0,1,0,0,0,0,1,1,yes,new,90.22556390977444
6643,PTGER3,prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595],4.505703425257881,0,0,0,0,0,0,0,0,0,0,yes,new,90.21567075583694
3261,GOT1,glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432],4.50556955093133,0,1,1,0,0,1,1,2,2,4,yes,old,90.20577760189948
7896,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]",4.5055587781546835,0,0,0,0,0,0,1,0,1,1,yes,new,90.19588444796202
4843,MGST3,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064],4.505143758263727,0,1,1,1,0,1,1,2,3,5,yes,old,90.18599129402452
5766,PABPC4,poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557],4.504956082035348,0,1,0,0,0,1,1,1,2,3,yes,old,90.17609814008706
5938,PDCD6IP,programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766],4.50488141615576,0,1,0,1,1,1,1,1,4,5,yes,old,90.16620498614958
5760,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548],4.504752909887506,0,0,1,1,0,0,1,1,2,3,yes,old,90.15631183221213
6589,PSMB1,proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],4.504597854724638,0,0,0,1,1,1,1,0,4,4,yes,new,90.14641867827463
4331,LANCL1,LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508],4.504541358100567,0,1,1,1,1,0,1,2,3,5,yes,old,90.13652552433716
3462,HCCS,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],4.50442512005083,0,0,0,1,1,0,0,0,2,2,yes,new,90.12663237039969
4672,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882],4.504366650599137,0,1,1,0,0,0,1,2,1,3,yes,old,90.11673921646221
2102,DHX8,DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749],4.504019671399184,0,0,0,0,0,0,1,0,1,1,yes,new,90.10684606252474
1025,CAMK1D,calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341],4.503883889259121,0,0,1,0,0,0,0,1,0,1,yes,old,90.09695290858727
2543,EPHB6,EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396],4.503093462237215,0,0,0,1,0,0,0,0,1,1,yes,new,90.08705975464979
8068,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]",4.503068350797795,0,0,0,1,0,0,0,0,1,1,yes,new,90.0771666007123
1734,CPSF3,cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326],4.502966627292096,0,0,0,0,0,0,1,0,1,1,yes,new,90.06727344677482
1464,CHMP4B,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171],4.502937622851753,0,0,0,0,1,1,1,0,3,3,yes,new,90.05738029283735
385,ANKRD28,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024],4.5028505501321385,0,0,0,0,0,0,1,0,1,1,yes,new,90.04748713889988
6304,POLB,DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174],4.5024745433032285,0,0,0,0,0,0,0,0,0,0,yes,new,90.03759398496241
2391,EGLN3,egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661],4.502445047479406,0,0,0,0,0,0,0,0,0,0,yes,new,90.02770083102493
6598,PSMC1,"proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]",4.501933755189802,0,1,0,1,1,1,1,1,4,5,yes,old,90.01780767708746
4931,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],4.501636926643641,0,0,0,0,0,0,0,0,0,0,yes,new,90.00791452314999
8241,STMN3,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926],4.501582853498636,0,0,0,1,0,0,0,0,1,1,yes,new,89.99802136921251
5273,NCOR2,nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673],4.501315853012703,0,0,0,0,0,1,0,0,1,1,yes,new,89.98812821527504
4741,MDFI,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967],4.501250010334953,0,0,0,0,0,0,0,0,0,0,yes,new,89.97823506133757
6364,POT1,protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284],4.5012453120204965,0,0,0,0,0,0,0,0,0,0,yes,new,89.96834190740006
429,AP2A1,adaptor related protein complex 2 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:561],4.500644283771983,0,1,1,1,1,1,1,2,4,6,yes,old,89.9584487534626
720,ATRX,ATRX chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886],4.500354226702092,0,0,0,0,0,0,0,0,0,0,yes,new,89.94855559952512
5859,PCDH9,protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661],4.4998083609043915,0,0,0,0,0,0,1,0,1,1,yes,new,89.93866244558765
6784,RABAC1,Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794],4.499401926717188,0,1,1,0,0,0,0,2,0,2,yes,old,89.92876929165018
7905,SMC1A,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111],4.498911510141589,0,0,0,0,0,0,1,0,1,1,yes,new,89.9188761377127
1982,DCTN2,dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712],4.49891127999712,0,1,1,1,1,1,1,2,4,6,yes,old,89.90898298377523
237,AHCYL1,adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344],4.498852413500473,0,1,0,1,1,0,1,1,3,4,yes,old,89.89908982983775
2558,ERC1,ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072],4.4988184321728175,1,1,1,1,1,1,1,3,4,7,yes,old,89.8891966759003
8851,TP63,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979],4.498758951511576,0,0,0,0,0,0,0,0,0,0,yes,new,89.8793035219628
8866,TPPP,tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164],4.498750933601874,0,1,0,1,1,0,1,1,3,4,yes,old,89.86941036802533
5404,NISCH,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],4.4985414234456504,0,0,0,1,0,0,1,0,2,2,yes,new,89.85951721408784
2363,EDC4,enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157],4.498264599609176,0,0,0,1,0,1,1,0,3,3,yes,new,89.84962406015038
5851,PCCA,propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653],4.4981237618279915,0,1,0,1,0,0,1,1,2,3,yes,old,89.8397309062129
3480,HDAC7,histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067],4.498107627638262,0,0,0,0,0,0,0,0,0,0,yes,new,89.82983775227542
2372,EEF1B2,eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208],4.497355628176357,0,1,0,0,0,1,1,1,2,3,yes,old,89.81994459833795
2847,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703],4.497302058671498,0,0,0,1,0,0,1,0,2,2,yes,new,89.81005144440046
6495,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377],4.496663082370957,0,0,0,1,0,0,0,0,1,1,yes,new,89.800158290463
2840,FGFR3,fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690],4.49630523332478,0,0,0,0,0,0,0,0,0,0,yes,new,89.79026513652552
9527,YAP1,Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262],4.496048224323964,0,0,0,0,0,0,0,0,0,0,yes,new,89.78037198258804
1183,CCT2,chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615],4.495952376590439,0,1,1,1,1,1,1,2,4,6,yes,old,89.77047882865057
4849,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]",4.495370872238945,0,0,0,0,0,0,0,0,0,0,yes,new,89.7605856747131
3060,GAP43,growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140],4.495292162614532,0,1,1,1,1,1,1,2,4,6,yes,old,89.75069252077563
5894,PCDHGB1,"protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:HGNC:8708]",4.495168196777763,0,0,0,0,0,0,1,0,1,1,yes,new,89.74079936683815
3460,HBS1L,HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834],4.495153535393948,0,0,0,1,0,0,1,0,2,2,yes,new,89.73090621290069
2317,DYNLRB1,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468],4.495089108241847,0,0,0,1,0,0,0,0,1,1,yes,new,89.72101305896321
8504,TCP1,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655],4.49475021680495,0,1,1,1,1,1,1,2,4,6,yes,old,89.71111990502573
3643,HPRT1,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157],4.494507206392257,0,0,0,0,0,0,0,0,0,0,yes,new,89.70122675108824
7284,RTN3,reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469],4.493590340780836,1,1,1,1,1,1,1,3,4,7,yes,old,89.69133359715076
1776,CRY2,cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385],4.493446889574742,0,0,0,0,0,0,0,0,0,0,yes,new,89.68144044321329
4105,KDM5A,lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886],4.4933682951143945,0,0,0,0,0,0,0,0,0,0,yes,new,89.67154728927582
5682,OPTN,optineurin [Source:HGNC Symbol;Acc:HGNC:17142],4.492866845655088,0,0,0,0,0,0,0,0,0,0,yes,new,89.66165413533834
4017,JUP,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207],4.4926838837007645,0,1,0,1,1,1,1,1,4,5,yes,old,89.65176098140087
1053,CAPNS1,calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481],4.492007597742799,0,0,0,0,0,0,1,0,1,1,yes,new,89.6418678274634
2039,DDX6,DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747],4.49196446432632,0,1,0,1,0,1,1,1,3,4,yes,old,89.63197467352593
1028,CAMK2G,calcium/calmodulin dependent protein kinase II gamma [Source:HGNC Symbol;Acc:HGNC:1463],4.491509138447652,0,1,1,1,1,1,1,2,4,6,yes,old,89.62208151958845
2025,DDX41,DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674],4.491316219179301,0,0,0,0,0,0,0,0,0,0,yes,new,89.61218836565098
2995,FUNDC1,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],4.4907319103144765,0,0,0,0,0,0,0,0,0,0,yes,new,89.60229521171351
4233,KPNA2,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395],4.490454325643174,1,0,0,0,0,0,1,1,1,2,yes,old,89.59240205777601
2846,FHL1,four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702],4.490141264148873,0,0,0,1,0,1,1,0,3,3,yes,new,89.58250890383854
1333,CDK9,cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780],4.490110803811357,0,0,0,0,0,0,0,0,0,0,yes,new,89.57261574990109
446,APBB1,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581],4.489915646420828,1,0,0,1,0,0,1,1,2,3,yes,old,89.56272259596359
9254,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],4.489253841336327,0,1,0,1,1,1,1,1,4,5,yes,old,89.55282944202612
5968,PDIA3,protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606],4.489161363154213,0,1,1,1,0,1,1,2,3,5,yes,old,89.54293628808864
2945,FOXO3,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821],4.489151663297303,0,0,0,0,0,0,0,0,0,0,yes,new,89.53304313415117
1572,CLNS1A,chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080],4.48895435426034,0,0,0,0,0,0,0,0,0,0,yes,new,89.52314998021367
8085,SPP1,secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255],4.488905604640979,0,0,0,0,0,0,0,0,0,0,yes,new,89.51325682627622
2882,FLT1,fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],4.4884369271246625,0,0,0,0,0,0,0,0,0,0,yes,new,89.50336367233874
5010,MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",4.48843242200249,0,0,0,0,0,0,0,0,0,0,yes,new,89.49347051840127
8322,SVIL,supervillin [Source:HGNC Symbol;Acc:HGNC:11480],4.488375916875749,0,0,0,0,0,0,1,0,1,1,yes,new,89.48357736446378
2461,ELMO2,engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233],4.487898491384187,0,0,0,1,0,1,1,0,3,3,yes,new,89.47368421052632
240,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347],4.487699144621216,0,1,0,0,0,1,0,1,1,2,yes,old,89.46379105658885
6999,RFC1,replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969],4.487497485182995,0,0,0,0,0,0,0,0,0,0,yes,new,89.45389790265136
3544,HIVEP2,HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921],4.487397487254868,0,0,0,0,0,0,0,0,0,0,yes,new,89.44400474871391
6575,PSD,pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507],4.487205718109838,1,1,0,1,1,1,1,2,4,6,yes,old,89.4341115947764
4228,KMT2E,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],4.487164738782137,0,0,0,0,0,0,0,0,0,0,yes,new,89.42421844083893
5135,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],4.487066373719165,0,0,0,1,1,0,0,0,2,2,yes,new,89.41432528690146
60,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",4.486876714960632,1,0,0,1,0,0,1,1,2,3,yes,old,89.40443213296398
7163,ROBO1,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249],4.4868538164776135,0,0,1,0,0,0,1,1,1,2,yes,old,89.3945389790265
6602,PSMC4,"proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]",4.48673384252362,0,0,0,1,0,1,1,0,3,3,yes,new,89.38464582508905
6902,RBL1,RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893],4.486708794911516,0,0,0,0,0,0,0,0,0,0,yes,new,89.37475267115155
4425,LIMK1,LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613],4.486352930931611,0,0,0,0,0,0,1,0,1,1,yes,new,89.36485951721409
6392,PPIB,peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255],4.486239393219525,0,1,1,1,1,0,1,2,3,5,yes,old,89.35496636327663
8042,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],4.485964584556204,0,0,0,1,1,0,1,0,3,3,yes,new,89.34507320933912
8720,TMEM30A,transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667],4.485427377014696,0,0,1,0,1,0,1,1,2,3,yes,old,89.33518005540165
493,ARAF,"A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]",4.485298486229256,0,0,0,1,0,0,0,0,1,1,yes,new,89.3252869014642
8045,SPAST,spastin [Source:HGNC Symbol;Acc:HGNC:11233],4.485126104992292,0,0,0,1,0,0,1,0,2,2,yes,new,89.3153937475267
7640,SIRPA,signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662],4.484976812288127,0,1,1,1,1,0,0,2,2,4,yes,old,89.30550059358923
4912,MOAP1,modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658],4.484645936268445,0,0,0,0,0,0,0,0,0,0,yes,new,89.29560743965176
6409,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]",4.484259240614927,1,0,0,1,1,0,0,1,2,3,yes,old,89.2857142857143
3185,GLS,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331],4.484063597558674,0,1,1,1,1,0,1,2,3,5,yes,old,89.27582113177681
6747,RAB1B,"RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]",4.483734065637361,1,1,1,1,0,0,1,3,2,5,yes,old,89.26592797783934
